State;CountyID;PrecinctID;PrecinctName;HasStat;7AM;EDR;Signatirues;MilAbs;FedAbs;PresAbs;Totvoting
MN;02;0705;CIRCLE PINES P-1;1;1181;3;220;17;0;0;237
MN;02;0710;CIRCLE PINES P-2;1;2072;6;466;38;0;0;504
MN;02;2205;LINO LAKES P-1;1;1276;7;375;31;0;0;406
MN;02;2210;LINO LAKES P-2;1;1996;9;333;29;0;0;362
MN;02;2215;LINO LAKES P-3;1;1535;3;220;8;0;0;228
MN;02;2220;LINO LAKES P-4;1;2280;13;322;22;0;0;344
MN;02;2225;LINO LAKES P-5;1;1273;5;184;14;0;0;198
MN;02;2230;LINO LAKES P-6;1;2078;5;284;19;0;0;303
MN;02;2235;LINO LAKES P-7;1;2186;5;306;18;0;0;324
MN;02;8033;ISD 15 P2 LIFELONG LEARNING CENTER;1;6820;59;1702;215;0;0;1917
MN;02;8034;ISD 15 P3 EAST BETHEL SR CENTER;1;6125;41;1246;73;0;0;1319
MN;02;8038;ISD 13 P1;1;7476;51;1462;27;0;0;1489
MN;02;8039;ISD 13 P2;1;7082;66;1560;61;0;0;1621
MN;02;8040;ISD 14 P1 FRIDLEY COMMUNITY CENTER;1;9191;6;227;19;0;0;246
MN;02;8041;ISD 16 P1 WOODCREST ELEMENTARY;1;6482;8;451;19;0;0;470
MN;02;8042;ISD 16 P2 WESTWOOD INTERMEDIATE;1;12369;17;585;62;0;0;647
MN;02;8044;ISD 15 P1 CENTRAL SERVICES CENTER;1;7149;64;1451;234;0;0;1685
MN;02;8176;ISD 831 P3 LINWOOD ELEMENTARY;1;3392;43;846;92;0;0;938
MN;02;8177;ISD 831 P4 COLUMBUS ELEMENTARY SCHOOL;1;4338;36;1216;140;0;0;1356
MN;02;9359;ISD 11 SB1 P1 - RAMSEY MUNICIPAL CENTER;1;5178;33;742;74;0;0;816
MN;02;9361;ISD 11 SB1 P3 - ANOKA COVENANT CHURCH;1;4395;23;771;73;0;0;844
MN;02;9362;ISD 11 SB1 P4 - ZION LUTHERAN CHURCH;1;5675;39;823;97;0;0;920
MN;02;9363;ISD 11 SB1 P5 - GREENHAVEN COUNTRY CLUB;1;3775;12;513;63;0;0;576
MN;02;9364;ISD 11 SB2 P1 - GRACE COMMUNITY FELLOWSHIP;1;7044;63;1264;148;0;0;1412
MN;02;9365;ISD 11 SB2 P2 - OAK PARK COMMUNITY CHURCH;1;5473;28;766;85;0;0;851
MN;02;9366;ISD 11 SB2 P3 - BLAINE UNITED METHODIST CHURCH;1;4668;12;573;51;0;0;624
MN;02;9367;ISD 11 SB2 P4 - KING OF GLORY CHURCH;1;4035;15;526;36;0;0;562
MN;02;9368;ISD 11 SB2 P5 - PEACE LUTHERAN CHURCH;1;3577;14;535;21;0;0;556
MN;02;9369;ISD 11 SB3 P5 - COON RAPIDS ICE CENTER;1;3468;12;524;39;0;0;563
MN;02;9370;ISD 11 SB3 P6 - UNITED METHODIST CHURCH;1;3874;10;635;42;0;0;677
MN;02;9371;ISD 11 SB4 P1 - OAK HAVEN CHURCH;1;4484;34;822;49;0;0;871
MN;02;9372;ISD 11 SB4 P2 - SPIRIT OF CHRIST LUTHERAN CHURCH;1;5100;37;1098;78;0;0;1176
MN;02;9373;ISD 11 SB4 P3 - CROSS OF HOPE LUTHERAN CHURCH;1;4673;45;949;77;0;0;1026
MN;02;9374;ISD 11 SB4 P4 - PRAIRIE OAK COMMUNITY CHURCH;1;6674;64;1706;163;0;0;1869
MN;02;9375;ISD 11 SB4 P5 - BUNKER HILLS ACTIVITY CENTER;1;3791;36;990;78;0;0;1068
MN;02;9376;ISD 11 SB5 P5 - SPRINGBROOK NATURE CENTER;1;906;0;100;13;0;0;113
MN;02;9377;ISD 11 SB5 P6 - EMMA B HOWE YMCA - COMMUNITY ROOM;1;2385;8;270;32;0;0;302
MN;02;9378;ISD 11 SB5 P7 - SPIRIT OF GRACE CHURCH;1;6146;14;642;50;0;0;692
MN;02;9379;ISD 11 SB6 P1 - GRACE LUTHERAN CHURCH;1;4126;33;769;76;0;0;845
MN;02;9380;ISD 11 SB6 P2 - REDEEMER LUTHERAN CHURCH;1;5414;22;890;85;0;0;975
MN;02;9381;ISD 11 SB6 P3 - ANDOVER ELEMENTARY SCHOOL;1;6313;36;1131;124;0;0;1255
MN;02;9382;ISD 11 SB6 P4 - BUNKER HILLS GOLF CLUB;1;5968;25;891;86;0;0;977
MN;02;9658;ISD 11 SB1 P2 - RAMSEY FIRE STATION #2;1;4937;19;818;72;0;0;890
MN;03;8079;ISD 2889 LPA ELEMENTARY SCHOOL;0;1538;0;0;0;0;0;0
MN;03;8813;ISD 821 WOLF LAKE LIONS HALL;1;304;5;154;17;0;0;171
MN;03;8993;ISD 2889 LPA HIGH SCHOOL;0;1623;0;0;0;0;0;0
MN;06;8635;ISD NO. 2903 ORTONVILLE;0;2087;0;0;0;0;0;0
MN;06;8907;ISD NO. 2888 CLINTON-GRACEVILLE-BEARDSLEY;1;1428;21;381;59;0;0;440
MN;07;8065;ISD 77 EAGLE LAKE ELEM SCH PCT F;1;1789;0;275;7;0;0;282
MN;07;8066;ISD 77 MADISON LAKE COMM CTR PCT G;1;1099;0;202;12;0;0;214
MN;07;9255;ISD 2135  AMBOY CITY HALL;0;700;0;0;0;0;0;0
MN;07;9256;ISD 2135 MAPLETON SCHOOL BUILDING;0;1656;0;0;0;0;0;0
MN;07;9257;ISD 2135 GOOD THUNDER SCHOOL;0;642;0;0;0;0;0;0
MN;07;9258;ISD 2135 MAPLE RIVER - MN LAKE SCHOOL BLDG;0;580;0;0;0;0;0;0
MN;07;9447;ISD 77 EAST SENIOR HIGH PCT A;1;5496;0;920;55;0;0;975
MN;07;9448;ISD 77 FRANKLIN ELEMENTARY PCT B;1;6510;0;883;70;0;0;953
MN;07;9449;ISD 77 ROSA PARKS ELEM SCH PCT C;1;4290;0;515;45;0;0;560
MN;07;9450;ISD 77 INTERGOV'TL CTR PCT D;1;3868;0;379;40;0;0;419
MN;07;9451;ISD 77 WEST SENIOR HIGH PCT E;1;4863;0;669;45;0;0;714
MN;08;8444;ISD NO. 81 COMFREY;1;617;10;123;1;0;0;124
MN;09;8093;ISD NO. 95 CROMWELL-WRIGHT;1;962;0;581;89;0;0;670
MN;10;8667;ISD 276 - MINNETONKA MIDDLE SCHOOL WEST;1;3505;1;41;2;0;0;43
MN;10;8692;ISD 108 NORWOOD YOUNG AMERICA;1;5047;3;41;0;0;0;41
MN;11;8536;ISD 116 PILLAGER;1;3411;66;941;168;0;0;1109
MN;11;9452;ISD #118 NORTHLAND HIGH SCHOOL;1;3145;8;125;29;0;0;154
MN;11;9630;ISD #115 BENA CITY HALL;1;177;6;44;16;0;0;60
MN;11;9631;ISD # 115 PIKE BAY TOWN HALL;1;1780;65;505;21;0;0;526
MN;12;8389;ISD #2180 - MACCRAY HIGH SCHOOL CAFETERIA;0;1242;0;0;0;0;0;0
MN;12;8595;ISD #2180 - MACCRAY WEST CAFETERIA;0;801;0;0;0;0;0;0
MN;12;9656;ISD #2180 - MACRAY EAST CAFETERIA;0;831;0;0;0;0;0;0
MN;13;8376;ISD 139 RUSH CITY;1;3342;47;934;50;0;0;984
MN;13;8443;ISD 831 WYOMING ELEMENTARY SCHOOL;1;4587;43;1274;149;0;0;1423
MN;14;0010;BARNESVILLE CITY W-1;0;536;0;0;0;0;0;0
MN;14;0015;BARNESVILLE CITY W-2;0;441;0;0;0;0;0;0
MN;14;0020;BARNESVILLE CITY W-3;0;490;0;0;0;0;0;0
MN;14;0040;DILWORTH CITY;1;2350;16;327;18;0;0;345
MN;14;8617;ISD 146 BARNESVILLE SENIOR CITIZEN'S CTR;0;1072;0;0;0;0;0;0
MN;14;8682;ISD 152 - P3 BETHESDA LUTHERAN CHURCH;1;5580;20;511;64;0;0;575
MN;14;8690;ISD 146 COMSTOCK COMMUNITY CTR;0;186;0;0;0;0;0;0
MN;14;9624;ISD 152 - P4 GOOD SHEPARD LUTHERAN;1;6018;7;280;0;0;0;280
MN;14;9625;ISD 152 - P2 MHD YOUTH HOCKEY ARENA;1;5188;16;369;0;0;0;369
MN;14;9626;ISD 152 - P1 ST FRANCIS DE SALES CHUR;1;5741;4;296;0;0;0;296
MN;17;8808;ISD 173 MOUNTAIN LAKE PUBLIC SCHOOL;1;1593;10;337;8;0;0;345
MN;17;8877;ISD 2898 - WESTBROOK SCHOOL;1;1529;7;294;11;0;0;312
MN;19;3810;NORTHFIELD W-3 P-2;1;812;18;459;66;0;0;525
MN;19;8112;ISD 199 P1 - EMANUEL LUTHERAN CHURCH;1;9436;41;1509;190;0;0;1699
MN;19;8113;ISD 199 P2 - GOOD SHEPHERD CHURCH;1;8162;37;1577;163;0;0;1739
MN;19;8230;ISD 197 P1 HERITAGE MIDDLE SCHOOL;1;6631;7;240;20;0;0;260
MN;19;8231;ISD 197 P2 ST STEPHEN'S LUTHERAN CHURCH;1;5518;4;220;22;0;0;242
MN;19;8232;ISD 197 P3 HENRY SIBLEY HIGH SCHOOL;1;6350;7;307;30;0;0;337
MN;19;8233;ISD 197 P4 FRIENDLY HILLS MIDDLE SCHOOL;1;3108;5;145;4;0;0;149
MN;19;8234;ISD 197 P5 PILOT KNOB STEM MAGNET SCHOOL;1;5846;6;103;9;0;0;112
MN;19;8235;ISD 200 P1 HOPE LUTHERAN CHURCH;1;3301;21;544;38;0;0;582
MN;19;8236;ISD 200 P2 OUR SAVIOUR'S LUTHERAN CHURCH;1;3755;33;880;67;0;0;947
MN;19;8237;ISD 200 P3 UNITED METHODIST CHURCH;1;3460;25;854;43;0;0;897
MN;19;8238;ISD 200 P4 ST PHILIP'S LUTHERAN CHURCH;1;3362;28;959;77;0;0;1036
MN;19;8244;ISD 196 P1 BEREAN BAPTIST CHURCH;1;7901;3;209;14;0;0;223
MN;19;8245;ISD 196 P2 LORD OF LIFE LUTHERAN CHURCH;1;7174;9;260;20;0;0;280
MN;19;8246;ISD 196 P3 APPLE VALLEY SENIOR CENTER;1;7094;4;366;40;0;0;406
MN;19;8247;ISD 196 P10 ST THOMAS BECKET CHURCH;1;7170;13;368;22;0;0;390
MN;19;8248;ISD 196 P11 EAGAN FIRE SAFETY CENTER;1;7258;6;421;26;0;0;447
MN;19;8249;ISD 196 P12 EASTER LUTHERAN CHURCH;1;6744;12;427;32;0;0;459
MN;19;8250;ISD 196 P13 CHRIST LUTHERAN CHURCH;1;6707;8;262;12;0;0;274
MN;19;8251;ISD 196 P14 CHAPEL HILL BAPTIST CHURCH;1;5743;6;319;23;0;0;342
MN;19;8639;ISD 191 P5  VISTA VIEW ELEMENTARY SCHOOL;1;5941;29;680;121;0;0;801
MN;19;8640;ISD 191 P2 GIDEON POND ELEMENTARY SCHOOL;1;6750;42;966;182;0;0;1148
MN;19;8641;ISD 191 P4 SIOUX TRAIL ELEMENTARY SCHOOL;1;6552;22;996;155;0;0;1151
MN;19;8642;ISD 191 P1 EDWARD NEILL ELEMENTARY SCHOOL;1;6520;39;865;163;0;0;1028
MN;19;9125;ISD 196 P4 MOUNT OLIVET ASSEMBLY OF GOD CHURCH;1;6648;5;399;39;0;0;438
MN;19;9126;ISD 196 P5 APPLE VALLEY MUNICIPAL CENTER;1;7841;11;223;18;0;0;241
MN;19;9127;ISD 196 P6 ISD 196 DISTRICT SERVICE CENTER;1;6519;1;352;32;0;0;384
MN;19;9128;ISD 196 P7 SHEPHERD OF THE VALLEY LUTHERAN CHURCH;1;4409;5;234;16;0;0;250
MN;19;9129;ISD 196 P8 OUR SAVIORS CHURCH;1;6686;12;366;21;0;0;387
MN;19;9130;ISD 196 P9 COMMUNITY OF HOPE CHURCH;1;8072;11;319;40;0;0;359
MN;19;9218;ISD 006 P1 ST JOHN VIANNEY CHURCH;1;2661;17;606;101;0;0;707
MN;19;9219;ISD 006 P2 FIRST PRESBYTERIAN CHURCH;1;1688;5;428;67;0;0;495
MN;19;9220;ISD 006 P3 LUTHER MEMORIAL CHURCH;1;3017;26;642;113;0;0;755
MN;19;9221;ISD 006 P4 DAKOTA COUNTY HISTORICAL MUSEUM;1;771;6;118;15;0;0;133
MN;19;9222;ISD 006 P5 KAPOSIA EDUCATION CENTER (GYM);1;3494;24;617;80;0;0;697
MN;19;9288;ISD 659 GREENVALE TOWN HALL;1;1148;22;484;10;0;0;494
MN;19;9441;ISD 194 P17 EUREKA TOWN HALL;1;632;2;113;2;0;0;115
MN;19;9491;ISD 191 P3 JOHN METCALF JUNIOR HIGH SCHOOL;1;6185;20;572;60;0;0;632
MN;19;9598;ISD 200 P5 TILDEN COMMUNITY CENTER;1;5829;20;857;73;0;0;930
MN;19;9599;ISD 194 P1 HERITAGE CENTER;1;1842;11;242;33;0;0;275
MN;19;9600;ISD 194 P2 ST. JOHN'S LUTHERAN CHURCH;1;3066;7;544;69;0;0;613
MN;19;9601;ISD 194 P3 LAKEVILLE SOUTH HIGH SCHOOL;1;2095;5;364;42;0;0;406
MN;19;9602;ISD 194 P4 TRINITY EVANGELICAL CHURCH;1;2105;11;395;35;0;0;430
MN;19;9603;ISD 194 P5 KENWOOD TRAIL MIDDLE SCHOOL;1;2055;9;273;35;0;0;308
MN;19;9604;ISD 194 P6 FAMILY OF CHRIST LUTHERAN CHURCH;1;1937;5;271;29;0;0;300
MN;19;9605;ISD 194 P7 EVERGREEN COMMUNITY CHURCH;1;1965;5;327;17;0;0;344
MN;19;9606;ISD 194 P8 HOSANNA! LUTHERAN CHURCH;1;1856;8;292;32;0;0;324
MN;19;9607;ISD 194 P9 CHURCH OF JESUS CHRIST LDS;1;1977;2;315;30;0;0;345
MN;19;9608;ISD 194 P10 LAKEVILLE WATER TREATMENT FACILITY;1;2107;5;388;47;0;0;435
MN;19;9609;ISD 194 P11 CRYSTAL LAKE EDUCATION CENTER;1;2407;9;483;37;0;0;520
MN;19;9610;ISD 194 P12 CHERRY VIEW ELEMENTARY SCHOOL;1;857;4;87;10;0;0;97
MN;19;9611;ISD 194 P13 CENTRAL MAINTENANCE FACILITY;1;2399;14;410;36;0;0;446
MN;19;9612;ISD 194 P14 DISCOVER CHURCH;1;667;1;67;5;0;0;72
MN;19;9613;ISD 194 P15 EPISCOPAL CHURCH OF THE NATIVITY;1;473;2;77;4;0;0;81
MN;19;9614;ISD 194 P16 BUCK HILL SKI RESORT;1;1887;2;185;6;0;0;191
MN;20;8738;ISD NO. 2125 TRITON;1;3734;42;874;58;0;0;932
MN;23;0050;CHATFIELD;1;917;8;223;9;0;0;232
MN;23;0155;RUSHFORD;1;1083;3;151;1;0;0;152
MN;25;8573;ISD 256 - BURNSIDE ELEMENTARY SCHOOL;1;3584;0;905;0;0;0;905
MN;25;8736;ZM PRIMARY GYMNASIUM;1;3218;44;951;10;0;0;961
MN;25;8952;ISD 656-NERSTRAND CHARTER SCHOOL;1;1;0;0;0;0;0;0
MN;25;9059;KENYON-WANAMINGO ELEMENTARY SCHOOL;0;1225;0;0;0;0;0;0
MN;25;9060;KENYON-WANAMINGO MIDDLE-HIGH SCHOOL;1;2085;30;619;0;0;0;618
MN;25;9635;ISD 256 RED WING LIBRARY;1;4879;26;1145;0;0;0;1145
MN;25;9636;ISD 256 RED WING HIGH SCHOOL;1;3095;31;739;309;0;0;1048
MN;26;9337;ISD NO. 264 HERMAN-NORCROSS;1;603;3;135;3;0;0;138
MN;27;0005;BLOOMINGTON W-1 P-07;1;1535;8;365;37;0;0;402
MN;27;0010;BLOOMINGTON W-1 P-08;1;1670;5;414;57;0;0;471
MN;27;0015;BLOOMINGTON W-1 P-09;1;1437;6;206;33;0;0;239
MN;27;0020;BLOOMINGTON W-1 P-10;1;2049;10;396;62;0;0;458
MN;27;0025;BLOOMINGTON W-1 P-12;1;2046;14;484;75;0;0;559
MN;27;0030;BLOOMINGTON W-1 P-14;1;1888;11;482;67;0;0;549
MN;27;0035;BLOOMINGTON W-1 P-15;1;1291;11;347;72;0;0;419
MN;27;0036;BLOOMINGTON W-1 P-30;1;2025;13;374;95;0;0;469
MN;27;0040;BLOOMINGTON W-2 P-13;1;1987;12;505;105;0;0;610
MN;27;0045;BLOOMINGTON W-2 P-16;1;2847;14;834;152;0;0;986
MN;27;0050;BLOOMINGTON W-2 P-21;1;1457;7;317;64;0;0;381
MN;27;0055;BLOOMINGTON W-2 P-23;1;2108;9;363;36;0;0;399
MN;27;0060;BLOOMINGTON W-2 P-24;1;1835;7;462;70;0;0;532
MN;27;0065;BLOOMINGTON W-2 P-25;1;1617;7;340;61;0;0;401
MN;27;0070;BLOOMINGTON W-2 P-26;1;1885;11;523;74;0;0;597
MN;27;0071;BLOOMINGTON W-2 P-27;1;1363;4;299;49;0;0;348
MN;27;0075;BLOOMINGTON W-3 P-05;1;2338;9;448;72;0;0;520
MN;27;0080;BLOOMINGTON W-3 P-11;1;1398;9;320;84;0;0;404
MN;27;0085;BLOOMINGTON W-3 P-17;1;1329;4;274;74;0;0;348
MN;27;0090;BLOOMINGTON W-3 P-18;1;1266;5;319;56;0;0;375
MN;27;0095;BLOOMINGTON W-3 P-19;1;2147;8;473;62;0;0;535
MN;27;0100;BLOOMINGTON W-3 P-20;1;1762;6;427;68;0;0;495
MN;27;0105;BLOOMINGTON W-3 P-22;1;1852;12;521;82;0;0;603
MN;27;0106;BLOOMINGTON W-3 P-28;1;1635;9;533;70;0;0;603
MN;27;0107;BLOOMINGTON W-3 P-29;1;1412;3;218;23;0;0;241
MN;27;0110;BLOOMINGTON W-4 P-01;1;1607;7;196;33;0;0;229
MN;27;0115;BLOOMINGTON W-4 P-02;1;2045;9;261;31;0;0;292
MN;27;0120;BLOOMINGTON W-4 P-03;1;1851;8;337;42;0;0;379
MN;27;0125;BLOOMINGTON W-4 P-04;1;1698;12;301;35;0;0;336
MN;27;0130;BLOOMINGTON W-4 P-06;1;2015;14;425;54;0;0;479
MN;27;0131;BLOOMINGTON W-4 P-31;1;980;3;170;26;0;0;196
MN;27;0132;BLOOMINGTON W-4 P-32;1;1446;8;154;29;0;0;183
MN;27;0985;GOLDEN VALLEY P-1;1;1682;9;433;26;0;0;459
MN;27;0990;GOLDEN VALLEY P-2;1;2381;16;542;56;0;0;598
MN;27;1000;GOLDEN VALLEY P-3;1;1586;5;467;60;0;0;527
MN;27;1005;GOLDEN VALLEY P-4;1;1766;5;281;39;0;0;320
MN;27;1010;GOLDEN VALLEY P-5;1;1578;13;463;53;0;0;516
MN;27;1015;GOLDEN VALLEY P-6;1;2022;8;311;30;0;0;341
MN;27;1020;GOLDEN VALLEY P-7;1;1928;1;295;37;0;0;332
MN;27;1025;GOLDEN VALLEY P-8;1;2002;17;519;43;0;0;562
MN;27;1110;HOPKINS P-01;1;1424;23;258;48;0;0;306
MN;27;1115;HOPKINS P-02;1;2069;24;358;45;0;0;403
MN;27;1120;HOPKINS P-03;1;1484;10;226;33;0;0;259
MN;27;1125;HOPKINS P-04;1;1671;29;334;53;0;0;387
MN;27;1130;HOPKINS P-05;1;1601;15;395;39;0;0;434
MN;27;1135;HOPKINS P-06;1;2002;14;319;56;0;0;375
MN;27;1150;INDEPENDENCE P-01;1;2587;2;120;3;0;0;123
MN;27;1360;MINNEAPOLIS W-1 P-01;1;912;22;381;30;0;0;411
MN;27;1365;MINNEAPOLIS W-1 P-02;1;2751;65;1195;109;0;0;1304
MN;27;1370;MINNEAPOLIS W-1 P-03;1;2369;61;1205;79;0;0;1284
MN;27;1375;MINNEAPOLIS W-1 P-04;1;2195;68;1067;84;0;0;1151
MN;27;1380;MINNEAPOLIS W-1 P-05;1;1873;70;890;65;0;0;955
MN;27;1385;MINNEAPOLIS W-1 P-06;1;2281;87;1016;44;0;0;1060
MN;27;1390;MINNEAPOLIS W-1 P-07;1;1760;152;567;34;0;0;601
MN;27;1395;MINNEAPOLIS W-1 P-08;1;1377;59;581;33;0;0;614
MN;27;1400;MINNEAPOLIS W-1 P-09;1;2527;107;984;83;0;0;1067
MN;27;1405;MINNEAPOLIS W-1 P-10;1;970;16;391;26;0;0;417
MN;27;1410;MINNEAPOLIS W-2 P-01;1;1440;41;614;55;0;0;669
MN;27;1415;MINNEAPOLIS W-2 P-02;1;1370;38;716;87;0;0;803
MN;27;1420;MINNEAPOLIS W-2 P-03;1;1757;173;549;35;0;0;582
MN;27;1425;MINNEAPOLIS W-2 P-04;1;1274;190;294;5;0;0;299
MN;27;1430;MINNEAPOLIS W-2 P-05;1;2092;125;710;45;0;0;755
MN;27;1435;MINNEAPOLIS W-2 P-06;1;1125;53;516;50;0;0;566
MN;27;1440;MINNEAPOLIS W-2 P-07;1;637;131;239;39;0;0;278
MN;27;1445;MINNEAPOLIS W-2 P-08;1;2588;61;1347;102;0;0;1448
MN;27;1450;MINNEAPOLIS W-2 P-09;1;1076;115;462;54;0;0;516
MN;27;1455;MINNEAPOLIS W-2 P-10;1;1735;262;383;6;0;0;389
MN;27;1456;MINNEAPOLIS W-2 P-11;1;1372;47;688;41;0;0;729
MN;27;1460;MINNEAPOLIS W-3 P-01;1;2916;370;585;36;0;0;621
MN;27;1465;MINNEAPOLIS W-3 P-02;1;2544;273;939;69;0;0;1008
MN;27;1470;MINNEAPOLIS W-3 P-03;1;2809;170;1245;272;0;0;1516
MN;27;1475;MINNEAPOLIS W-3 P-04;1;1082;56;509;48;0;0;557
MN;27;1480;MINNEAPOLIS W-3 P-05;1;1616;74;731;91;0;0;822
MN;27;1485;MINNEAPOLIS W-3 P-06;1;2842;178;1294;87;0;0;1381
MN;27;1490;MINNEAPOLIS W-3 P-07;1;2186;94;829;112;0;0;941
MN;27;1495;MINNEAPOLIS W-3 P-08;1;1531;50;583;121;0;0;704
MN;27;1500;MINNEAPOLIS W-3 P-09;1;2291;80;728;259;0;0;986
MN;27;1501;MINNEAPOLIS W-3 P-10;1;989;57;402;23;0;0;425
MN;27;1502;MINNEAPOLIS W-3 P-11;1;1370;76;524;70;0;0;594
MN;27;1503;MINNEAPOLIS W-3 P-12;1;833;35;232;90;0;0;322
MN;27;1505;MINNEAPOLIS W-4 P-01;1;1730;24;502;30;0;0;532
MN;27;1510;MINNEAPOLIS W-4 P-02;1;2564;41;660;44;0;0;704
MN;27;1515;MINNEAPOLIS W-4 P-03;1;1525;23;335;26;0;0;361
MN;27;1520;MINNEAPOLIS W-4 P-04;1;2447;48;942;51;0;0;992
MN;27;1525;MINNEAPOLIS W-4 P-05;1;2731;58;716;29;0;0;745
MN;27;1530;MINNEAPOLIS W-4 P-06;1;1930;38;511;25;0;0;536
MN;27;1535;MINNEAPOLIS W-4 P-07;1;1723;55;734;26;0;0;760
MN;27;1540;MINNEAPOLIS W-4 P-08;1;2183;36;688;31;0;0;719
MN;27;1555;MINNEAPOLIS W-5 P-01;1;2170;53;641;27;0;0;668
MN;27;1560;MINNEAPOLIS W-5 P-02;1;2173;40;504;18;0;0;522
MN;27;1565;MINNEAPOLIS W-5 P-03;1;1552;56;399;43;0;0;442
MN;27;1570;MINNEAPOLIS W-5 P-04;1;1371;36;479;32;0;0;511
MN;27;1575;MINNEAPOLIS W-5 P-05;1;1436;34;494;34;0;0;528
MN;27;1580;MINNEAPOLIS W-5 P-06C;1;689;16;188;21;0;0;209
MN;27;1585;MINNEAPOLIS W-5 P-07;1;2015;39;355;34;0;0;389
MN;27;1590;MINNEAPOLIS W-5 P-08;1;2098;44;456;34;0;0;490
MN;27;1595;MINNEAPOLIS W-5 P-09;1;1432;48;449;71;0;0;519
MN;27;1605;MINNEAPOLIS W-6 P-01;1;826;54;402;110;0;0;511
MN;27;1610;MINNEAPOLIS W-6 P-02;1;2259;198;615;710;0;0;1325
MN;27;1615;MINNEAPOLIS W-6 P-03;1;2674;400;395;1446;0;0;1841
MN;27;1620;MINNEAPOLIS W-6 P-04;1;2199;148;348;399;0;0;747
MN;27;1625;MINNEAPOLIS W-6 P-05;1;1175;133;218;444;0;0;662
MN;27;1630;MINNEAPOLIS W-6 P-06;1;1336;134;259;336;0;0;595
MN;27;1635;MINNEAPOLIS W-6 P-07;1;815;71;197;234;0;0;429
MN;27;1640;MINNEAPOLIS W-6 P-08;1;1193;91;342;182;0;0;524
MN;27;1642;MINNEAPOLIS W-6 P-09;1;1877;142;560;203;0;0;763
MN;27;1645;MINNEAPOLIS W-7 P-01C;1;1014;14;613;41;0;0;654
MN;27;1650;MINNEAPOLIS W-7 P-02D;1;1524;25;819;81;0;0;900
MN;27;1655;MINNEAPOLIS W-7 P-03;1;2435;100;1147;138;0;0;1285
MN;27;1660;MINNEAPOLIS W-7 P-04D;1;2333;61;918;128;0;0;1046
MN;27;1665;MINNEAPOLIS W-7 P-05;1;2153;113;830;112;0;0;942
MN;27;1670;MINNEAPOLIS W-7 P-06;1;2954;97;606;178;0;0;783
MN;27;1675;MINNEAPOLIS W-7 P-07;1;1075;15;595;59;0;0;654
MN;27;1680;MINNEAPOLIS W-7 P-08;1;3612;116;1242;297;0;0;1539
MN;27;1685;MINNEAPOLIS W-7 P-09;1;2265;95;1043;107;0;0;1150
MN;27;1690;MINNEAPOLIS W-7 P-10;1;741;47;277;25;0;0;302
MN;27;1700;MINNEAPOLIS W-8 P-01;1;1326;66;395;54;0;0;449
MN;27;1705;MINNEAPOLIS W-8 P-02;1;2666;127;1098;64;0;0;1162
MN;27;1710;MINNEAPOLIS W-8 P-03;1;1507;60;504;35;0;0;539
MN;27;1715;MINNEAPOLIS W-8 P-04;1;1554;48;680;35;0;0;715
MN;27;1720;MINNEAPOLIS W-8 P-05;1;2427;39;1082;55;0;0;1137
MN;27;1725;MINNEAPOLIS W-8 P-06;1;2382;84;1215;62;0;0;1277
MN;27;1730;MINNEAPOLIS W-8 P-07;1;2889;72;1522;119;0;0;1641
MN;27;1735;MINNEAPOLIS W-8 P-08;1;2756;87;1287;68;0;0;1355
MN;27;1750;MINNEAPOLIS W-9 P-01;1;1275;47;444;63;0;0;507
MN;27;1755;MINNEAPOLIS W-9 P-02;1;2488;129;1225;135;0;0;1360
MN;27;1760;MINNEAPOLIS W-9 P-03;1;1852;98;498;173;0;0;670
MN;27;1765;MINNEAPOLIS W-9 P-04;1;1413;95;363;141;0;0;504
MN;27;1770;MINNEAPOLIS W-9 P-05;1;597;37;230;37;0;0;267
MN;27;1775;MINNEAPOLIS W-9 P-06;1;2242;120;1024;122;0;0;1146
MN;27;1780;MINNEAPOLIS W-9 P-07;1;1244;42;614;44;0;0;658
MN;27;1785;MINNEAPOLIS W-9 P-08;1;227;7;61;18;0;0;79
MN;27;1790;MINNEAPOLIS W-9 P-09;1;1143;55;396;63;0;0;459
MN;27;1805;MINNEAPOLIS W-10 P-01;1;2057;138;861;57;0;0;918
MN;27;1810;MINNEAPOLIS W-10 P-02;1;3247;166;915;82;0;0;997
MN;27;1815;MINNEAPOLIS W-10 P-03A;1;1726;61;767;59;0;0;826
MN;27;1817;MINNEAPOLIS W-10 P-03B;1;0;0;0;0;0;0;0
MN;27;1820;MINNEAPOLIS W-10 P-04;1;1790;94;712;50;0;0;762
MN;27;1825;MINNEAPOLIS W-10 P-05A;1;1473;51;702;68;0;0;770
MN;27;1827;MINNEAPOLIS W-10 P-05B;1;0;0;0;0;0;0;0
MN;27;1830;MINNEAPOLIS W-10 P-06;1;2249;98;943;47;0;0;989
MN;27;1835;MINNEAPOLIS W-10 P-07;1;1699;130;600;60;0;0;660
MN;27;1840;MINNEAPOLIS W-10 P-08;1;1376;81;523;40;0;0;563
MN;27;1845;MINNEAPOLIS W-10 P-09;1;2387;147;726;73;0;0;799
MN;27;1850;MINNEAPOLIS W-10 P-10;1;1877;95;587;40;0;0;627
MN;27;1860;MINNEAPOLIS W-11 P-01;1;1655;33;903;48;0;0;951
MN;27;1865;MINNEAPOLIS W-11 P-02;1;2293;59;1011;136;0;0;1147
