State;CountyID;PrecinctID;PrecinctName;HasStat;7AM;EDR;Signatirues;MilAbs;FedAbs;PresAbs;Totvoting
MN;66;0105;NORTHFIELD W-3 P-1;1;1768;40;764;101;0;0;865
MN;66;0113;NORTHFIELD W-4 P-1;1;1472;45;584;80;0;0;664
MN;66;0114;NORTHFIELD W-4 P-2;1;1082;58;76;3;0;0;79
MN;66;8368;ISD 656 FARIBAULT SR HIGH SCHOOL;1;7323;85;2018;471;0;0;2489
MN;66;8369;ISD 656 NERSTRAND CHARTER SCHOOL;1;697;3;220;18;0;0;238
MN;66;9233;721 ERIN FOREST WEBSTER WHEATLAND;1;969;3;237;0;0;0;237
MN;66;9667;ISD 656 FARIBAULT PUBLIC SCHOOL DISTRICT OFFICE;1;7217;138;2311;461;0;0;2772
MN;66;9669;ISD 659 WEBSTER TOWN HALL;1;1476;41;552;31;0;0;583
MN;66;9670;ISD 659 BRIDGEWATER TOWN HALL;1;2797;39;1259;108;0;0;1367
MN;67;8710;ISD NO. 2184 LUVERNE;1;3785;55;1219;177;0;0;1396
MN;68;8574;ISD NO. 690 WARROAD;1;3170;1;35;1;0;0;37
MN;68;8725;ISD 2683 - GREENBUSH SCHL BLDG LIBRARY;1;1256;1;551;551;0;0;562
MN;69;0140;DULUTH P-1;0;1476;0;0;0;0;0;0
MN;69;0145;DULUTH P-2;0;1411;0;0;0;0;0;0
MN;69;0150;DULUTH P-3;0;1807;0;0;0;0;0;0
MN;69;0155;DULUTH P-4;0;1601;0;0;0;0;0;0
MN;69;0160;DULUTH P-5;0;1561;0;0;0;0;0;0
MN;69;0165;DULUTH P-6;0;2616;0;0;0;0;0;0
MN;69;0170;DULUTH P-7;0;1761;0;0;0;0;0;0
MN;69;0175;DULUTH P-8;0;1917;0;0;0;0;0;0
MN;69;0180;DULUTH P-9;0;1183;0;0;0;0;0;0
MN;69;0190;DULUTH P-10;0;1730;0;0;0;0;0;0
MN;69;0195;DULUTH P-11;0;2833;0;0;0;0;0;0
MN;69;0200;DULUTH P-12;0;1641;0;0;0;0;0;0
MN;69;0205;DULUTH P-13;0;1659;0;0;0;0;0;0
MN;69;0210;DULUTH P-14;0;1794;0;0;0;0;0;0
MN;69;0215;DULUTH P-15;0;1861;0;0;0;0;0;0
MN;69;0220;DULUTH P-16;0;2190;0;0;0;0;0;0
MN;69;0230;DULUTH P-17;0;1585;0;0;0;0;0;0
MN;69;0240;DULUTH P-18;0;851;0;0;0;0;0;0
MN;69;0245;DULUTH P-19;0;854;0;0;0;0;0;0
MN;69;0250;DULUTH P-20;0;886;0;0;0;0;0;0
MN;69;0255;DULUTH P-21;0;1196;0;0;0;0;0;0
MN;69;0260;DULUTH P-22;0;1625;0;0;0;0;0;0
MN;69;0265;DULUTH P-23;0;1565;0;0;0;0;0;0
MN;69;0270;DULUTH P-24;0;1619;0;0;0;0;0;0
MN;69;0275;DULUTH P-25;0;1552;0;0;0;0;0;0
MN;69;0280;DULUTH P-26;0;1403;0;0;0;0;0;0
MN;69;0285;DULUTH P-27;0;1178;0;0;0;0;0;0
MN;69;0290;DULUTH P-28;0;744;0;0;0;0;0;0
MN;69;0295;DULUTH P-29;0;1692;0;0;0;0;0;0
MN;69;0300;DULUTH P-30;0;1503;0;0;0;0;0;0
MN;69;0305;DULUTH P-31;0;1154;0;0;0;0;0;0
MN;69;0315;DULUTH P-32;0;1922;0;0;0;0;0;0
MN;69;0320;DULUTH P-33;0;948;0;0;0;0;0;0
MN;69;0325;DULUTH P-34;0;1628;0;0;0;0;0;0
MN;69;1130;WHITE TWP. P-1;1;1017;40;537;47;0;0;584
MN;69;1135;WHITE TWP. P-2;1;485;7;240;3;0;0;243
MN;69;1136;WHITE TWP. P-3;1;459;10;221;15;0;0;236
MN;69;8899;ISD NO. 707 NETT LAKE;1;97;2;17;0;0;0;17
MN;69;8918;DULUTH ISD #709 - COMBO #2;0;1231;0;0;0;0;0;0
MN;69;8919;DULUTH ISD #709 - COMBO #3;0;1486;0;0;0;0;0;0
MN;69;8920;DULUTH ISD #709 - COMBO #4;0;510;0;0;0;0;0;0
MN;69;8921;DULUTH ISD #709 - COMBO #6;0;193;0;0;0;0;0;0
MN;69;8924;EVELETH-GILBERT ISD #2154 - COMBO #1;1;3542;8;359;15;0;0;374
MN;69;8928;EVELETH-GILBERT ISD #2154 - COMBO #2;1;1607;1;191;0;0;0;191
MN;69;8962;ISD 2711 LOON LAKE COM. CTR (UNORG. P-6);0;1;0;0;0;0;0;0
MN;69;8964;ISD 2711 BIWABIK PAVILION;0;594;0;0;0;0;0;0
MN;69;8965;ISD 2711 BIWABIK TOWN HALL;0;337;0;0;0;0;0;0
MN;69;8966;ISD 2711 LAKELAND FIRE HALL;0;359;0;0;0;0;0;0
MN;69;8967;ISD 2711 HOYT LAKES ARENA;0;1262;0;0;0;0;0;0
MN;69;8968;ISD 2711 COLVIN TOWN HALL;0;273;0;0;0;0;0;0
MN;69;9352;DULUTH ISD #709 - COMBO #5;0;2692;0;0;0;0;0;0
MN;70;0105;SAVAGE P-1;1;1980;10;283;23;0;0;306
MN;70;0110;SAVAGE P-2;1;2006;20;368;15;0;0;383
MN;70;0111;SAVAGE P-3;1;2335;23;552;26;0;0;578
MN;70;0112;SAVAGE P-4;1;2607;20;630;25;0;0;655
MN;70;0113;SAVAGE P-5;1;2447;34;555;57;0;0;612
MN;70;0114;SAVAGE P-6;1;1752;41;717;69;0;0;786
MN;70;0116;SAVAGE P-7;1;1774;40;689;46;0;0;735
MN;70;0117;SAVAGE P-8;1;1185;11;379;34;0;0;413
MN;70;0118;SAVAGE P-9;1;1997;71;925;88;0;0;1013
MN;70;8854;ISD 716 BELLE PLAINE GOV'T CENTER;1;5436;10;393;9;0;0;402
MN;70;9019;ISD 194 P18 CREDIT  RIVER TOWNSHIP HALL;1;2079;7;313;30;0;0;343
MN;70;9020;ISD 194 P20 ELKO NEW MARKET CITY HALL;1;1415;9;214;3;0;0;217
MN;70;9207;ISD 721 ELKO-NMC, NMT - EAGLE VIEW ELEMENTARY;1;1813;6;322;4;0;0;326
MN;70;9208;ISD 721 CENTRAL EDUCATION CAMPUS;1;5698;68;1491;39;0;0;1530
MN;70;9280;ISD 721 CEDAR LAKE, HELENA;1;2803;19;620;13;0;0;633
MN;70;9446;ISD 194 P19 NEW MARKET TOWN HALL;1;1873;6;318;14;0;0;332
MN;70;9492;ISD 191 HARRIET BISHOP ELEMENTARY;1;77;0;3;1;0;0;4
MN;70;9639;ISD 719 PL P1-PRIOR LAKE CITY HALL;1;1647;23;734;48;0;0;782
MN;70;9640;ISD 719 PL P2-ST PAUL'S LUTHERAN CHURCH;1;1482;49;650;33;0;0;683
MN;70;9641;ISD 719 PL P3-PRIOR LAKE FIRE STATION #1;1;2630;37;864;66;0;0;930
MN;70;9642;ISD 719 PL P4-FRIENDSHIP CHURCH;1;2711;75;1031;102;0;0;1133
MN;70;9643;ISD 719 PL P7-SHEPHERD OF THE LAKE LUTHERAN CHURCH;1;1591;29;668;69;0;0;737
MN;70;9649;ISD 719 CREDIT RIVER TOWNSHIP;1;1561;27;623;46;0;0;669
MN;70;9650;ISD 719 PL P6B-LIVING HOPE LUTHERAN CHURCH;1;1325;27;522;46;0;0;568
MN;70;9651;ISD 719 PL P5-PRIOR LAKE FIRE STATION #2;1;2622;33;1046;63;0;0;1109
MN;70;9653;ISD 719 SPRING LAKE, SAND CREEK, CEDAR LAKE TOWNSH;1;1627;21;575;51;0;0;626
MN;70;9654;ISD 719 PL P6A-HOLY CROSS CHURCH;1;1584;41;800;41;0;0;841
MN;72;9166;ISD 2365 GFW HIGH SCHOOL;0;1418;0;0;0;0;0;0
MN;72;9169;ISD 2365 GFW MIDDLE SCHOOL;0;1046;0;0;0;0;0;0
MN;72;9170;ISD 2365 GFW ELEMENTARY SCHOOL;0;914;0;0;0;0;0;0
MN;73;8479;ISD 750 COMBINED POLLING PLACE/ROCKVILLE;1;1159;1;261;0;0;0;261
MN;73;8480;ISD 750 COMBINED POLLING PLACE/COLD SPRING;0;5063;24;1020;0;0;0;1020
MN;73;8481;ISD 750 COMBINED POLLING PLACE/RICHMOND;1;1678;4;321;0;0;0;321
MN;73;8858;ISD 738 HOLDINGFORD SCHOOL;0;3058;77;1185;0;0;0;1185
MN;73;9293;ISD 740 MELROSE;0;4867;0;0;0;0;0;0
MN;73;9682;ISD 2364 BBE HIGH SCHOOL;1;1109;1;15;5;0;0;20
MN;73;9683;ISD 2364 BBE ELEMENTARY SCHOOL;1;1126;0;30;0;0;0;30
MN;74;8657;ISD 756 BLOOMING PRAIRIE;1;2399;21;586;20;0;0;606
MN;75;9433;ISD NO. 2769 MORRIS AREA;1;4788;60;1016;134;0;0;1150
MN;76;0015;BENSON P-1;1;926;16;369;22;0;0;391
MN;76;0020;BENSON P-2;1;888;11;330;16;0;0;346
MN;76;9310;ISD NO. 777 BENSON;1;1442;8;257;6;0;0;263
MN;78;8913;ISD NO. 801 BROWNS VALLEY;1;371;8;105;5;0;0;110
MN;79;8661;ISD 2805 ELEM. SCHOOL GYMNASIUM;1;1235;9;307;2;0;0;309
MN;79;8983;ISD NO. 813 LAKE CITY;1;5522;80;1565;257;0;0;1822
MN;80;8833;ISD 821 MENAHGA HS MEDIA CTR;1;1941;51;772;276;0;0;1048
MN;80;9039;ISD NO. 2155 WADENA-DEER CREEK;1;4123;48;957;56;0;0;1013
MN;82;0200;MAHTOMEDI P-1;1;2521;16;537;23;0;0;560
MN;82;0205;MAHTOMEDI P-2;1;3006;6;478;18;0;0;496
MN;82;0285;ST. PAUL PARK P-1;1;747;5;128;7;0;0;135
MN;82;0290;ST. PAUL PARK P-2;1;163;0;29;1;0;0;30
MN;82;0295;ST. PAUL PARK P-3;1;1137;6;305;11;0;0;316
MN;82;0300;ST. PAUL PARK P-4;1;1018;11;292;14;0;0;306
MN;82;0365;WHITE BEAR LAKE W-4 P-2;1;250;0;17;1;0;0;18
MN;82;8137;ISD 624 - BIRCHWOOD;1;679;6;165;4;0;0;169
MN;82;8138;ISD 624 - HUGO W1 P-1;1;3150;12;365;16;0;0;381
MN;82;8139;ISD  831 P1 MAY-SCANDIA;1;2780;33;941;94;0;0;1035
MN;82;8140;ISD 831 P5 FOREST LAKE P5-HUGO;1;4213;48;1039;454;0;0;1493
MN;82;8141;ISD 833 PRECINCT 08 COTTAGE GROVE P6 & P11 GREY CL;1;4309;31;785;47;0;0;832
MN;82;8142;ISD 833 PRECINCT 09 COTTAGE GROVE P1, P3;1;3726;26;843;72;0;0;915
MN;82;8143;ISD 833 PRECINCT 10 COTTAGE GROVE P7, P8, P9 DENMA;1;6543;34;1369;93;0;0;1462
MN;82;8187;ISD 833 PRECINCT 01 WOODBURY P1 & P2 & P3;1;5027;14;873;90;0;0;963
MN;82;8188;ISD 833 PRECINCT 02 WOODBURY P4, P5, P6;1;7192;30;1168;128;0;0;1296
MN;82;8189;ISD 833 PRECINCT 03 WOODBURY P7, P8, P10, P11;1;8488;44;1662;213;0;0;1875
MN;82;8190;ISD 833 PRECINCT 04 WOODBURY P12 & P13A & AFTON W2;1;5386;17;963;123;0;0;1086
MN;82;8191;ISD 833 PRECINCT 07 NEWPORT;1;2022;6;347;17;0;0;364
MN;82;8997;ISD 624 - HUGO W2 P2B;1;2633;9;284;9;0;0;293
MN;82;9385;ISD 833 PRECINCT 05 WOODBURY P14, P15, P16;1;7282;80;1575;184;0;0;1759
MN;82;9386;ISD 833 PRECINCT 11 COTTAGE GROVE P2, P4, P5, P10;1;6923;48;1456;187;0;0;1643
MN;82;9419;ISD 624 - HUGO W3 P3A;1;1676;2;180;3;0;0;183
MN;82;9511;ISD 831 P6 FOREST LAKE P1;1;2275;28;358;137;0;0;495
MN;82;9512;ISD 831 P7 FOREST LAKE P2;1;1987;25;479;215;0;0;694
MN;82;9513;ISD 831 P8 FOREST LAKE P3;1;2443;38;733;201;0;0;934
MN;82;9514;ISD 831 P9 FOREST LAKE P4;1;1913;16;628;165;0;0;793
MN;84;8638;ISD 850 ROTHSAY;1;724;1;144;8;0;0;152
MN;84;9678;ISD 852 CAMPBELL-TINTAH;0;420;0;0;0;0;0;0
MN;85;8275;WINONA SENIOR HIGH;0;6158;0;0;0;0;0;0
MN;85;8276;WINONA COMMUNITY EDUCATION BUILDING;0;6043;0;0;0;0;0;0
MN;85;8277;WINONA MIDDLE SCHOOL;0;5310;0;0;0;0;0;0
MN;85;8278;GOODVIEW ELEMENTARY;0;2356;0;0;0;0;0;0
MN;85;8660;ROLLINGSTONE SCHOOL;0;1903;0;0;0;0;0;0
MN;86;8650;ISD 881 MAPLE LAKE HIGH SCHOOL;1;3125;55;720;167;0;0;887
MN;86;8651;ISD 877 COMB 1 BUFFALO COMMUNITY MIDDLE SCHOOL;1;12476;14;585;38;0;0;623
MN;86;8652;ISD 877 COMB 2 MONTROSE ELEMENTARY;1;2858;2;77;0;0;0;77
MN;86;8653;ISD 877 HANOVER ELEMENTARY;1;4151;2;75;0;0;0;75
MN;86;8656;ISD 883 ROCKFORD HS/COMM CTR;1;5681;63;2189;145;0;0;2334
MN;86;8824;ISD 882 MONTICELLO MIDDLE SCHOOL;1;12050;5;115;3;0;0;118
MN;87;8875;ISD 891 CANBY HS GYM;1;2043;10;250;6;0;0;256
