DATE,MNGRAN1URN,SMU27000008081300001,MNGRAN1POP,PUA0T17MN27051A647NCEN,RACEDISPARITY027051,SMU27334608081300001SA,PI27051,2020RATIO027051,B14005DCYACS027051,DP04ACS027051,MNGRAN1LFN,CDC20N2U027051,USPTOISSUED027051,PCPI27051,PUAAMN27051A647NCEN,B01002001E027051,B080ACS027051,CDC20N2UAA027051,EQFXSUBPRIME027051,MHIMN27051A052NCEN,HC01ESTVC1727051,S1701ACS027051,HC01ESTVC1627051,ENU2705120510,BPPRIV027051,MHICILBMN27051A052NCEN,MHICIUBMN27051A052NCEN,PUA5T17RMN27051A647NCEN,HOWNRATEACS027051,NETMIGNACS027051,B03002012E027051,S1101SPHOUSE027051,PEAAMN27051A647NCEN,PPAAMN27051A156NCEN,PECILBAAMN27051A647NCEN,PECIUBAAMN27051A647NCEN,PPCILBAAMN27051A156NCEN,DMPCRATE027051,PPCIUBAAMN27051A156NCEN,FBITC027051,S1501ACSTOTAL027051,B03002003E027051,B03002006E027051,B03002005E027051,PE5T17MN27051A647NCEN,PP5T17MN27051A156NCEN,PECILB5T17MN27051A647NCEN,PECIUB5T17MN27051A647NCEN,PPCILB5T17MN27051A156NCEN,CBR27051MNA647NCEN,PEU18MN27051A647NCEN,PPU18MN27051A156NCEN,B03002004E027051,PECILBU18MN27051A647NCEN,PECIUBU18MN27051A647NCEN,PPCILBU18MN27051A156NCEN,PPCIUB5T17MN27051A156NCEN,PPCIUBU18MN27051A156NCEN,county
2016-06-01,3.9,65.5,,,,42.1,,,,,3322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
2016-07-01,3.9,65.5,,,,42.3,,,,,3235,,,,,,,,13.162393162393165,,,,,221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
2016-08-01,4.1,65.8,,,,42.5,,,,,3226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
2016-09-01,3.6,65.2,,,,43.1,,,,,3190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
2016-10-01,3.2,64.8,,,,42.6,,,,,3323,,,,,,,,12.81198003327787,,,,,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
2016-11-01,3.6,64.7,,,,42.5,,,,,3316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
2016-12-01,5.7,64.9,,,,42.6,,,,,3368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
2017-01-01,7.4,64.5,5.941,,,42.8,,,,,3357,,,,,,,,11.900826446280991,,,,,223.0,1.0,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,GRANT
2017-02-01,6.8,64.3,,,,42.8,,,,,3237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
2017-03-01,6.3,64.7,,,,43.1,,,,,3260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
2017-04-01,3.9,64.4,,,,42.8,,,,,3279,,,,,,,,11.794871794871796,,,,,224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
2017-05-01,3.2,64.7,,,,42.8,,,,,3296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
2017-06-01,3.3,66.0,,,,43.0,,,,,3362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
2017-07-01,3.1,65.6,,,,43.0,,,,,3315,,,,,,,,11.7039586919105,,,,,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
2017-08-01,3.0,65.8,,,,43.1,,,,,3219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
2017-09-01,2.4,65.2,,,,43.2,,,,,3170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
2017-10-01,1.9,65.1,,,,43.3,,,,,3275,,,,,,,,13.559322033898303,,,,,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
2017-11-01,3.2,64.9,,,,43.4,,,,,3280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
2017-12-01,4.8,64.3,,,,43.4,,,,,3319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
2018-01-01,6.4,64.3,,,,43.7,,,,,3283,,,,,,,,11.947626841243864,,,,,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
2018-02-01,6.0,64.2,,,,44.2,,,,,3269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
2018-03-01,6.1,63.7,,,,43.7,,,,,3280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
2018-04-01,4.9,64.6,,,,43.7,,,,,3345,,,,,,,,11.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
2018-05-01,3.1,65.3,,,,43.7,,,,,3396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
2018-06-01,3.1,65.4,,,,43.1,,,,,3382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
2018-07-01,3.4,65.7,,,,43.7,,,,,3372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
2018-08-01,2.9,65.1,,,,43.5,,,,,3191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
