DATE,MNKANA5URN,S1701ACS027065,2020RATIO027065,MNKANA5LFN,RACEDISPARITY027065,CBR27065MNA647NCEN,PI27065,B14005DCYACS027065,DP04ACS027065,MNKANA5POP,CDC20N2U027065,PCPI27065,PUAAMN27065A647NCEN,B01002001E027065,B080ACS027065,CDC20N2UAA027065,ATNHPIUS27065A,EQFXSUBPRIME027065,MHIMN27065A052NCEN,HC01ESTVC1727065,HC01ESTVC1627065,B03002003E027065,B03002006E027065,B03002012E027065,ENU2706520510,BPPRIV027065,MHICILBMN27065A052NCEN,MHICIUBMN27065A052NCEN,B03002005E027065,PUA0T17MN27065A647NCEN,PUA5T17RMN27065A647NCEN,HOWNRATEACS027065,NETMIGNACS027065,S1101SPHOUSE027065,PEAAMN27065A647NCEN,PPAAMN27065A156NCEN,PECILBAAMN27065A647NCEN,PECIUBAAMN27065A647NCEN,PPCILBAAMN27065A156NCEN,DMPCRATE027065,PPCIUBAAMN27065A156NCEN,FBITC027065,S1501ACSTOTAL027065,PE5T17MN27065A647NCEN,PP5T17MN27065A156NCEN,PECILB5T17MN27065A647NCEN,PECIUB5T17MN27065A647NCEN,PPCILB5T17MN27065A156NCEN,PEU18MN27065A647NCEN,PPU18MN27065A156NCEN,B03002004E027065,PECILBU18MN27065A647NCEN,PECIUBU18MN27065A647NCEN,PPCILBU18MN27065A156NCEN,PPCIUB5T17MN27065A156NCEN,PPCIUBU18MN27065A156NCEN,county
2013-04-01,9.2,,,8874,,,,,,,,,,,,,,29.233409610983983,,,,,,,267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2013-05-01,7.1,,,8729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2013-06-01,6.9,,,8887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2013-07-01,6.8,,,8871,,,,,,,,,,,,,,28.324022346368714,,,,,,,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2013-08-01,6.3,,,8784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2013-09-01,5.9,,,8675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2013-10-01,5.5,,,8672,,,,,,,,,,,,,,28.7292817679558,,,,,,,261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2013-11-01,6.6,,,8789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2013-12-01,8.6,,,8807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2014-01-01,10.5,14.8,9.568944099378882,8948,12.190653805195725,1877.0,565806.0,3.9072039072039066,35.5313171376632,15.96,340.2,35503.0,15722.0,43.2,32.129505009720354,239.6,103.67,27.074235807860266,48908.0,13.4,87.1,15363.0,67.0,253.0,260.0,12.0,45953.0,51863.0,188.0,3370.0,2593.0,80.15642740002524,91.0,31.57572041692213,2166.0,13.8,1828.0,2504.0,11.6,47.8969999998808,16.0,269.0,23.8,461.0,17.8,351.0,571.0,13.6,707.0,21.0,27.0,564.0,850.0,16.7,22.0,25.3,KANABEC
2014-02-01,10.8,,,8932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2014-03-01,10.9,,,8961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2014-04-01,8.7,,,8823,,,,,,,,,,,,,,26.125137211855105,,,,,,,261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2014-05-01,6.4,,,8705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2014-06-01,6.3,,,8883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2014-07-01,5.8,,,8954,,,,,,,,,,,,,,26.506024096385545,,,,,,,265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2014-08-01,5.4,,,8807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2014-09-01,5.1,,,8734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2014-10-01,4.5,,,8733,,,,,,,,,,,,,,27.53303964757709,,,,,,,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2014-11-01,6.6,,,8803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2014-12-01,8.0,,,8919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2015-01-01,9.6,14.2,10.507591849579104,8876,6.560805250958063,1667.0,593337.0,1.9230769230769231,34.07072230601642,15.872,432.0,37505.0,15631.0,43.9,32.32998967399321,293.2,107.54,26.341730558598034,48907.0,13.5,88.1,15256.0,53.0,261.0,262.0,20.0,45441.0,52373.0,158.0,3359.0,2552.0,80.88319269081909,73.0,31.548757170172077,1828.0,11.7,1477.0,2179.0,9.5,42.24199999962,13.9,315.0,23.5,436.0,17.1,326.0,546.0,12.8,612.0,18.2,69.0,472.0,752.0,14.0,21.4,22.4,KANABEC
2015-02-01,9.6,,,8843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2015-03-01,9.8,,,8939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2015-04-01,7.1,,,8785,,,,,,,,,,,,,,26.263187118267627,,,,,,,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2015-05-01,5.5,,,8773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2015-06-01,5.4,,,8838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2015-07-01,5.1,,,8857,,,,,,,,,,,,,,25.994550408719352,,,,,,,262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2015-08-01,5.0,,,8803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2015-09-01,4.4,,,8642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2015-10-01,4.2,,,8756,,,,,,,,,,,,,,26.077468630660118,,,,,,,259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2015-11-01,5.0,,,8857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2015-12-01,7.8,,,9042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2016-01-01,9.3,13.5,10.606348470806305,9234,12.143456875610626,,619299.0,2.736318407960199,32.04791598293404,15.882,534.8,39122.0,15620.0,44.3,32.720707442888724,389.0,119.5,24.711696869851732,51347.0,13.8,88.5,15179.0,76.0,246.0,258.0,23.0,47625.0,55069.0,155.0,3298.0,2502.0,80.63364569388665,,31.778606965174127,2064.0,13.2,1741.0,2387.0,11.1,,15.3,259.0,23.5,438.0,17.5,340.0,536.0,13.6,659.0,20.0,54.0,525.0,793.0,15.9,21.4,24.1,KANABEC
2016-02-01,9.3,,,9289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2016-03-01,9.4,,,9307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2016-04-01,7.3,,,9147,,,,,,,,,,,,,,23.765093304061473,,,,,,,267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2016-05-01,4.8,,,8881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2016-06-01,5.1,,,8969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2016-07-01,4.8,,,8855,,,,,,,,,,,,,,24.045801526717558,,,,,,,267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2016-08-01,4.9,,,8868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2016-09-01,4.7,,,8799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2016-10-01,4.3,,,8902,,,,,,,,,,,,,,23.698481561822128,,,,,,,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2016-11-01,5.3,,,8954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2016-12-01,8.0,,,9086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2017-01-01,10.5,,,9290,,,,,,16.024,,,,,,,124.29,23.819628647214856,,,,,,,270.0,63.0,,,,,,,,,,,,,,,,188.0,,,,,,,,,,,,,,,KANABEC
2017-02-01,9.6,,,9200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2017-03-01,9.2,,,9195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2017-04-01,6.8,,,9037,,,,,,,,,,,,,,23.852242744063325,,,,,,,274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2017-05-01,4.4,,,8993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2017-06-01,4.3,,,9047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2017-07-01,4.1,,,8916,,,,,,,,,,,,,,22.894736842105264,,,,,,,279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2017-08-01,4.3,,,8937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2017-09-01,3.4,,,8780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2017-10-01,3.1,,,8780,,,,,,,,,,,,,,23.38494394020288,,,,,,,282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2017-11-01,5.3,,,8965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2017-12-01,7.5,,,9126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2018-01-01,9.7,,,9391,,,,,,,,,,,,,,21.847345132743364,,,,,,,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2018-02-01,8.8,,,9340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2018-03-01,8.9,,,9353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2018-04-01,7.1,,,9263,,,,,,,,,,,,,,22.10242587601078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2018-05-01,4.2,,,9159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2018-06-01,3.9,,,9185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2018-07-01,3.6,,,9113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
2018-08-01,3.1,,,8925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANABEC
