DATE,MNJACK3URN,MNJACK3LFN,MHIMN27063A052NCEN,RACEDISPARITY027063,PI27063,2020RATIO027063,B14005DCYACS027063,DP04ACS027063,MNJACK3POP,CDC20N2U027063,PCPI27063,PUAAMN27063A647NCEN,B01002001E027063,B080ACS027063,CDC20N2UAA027063,ATNHPIUS27063A,EQFXSUBPRIME027063,HC01ESTVC1727063,S1701ACS027063,HC01ESTVC1627063,ENU2706320510,BPPRIV027063,MHICILBMN27063A052NCEN,MHICIUBMN27063A052NCEN,PUA0T17MN27063A647NCEN,PUA5T17RMN27063A647NCEN,HOWNRATEACS027063,NETMIGNACS027063,B03002012E027063,S1101SPHOUSE027063,PEAAMN27063A647NCEN,PPAAMN27063A156NCEN,PECILBAAMN27063A647NCEN,PECIUBAAMN27063A647NCEN,PPCILBAAMN27063A156NCEN,DMPCRATE027063,PPCIUBAAMN27063A156NCEN,FBITC027063,S1501ACSTOTAL027063,B03002003E027063,B03002006E027063,B03002005E027063,PE5T17MN27063A647NCEN,PP5T17MN27063A156NCEN,PECILB5T17MN27063A647NCEN,PECIUB5T17MN27063A647NCEN,PPCILB5T17MN27063A156NCEN,CBR27063MNA647NCEN,PEU18MN27063A647NCEN,PPU18MN27063A156NCEN,B03002004E027063,PECILBU18MN27063A647NCEN,PECIUBU18MN27063A647NCEN,PPCILBU18MN27063A156NCEN,PPCIUB5T17MN27063A156NCEN,PPCIUBU18MN27063A156NCEN,county
2016-01-01,4.3,6294,58849.0,19.191712758907983,495797.0,9.893187767349808,5.787037037037037,19.635141622659624,9.942,305.0,49859.0,9808.0,43.4,17.435506804793825,254.4,161.0,15.491559086395235,21.2,9.0,92.2,299.0,11.0,53951.0,63747.0,2146.0,1588.0,79.84449760765551,,333.0,29.241261722080136,858.0,8.7,666.0,1050.0,6.7,,10.7,42.0,33.4,9482.0,223.0,9.0,179.0,11.3,133.0,225.0,8.4,,259.0,12.1,23.0,197.0,321.0,9.2,14.2,15.0,JACKSON
2016-02-01,4.5,6122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2016-03-01,4.6,6191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2016-04-01,3.5,6063,,,,,,,,,,,,,,,14.789422135161605,,,,303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2016-05-01,5.4,5973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2016-06-01,6.4,6317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2016-07-01,6.0,6141,,,,,,,,,,,,,,,14.340712223291625,,,,306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2016-08-01,4.2,6042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2016-09-01,4.0,5923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2016-10-01,4.1,6159,,,,,,,,,,,,,,,15.591915303176133,,,,309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2016-11-01,3.0,6089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2016-12-01,4.2,6136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2017-01-01,4.8,5987,,,,,,,9.946,,,,,,,168.59,15.067178502879074,,,,302.0,13.0,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,JACKSON
2017-02-01,4.5,5815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2017-03-01,4.3,5854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2017-04-01,3.2,5795,,,,,,,,,,,,,,,16.22390891840607,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2017-05-01,3.1,5843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2017-06-01,3.3,5848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2017-07-01,3.3,5742,,,,,,,,,,,,,,,15.627996164908915,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2017-08-01,4.9,5714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2017-09-01,4.1,5618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2017-10-01,2.6,5759,,,,,,,,,,,,,,,16.780487804878053,,,,307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2017-11-01,2.5,5677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2017-12-01,3.2,5692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2018-01-01,4.0,5707,,,,,,,,,,,,,,,15.361744301288404,,,,309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2018-02-01,3.7,5687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2018-03-01,3.7,5679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2018-04-01,2.9,5662,,,,,,,,,,,,,,,15.564202334630348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2018-05-01,2.1,5714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2018-06-01,3.4,5782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2018-07-01,3.8,5822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
2018-08-01,2.8,5476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON
