DATE,MNBROW5URN,2020RATIO027015,B01002001E027015,B080ACS027015,PCPI27015,EQFXSUBPRIME027015,PI27015,ATNHPIUS27015A,HC01ESTVC1627015,MHIMN27015A052NCEN,B03002012E027015,HOWNRATEACS027015,S1101SPHOUSE027015,PEAAMN27015A647NCEN,PPAAMN27015A156NCEN,DMPCRATE027015,RACEDISPARITY027015,B03002003E027015,B03002006E027015,B03002005E027015,B03002004E027015,CBR27015MNA647NCEN,B14005DCYACS027015,DP04ACS027015,MNBROW5POP,MNBROW5LFN,CDC20N2U027015,USPTOISSUED027015,PUAAMN27015A647NCEN,CDC20N2UAA027015,HC01ESTVC1727015,S1701ACS027015,ENU2701520510,BPPRIV027015,MHICILBMN27015A052NCEN,MHICIUBMN27015A052NCEN,PUA0T17MN27015A647NCEN,PUA5T17RMN27015A647NCEN,NETMIGNACS027015,PECILBAAMN27015A647NCEN,PECIUBAAMN27015A647NCEN,PPCILBAAMN27015A156NCEN,PPCIUBAAMN27015A156NCEN,FBITC027015,S1501ACSTOTAL027015,PE5T17MN27015A647NCEN,PP5T17MN27015A156NCEN,PECILB5T17MN27015A647NCEN,PECIUB5T17MN27015A647NCEN,PPCILB5T17MN27015A156NCEN,PEU18MN27015A647NCEN,PPU18MN27015A156NCEN,PECILBU18MN27015A647NCEN,PECIUBU18MN27015A647NCEN,PPCILBU18MN27015A156NCEN,PPCIUB5T17MN27015A156NCEN,PPCIUBU18MN27015A156NCEN,county
1991-01-01,7.3,,,,17245.0,,465052.0,64.54,,,,,,,,,,,,,,,,,26.967,14102,,,,,,,730.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1991-02-01,6.7,,,,,,,,,,,,,,,,,,,,,,,,,14008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1991-03-01,6.2,,,,,,,,,,,,,,,,,,,,,,,,,13957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1991-04-01,4.9,,,,,,,,,,,,,,,,,,,,,,,,,13984,,,,,,,729.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1991-05-01,3.8,,,,,,,,,,,,,,,,,,,,,,,,,14127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1991-06-01,4.0,,,,,,,,,,,,,,,,,,,,,,,,,14583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1991-07-01,3.3,,,,,,,,,,,,,,,,,,,,,,,,,14719,,,,,,,730.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1991-08-01,3.2,,,,,,,,,,,,,,,,,,,,,,,,,14713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1991-09-01,3.1,,,,,,,,,,,,,,,,,,,,,,,,,14637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1991-10-01,2.7,,,,,,,,,,,,,,,,,,,,,,,,,14604,,,,,,,738.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1991-11-01,3.5,,,,,,,,,,,,,,,,,,,,,,,,,14252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1991-12-01,4.6,,,,,,,,,,,,,,,,,,,,,,,,,14073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1992-01-01,7.9,,,,18388.0,,498120.0,66.11,,,,,,,,,,,,,,,,,27.089000000000002,13968,,,,,,,732.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1992-02-01,7.5,,,,,,,,,,,,,,,,,,,,,,,,,13887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1992-03-01,7.1,,,,,,,,,,,,,,,,,,,,,,,,,13793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1992-04-01,5.2,,,,,,,,,,,,,,,,,,,,,,,,,13975,,,,,,,735.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1992-05-01,4.1,,,,,,,,,,,,,,,,,,,,,,,,,13996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1992-06-01,4.8,,,,,,,,,,,,,,,,,,,,,,,,,14585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1992-07-01,4.3,,,,,,,,,,,,,,,,,,,,,,,,,14402,,,,,,,749.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1992-08-01,3.8,,,,,,,,,,,,,,,,,,,,,,,,,14605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1992-09-01,3.8,,,,,,,,,,,,,,,,,,,,,,,,,14647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1992-10-01,3.4,,,,,,,,,,,,,,,,,,,,,,,,,14476,,,,,,,751.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1992-11-01,4.0,,,,,,,,,,,,,,,,,,,,,,,,,14423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1992-12-01,4.8,,,,,,,,,,,,,,,,,,,,,,,,,14071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1993-01-01,7.3,,,,17673.0,,481305.0,67.74,,31417.0,,,,2365.0,8.8,,,,,,,1227.0,,,27.234,14246,,,,,,,743.0,61.0,29125.0,33696.0,,,,1870.0,2861.0,6.9,10.6,,,511.0,8.9,385.0,637.0,6.7,800.0,10.5,620.0,979.0,8.1,11.1,12.8,BROWN
1993-02-01,6.7,,,,,,,,,,,,,,,,,,,,,,,,,14262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1993-03-01,6.5,,,,,,,,,,,,,,,,,,,,,,,,,14318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1993-04-01,5.5,,,,,,,,,,,,,,,,,,,,,,,,,14348,,,,,,,734.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1993-05-01,4.6,,,,,,,,,,,,,,,,,,,,,,,,,14344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1993-06-01,5.1,,,,,,,,,,,,,,,,,,,,,,,,,14950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1993-07-01,4.4,,,,,,,,,,,,,,,,,,,,,,,,,15024,,,,,,,737.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1993-08-01,3.8,,,,,,,,,,,,,,,,,,,,,,,,,14828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1993-09-01,3.2,,,,,,,,,,,,,,,,,,,,,,,,,14748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1993-10-01,3.3,,,,,,,,,,,,,,,,,,,,,,,,,14799,,,,,,,735.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1993-11-01,3.3,,,,,,,,,,,,,,,,,,,,,,,,,14386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1993-12-01,4.4,,,,,,,,,,,,,,,,,,,,,,,,,14405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1994-01-01,6.8,,,,19875.0,,539820.0,72.39,,,,,,,,,,,,,,,,,27.160999999999998,14626,,,,,,,738.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1994-02-01,6.2,,,,,,,,,,,,,,,,,,,,,,,,,14569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1994-03-01,5.7,,,,,,,,,,,,,,,,,,,,,,,,,14479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1994-04-01,4.2,,,,,,,,,,,,,,,,,,,,,,,,,14471,,,,,,,728.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1994-05-01,3.1,,,,,,,,,,,,,,,,,,,,,,,,,14570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1994-06-01,3.3,,,,,,,,,,,,,,,,,,,,,,,,,15039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1994-07-01,3.0,,,,,,,,,,,,,,,,,,,,,,,,,14674,,,,,,,721.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1994-08-01,2.9,,,,,,,,,,,,,,,,,,,,,,,,,15178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1994-09-01,2.9,,,,,,,,,,,,,,,,,,,,,,,,,15101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1994-10-01,2.8,,,,,,,,,,,,,,,,,,,,,,,,,14872,,,,,,,720.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1994-11-01,2.7,,,,,,,,,,,,,,,,,,,,,,,,,14754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1994-12-01,3.8,,,,,,,,,,,,,,,,,,,,,,,,,14474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1995-01-01,6.5,,,,20428.0,,554221.0,79.01,,34042.0,,,,1901.0,7.1,,,,,,,1124.0,,,27.131,14656,,,,,,,720.0,81.0,30920.0,37146.0,,,,1509.0,2294.0,5.6,8.5,,,397.0,7.0,307.0,487.0,5.4,632.0,8.4,492.0,772.0,6.6,8.6,10.3,BROWN
1995-02-01,5.7,,,,,,,,,,,,,,,,,,,,,,,,,14637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1995-03-01,4.7,,,,,,,,,,,,,,,,,,,,,,,,,14616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1995-04-01,4.2,,,,,,,,,,,,,,,,,,,,,,,,,14811,,,,,,,725.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1995-05-01,3.4,,,,,,,,,,,,,,,,,,,,,,,,,14919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1995-06-01,3.7,,,,,,,,,,,,,,,,,,,,,,,,,15509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1995-07-01,3.0,,,,,,,,,,,,,,,,,,,,,,,,,15175,,,,,,,712.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1995-08-01,2.6,,,,,,,,,,,,,,,,,,,,,,,,,15405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1995-09-01,2.6,,,,,,,,,,,,,,,,,,,,,,,,,15236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1995-10-01,2.5,,,,,,,,,,,,,,,,,,,,,,,,,14915,,,,,,,737.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1995-11-01,2.7,,,,,,,,,,,,,,,,,,,,,,,,,14848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1995-12-01,4.0,,,,,,,,,,,,,,,,,,,,,,,,,14795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1996-01-01,6.8,,,,22645.0,,619536.0,82.59,,,,,,,,,,,,,,,,,27.359,15054,,,,,,,738.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1996-02-01,6.4,,,,,,,,,,,,,,,,,,,,,,,,,15006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1996-03-01,6.0,,,,,,,,,,,,,,,,,,,,,,,,,15023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1996-04-01,5.1,,,,,,,,,,,,,,,,,,,,,,,,,15180,,,,,,,738.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1996-05-01,4.1,,,,,,,,,,,,,,,,,,,,,,,,,15327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1996-06-01,4.7,,,,,,,,,,,,,,,,,,,,,,,,,15708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1996-07-01,4.3,,,,,,,,,,,,,,,,,,,,,,,,,15687,,,,,,,733.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1996-08-01,3.5,,,,,,,,,,,,,,,,,,,,,,,,,15560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1996-09-01,3.3,,,,,,,,,,,,,,,,,,,,,,,,,15675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1996-10-01,2.9,,,,,,,,,,,,,,,,,,,,,,,,,15321,,,,,,,737.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1996-11-01,3.2,,,,,,,,,,,,,,,,,,,,,,,,,15284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1996-12-01,4.3,,,,,,,,,,,,,,,,,,,,,,,,,15092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1997-01-01,6.6,,,,22316.0,,608831.0,88.45,,36938.0,,,,1959.0,7.4,,,,,,,725.0,,,27.281999999999996,15254,,,,,,,734.0,46.0,33797.0,40063.0,,,,1515.0,2403.0,5.7,9.1,,,497.0,9.2,354.0,640.0,6.5,734.0,10.0,547.0,920.0,7.5,11.8,12.6,BROWN
1997-02-01,6.1,,,,,,,,,,,,,,,,,,,,,,,,,15106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1997-03-01,5.7,,,,,,,,,,,,,,,,,,,,,,,,,15053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1997-04-01,5.0,,,,,,,,,,,,,,,,,,,,,,,,,15265,,,,,,,739.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1997-05-01,3.7,,,,,,,,,,,,,,,,,,,,,,,,,15242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1997-06-01,4.6,,,,,,,,,,,,,,,,,,,,,,,,,15768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1997-07-01,4.4,,,,,,,,,,,,,,,,,,,,,,,,,15786,,,,,,,745.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1997-08-01,4.1,,,,,,,,,,,,,,,,,,,,,,,,,15968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1997-09-01,4.1,,,,,,,,,,,,,,,,,,,,,,,,,15841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1997-10-01,3.4,,,,,,,,,,,,,,,,,,,,,,,,,15377,,,,,,,747.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1997-11-01,3.3,,,,,,,,,,,,,,,,,,,,,,,,,15200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1997-12-01,4.1,,,,,,,,,,,,,,,,,,,,,,,,,15195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1998-01-01,6.2,,,,23883.0,,647398.0,90.34,,38445.0,,,,2099.0,8.0,,,,,,,668.0,,,27.107,15038,,,26263.0,,,,747.0,100.0,35298.0,41575.0,7175.0,5413.0,,1626.0,2571.0,6.2,9.8,,,481.0,8.9,320.0,642.0,5.9,751.0,10.5,541.0,960.0,7.5,11.9,13.4,BROWN
1998-02-01,5.8,,,,,,,,,,,,,,,,,,,,,,,,,14988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1998-03-01,5.6,,,,,,,,,,,,,,,,,,,,,,,,,14981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1998-04-01,3.7,,,,,,,,,,,,,,,,,,,,,,,,,14869,,,,,,,746.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1998-05-01,3.2,,,,,,,,,,,,,,,,,,,,,,,,,14959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1998-06-01,4.0,,,,,,,,,,,,,,,,,,,,,,,,,15535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1998-07-01,3.2,,,,,,,,,,,,,,,,,,,,,,,,,15472,,,,,,,761.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1998-08-01,2.8,,,,,,,,,,,,,,,,,,,,,,,,,15299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1998-09-01,2.9,,,,,,,,,,,,,,,,,,,,,,,,,15310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1998-10-01,2.7,,,,,,,,,,,,,,,,,,,,,,,,,14990,,,,,,,767.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1998-11-01,3.3,,,,,,,,,,,,,,,,,,,,,,,,,14897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1998-12-01,3.1,,,,,,,,,,,,,,,,,,,,,,,,,14737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1999-01-01,5.4,,,,24547.0,19.59331052831623,663740.0,93.7,,39644.0,,,,1724.0,6.6,,,,,,,751.0,,,27.04,14703,346.5,,26231.0,304.8,,,760.0,64.0,37137.0,42321.0,6782.0,5234.0,,1301.0,2147.0,5.0,8.2,,,380.0,7.3,239.0,521.0,4.6,530.0,7.8,359.0,702.0,5.3,10.0,10.3,BROWN
1999-02-01,4.8,,,,,,,,,,,,,,,,,,,,,,,,,14753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1999-03-01,4.6,,,,,,,,,,,,,,,,,,,,,,,,,14693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1999-04-01,3.4,,,,,21.71052631578948,,,,,,,,,,,,,,,,,,,,14761,,,,,,,763.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1999-05-01,2.9,,,,,,,,,,,,,,,,,,,,,,,,,14904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1999-06-01,3.9,,,,,,,,,,,,,,,,,,,,,,,,,15394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1999-07-01,3.5,,,,,20.441729323308273,,,,,,,,,,,,,,,,,,,,15631,,,,,,,767.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1999-08-01,2.8,,,,,,,,,,,,,,,,,,,,,,,,,15611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1999-09-01,2.6,,,,,,,,,,,,,,,,,,,,,,,,,15345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1999-10-01,2.2,,,,,20.89665653495441,,,,,,,,,,,,,,,,,,,,14924,,,,,,,769.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1999-11-01,2.7,,,,,,,,,,,,,,,,,,,,,,,,,14973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
1999-12-01,3.8,,,,,,,,,,,,,,,,,,,,,,,,,15075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2000-01-01,5.4,,,,25932.0,20.75138678769541,696973.0,100.0,,41690.0,,,,1652.0,6.3,,,,,,,759.0,,,26.879,15038,294.8,,26039.0,265.0,,,763.0,38.0,38672.0,44943.0,6464.0,4921.0,,1281.0,2022.0,4.9,7.8,,,288.0,5.9,197.0,379.0,4.0,474.0,7.3,351.0,597.0,5.4,7.7,9.2,BROWN
2000-02-01,5.1,,,,,,,,,,,,,,,,,,,,,,,,,15117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2000-03-01,5.3,,,,,,,,,,,,,,,,,,,,,,,,,15114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2000-04-01,3.6,,,,,20.35051007062516,,,,,,,,,,,,,,,,,,,,15169,,,,,,,767.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2000-05-01,3.1,,,,,,,,,,,,,,,,,,,,,,,,,15227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2000-06-01,3.6,,,,,,,,,,,,,,,,,,,,,,,,,15515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2000-07-01,3.2,,,,,19.778236204228985,,,,,,,,,,,,,,,,,,,,15784,,,,,,,771.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2000-08-01,3.1,,,,,,,,,,,,,,,,,,,,,,,,,15908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2000-09-01,2.9,,,,,,,,,,,,,,,,,,,,,,,,,15753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2000-10-01,2.9,,,,,18.319691863264325,,,,,,,,,,,,,,,,,,,,15592,,,,,,,775.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2000-11-01,3.5,,,,,,,,,,,,,,,,,,,,,,,,,15598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2000-12-01,3.9,,,,,,,,,,,,,,,,,,,,,,,,,15453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2001-01-01,5.6,,,,27301.0,19.171597633136095,735264.0,103.32,,41168.0,,,,1748.0,6.7,,,,,,,791.0,,,26.901999999999997,15427,242.2,,25925.0,212.9,,,766.0,68.0,38409.0,44125.0,6180.0,4760.0,,1350.0,2147.0,5.2,8.3,,,317.0,6.7,207.0,427.0,4.4,486.0,7.9,346.0,626.0,5.6,9.0,10.1,BROWN
2001-02-01,5.3,,,,,,,,,,,,,,,,,,,,,,,,,15401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2001-03-01,5.3,,,,,,,,,,,,,,,,,,,,,,,,,15317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2001-04-01,4.6,,,,,19.12568306010929,,,,,,,,,,,,,,,,,,,,15406,,,,,,,772.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2001-05-01,3.4,,,,,,,,,,,,,,,,,,,,,,,,,15684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2001-06-01,4.2,,,,,,,,,,,,,,,,,,,,,,,,,15912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2001-07-01,3.7,,,,,19.574575841985308,,,,,,,,,,,,,,,,,,,,16001,,,,,,,768.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2001-08-01,3.3,,,,,,,,,,,,,,,,,,,,,,,,,16203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2001-09-01,3.2,,,,,,,,,,,,,,,,,,,,,,,,,15749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2001-10-01,2.9,,,,,20.195775373518806,,,,,,,,,,,,,,,,,,,,15508,,,,,,,765.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2001-11-01,3.2,,,,,,,,,,,,,,,,,,,,,,,,,15159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2001-12-01,4.1,,,,,,,,,,,,,,,,,,,,,,,,,14965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2002-01-01,6.7,,,,28044.0,19.819594086695066,754536.0,106.66,,41659.0,,,,1716.0,6.6,,,,,,,860.0,,,26.843000000000004,15218,283.8,,25812.0,248.7,,,763.0,64.0,38825.0,44699.0,5953.0,4608.0,,1307.0,2126.0,5.1,8.2,,,293.0,6.4,197.0,389.0,4.3,433.0,7.3,309.0,557.0,5.2,8.4,9.3,BROWN
2002-02-01,6.2,,,,,,,,,,,,,,,,,,,,,,,,,15162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2002-03-01,6.0,,,,,,,,,,,,,,,,,,,,,,,,,15275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2002-04-01,5.3,,,,,19.026104417670684,,,,,,,,,,,,,,,,,,,,15311,,,,,,,771.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2002-05-01,3.9,,,,,,,,,,,,,,,,,,,,,,,,,15143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2002-06-01,4.7,,,,,,,,,,,,,,,,,,,,,,,,,15624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2002-07-01,4.2,,,,,19.79434447300771,,,,,,,,,,,,,,,,,,,,15673,,,,,,,772.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2002-08-01,3.5,,,,,,,,,,,,,,,,,,,,,,,,,15703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2002-09-01,3.4,,,,,,,,,,,,,,,,,,,,,,,,,15654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2002-10-01,3.0,,,,,20.306812272490895,,,,,,,,,,,,,,,,,,,,15539,,,,,,,780.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2002-11-01,3.6,,,,,,,,,,,,,,,,,,,,,,,,,15104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2002-12-01,4.4,,,,,,,,,,,,,,,,,,,,,,,,,15132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2003-01-01,7.0,,,,30355.0,19.994703389830512,812111.0,107.76,,43080.0,,,,1832.0,7.1,,,,,,,956.0,,,26.656,15257,294.7,,25891.0,250.0,,,772.0,64.0,40401.0,45938.0,5859.0,4416.0,,1396.0,2268.0,5.4,8.8,,,301.0,6.8,205.0,397.0,4.6,496.0,8.5,359.0,634.0,6.1,9.0,10.8,BROWN
2003-02-01,6.8,,,,,,,,,,,,,,,,,,,,,,,,,14992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2003-03-01,6.9,,,,,,,,,,,,,,,,,,,,,,,,,15160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2003-04-01,6.0,,,,,19.421376908652558,,,,,,,,,,,,,,,,,,,,15218,,,,,,,778.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2003-05-01,5.2,,,,,,,,,,,,,,,,,,,,,,,,,15219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2003-06-01,5.9,,,,,,,,,,,,,,,,,,,,,,,,,15629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2003-07-01,5.2,,,,,19.35831760582367,,,,,,,,,,,,,,,,,,,,15402,,,,,,,774.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2003-08-01,4.6,,,,,,,,,,,,,,,,,,,,,,,,,15487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2003-09-01,4.5,,,,,,,,,,,,,,,,,,,,,,,,,15026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2003-10-01,4.0,,,,,19.599231402690087,,,,,,,,,,,,,,,,,,,,15356,,,,,,,755.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2003-11-01,4.2,,,,,,,,,,,,,,,,,,,,,,,,,15098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2003-12-01,5.1,,,,,,,,,,,,,,,,,,,,,,,,,14948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2004-01-01,6.9,,,,31333.0,19.252952485580888,835523.0,116.06,,44423.0,,,,1869.0,7.3,,,,,,,1064.0,,,26.525,15159,367.0,,25713.0,318.5,,,742.0,69.0,41708.0,47316.0,5607.0,4208.0,,1407.0,2331.0,5.5,9.1,,,315.0,7.5,207.0,423.0,4.9,506.0,9.0,360.0,652.0,6.4,10.1,11.6,BROWN
2004-02-01,6.5,,,,,,,,,,,,,,,,,,,,,,,,,14965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2004-03-01,6.9,,,,,,,,,,,,,,,,,,,,,,,,,14993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
2004-04-01,5.1,,,,,18.58777560703321,,,,,,,,,,,,,,,,,,,,14912,,,,,,,748.0,,,,,,,,,,,,,,,,,,,,,,,,,BROWN
