DATE,PCPI27081,MNLINC1URN,MNLINC1POP,DMPCRATE027081,RACEDISPARITY027081,PI27081,2020RATIO027081,B14005DCYACS027081,DP04ACS027081,MNLINC1LFN,CDC20N2U027081,USPTOISSUED027081,PUAAMN27081A647NCEN,B01002001E027081,B080ACS027081,CDC20N2UAA027081,ATNHPIUS27081A,EQFXSUBPRIME027081,MHIMN27081A052NCEN,HC01ESTVC1727081,S1701ACS027081,HC01ESTVC1627081,B03002012E027081,ENU2708120510,BPPRIV027081,MHICILBMN27081A052NCEN,MHICIUBMN27081A052NCEN,PUA0T17MN27081A647NCEN,PUA5T17RMN27081A647NCEN,HOWNRATEACS027081,NETMIGNACS027081,S1101SPHOUSE027081,PEAAMN27081A647NCEN,PPAAMN27081A156NCEN,PECILBAAMN27081A647NCEN,PECIUBAAMN27081A647NCEN,PPCILBAAMN27081A156NCEN,PPCIUBAAMN27081A156NCEN,FBITC027081,S1501ACSTOTAL027081,B03002005E027081,B03002003E027081,B03002006E027081,PE5T17MN27081A647NCEN,PP5T17MN27081A156NCEN,PECILB5T17MN27081A647NCEN,PECIUB5T17MN27081A647NCEN,PPCILB5T17MN27081A156NCEN,CBR27081MNA647NCEN,PEU18MN27081A647NCEN,PPU18MN27081A156NCEN,B03002004E027081,PECILBU18MN27081A647NCEN,PECIUBU18MN27081A647NCEN,PPCILBU18MN27081A156NCEN,PPCIUB5T17MN27081A156NCEN,PPCIUBU18MN27081A156NCEN,county
2011-10-01,,4.0,,,,,,,,3320,,,,,,,,18.358531317494602,,,,,,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2011-11-01,,3.7,,,,,,,,3325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2011-12-01,,4.3,,,,,,,,3408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2012-01-01,44951.0,6.6,5.755,25.270999999949698,17.054124435745226,260940.0,10.659864507600792,0.0,23.426715387738533,3390,421.6,,5698.0,46.5,19.680612626073962,313.0,109.88,17.660044150110377,43959.0,17.5,7.4,91.6,79.0,204.0,14.0,40267.0,47651.0,1273.0,913.0,87.61387526278907,-5.0,18.705035971223023,589.0,10.3,477.0,701.0,8.3,12.3,20.0,27.6,26.0,5734.0,11.0,106.0,11.6,81.0,131.0,8.9,355.0,164.0,12.9,13.0,129.0,199.0,10.1,14.3,15.7,LINCOLN
2012-02-01,,6.6,,,,,,,,3408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2012-03-01,,6.3,,,,,,,,3490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2012-04-01,,4.5,,,,,,,,3532,,,,,,,,16.008771929824558,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2012-05-01,,4.1,,,,,,,,3609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2012-06-01,,4.4,,,,,,,,3551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2012-07-01,,4.3,,,,,,,,3621,,,,,,,,15.990990990990989,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2012-08-01,,4.2,,,,,,,,3435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2012-09-01,,3.9,,,,,,,,3285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2012-10-01,,3.7,,,,,,,,3235,,,,,,,,16.289592760180994,,,,,,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2012-11-01,,3.7,,,,,,,,3203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2012-12-01,,4.2,,,,,,,,3303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2013-01-01,47963.0,6.8,5.756,38.275999999605105,22.944436713034953,278331.0,11.999918193717278,0.0,24.875827814569536,3291,402.3,,5702.0,46.7,19.777604369879047,299.0,114.99,15.098468271334793,48205.0,18.9,8.7,91.3,88.0,203.0,8.0,44193.0,52217.0,1294.0,944.0,86.47981667548035,-126.0,23.448275862068964,651.0,11.4,534.0,768.0,9.3,13.5,28.0,30.0,11.0,5699.0,14.0,123.0,13.0,93.0,153.0,9.8,344.0,176.0,13.6,14.0,137.0,215.0,10.6,16.2,16.6,LINCOLN
2013-02-01,,6.6,,,,,,,,3276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2013-03-01,,6.5,,,,,,,,3269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2013-04-01,,5.7,,,,,,,,3317,,,,,,,,14.19068736141907,,,,,,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2013-05-01,,3.9,,,,,,,,3378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2013-06-01,,4.3,,,,,,,,3379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2013-07-01,,3.9,,,,,,,,3413,,,,,,,,14.221218961625281,,,,,,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2013-08-01,,3.6,,,,,,,,3373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2013-09-01,,3.3,,,,,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2013-10-01,,3.3,,,,,,,,3258,,,,,,,,15.331807780320366,,,,,,196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2013-11-01,,3.3,,,,,,,,3214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2013-12-01,,4.2,,,,,,,,3288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2014-01-01,45517.0,6.4,5.766,47.6719999997877,25.44202066590127,264225.0,10.95450852965069,0.3875968992248062,25.13592639063154,3240,361.4,,5663.0,46.8,20.24432474028473,243.0,111.63,14.055299539170509,48449.0,19.6,9.7,91.7,94.0,196.0,12.0,44607.0,52291.0,1286.0,963.0,85.80301685891746,-256.0,22.916666666666664,577.0,10.2,462.0,692.0,8.2,12.2,7.0,31.3,6.0,5655.0,12.0,117.0,12.1,87.0,147.0,9.0,355.0,170.0,13.2,28.0,128.0,212.0,9.9,15.2,16.5,LINCOLN
2014-02-01,,6.2,,,,,,,,3226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2014-03-01,,6.4,,,,,,,,3230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2014-04-01,,4.8,,,,,,,,3203,,,,,,,,12.646370023419205,,,,,,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2014-05-01,,3.7,,,,,,,,3219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2014-06-01,,4.1,,,,,,,,3251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2014-07-01,,3.6,,,,,,,,3362,,,,,,,,13.394919168591224,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2014-08-01,,3.3,,,,,,,,3368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2014-09-01,,3.0,,,,,,,,3257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2014-10-01,,2.5,,,,,,,,3339,,,,,,,,15.315315315315313,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2014-11-01,,3.1,,,,,,,,3272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2014-12-01,,4.9,,,,,,,,3391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2015-01-01,46969.0,5.8,5.711,44.14199999999251,10.742774099790084,270871.0,11.761823222439661,0.3745318352059925,23.424543946932005,3407,543.6,,5647.0,46.5,20.25340393343419,425.5,117.24,14.617169373549885,52164.0,19.2,9.3,91.9,101.0,195.0,9.0,48510.0,55818.0,1303.0,949.0,83.35408145118264,-76.0,23.972602739726025,525.0,9.3,405.0,645.0,7.2,11.4,12.0,31.9,21.0,5630.0,9.0,114.0,12.0,85.0,143.0,8.9,370.0,171.0,13.1,22.0,132.0,210.0,10.1,15.1,16.1,LINCOLN
2015-02-01,,5.7,,,,,,,,3276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2015-03-01,,5.6,,,,,,,,3432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2015-04-01,,3.6,,,,,,,,3315,,,,,,,,14.219114219114218,,,,,,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2015-05-01,,2.9,,,,,,,,3293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2015-06-01,,3.0,,,,,,,,3433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2015-07-01,,2.7,,,,,,,,3425,,,,,,,,14.318181818181818,,,,,,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2015-08-01,,2.4,,,,,,,,3342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2015-09-01,,2.1,,,,,,,,3286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2015-10-01,,1.9,,,,,,,,3545,,,,,,,,14.757709251101325,,,,,,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2015-11-01,,2.5,,,,,,,,3438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2015-12-01,,3.7,,,,,,,,3509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2016-01-01,46011.0,5.0,5.707999999999999,,12.564770480589935,266083.0,12.013377661679726,1.5267175572519085,23.24506094997898,3543,440.7,,5657.0,46.3,20.622782814347655,258.9,121.53,14.791666666666664,46405.0,18.9,11.6,91.7,93.0,196.0,8.0,41674.0,51136.0,1305.0,951.0,82.20716705295061,,25.412541254125408,721.0,12.7,602.0,840.0,10.6,14.8,12.0,30.9,22.0,5617.0,8.0,157.0,16.5,124.0,190.0,13.1,,240.0,18.4,13.0,196.0,284.0,15.0,19.9,21.8,LINCOLN
2016-02-01,,5.2,,,,,,,,3357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2016-03-01,,5.1,,,,,,,,3432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2016-04-01,,3.6,,,,,,,,3379,,,,,,,,14.553014553014554,,,,,,197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2016-05-01,,2.8,,,,,,,,3348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2016-06-01,,3.2,,,,,,,,3393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2016-07-01,,3.2,,,,,,,,3349,,,,,,,,14.977973568281937,,,,,,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2016-08-01,,3.2,,,,,,,,3356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2016-09-01,,3.0,,,,,,,,3268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2016-10-01,,2.5,,,,,,,,3458,,,,,,,,16.129032258064516,,,,,,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2016-11-01,,2.2,,,,,,,,3425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2016-12-01,,4.6,,,,,,,,3434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2017-01-01,,5.8,5.678,,,,,,,3441,,,,,,,125.44,15.531914893617019,,,,,,194.0,5.0,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,LINCOLN
2017-02-01,,5.4,,,,,,,,3321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2017-03-01,,4.9,,,,,,,,3325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2017-04-01,,3.4,,,,,,,,3346,,,,,,,,15.417558886509635,,,,,,196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2017-05-01,,2.5,,,,,,,,3322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2017-06-01,,2.7,,,,,,,,3346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2017-07-01,,2.5,,,,,,,,3296,,,,,,,,13.924050632911394,,,,,,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2017-08-01,,2.7,,,,,,,,3171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2017-09-01,,2.5,,,,,,,,3193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2017-10-01,,1.8,,,,,,,,3390,,,,,,,,14.644351464435148,,,,,,194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2017-11-01,,2.2,,,,,,,,3335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2017-12-01,,3.7,,,,,,,,3367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2018-01-01,,5.3,,,,,,,,3327,,,,,,,,14.925373134328355,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2018-02-01,,5.0,,,,,,,,3322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2018-03-01,,5.0,,,,,,,,3324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2018-04-01,,3.6,,,,,,,,3362,,,,,,,,14.465408805031444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2018-05-01,,2.4,,,,,,,,3445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2018-06-01,,2.4,,,,,,,,3382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2018-07-01,,2.2,,,,,,,,3432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
2018-08-01,,2.0,,,,,,,,3188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINCOLN
