DATE,MNNOBL5URN,PCPI27105,PI27105,2020RATIO027105,B14005DCYACS027105,DP04ACS027105,MNNOBL5POP,MNNOBL5LFN,MHIMN27105A052NCEN,HC01ESTVC1727105,PUA0T17MN27105A647NCEN,PEAAMN27105A647NCEN,DMPCRATE027105,FBITC027105,RACEDISPARITY027105,S1501ACSTOTAL027105,PE5T17MN27105A647NCEN,CBR27105MNA647NCEN,PPU18MN27105A156NCEN,CDC20N2U027105,PUAAMN27105A647NCEN,B01002001E027105,B080ACS027105,CDC20N2UAA027105,ATNHPIUS27105A,EQFXSUBPRIME027105,S1701ACS027105,HC01ESTVC1627105,B03002003E027105,B03002006E027105,B03002012E027105,ENU2710520510,BPPRIV027105,MHICILBMN27105A052NCEN,MHICIUBMN27105A052NCEN,B03002005E027105,PUA5T17RMN27105A647NCEN,HOWNRATEACS027105,NETMIGNACS027105,S1101SPHOUSE027105,PPAAMN27105A156NCEN,PECILBAAMN27105A647NCEN,PECIUBAAMN27105A647NCEN,PPCILBAAMN27105A156NCEN,PPCIUBAAMN27105A156NCEN,PP5T17MN27105A156NCEN,PECILB5T17MN27105A647NCEN,PECIUB5T17MN27105A647NCEN,PPCILB5T17MN27105A156NCEN,PEU18MN27105A647NCEN,B03002004E027105,PECILBU18MN27105A647NCEN,PECIUBU18MN27105A647NCEN,PPCILBU18MN27105A156NCEN,PPCIUB5T17MN27105A156NCEN,PPCIUBU18MN27105A156NCEN,county
1991-01-01,4.5,17642.0,357147.0,,,,20.244,9848.0,,,,,,,,,,,,,,,,,79.61,,,,,,,563.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1991-02-01,4.3,,,,,,,9716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1991-03-01,4.4,,,,,,,9725.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1991-04-01,3.0,,,,,,,9835.0,,,,,,,,,,,,,,,,,,,,,,,,572.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1991-05-01,2.4,,,,,,,9868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1991-06-01,3.5,,,,,,,10348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1991-07-01,3.0,,,,,,,9845.0,,,,,,,,,,,,,,,,,,,,,,,,578.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1991-08-01,3.6,,,,,,,9789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1991-09-01,3.2,,,,,,,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1991-10-01,2.7,,,,,,,9853.0,,,,,,,,,,,,,,,,,,,,,,,,580.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1991-11-01,3.2,,,,,,,9850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1991-12-01,4.0,,,,,,,9689.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1992-01-01,5.4,17729.0,364323.0,,,,20.55,9756.0,,,,,,,,,,,,,,,,,83.89,,,,,,,579.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1992-02-01,5.3,,,,,,,9671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1992-03-01,4.9,,,,,,,9569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1992-04-01,3.6,,,,,,,9849.0,,,,,,,,,,,,,,,,,,,,,,,,577.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1992-05-01,3.0,,,,,,,9985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1992-06-01,4.7,,,,,,,10110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1992-07-01,3.9,,,,,,,10288.0,,,,,,,,,,,,,,,,,,,,,,,,575.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1992-08-01,3.6,,,,,,,10055.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1992-09-01,2.9,,,,,,,10080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1992-10-01,2.8,,,,,,,10079.0,,,,,,,,,,,,,,,,,,,,,,,,583.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1992-11-01,3.3,,,,,,,10182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1992-12-01,4.2,,,,,,,9956.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1993-01-01,5.8,17052.0,354678.0,,,,20.8,10143.0,28766.0,,,2320.0,,,,,558.0,1269.0,14.6,,,,,,86.21,,,,,,,580.0,31.0,26338.0,31180.0,,,,,,11.4,1831.0,2809.0,9.0,13.8,13.3,420.0,696.0,10.0,810.0,,627.0,992.0,11.3,16.6,17.9,NOBLES
1993-02-01,5.5,,,,,,,10089.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1993-03-01,5.5,,,,,,,10154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1993-04-01,4.2,,,,,,,10231.0,,,,,,,,,,,,,,,,,,,,,,,,580.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1993-05-01,3.5,,,,,,,10156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1993-06-01,4.0,,,,,,,10418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1993-07-01,3.9,,,,,,,10914.0,,,,,,,,,,,,,,,,,,,,,,,,585.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1993-08-01,3.4,,,,,,,10497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1993-09-01,3.0,,,,,,,10299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1993-10-01,2.7,,,,,,,10153.0,,,,,,,,,,,,,,,,,,,,,,,,584.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1993-11-01,2.7,,,,,,,10163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1993-12-01,3.7,,,,,,,10065.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1994-01-01,5.6,19914.0,418173.0,,,,20.999000000000002,9998.0,,,,,,,,,,,,,,,,,91.63,,,,,,,586.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1994-02-01,4.9,,,,,,,9914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1994-03-01,4.9,,,,,,,9901.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1994-04-01,3.1,,,,,,,9852.0,,,,,,,,,,,,,,,,,,,,,,,,588.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1994-05-01,2.3,,,,,,,10041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1994-06-01,3.0,,,,,,,10090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1994-07-01,3.2,,,,,,,10109.0,,,,,,,,,,,,,,,,,,,,,,,,585.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1994-08-01,2.8,,,,,,,10245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1994-09-01,2.5,,,,,,,10288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1994-10-01,2.1,,,,,,,10146.0,,,,,,,,,,,,,,,,,,,,,,,,602.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1994-11-01,2.1,,,,,,,10284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1994-12-01,3.4,,,,,,,9966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1995-01-01,4.7,18557.0,390944.0,,,,21.066999999999997,9910.0,29890.0,,,1906.0,,,,,430.0,1043.0,12.0,,,,,,92.17,,,,,,,597.0,21.0,26740.0,33023.0,,,,,,9.5,1511.0,2302.0,7.5,11.5,10.6,332.0,528.0,8.1,646.0,,502.0,789.0,9.4,13.0,14.7,NOBLES
1995-02-01,4.5,,,,,,,9876.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1995-03-01,4.2,,,,,,,9941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1995-04-01,3.8,,,,,,,10295.0,,,,,,,,,,,,,,,,,,,,,,,,597.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1995-05-01,2.7,,,,,,,10184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1995-06-01,3.5,,,,,,,10289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1995-07-01,3.3,,,,,,,10305.0,,,,,,,,,,,,,,,,,,,,,,,,586.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1995-08-01,8.4,,,,,,,10419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1995-09-01,3.2,,,,,,,9969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1995-10-01,2.5,,,,,,,10086.0,,,,,,,,,,,,,,,,,,,,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1995-11-01,2.9,,,,,,,10138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1995-12-01,4.0,,,,,,,10045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1996-01-01,4.9,21237.0,447405.0,,,,21.066999999999997,10120.0,,,,,,,,,,,,,,,,,94.36,,,,,,,601.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1996-02-01,4.3,,,,,,,10161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1996-03-01,4.4,,,,,,,10279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1996-04-01,3.6,,,,,,,10311.0,,,,,,,,,,,,,,,,,,,,,,,,604.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1996-05-01,3.2,,,,,,,10333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1996-06-01,4.7,,,,,,,10530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1996-07-01,4.1,,,,,,,10543.0,,,,,,,,,,,,,,,,,,,,,,,,607.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1996-08-01,2.8,,,,,,,10426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1996-09-01,2.7,,,,,,,10415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1996-10-01,2.4,,,,,,,10312.0,,,,,,,,,,,,,,,,,,,,,,,,617.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1996-11-01,3.3,,,,,,,10244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1996-12-01,4.1,,,,,,,10098.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1997-01-01,4.9,20663.0,431628.0,,,,20.889,10044.0,32516.0,,,2089.0,,,,,553.0,888.0,16.3,,,,,,91.88,,,,,,,608.0,22.0,29333.0,35681.0,,,,,,10.9,1612.0,2566.0,8.4,13.4,14.6,391.0,715.0,10.4,828.0,,614.0,1043.0,12.1,18.9,20.6,NOBLES
1997-02-01,4.1,,,,,,,10079.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1997-03-01,4.2,,,,,,,10056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1997-04-01,3.6,,,,,,,10172.0,,,,,,,,,,,,,,,,,,,,,,,,616.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1997-05-01,2.7,,,,,,,10187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1997-06-01,3.4,,,,,,,10136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1997-07-01,2.8,,,,,,,10227.0,,,,,,,,,,,,,,,,,,,,,,,,625.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1997-08-01,2.7,,,,,,,10446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1997-09-01,4.3,,,,,,,10529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1997-10-01,4.8,,,,,,,10126.0,,,,,,,,,,,,,,,,,,,,,,,,623.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1997-11-01,4.5,,,,,,,10097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1997-12-01,5.0,,,,,,,9963.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1998-01-01,6.0,22451.0,463029.0,,,,20.624000000000002,9865.0,33374.0,,4987.0,2355.0,,,,,569.0,892.0,17.5,,19013.0,,,,95.5,,,,,,,615.0,18.0,30233.0,36497.0,,3783.0,,,,12.4,1814.0,2896.0,9.5,15.2,15.0,373.0,765.0,9.9,873.0,,618.0,1127.0,12.4,20.2,22.6,NOBLES
1998-02-01,5.4,,,,,,,9781.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1998-03-01,6.0,,,,,,,9765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1998-04-01,4.2,,,,,,,9702.0,,,,,,,,,,,,,,,,,,,,,,,,612.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1998-05-01,4.0,,,,,,,9825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1998-06-01,4.6,,,,,,,9755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1998-07-01,3.8,,,,,,,9855.0,,,,,,,,,,,,,,,,,,,,,,,,611.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1998-08-01,3.6,,,,,,,9689.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1998-09-01,3.6,,,,,,,9557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1998-10-01,3.4,,,,,,,9613.0,,,,,,,,,,,,,,,,,,,,,,,,604.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1998-11-01,3.3,,,,,,,9492.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1998-12-01,3.1,,,,,,,9424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1999-01-01,4.2,22685.0,468186.0,,,,20.639,9511.0,35034.0,,5518.0,2082.0,,,,,569.0,874.0,12.8,380.3,20746.0,,,340.0,95.17,24.52695465905034,,,,,,602.0,23.0,32788.0,37434.0,,4011.0,,,,10.0,1568.0,2596.0,7.6,12.5,14.2,356.0,782.0,8.9,706.0,,476.0,936.0,8.6,19.5,17.0,NOBLES
1999-02-01,4.1,,,,,,,9475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1999-03-01,3.7,,,,,,,9381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1999-04-01,2.8,,,,,,,9502.0,,,,,,,,,,,,,,,,,,24.722016308376574,,,,,,596.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1999-05-01,2.4,,,,,,,9556.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1999-06-01,3.2,,,,,,,9633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1999-07-01,3.7,,,,,,,10369.0,,,,,,,,,,,,,,,,,,25.216735770825487,,,,,,598.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1999-08-01,2.9,,,,,,,10374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1999-09-01,3.0,,,,,,,10190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1999-10-01,2.5,,,,,,,9722.0,,,,,,,,,,,,,,,,,,24.577319587628864,,,,,,606.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1999-11-01,2.5,,,,,,,9316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
1999-12-01,2.6,,,,,,,9298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2000-01-01,4.0,24192.0,502966.0,,,,20.750999999999998,11017.0,36919.0,,5234.0,1973.0,,,,,468.0,834.0,13.8,264.7,20585.0,,,240.7,100.0,23.75575073191133,,,,,,603.0,18.0,34250.0,39797.0,,3796.0,,,,9.6,1522.0,2424.0,7.4,11.8,12.3,316.0,620.0,8.3,721.0,,526.0,915.0,10.0,16.3,17.5,NOBLES
2000-02-01,3.5,,,,,,,11051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2000-03-01,3.5,,,,,,,10996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2000-04-01,2.6,,,,,,,10986.0,,,,,,,,,,,,,,,,,,24.978973927670307,,,,,,617.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2000-05-01,2.7,,,,,,,11009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2000-06-01,3.2,,,,,,,10965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2000-07-01,3.1,,,,,,,11209.0,,,,,,,,,,,,,,,,,,25.46801872074883,,,,,,621.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2000-08-01,3.1,,,,,,,11213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2000-09-01,2.9,,,,,,,11377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2000-10-01,2.8,,,,,,,11288.0,,,,,,,,,,,,,,,,,,22.80517663518713,,,,,,621.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2000-11-01,2.6,,,,,,,11216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2000-12-01,2.7,,,,,,,11082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2001-01-01,3.9,25585.0,533364.0,,,,20.721999999999998,11070.0,36451.0,,5221.0,2047.0,,,,,502.0,990.0,14.1,259.1,20426.0,,,234.3,105.8,22.88321167883211,,,,,,619.0,33.0,34026.0,39050.0,,3778.0,,,,10.0,1576.0,2519.0,7.7,12.3,13.3,330.0,674.0,8.7,735.0,,525.0,944.0,10.1,17.8,18.1,NOBLES
2001-02-01,3.6,,,,,,,11071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2001-03-01,3.9,,,,,,,11229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2001-04-01,4.0,,,,,,,11496.0,,,,,,,,,,,,,,,,,,22.715501294857567,,,,,,620.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2001-05-01,3.1,,,,,,,11671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2001-06-01,3.5,,,,,,,11824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2001-07-01,3.1,,,,,,,11445.0,,,,,,,,,,,,,,,,,,23.02325581395349,,,,,,613.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2001-08-01,3.0,,,,,,,11681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2001-09-01,3.1,,,,,,,11530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2001-10-01,2.8,,,,,,,11415.0,,,,,,,,,,,,,,,,,,23.621148725751237,,,,,,609.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2001-11-01,2.8,,,,,,,11271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2001-12-01,3.4,,,,,,,11284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2002-01-01,4.2,26261.0,542686.0,,,,20.458,11284.0,36833.0,,5164.0,1947.0,,,,,455.0,967.0,11.9,320.9,20513.0,,,292.2,108.79,23.78752886836028,,,,,,598.0,17.0,34371.0,39471.0,,3722.0,,,,9.5,1478.0,2417.0,7.2,11.8,12.2,307.0,603.0,8.3,616.0,,442.0,791.0,8.6,16.2,15.3,NOBLES
2002-02-01,4.1,,,,,,,11219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2002-03-01,4.2,,,,,,,11310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2002-04-01,3.6,,,,,,,11333.0,,,,,,,,,,,,,,,,,,23.55919003115265,,,,,,601.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2002-05-01,2.9,,,,,,,11238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2002-06-01,3.3,,,,,,,11295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2002-07-01,3.2,,,,,,,11322.0,,,,,,,,,,,,,,,,,,22.566718995290426,,,,,,602.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2002-08-01,2.8,,,,,,,11156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2002-09-01,3.0,,,,,,,11328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2002-10-01,2.7,,,,,,,11412.0,,,,,,,,,,,,,,,,,,22.95833333333333,,,,,,597.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2002-11-01,2.7,,,,,,,11259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2002-12-01,2.9,,,,,,,11255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2003-01-01,4.3,27916.0,576934.0,,,,20.377,11258.0,38315.0,,5133.0,1963.0,,,,,417.0,1003.0,12.8,261.9,20358.0,,,235.7,108.99,23.735408560311278,,,,,,593.0,34.0,35959.0,40825.0,,3679.0,,,,9.6,1491.0,2434.0,7.3,12.0,11.3,285.0,549.0,7.7,659.0,,477.0,841.0,9.3,14.9,16.4,NOBLES
2003-02-01,3.8,,,,,,,11030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2003-03-01,4.0,,,,,,,11269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2003-04-01,3.9,,,,,,,11424.0,,,,,,,,,,,,,,,,,,23.293703214442978,,,,,,592.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2003-05-01,3.3,,,,,,,11348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2003-06-01,4.3,,,,,,,11342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2003-07-01,4.2,,,,,,,11304.0,,,,,,,,,,,,,,,,,,23.723591549295772,,,,,,601.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2003-08-01,3.7,,,,,,,11267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2003-09-01,3.9,,,,,,,11273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2003-10-01,3.4,,,,,,,11301.0,,,,,,,,,,,,,,,,,,23.762798634812288,,,,,,602.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2003-11-01,3.6,,,,,,,11253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2003-12-01,3.7,,,,,,,11264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
