DATE,MNNOBL5URN,PCPI27105,PI27105,2020RATIO027105,B14005DCYACS027105,DP04ACS027105,MNNOBL5POP,MNNOBL5LFN,MHIMN27105A052NCEN,HC01ESTVC1727105,PUA0T17MN27105A647NCEN,PEAAMN27105A647NCEN,DMPCRATE027105,FBITC027105,RACEDISPARITY027105,S1501ACSTOTAL027105,PE5T17MN27105A647NCEN,CBR27105MNA647NCEN,PPU18MN27105A156NCEN,CDC20N2U027105,PUAAMN27105A647NCEN,B01002001E027105,B080ACS027105,CDC20N2UAA027105,ATNHPIUS27105A,EQFXSUBPRIME027105,S1701ACS027105,HC01ESTVC1627105,B03002003E027105,B03002006E027105,B03002012E027105,ENU2710520510,BPPRIV027105,MHICILBMN27105A052NCEN,MHICIUBMN27105A052NCEN,B03002005E027105,PUA5T17RMN27105A647NCEN,HOWNRATEACS027105,NETMIGNACS027105,S1101SPHOUSE027105,PPAAMN27105A156NCEN,PECILBAAMN27105A647NCEN,PECIUBAAMN27105A647NCEN,PPCILBAAMN27105A156NCEN,PPCIUBAAMN27105A156NCEN,PP5T17MN27105A156NCEN,PECILB5T17MN27105A647NCEN,PECIUB5T17MN27105A647NCEN,PPCILB5T17MN27105A156NCEN,PEU18MN27105A647NCEN,B03002004E027105,PECILBU18MN27105A647NCEN,PECIUBU18MN27105A647NCEN,PPCILBU18MN27105A156NCEN,PPCIUB5T17MN27105A156NCEN,PPCIUBU18MN27105A156NCEN,county
2004-01-01,5.0,30959.0,638651.0,,,,20.247,11375.0,39896.0,,5189.0,1974.0,,,,,443.0,1130.0,13.1,288.5,20397.0,,,257.5,117.22,23.324851569126377,,,,,,600.0,36.0,37450.0,42502.0,,3629.0,,,,9.7,1482.0,2465.0,7.3,12.1,12.2,291.0,595.0,8.0,681.0,,485.0,877.0,9.4,16.4,16.9,NOBLES
2004-02-01,4.5,,,,,,,11260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2004-03-01,4.8,,,,,,,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2004-04-01,3.5,,,,,,,11246.0,,,,,,,,,,,,,,,,,,23.823781009409753,,,,,,606.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2004-05-01,3.3,,,,,,,11249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2004-06-01,4.1,,,,,,,11276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2004-07-01,3.6,,,,,,,11285.0,,,,,,,,,,,,,,,,,,23.626135871916922,,,,,,605.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2004-08-01,3.7,,,,,,,11163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2004-09-01,3.9,,,,,,,11095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2004-10-01,3.4,,,,,,,10992.0,,,,,,,,,,,,,,,,,,23.54865085854456,,,,,,605.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2004-11-01,3.4,,,,,,,11031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2004-12-01,3.5,,,,,,,11024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2005-01-01,4.6,30927.0,640472.0,,,,20.238,11115.0,39354.0,,5094.0,2547.0,,64.0,,,531.0,990.0,16.2,260.5,20056.0,,,229.5,122.77,24.331103678929768,,,,,,596.0,35.0,36422.0,42287.0,,3583.0,,,,12.7,2069.0,3026.0,10.3,15.1,14.8,406.0,656.0,11.3,824.0,,642.0,1005.0,12.6,18.3,19.7,NOBLES
2005-02-01,4.2,,,,,,,10948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2005-03-01,4.2,,,,,,,11083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2005-04-01,3.1,,,,,,,11032.0,,,,,,,,,,,,,,,,,,22.81368821292776,,,,,,614.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2005-05-01,2.9,,,,,,,11051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2005-06-01,3.1,,,,,,,11169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2005-07-01,2.7,,,,,,,11122.0,,,,,,,,,,,,,,,,,,23.174335162515828,,,,,,628.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2005-08-01,2.8,,,,,,,11212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2005-09-01,2.9,,,,,,,11223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2005-10-01,2.6,,,,,,,11014.0,,,,,,,,,,,,,,,,,,24.210526315789476,,,,,,631.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2005-11-01,2.9,,,,,,,11071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2005-12-01,3.4,,,,,,,11090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2006-01-01,3.9,30664.0,631927.0,,,,20.055999999999997,11195.0,40417.0,,5342.0,2352.0,,49.0,,,459.0,970.0,13.9,293.7,20138.0,,,259.7,131.35,24.04513888888889,,,,,,602.0,31.0,36925.0,43910.0,,3734.0,,,,11.7,1878.0,2825.0,9.3,14.0,12.3,353.0,565.0,9.5,740.0,,584.0,896.0,10.9,15.1,16.8,NOBLES
2006-02-01,3.9,,,,,,,11307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2006-03-01,3.8,,,,,,,11237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2006-04-01,3.0,,,,,,,11215.0,,,,,,,,,,,,,,,,,,23.703703703703702,,,,,,598.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2006-05-01,2.5,,,,,,,11118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2006-06-01,3.0,,,,,,,11015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2006-07-01,2.9,,,,,,,11077.0,,,,,,,,,,,,,,,,,,24.336090552895087,,,,,,591.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2006-08-01,2.7,,,,,,,11215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2006-09-01,3.0,,,,,,,11254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2006-10-01,2.6,,,,,,,11269.0,,,,,,,,,,,,,,,,,,24.234234234234233,,,,,,598.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2006-11-01,2.8,,,,,,,11246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2006-12-01,3.2,,,,,,,11174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2007-01-01,4.3,32618.0,675936.0,,,,20.097,11043.0,42072.0,,5173.0,2981.0,,99.0,,,525.0,1151.0,19.5,328.7,19827.0,,,299.4,140.59,23.18640955004591,,,,,,589.0,29.0,38798.0,45346.0,,3643.0,,,,15.0,2466.0,3496.0,12.4,17.6,14.4,396.0,654.0,10.9,1007.0,,802.0,1212.0,15.5,18.0,23.4,NOBLES
2007-02-01,4.6,,,,,,,11094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2007-03-01,4.0,,,,,,,11297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2007-04-01,3.3,,,,,,,11200.0,,,,,,,,,,,,,,,,,,22.105263157894736,,,,,,592.0,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
2007-05-01,2.9,,,,,,,11275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOBLES
