DATE,MNLACQ3URN,PCPI27073,B01002001E027073,MHIMN27073A052NCEN,CBR27073MNA647NCEN,MNLACQ3POP,BPPRIV027073,PI27073,MNLACQ3LFN,PPU18MN27073A156NCEN,PUA5T17RMN27073A647NCEN,RACEDISPARITY027073,MHICILBMN27073A052NCEN,2020RATIO027073,B14005DCYACS027073,DP04ACS027073,HOWNRATEACS027073,NETMIGNACS027073,CDC20N2U027073,PUA0T17MN27073A647NCEN,PUAAMN27073A647NCEN,B080ACS027073,CDC20N2UAA027073,EQFXSUBPRIME027073,PEU18MN27073A647NCEN,DMPCRATE027073,PEAAMN27073A647NCEN,HC01ESTVC1727073,S1701ACS027073,HC01ESTVC1627073,B03002003E027073,B03002006E027073,B03002012E027073,ENU2707320510,PPAAMN27073A156NCEN,PE5T17MN27073A647NCEN,B03002004E027073,FBITC027073,PP5T17MN27073A156NCEN,MHICIUBMN27073A052NCEN,B03002005E027073,PECILBU18MN27073A647NCEN,PECIUBU18MN27073A647NCEN,PECILBAAMN27073A647NCEN,PECIUBAAMN27073A647NCEN,S1101SPHOUSE027073,PPCILBU18MN27073A156NCEN,PPCIUBU18MN27073A156NCEN,PPCILBAAMN27073A156NCEN,PPCIUBAAMN27073A156NCEN,S1501ACSTOTAL027073,PECILB5T17MN27073A647NCEN,PECIUB5T17MN27073A647NCEN,PPCILB5T17MN27073A156NCEN,PPCIUB5T17MN27073A156NCEN,county
1991-01-01,5.6,15403.0,,,,8.788,11.0,135365.0,4000,,,,,,,,,,,,,,,,,,,,,,,,,210.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1991-02-01,5.2,,,,,,,,3917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1991-03-01,5.3,,,,,,,,3947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1991-04-01,3.6,,,,,,,,3936,,,,,,,,,,,,,,,,,,,,,,,,,205.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1991-05-01,2.0,,,,,,,,3959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1991-06-01,3.3,,,,,,,,4205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1991-07-01,2.9,,,,,,,,3954,,,,,,,,,,,,,,,,,,,,,,,,,210.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1991-08-01,2.5,,,,,,,,3833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1991-09-01,2.6,,,,,,,,3846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1991-10-01,2.2,,,,,,,,3954,,,,,,,,,,,,,,,,,,,,,,,,,207.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1991-11-01,3.4,,,,,,,,3958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1991-12-01,4.1,,,,,,,,3818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1992-01-01,6.4,15436.0,,,,8.746,6.0,135007.0,3848,,,,,,,,,,,,,,,,,,,,,,,,,209.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1992-02-01,5.6,,,,,,,,3836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1992-03-01,5.7,,,,,,,,3855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1992-04-01,3.7,,,,,,,,3917,,,,,,,,,,,,,,,,,,,,,,,,,207.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1992-05-01,3.3,,,,,,,,4016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1992-06-01,4.0,,,,,,,,4190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1992-07-01,4.5,,,,,,,,3960,,,,,,,,,,,,,,,,,,,,,,,,,207.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1992-08-01,4.4,,,,,,,,3788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1992-09-01,5.1,,,,,,,,3835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1992-10-01,3.3,,,,,,,,3857,,,,,,,,,,,,,,,,,,,,,,,,,207.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1992-11-01,4.0,,,,,,,,3949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1992-12-01,5.1,,,,,,,,3873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1993-01-01,6.8,13813.0,,27431.0,373.0,8.735,9.0,120658.0,3989,12.8,,,25135.0,,,,,,,,,,,,297.0,,916.0,,,,,,,206.0,10.8,206.0,,,11.6,29714.0,,227.0,366.0,716.0,1117.0,,9.8,15.8,8.5,13.2,,153.0,259.0,8.6,14.6,LAC QUI PARLE
1993-02-01,6.5,,,,,,,,3924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1993-03-01,6.0,,,,,,,,3935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1993-04-01,4.9,,,,,,,,3969,,,,,,,,,,,,,,,,,,,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1993-05-01,3.6,,,,,,,,4003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1993-06-01,3.4,,,,,,,,4159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1993-07-01,3.1,,,,,,,,3911,,,,,,,,,,,,,,,,,,,,,,,,,201.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1993-08-01,2.9,,,,,,,,3773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1993-09-01,3.5,,,,,,,,3846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1993-10-01,2.8,,,,,,,,3951,,,,,,,,,,,,,,,,,,,,,,,,,202.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1993-11-01,3.3,,,,,,,,3950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1993-12-01,4.2,,,,,,,,3902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1994-01-01,5.8,17769.0,,,,8.641,8.0,153539.0,3963,,,,,,,,,,,,,,,,,,,,,,,,,206.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1994-02-01,5.5,,,,,,,,3923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1994-03-01,5.7,,,,,,,,3964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1994-04-01,3.8,,,,,,,,3899,,,,,,,,,,,,,,,,,,,,,,,,,204.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1994-05-01,2.9,,,,,,,,3983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1994-06-01,3.7,,,,,,,,4014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1994-07-01,3.2,,,,,,,,3866,,,,,,,,,,,,,,,,,,,,,,,,,205.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1994-08-01,2.9,,,,,,,,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1994-09-01,2.9,,,,,,,,4051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1994-10-01,2.6,,,,,,,,4061,,,,,,,,,,,,,,,,,,,,,,,,,204.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1994-11-01,2.6,,,,,,,,4027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1994-12-01,3.8,,,,,,,,3884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1995-01-01,7.0,16271.0,,28231.0,306.0,8.542,24.0,138989.0,3929,11.3,,,25003.0,,,,,,,,,,,,248.0,,752.0,,,,,,,203.0,9.3,164.0,,,9.7,31441.0,,190.0,305.0,590.0,913.0,,8.7,13.9,7.3,11.3,,124.0,204.0,7.4,12.1,LAC QUI PARLE
1995-02-01,4.8,,,,,,,,3828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1995-03-01,4.8,,,,,,,,3942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1995-04-01,3.9,,,,,,,,4091,,,,,,,,,,,,,,,,,,,,,,,,,207.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1995-05-01,2.7,,,,,,,,4032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1995-06-01,2.9,,,,,,,,4183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1995-07-01,2.7,,,,,,,,3991,,,,,,,,,,,,,,,,,,,,,,,,,201.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1995-08-01,2.4,,,,,,,,3914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1995-09-01,2.4,,,,,,,,3947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1995-10-01,2.3,,,,,,,,3976,,,,,,,,,,,,,,,,,,,,,,,,,208.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1995-11-01,2.8,,,,,,,,3940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1995-12-01,4.0,,,,,,,,3889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1996-01-01,5.5,21396.0,,,,8.394,11.0,179597.0,3943,,,,,,,,,,,,,,,,,,,,,,,,,204.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1996-02-01,4.8,,,,,,,,4012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1996-03-01,5.4,,,,,,,,4054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1996-04-01,4.3,,,,,,,,4082,,,,,,,,,,,,,,,,,,,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1996-05-01,2.7,,,,,,,,4101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1996-06-01,3.2,,,,,,,,4137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1996-07-01,2.8,,,,,,,,3981,,,,,,,,,,,,,,,,,,,,,,,,,201.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1996-08-01,2.5,,,,,,,,3902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1996-09-01,2.3,,,,,,,,3944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1996-10-01,2.0,,,,,,,,3941,,,,,,,,,,,,,,,,,,,,,,,,,201.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1996-11-01,2.3,,,,,,,,3925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1996-12-01,3.9,,,,,,,,3863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1997-01-01,5.7,20864.0,,32011.0,207.0,8.352,10.0,174256.0,3818,11.8,,,28834.0,,,,,,,,,,,,247.0,,732.0,,,,,,,204.0,9.3,184.0,,,11.5,35172.0,,181.0,314.0,557.0,906.0,,8.6,14.9,7.1,11.5,,128.0,240.0,8.0,15.0,LAC QUI PARLE
1997-02-01,5.1,,,,,,,,3805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1997-03-01,5.2,,,,,,,,3799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1997-04-01,6.2,,,,,,,,3953,,,,,,,,,,,,,,,,,,,,,,,,,211.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1997-05-01,2.7,,,,,,,,3935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1997-06-01,3.4,,,,,,,,4051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1997-07-01,3.0,,,,,,,,3874,,,,,,,,,,,,,,,,,,,,,,,,,210.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1997-08-01,2.4,,,,,,,,3911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1997-09-01,2.6,,,,,,,,3960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1997-10-01,2.0,,,,,,,,3939,,,,,,,,,,,,,,,,,,,,,,,,,213.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1997-11-01,2.4,,,,,,,,3893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1997-12-01,2.9,,,,,,,,3885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1998-01-01,4.3,22563.0,,32589.0,183.0,8.237,11.0,185851.0,3830,14.0,1579.0,,29414.0,,,,,,,2039.0,7714.0,,,,284.0,,829.0,,,,,,,210.0,10.7,197.0,,,12.5,35747.0,,199.0,370.0,630.0,1028.0,,9.8,18.1,8.2,13.3,,128.0,266.0,8.1,16.9,LAC QUI PARLE
1998-02-01,4.2,,,,,,,,3853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1998-03-01,4.7,,,,,,,,3842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1998-04-01,3.2,,,,,,,,3894,,,,,,,,,,,,,,,,,,,,,,,,,206.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1998-05-01,2.2,,,,,,,,3992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1998-06-01,2.7,,,,,,,,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1998-07-01,2.3,,,,,,,,3940,,,,,,,,,,,,,,,,,,,,,,,,,204.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1998-08-01,2.2,,,,,,,,3786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1998-09-01,2.0,,,,,,,,3809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1998-10-01,1.7,,,,,,,,3802,,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1998-11-01,2.3,,,,,,,,3688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1998-12-01,2.9,,,,,,,,3730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1999-01-01,4.9,22765.0,,33083.0,213.0,8.107000000000001,12.0,184552.0,3772,9.5,1546.0,,30935.0,,,,,,640.3,1973.0,7926.0,,506.6,20.87599544937429,188.0,,649.0,,,,,,,197.0,8.2,141.0,,,9.1,35380.0,,126.0,251.0,485.0,813.0,,6.4,12.7,6.1,10.3,,88.0,194.0,5.7,12.6,LAC QUI PARLE
1999-02-01,4.7,,,,,,,,3755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1999-03-01,4.9,,,,,,,,3731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1999-04-01,3.5,,,,,,,,3783,,,,,,,,,,,,,,,20.634920634920636,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1999-05-01,2.8,,,,,,,,3877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1999-06-01,3.8,,,,,,,,4029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1999-07-01,3.3,,,,,,,,3929,,,,,,,,,,,,,,,19.931856899488928,,,,,,,,,,201.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1999-08-01,3.0,,,,,,,,3866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1999-09-01,2.3,,,,,,,,3815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1999-10-01,1.7,,,,,,,,3643,,,,,,,,,,,,,,,19.093655589123863,,,,,,,,,,206.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1999-11-01,2.3,,,,,,,,3507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
1999-12-01,2.9,,,,,,,,3594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2000-01-01,5.7,23628.0,,34787.0,192.0,8.041,12.0,190373.0,4121,8.9,1441.0,,32241.0,,,,,,314.2,1856.0,7785.0,,249.3,20.131421744324967,164.0,,595.0,,,,,,,206.0,7.6,108.0,,,7.5,37533.0,,121.0,208.0,459.0,732.0,,6.5,11.2,5.9,9.4,,73.0,143.0,5.1,9.9,LAC QUI PARLE
2000-02-01,4.2,,,,,,,,4162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2000-03-01,4.2,,,,,,,,4208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2000-04-01,3.1,,,,,,,,4128,,,,,,,,,,,,,,,19.98820754716981,,,,,,,,,,208.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2000-05-01,2.4,,,,,,,,4159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2000-06-01,3.0,,,,,,,,4255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2000-07-01,2.9,,,,,,,,4138,,,,,,,,,,,,,,,19.563970166379804,,,,,,,,,,208.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2000-08-01,3.0,,,,,,,,4045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2000-09-01,2.9,,,,,,,,4111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2000-10-01,2.5,,,,,,,,4165,,,,,,,,,,,,,,,18.115942028985508,,,,,,,,,,210.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2000-11-01,3.4,,,,,,,,4075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2000-12-01,4.3,,,,,,,,4027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2001-01-01,5.5,24317.0,,34104.0,205.0,7.875,11.0,192448.0,4055,9.2,1419.0,,31778.0,,,,,,292.8,1775.0,7749.0,,218.4,18.275154004106774,162.0,,626.0,,,,,,,202.0,8.1,113.0,,,8.0,36600.0,,115.0,210.0,481.0,772.0,,6.5,11.8,6.2,10.0,,74.0,152.0,5.2,10.7,LAC QUI PARLE
2001-02-01,5.0,,,,,,,,4040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2001-03-01,5.8,,,,,,,,4128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2001-04-01,4.9,,,,,,,,4267,,,,,,,,,,,,,,,18.497700562084827,,,,,,,,,,204.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2001-05-01,3.0,,,,,,,,4421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2001-06-01,3.9,,,,,,,,4515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2001-07-01,3.7,,,,,,,,4285,,,,,,,,,,,,,,,18.408975012748595,,,,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2001-08-01,3.7,,,,,,,,4297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2001-09-01,3.3,,,,,,,,4293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2001-10-01,2.9,,,,,,,,4313,,,,,,,,,,,,,,,19.150025601638504,,,,,,,,,,205.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2001-11-01,3.0,,,,,,,,4141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2001-12-01,4.1,,,,,,,,4133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2002-01-01,5.9,24796.0,,34775.0,232.0,7.834,10.0,195664.0,4189,9.0,1377.0,,32391.0,,,,,,337.8,1703.0,7717.0,,283.1,18.79160266257041,153.0,,621.0,,,,,,,201.0,8.0,113.0,,,8.2,37335.0,,108.0,198.0,470.0,771.0,,6.3,11.6,6.1,10.0,,75.0,151.0,5.5,11.0,LAC QUI PARLE
2002-02-01,4.8,,,,,,,,4120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2002-03-01,4.8,,,,,,,,4256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2002-04-01,4.0,,,,,,,,4239,,,,,,,,,,,,,,,18.547140649149927,,,,,,,,,,204.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2002-05-01,2.8,,,,,,,,4213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2002-06-01,3.5,,,,,,,,4305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2002-07-01,3.3,,,,,,,,4159,,,,,,,,,,,,,,,18.380855397148675,,,,,,,,,,205.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2002-08-01,3.3,,,,,,,,3971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2002-09-01,2.8,,,,,,,,4168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2002-10-01,2.8,,,,,,,,4283,,,,,,,,,,,,,,,18.503118503118504,,,,,,,,,,206.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2002-11-01,3.0,,,,,,,,4143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2002-12-01,3.6,,,,,,,,4049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2003-01-01,6.1,25539.0,,34398.0,234.0,7.712999999999999,8.0,199026.0,4139,10.0,1280.0,,32193.0,,,,,,477.4,1625.0,7601.0,,356.5,17.86085150571132,162.0,,605.0,,,,,,,204.0,8.0,103.0,,,8.0,36753.0,,117.0,208.0,459.0,750.0,,7.2,12.8,6.0,9.9,,70.0,136.0,5.5,10.6,LAC QUI PARLE
2003-02-01,5.0,,,,,,,,4084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2003-03-01,5.0,,,,,,,,4169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2003-04-01,4.0,,,,,,,,4152,,,,,,,,,,,,,,,17.566137566137563,,,,,,,,,,202.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2003-05-01,3.4,,,,,,,,4183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2003-06-01,3.8,,,,,,,,4239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2003-07-01,4.0,,,,,,,,3994,,,,,,,,,,,,,,,19.10684002261165,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2003-08-01,4.1,,,,,,,,3913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2003-09-01,4.4,,,,,,,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
2003-10-01,3.6,,,,,,,,4095,,,,,,,,,,,,,,,19.188191881918822,,,,,,,,,,193.0,,,,,,,,,,,,,,,,,,,,,,LAC QUI PARLE
