DATE,MNDOUG1URN,MNDOUG1POP,B01002001E027041,B03002003E027041,BPPRIV027041,PCPI27041,PUAAMN27041A647NCEN,MHIMN27041A052NCEN,MHICILBMN27041A052NCEN,HC01ESTVC1727041,PUA5T17RMN27041A647NCEN,PEAAMN27041A647NCEN,RACEDISPARITY027041,CBR27041MNA647NCEN,NETMIGNACS055031,2020RATIO055031,WIDOUG1URN,MHIWI55031A052NCEN,WIDOUG1POP,PCPI55031,FBITC055031,RACEDISPARITY055031,HOWNRATEACS055031,WIDOUG1LFN,BPPRIV055031,B14005DCYACS055031,CBR55031WIA647NCEN,HC01ESTVC1755031,PI27041,2020RATIO027041,B14005DCYACS027041,DP04ACS027041,MNDOUG1LFN,CDC20N2U027041,USPTOISSUED027041,B080ACS027041,CDC20N2UAA027041,ATNHPIUS27041A,EQFXSUBPRIME027041,S1701ACS027041,HC01ESTVC1627041,B03002006E027041,B03002012E027041,ENU2704120510,MHICIUBMN27041A052NCEN,B03002005E027041,PUA0T17MN27041A647NCEN,HOWNRATEACS027041,NETMIGNACS027041,S1101SPHOUSE027041,PPAAMN27041A156NCEN,PECILBAAMN27041A647NCEN,PECIUBAAMN27041A647NCEN,PPCILBAAMN27041A156NCEN,DMPCRATE027041,PPCIUBAAMN27041A156NCEN,FBITC027041,S1501ACSTOTAL027041,PE5T17MN27041A647NCEN,PP5T17MN27041A156NCEN,PECILB5T17MN27041A647NCEN,PECIUB5T17MN27041A647NCEN,PPCILB5T17MN27041A156NCEN,PEU18MN27041A647NCEN,PPU18MN27041A156NCEN,B03002004E027041,PECILBU18MN27041A647NCEN,PECIUBU18MN27041A647NCEN,PPCILBU18MN27041A156NCEN,PPCIUB5T17MN27041A156NCEN,PPCIUBU18MN27041A156NCEN,PUAAWI55031A647NCEN,USPTOISSUED055031,B03002005E055031,PUA0T17WI55031A647NCEN,EQFXSUBPRIME055031,PUA5T17RWI55031A647NCEN,B03002003E055031,B03002006E055031,MHICILBWI55031A052NCEN,MHICIUBWI55031A052NCEN,DP04ACS055031,B01002001E055031,B03002012E055031,PI55031,CDC20N2U055031,PEAAWI55031A647NCEN,S1701ACS055031,PPAAWI55031A156NCEN,PECILBAAWI55031A647NCEN,PECIUBAAWI55031A647NCEN,PPCILBAAWI55031A156NCEN,DMPCRATE055031,S1101SPHOUSE055031,CDC20N2UAA055031,PPCIUBAAWI55031A156NCEN,ENU5503120510,B080ACS055031,ATNHPIUS55031A,B03002004E055031,HC01ESTVC1655031,S1501ACSTOTAL055031,SMU27000003132100001SA,MNWPMANRGSP,MNWPMANNGSP,MNWPMANQGSP,PE5T17WI55031A647NCEN,PP5T17WI55031A156NCEN,PECILB5T17WI55031A647NCEN,PECIUB5T17WI55031A647NCEN,PPCILB5T17WI55031A156NCEN,PPCIUB5T17WI55031A156NCEN,PEU18WI55031A647NCEN,PPU18WI55031A156NCEN,PECILBU18WI55031A647NCEN,PECIUBU18WI55031A647NCEN,PPCILBU18WI55031A156NCEN,PPCIUBU18WI55031A156NCEN,county
2004-07-01,3.1,,,,,,,,,,,,,,,,5.5,,,,,,,23034,,,,,,,,,20829,,,,,,21.82011708355509,,,,,1269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.651685393258425,,,,,,,,,,,,,,,,,,,,,1067.0,,,,,,16.9,,,,,,,,,,,,,,,,DOUGLAS
2004-08-01,3.2,,,,,,,,,,,,,,,,5.5,,,,,,,22979,,,,,,,,,20651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,,,,,,,,,,,,,,,,DOUGLAS
2004-09-01,3.4,,,,,,,,,,,,,,,,5.3,,,,,,,23028,,,,,,,,,20325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,DOUGLAS
2004-10-01,2.8,,,,,,,,,,,,,,,,4.3,,,,,,,22720,,,,,,,,,20065,,,,,,21.483039705495656,,,,,1273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.180839612486547,,,,,,,,,,,,,,,,,,,,,1065.0,,,,,,17.0,,,,,,,,,,,,,,,,DOUGLAS
2004-11-01,3.3,,,,,,,,,,,,,,,,4.8,,,,,,,22808,,,,,,,,,19938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,DOUGLAS
2004-12-01,4.0,,,,,,,,,,,,,,,,5.4,,,,,,,22728,,,,,,,,,19809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,DOUGLAS
2005-01-01,5.4,35.141,,,448.0,30583.0,34374.0,42640.0,39424.0,,5279.0,3297.0,,1344.0,,,6.7,39420.0,43.934,26594.0,332.0,,,22501,189.0,,3555.0,,1073779.0,,,,19437,332.6,,,263.9,144.79,21.28712871287129,,,,,1242.0,45856.0,,7091.0,,,,9.6,2694.0,3901.0,7.8,,11.3,409.0,,510.0,9.7,387.0,633.0,7.3,818.0,11.5,,636.0,1000.0,9.0,12.0,14.1,42754.0,,,9354.0,27.377398720682308,6886.0,,,36937.0,41903.0,,,,1166744.0,409.2,5321.0,,12.4,4411.0,6231.0,10.3,,,374.7,14.6,1054.0,,141.69,,,,16.9,890.0,1189.0,97.79700000000001,1120.0,16.3,867.0,1373.0,12.6,19.9,1716.0,18.3,1361.0,2072.0,14.5,22.2,DOUGLAS
2005-02-01,5.4,,,,,,,,,,,,,,,,6.6,,,,,,,22604,,,,,,,,,19356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,DOUGLAS
2005-03-01,5.3,,,,,,,,,,,,,,,,6.5,,,,,,,22523,,,,,,,,,19396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2,,,,,,,,,,,,,,,,DOUGLAS
2005-04-01,3.9,,,,,,,,,,,,,,,,5.5,,,,,,,22580,,,,,,,,,19570,,,,,,19.964120963608405,,,,,1283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.34177215189873,,,,,,,,,,,,,,,,,,,,,1060.0,,,,,,17.8,,,,,,,,,,,,,,,,DOUGLAS
2005-05-01,3.0,,,,,,,,,,,,,,,,4.9,,,,,,,22600,,,,,,,,,20118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4,,,,,,,,,,,,,,,,DOUGLAS
2005-06-01,3.3,,,,,,,,,,,,,,,,4.8,,,,,,,22841,,,,,,,,,20661,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3,,,,,,,,,,,,,,,,DOUGLAS
2005-07-01,2.9,,,,,,,,,,,,,,,,4.9,,,,,,,22800,,,,,,,,,20700,,,,,,19.76927110644992,,,,,1322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.823867262284622,,,,,,,,,,,,,,,,,,,,,1070.0,,,,,,17.3,,,,,,,,,,,,,,,,DOUGLAS
2005-08-01,2.9,,,,,,,,,,,,,,,,4.8,,,,,,,22732,,,,,,,,,20573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2,,,,,,,,,,,,,,,,DOUGLAS
2005-09-01,3.2,,,,,,,,,,,,,,,,4.7,,,,,,,22756,,,,,,,,,20378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2,,,,,,,,,,,,,,,,DOUGLAS
2005-10-01,2.9,,,,,,,,,,,,,,,,4.1,,,,,,,22720,,,,,,,,,20199,,,,,,20.530654301906235,,,,,1344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.301075268817204,,,,,,,,,,,,,,,,,,,,,1064.0,,,,,,17.2,,,,,,,,,,,,,,,,DOUGLAS
2005-11-01,3.5,,,,,,,,,,,,,,,,4.8,,,,,,,22743,,,,,,,,,19966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,,,,,,,,,,,,,,,,DOUGLAS
2005-12-01,4.2,,,,,,,,,,,,,,,,5.1,,,,,,,22822,,,,,,,,,19973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,,,,,,,,,,,,,,,,DOUGLAS
2006-01-01,5.4,35.506,,,306.0,32252.0,34883.0,43866.0,40661.0,,5225.0,3342.0,,1500.0,,,6.0,42044.0,43.89,28302.0,312.0,,,22780,172.0,,3663.0,,1144031.0,,,,19748,279.7,1.0,,223.4,151.69,20.99818981122317,,,,,1323.0,47071.0,,7182.0,,,,9.6,2750.0,3933.0,7.9,,11.3,297.0,,521.0,10.0,403.0,639.0,7.7,801.0,11.2,,640.0,962.0,8.9,12.2,13.4,42770.0,,,9468.0,28.23504454815443,6955.0,,,38870.0,45217.0,,,,1240046.0,412.1,5517.0,,12.9,4594.0,6440.0,10.7,,,368.3,15.1,1085.0,,148.42,,,,17.2,994.0,1235.0,109.22399999999999,1019.0,14.7,799.0,1239.0,11.5,17.8,1634.0,17.3,1315.0,1953.0,13.9,20.6,DOUGLAS
2006-02-01,5.3,,,,,,,,,,,,,,,,6.1,,,,,,,23042,,,,,,,,,19665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,DOUGLAS
2006-03-01,4.9,,,,,,,,,,,,,,,,6.6,,,,,,,23114,,,,,,,,,19756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9,,,,,,,,,,,,,,,,DOUGLAS
2006-04-01,3.8,,,,,,,,,,,,,,,,5.6,,,,,,,22833,,,,,,,,,19540,,,,,,21.052631578947366,,,,,1322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.28092243186583,,,,,,,,,,,,,,,,,,,,,1067.0,,,,,,16.8,,,,,,,,,,,,,,,,DOUGLAS
2006-05-01,2.9,,,,,,,,,,,,,,,,4.7,,,,,,,22808,,,,,,,,,19977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8,,,,,,,,,,,,,,,,DOUGLAS
2006-06-01,3.1,,,,,,,,,,,,,,,,4.7,,,,,,,23277,,,,,,,,,20592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8,,,,,,,,,,,,,,,,DOUGLAS
2006-07-01,3.1,,,,,,,,,,,,,,,,4.7,,,,,,,23100,,,,,,,,,20524,,,,,,21.088607594936708,,,,,1305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.57531072256161,,,,,,,,,,,,,,,,,,,,,1070.0,,,,,,16.6,,,,,,,,,,,,,,,,DOUGLAS
2006-08-01,3.0,,,,,,,,,,,,,,,,4.7,,,,,,,23054,,,,,,,,,20480,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2,,,,,,,,,,,,,,,,DOUGLAS
2006-09-01,3.3,,,,,,,,,,,,,,,,4.1,,,,,,,22999,,,,,,,,,20049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,DOUGLAS
2006-10-01,3.0,,,,,,,,,,,,,,,,3.7,,,,,,,23157,,,,,,,,,20065,,,,,,21.165248775457588,,,,,1321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.680851063829788,,,,,,,,,,,,,,,,,,,,,1045.0,,,,,,15.8,,,,,,,,,,,,,,,,DOUGLAS
2006-11-01,3.6,,,,,,,,,,,,,,,,4.6,,,,,,,23320,,,,,,,,,19904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4,,,,,,,,,,,,,,,,DOUGLAS
2006-12-01,4.5,,,,,,,,,,,,,,,,4.8,,,,,,,23322,,,,,,,,,19745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4,,,,,,,,,,,,,,,,DOUGLAS
2007-01-01,5.9,35.969,,,228.0,34576.0,35496.0,44295.0,41201.0,,5305.0,3766.0,,1613.0,,,6.0,38787.0,43.833,30288.0,269.0,,,22949,180.0,,3968.0,,1241377.0,,,,19715,242.7,,,186.9,154.84,20.546875,,,,,1282.0,47388.0,,7431.0,,,,10.6,3078.0,4455.0,8.7,,12.6,289.0,,553.0,10.4,416.0,690.0,7.8,1007.0,13.6,,782.0,1232.0,10.5,13.0,16.6,42442.0,,,9314.0,28.706286204677106,6854.0,,,36270.0,41304.0,,,,1323893.0,432.2,6200.0,,14.6,5197.0,7203.0,12.2,,,383.4,17.0,1043.0,,150.86,,,,15.3,1137.0,1238.0,124.898,1173.0,17.1,928.0,1418.0,13.5,20.7,1837.0,19.7,1461.0,2212.0,15.7,23.7,DOUGLAS
2007-02-01,5.7,,,,,,,,,,,,,,,,6.3,,,,,,,23193,,,,,,,,,19656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,,,,,,,,,,,,,,,,DOUGLAS
2007-03-01,5.7,,,,,,,,,,,,,,,,6.0,,,,,,,23048,,,,,,,,,19717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,,,,,,,,,,,,,,,,DOUGLAS
2007-04-01,5.0,,,,,,,,,,,,,,,,5.8,,,,,,,22937,,,,,,,,,19796,,,,,,20.11144883485309,,,,,1296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.14562486693634,,,,,,,,,,,,,,,,,,,,,1044.0,,,,,,14.9,,,,,,,,,,,,,,,,DOUGLAS
2007-05-01,3.8,,,,,,,,,,,,,,,,4.7,,,,,,,23076,,,,,,,,,20098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6,,,,,,,,,,,,,,,,DOUGLAS
2007-06-01,4.0,,,,,,,,,,,,,,,,4.8,,,,,,,23397,,,,,,,,,20667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8,,,,,,,,,,,,,,,,DOUGLAS
2007-07-01,3.7,,,,,,,,,,,,,,,,4.8,,,,,,,23303,,,,,,,,,20611,,1.0,,,,21.241345202769534,,,,,1317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2618118768964,,,,,,,,,,,,,,,,,,,,,1049.0,,,,,,14.7,,,,,,,,,,,,,,,,DOUGLAS
2007-08-01,3.6,,,,,,,,,,,,,,,,4.6,,,,,,,23111,,,,,,,,,20530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7,,,,,,,,,,,,,,,,DOUGLAS
2007-09-01,3.8,,,,,,,,,,,,,,,,4.2,,,,,,,23240,,,,,,,,,20207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6,,,,,,,,,,,,,,,,DOUGLAS
2007-10-01,3.4,,,,,,,,,,,,,,,,3.8,,,,,,,23274,,,,,,,,,19940,,,,,,21.41967621419676,,,,,1332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.3413147583805,,,,,,,,,,,,,,,,,,,,,1046.0,,,,,,14.3,,,,,,,,,,,,,,,,DOUGLAS
2007-11-01,3.8,,,,,,,,,,,,,,,,4.1,,,,,,,23296,,,,,,,,,19732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,,,,,,,,,,,,,,,,DOUGLAS
2007-12-01,4.7,,,,,,,,,,,,,,,,4.8,,,,,,,23282,,,,,,,,,19804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4,,,,,,,,,,,,,,,,DOUGLAS
2008-01-01,5.6,36.205999999999996,,,158.0,39031.0,35686.0,48212.0,45506.0,,5185.0,3108.0,,1778.0,,,5.6,45788.0,43.996,32192.0,240.0,,,22973,123.0,,5088.0,,1409335.0,,,,19896,287.4,,,222.1,155.23,22.422549517521585,,,,,1283.0,50918.0,,7367.0,,,,8.7,2571.0,3645.0,7.2,35.2999999523163,10.2,342.0,,492.0,9.5,376.0,608.0,7.3,788.0,10.7,,618.0,958.0,8.4,11.7,13.0,42498.0,,,9342.0,28.34487379941925,6833.0,,,42543.0,49034.0,,,,1410996.0,393.9,4974.0,,11.7,4066.0,5883.0,9.6,65.67999982833861,,330.4,13.8,1045.0,,147.09,,,,14.0,1044.0,1077.0,114.751,984.0,14.4,753.0,1215.0,11.0,17.8,1545.0,16.5,1222.0,1869.0,13.1,20.0,DOUGLAS
2008-02-01,5.5,,,,,,,,,,,,,,,,5.9,,,,,,,23295,,,,,,,,,19785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,,,,,,,,,,,,,,,,DOUGLAS
2008-03-01,5.6,,,,,,,,,,,,,,,,5.7,,,,,,,23220,,,,,,,,,19866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,DOUGLAS
2008-04-01,5.1,,,,,,,,,,,,,,,,5.3,,,,,,,23266,,,,,,,,,19974,,,,,,21.934988482211413,,,,,1297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.44786944696283,,,,,,,,,,,,,,,,,,,,,1046.0,,,,,,13.1,,,,,,,,,,,,,,,,DOUGLAS
2008-05-01,4.6,,,,,,,,,,,,,,,,4.9,,,,,,,23376,,,,,,,,,20443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,,,,,,,,,,,,,,,,DOUGLAS
2008-06-01,4.6,,,,,,,,,,,,,,,,4.7,,,,,,,23538,,,,,,,,,20910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,DOUGLAS
2008-07-01,4.4,,,,,,,,,,,,,,,,4.8,,,,,,,23540,,,,,,,,,21254,,,,,,21.711688967432465,,,,,1322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.66388826312233,,,,,,,,,,,,,,,,,,,,,1036.0,,,,,,12.9,,,,,,,,,,,,,,,,DOUGLAS
2008-08-01,4.5,,,,,,,,,,,,,,,,5.0,,,,,,,23457,,,,,,,,,20953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,,,,,,,,,,,,,,,,DOUGLAS
2008-09-01,4.5,,,,,,,,,,,,,,,,4.5,,,,,,,23407,,,,,,,,,20482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,,,,,,,,,,,,,,,,DOUGLAS
2008-10-01,4.3,,,,,,,,,,,,,,,,4.7,,,,,,,23601,,,,,,,,,20406,,,,,,21.67725540025413,,,,,1320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.433138226024308,,,,,,,,,,,,,,,,,,,,,1021.0,,,,,,12.8,,,,,,,,,,,,,,,,DOUGLAS
2008-11-01,5.0,,,,,,,,,,,,,,,,5.6,,,,,,,23472,,,,,,,,,20204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,,,,,,,,,,,,,,,,DOUGLAS
2008-12-01,6.1,,,,,,,,,,,,,,,,6.6,,,,,,,23396,,,,,,,,,20188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,,,,,,,,,,,,,,,,DOUGLAS
2009-01-01,7.5,36.196999999999996,42.5,34958.0,94.0,38583.0,35799.0,43833.0,40572.0,,5315.0,3998.0,27.951013743965287,2330.0,1041.0,,7.9,42656.0,44.199,31880.0,266.0,35.603336196752146,74.95056345746075,23371,106.0,3.756298671552909,6678.0,,1391906.0,,2.2446689113355784,,20138,352.0,,17.637868718666198,259.0,150.4,20.851612903225806,,,153.0,329.0,1257.0,47093.0,168.0,7546.0,80.77868505071625,-668.0,28.440808469682388,11.2,3335.0,4660.0,9.3,36.7999999523163,13.0,228.0,33.5,625.0,11.8,477.0,773.0,9.0,957.0,12.7,38.0,742.0,1173.0,9.8,14.5,15.5,42989.0,,753.0,9083.0,27.70700636942675,6595.0,41290.0,319.0,39366.0,45945.0,,39.6,475.0,1402639.0,443.2,6072.0,,14.1,4928.0,7217.0,11.5,70.6299998760223,35.695695695695704,370.6,16.8,1008.0,20.43093842352599,146.53,325.0,,31.9,12.1,910.0,910.0,100.0,1215.0,18.4,958.0,1472.0,14.5,22.3,1898.0,20.9,1523.0,2272.0,16.8,25.0,DOUGLAS
2009-02-01,8.0,,,,,,,,,,,,,,,,8.8,,,,,,,23669,,,,,,,,,20240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,DOUGLAS
2009-03-01,8.1,,,,,,,,,,,,,,,,9.4,,,,,,,23514,,,,,,,,,20402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,,,,,,,,,,,,,,,,DOUGLAS
2009-04-01,7.3,,,,,,,,,,,,,,,,8.9,,,,,,,23541,,,,,,,,,20727,,,,,,21.22302158273381,,,,,1278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.72120389228332,,,,,,,,,,,,,,,,,,,,,1013.0,,,,,,11.5,,,,,,,,,,,,,,,,DOUGLAS
2009-05-01,6.2,,,,,,,,,,,,,,,,7.9,,,,,,,23399,,,,,,,,,20944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,,,,,,,,,,,,,,,,DOUGLAS
2009-06-01,6.4,,,,,,,,,,,,,,,,8.4,,,,,,,23686,,,,,,,,,21498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,,,,,,,,,,,,,,,,DOUGLAS
2009-07-01,6.1,,,,,,,,,,,,,,,,7.7,,,,,,,23777,,,,,,,,,21607,,,,,,21.432199085830373,,,,,1273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.709770754507012,,,,,,,,,,,,,,,,,,,,,1015.0,,,,,,11.1,,,,,,,,,,,,,,,,DOUGLAS
2009-08-01,6.0,,,,,,,,,,,,,,,,7.6,,,,,,,23441,,,,,,,,,21295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,DOUGLAS
2009-09-01,6.0,,,,,,,,,,,,,,,,7.0,,,,,,,23110,,,,,,,,,20837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,,,,,,,,,,,,,,,,DOUGLAS
2009-10-01,5.7,,,,,,,,,,,,,,,,7.9,,,,,,,23631,,,,,,,,,20648,,,,,,22.06032719836401,,,,,1280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.824126268320178,,,,,,,,,,,,,,,,,,,,,1011.0,,,,,,10.8,,,,,,,,,,,,,,,,DOUGLAS
2009-11-01,5.9,,,,,,,,,,,,,,,,8.3,,,,,,,23567,,,,,,,,,20520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,,,,,,,,,,,,,,,DOUGLAS
2009-12-01,6.7,,,,,,,,,,,,,,,,8.5,,,,,,,23345,,,,,,,,,20343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,,,,,,,,,,,,,,,DOUGLAS
2010-01-01,8.4,35.986,42.9,34951.0,105.0,40590.0,35530.0,48434.0,45605.0,21.4,5562.0,3423.0,35.21772586884797,2950.0,968.0,11.367579313342025,10.1,40930.0,44.13399999999999,32857.0,325.0,33.51722333189615,75.04319628866955,23401,88.0,3.707012058954891,7578.0,22.0,1461118.0,10.583959503282447,3.5844155844155843,33.805332312795,19383,353.1,,17.87653446647781,265.2,142.89,20.56904202558079,,91.2,134.0,349.0,1251.0,51263.0,122.0,7763.0,82.12918121410068,-554.0,22.4428997020854,9.6,2802.0,4044.0,7.9,39.0199999809265,11.3,309.0,35.6,655.0,11.8,491.0,819.0,8.8,992.0,12.8,182.0,754.0,1230.0,9.7,14.8,15.9,42733.0,,815.0,9223.0,27.309968138370504,6651.0,40793.0,322.0,38983.0,42877.0,32.099488708990194,39.8,572.0,1451169.0,405.4,6063.0,,14.2,4997.0,7129.0,11.7,66.6599998474121,34.62337171984141,336.8,16.7,989.0,20.340794949060122,143.42,463.0,90.5,33.2,10.7,951.0,983.0,104.485,1159.0,17.4,888.0,1430.0,13.3,21.5,1833.0,19.9,1423.0,2243.0,15.5,24.3,DOUGLAS
2010-02-01,8.3,,,,,,,,,,,,,,,,10.4,,,,,,,23710,,,,,,,,,19357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,,,,,,,,,,,,,,,,DOUGLAS
2010-03-01,8.4,,,,,,,,,,,,,,,,10.3,,,,,,,23821,,,,,,,,,19455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,DOUGLAS
