DATE,MNDOUG1URN,MNDOUG1POP,B01002001E027041,B03002003E027041,BPPRIV027041,PCPI27041,PUAAMN27041A647NCEN,MHIMN27041A052NCEN,MHICILBMN27041A052NCEN,HC01ESTVC1727041,PUA5T17RMN27041A647NCEN,PEAAMN27041A647NCEN,RACEDISPARITY027041,CBR27041MNA647NCEN,NETMIGNACS055031,2020RATIO055031,WIDOUG1URN,MHIWI55031A052NCEN,WIDOUG1POP,PCPI55031,FBITC055031,RACEDISPARITY055031,HOWNRATEACS055031,WIDOUG1LFN,BPPRIV055031,B14005DCYACS055031,CBR55031WIA647NCEN,HC01ESTVC1755031,PI27041,2020RATIO027041,B14005DCYACS027041,DP04ACS027041,MNDOUG1LFN,CDC20N2U027041,USPTOISSUED027041,B080ACS027041,CDC20N2UAA027041,ATNHPIUS27041A,EQFXSUBPRIME027041,S1701ACS027041,HC01ESTVC1627041,B03002006E027041,B03002012E027041,ENU2704120510,MHICIUBMN27041A052NCEN,B03002005E027041,PUA0T17MN27041A647NCEN,HOWNRATEACS027041,NETMIGNACS027041,S1101SPHOUSE027041,PPAAMN27041A156NCEN,PECILBAAMN27041A647NCEN,PECIUBAAMN27041A647NCEN,PPCILBAAMN27041A156NCEN,DMPCRATE027041,PPCIUBAAMN27041A156NCEN,FBITC027041,S1501ACSTOTAL027041,PE5T17MN27041A647NCEN,PP5T17MN27041A156NCEN,PECILB5T17MN27041A647NCEN,PECIUB5T17MN27041A647NCEN,PPCILB5T17MN27041A156NCEN,PEU18MN27041A647NCEN,PPU18MN27041A156NCEN,B03002004E027041,PECILBU18MN27041A647NCEN,PECIUBU18MN27041A647NCEN,PPCILBU18MN27041A156NCEN,PPCIUB5T17MN27041A156NCEN,PPCIUBU18MN27041A156NCEN,PUAAWI55031A647NCEN,USPTOISSUED055031,B03002005E055031,PUA0T17WI55031A647NCEN,EQFXSUBPRIME055031,PUA5T17RWI55031A647NCEN,B03002003E055031,B03002006E055031,MHICILBWI55031A052NCEN,MHICIUBWI55031A052NCEN,DP04ACS055031,B01002001E055031,B03002012E055031,PI55031,CDC20N2U055031,PEAAWI55031A647NCEN,S1701ACS055031,PPAAWI55031A156NCEN,PECILBAAWI55031A647NCEN,PECIUBAAWI55031A647NCEN,PPCILBAAWI55031A156NCEN,DMPCRATE055031,S1101SPHOUSE055031,CDC20N2UAA055031,PPCIUBAAWI55031A156NCEN,ENU5503120510,B080ACS055031,ATNHPIUS55031A,B03002004E055031,HC01ESTVC1655031,S1501ACSTOTAL055031,SMU27000003132100001SA,MNWPMANRGSP,MNWPMANNGSP,MNWPMANQGSP,PE5T17WI55031A647NCEN,PP5T17WI55031A156NCEN,PECILB5T17WI55031A647NCEN,PECIUB5T17WI55031A647NCEN,PPCILB5T17WI55031A156NCEN,PPCIUB5T17WI55031A156NCEN,PEU18WI55031A647NCEN,PPU18WI55031A156NCEN,PECILBU18WI55031A647NCEN,PECIUBU18WI55031A647NCEN,PPCILBU18WI55031A156NCEN,PPCIUBU18WI55031A156NCEN,county
2015-11-01,2.8,,,,,,,,,,,,,,,,4.7,,,,,,,23397,,,,,,,,,19960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,,,,,,,,,,,,,,,,DOUGLAS
2015-12-01,3.8,,,,,,,,,,,,,,,,5.0,,,,,,,23238,,,,,,,,,20275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,DOUGLAS
2016-01-01,4.6,37.173,44.4,35503.0,155.0,48315.0,36964.0,55257.0,51812.0,25.1,5702.0,3172.0,22.58314218978664,,,11.897233893557427,5.8,50340.0,43.391999999999996,38861.0,219.0,30.54795005773173,70.21472392638037,23448,88.0,2.270577105014191,,22.8,1809692.0,12.343743508067307,5.638166047087981,27.709431751611014,20072,419.6,,17.906598114824334,293.1,151.63,17.18677224033535,8.7,94.8,79.0,532.0,1223.0,58702.0,104.0,7865.0,81.89028420356905,,24.2830833991055,8.6,2548.0,3796.0,6.9,,10.3,176.0,42.5,557.0,9.8,424.0,690.0,7.5,816.0,10.4,200.0,630.0,1002.0,8.0,12.1,12.8,42067.0,,747.0,8480.0,24.80476777640773,6303.0,40246.0,487.0,47365.0,53315.0,29.68331846565567,41.0,623.0,1690807.0,465.3,5733.0,15.5,13.6,4965.0,6501.0,11.8,,42.40328506591744,329.0,15.4,1013.0,21.688518955018658,147.42,509.0,93.6,35.3,11.0,805.0,1062.0,88.47,932.0,14.8,697.0,1167.0,11.1,18.5,1426.0,16.8,1117.0,1735.0,13.2,20.4,DOUGLAS
2016-02-01,4.6,,,,,,,,,,,,,,,,6.1,,,,,,,23759,,,,,,,,,20055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,,,,,,,,,,,,,,,,DOUGLAS
2016-03-01,4.4,,,,,,,,,,,,,,,,6.3,,,,,,,23722,,,,,,,,,20132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,,,,,,,,,,,,,,,,DOUGLAS
2016-04-01,3.2,,,,,,,,,,,,,,,,5.7,,,,,,,23684,,,,,,,,,20056,,,,,,16.795683790757682,,,,,1239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.865535788167147,,,,,,,,,,,,,,,,,,,,,1004.0,,,,,,11.3,,,,,,,,,,,,,,,,DOUGLAS
2016-05-01,2.7,,,,,,,,,,,,,,,,4.8,,,,,,,23724,,,,,,,,,20280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,,,,,,,,,,,,,,,,DOUGLAS
2016-06-01,3.1,,,,,,,,,,,,,,,,5.8,,,,,,,23742,,,,,,,,,20831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,,,,,,,,,,,,,,,,DOUGLAS
2016-07-01,3.0,,,,,,,,,,,,,,,,5.1,,,,,,,23720,,,,,,,,,20894,,,,,,16.38391819660702,,,,,1253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.726069878023573,,,,,,,,,,,,,,,,,,,,,1023.0,,,,,,11.1,,,,,,,,,,,,,,,,DOUGLAS
2016-08-01,3.1,,,,,,,,,,,,,,,,4.9,,,,,,,23536,,,,,,,,,20830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,,,,,,,,,,,,,,,,DOUGLAS
2016-09-01,3.0,,,,,,,,,,,,,,,,4.5,,,,,,,23723,,,,,,,,,20228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,,,,,,,,,,,,,,,,DOUGLAS
2016-10-01,2.8,,,,,,,,,,,,,,,,4.3,,,,,,,23832,,,,,,,,,20131,,,,,,17.181022570244128,,,,,1256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.541142503608988,,,,,,,,,,,,,,,,,,,,,1009.0,,,,,,11.3,,,,,,,,,,,,,,,,DOUGLAS
2016-11-01,3.1,,,,,,,,,,,,,,,,4.6,,,,,,,23597,,,,,,,,,20013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,,,,,,,,,,,,,,,,DOUGLAS
2016-12-01,4.2,,,,,,,,,,,,,,,,4.6,,,,,,,23377,,,,,,,,,20171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,,,,,,,,,,,,,,,,DOUGLAS
2017-01-01,5.0,37.575,,,234.0,,,,,,,,,,,,5.6,,43.284,,193.0,,,23676,86.0,,,,,,,,20278,,,,,157.16,16.11033843300881,,,,,1264.0,,,,,,,,,,,,,202.0,,,,,,,,,,,,,,,,,,,23.92489400363416,,,,,,,,,,,,,,,,,,,,,1005.0,,151.47,,,,11.4,,,,,,,,,,,,,,,,DOUGLAS
2017-02-01,4.6,,,,,,,,,,,,,,,,5.9,,,,,,,23964,,,,,,,,,20204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,,,,,,,,,,,,,,,,DOUGLAS
2017-03-01,4.3,,,,,,,,,,,,,,,,5.3,,,,,,,23777,,,,,,,,,20236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,,,,,,,,,,,,,,,,DOUGLAS
2017-04-01,3.3,,,,,,,,,,,,,,,,4.6,,,,,,,23733,,,,,,,,,20399,,,,,,15.901789811840295,,,,,1286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.07692307692308,,,,,,,,,,,,,,,,,,,,,1017.0,,,,,,11.3,,,,,,,,,,,,,,,,DOUGLAS
2017-05-01,2.6,,,,,,,,,,,,,,,,4.1,,,,,,,23646,,,,,,,,,20700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,,,,,,,,,,,,,,,,DOUGLAS
2017-06-01,2.7,,,,,,,,,,,,,,,,5.0,,,,,,,23856,,,,,,,,,21180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,,,,,,,,,,,,,,,,DOUGLAS
2017-07-01,2.5,,,,,,,,,,,,,,,,4.3,,,,,,,23829,,,,,,,,,21346,,,,,,16.39381537062301,,,,,1306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.69649086804843,,,,,,,,,,,,,,,,,,,,,1045.0,,,,,,11.4,,,,,,,,,,,,,,,,DOUGLAS
2017-08-01,2.5,,,,,,,,,,,,,,,,4.5,,,,,,,23716,,,,,,,,,21138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,,,,,,,,,,,,,,,,DOUGLAS
2017-09-01,2.3,,,,,,,,,,,,,,,,3.6,,,,,,,23976,,,,,,,,,20523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,,,,,,,,,,,,,,,,DOUGLAS
2017-10-01,2.0,,,,,,,,,,,,,,,,3.3,,,,,,,23793,,,,,,,,,20472,,,,,,16.91327111313453,,,,,1314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.33535721513864,,,,,,,,,,,,,,,,,,,,,1049.0,,,,,,11.4,,,,,,,,,,,,,,,,DOUGLAS
2017-11-01,2.9,,,,,,,,,,,,,,,,3.8,,,,,,,23771,,,,,,,,,20614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,,,,,,,,,,,,,,,DOUGLAS
2017-12-01,3.7,,,,,,,,,,,,,,,,3.7,,,,,,,23579,,,,,,,,,20739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,,,,,,,,,,,,,,,DOUGLAS
2018-01-01,4.1,,,,,,,,,,,,,,,,4.1,,,,,,,23655,,,,,,,,,20855,,,,,,16.14391143911439,,,,,1331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.57142857142857,,,,,,,,,,,,,,,,,,,,,1061.0,,,,,,11.4,,,,,,,,,,,,,,,,DOUGLAS
2018-02-01,3.9,,,,,,,,,,,,,,,,4.7,,,,,,,24198,,,,,,,,,20849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,,,,,,,,,,,,,,,,DOUGLAS
2018-03-01,3.9,,,,,,,,,,,,,,,,4.5,,,,,,,24062,,,,,,,,,20831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,,,,,,,,,,,,,,,DOUGLAS
2018-04-01,3.1,,,,,,,,,,,,,,,,4.1,,,,,,,23915,,,,,,,,,21063,,,,,,15.862708719851575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.83160674385537,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,,,,,,,,,,,,,,,DOUGLAS
2018-05-01,2.1,,,,,,,,,,,,,,,,3.5,,,,,,,23778,,,,,,,,,21333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,,,,,,,,,,,,,,,DOUGLAS
2018-06-01,2.4,,,,,,,,,,,,,,,,4.3,,,,,,,23973,,,,,,,,,21676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,,,,,,,,,,,,,,,DOUGLAS
2018-07-01,2.3,,,,,,,,,,,,,,,,3.8,,,,,,,23867,,,,,,,,,21868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,,,,,,,,,,,,,,,DOUGLAS
2018-08-01,2.1,,,,,,,,,,,,,,,,3.7,,,,,,,23709,,,,,,,,,21400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,,,,,,,,,,,,,,,,DOUGLAS
