DATE,MNCARL7URN,B03002005E027017,USPTOISSUED027017,PUAAMN27017A647NCEN,B01002001E027017,ATNHPIUS27017A,PCPI27017,ENU2701720510,BPPRIV027017,MHIMN27017A052NCEN,MNCARL7POP,MNCARL7LFN,MHICILBMN27017A052NCEN,PI27017,MHICIUBMN27017A052NCEN,EQFXSUBPRIME027017,2020RATIO027017,B03002003E027017,B03002006E027017,NETMIGNACS027017,B03002012E027017,CDC20N2U027017,B080ACS027017,S1101SPHOUSE027017,HOWNRATEACS027017,PEAAMN27017A647NCEN,PPAAMN27017A156NCEN,DMPCRATE027017,PPCIUBAAMN27017A156NCEN,FBITC027017,RACEDISPARITY027017,B03002004E027017,CBR27017MNA647NCEN,S1701ACS027017,DP04ACS027017,CDC20N2UAA027017,B14005DCYACS027017,HC01ESTVC1727017,HC01ESTVC1627017,PUA0T17MN27017A647NCEN,PUA5T17RMN27017A647NCEN,PECILBAAMN27017A647NCEN,PECIUBAAMN27017A647NCEN,PPCILBAAMN27017A156NCEN,S1501ACSTOTAL027017,PE5T17MN27017A647NCEN,PP5T17MN27017A156NCEN,PECILB5T17MN27017A647NCEN,PECIUB5T17MN27017A647NCEN,PPCILB5T17MN27017A156NCEN,PPCIUB5T17MN27017A156NCEN,PEU18MN27017A647NCEN,PPU18MN27017A156NCEN,PECILBU18MN27017A647NCEN,PECIUBU18MN27017A647NCEN,PPCILBU18MN27017A156NCEN,PPCIUBU18MN27017A156NCEN,county
2011-04-01,8.1,,,,,,,670.0,,,,17689,,,,24.888017917133254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2011-05-01,7.5,,,,,,,,,,,17704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2011-06-01,7.7,,,,,,,,,,,17770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2011-07-01,8.3,,,,,,,669.0,,,,17777,,,,24.92997198879552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2011-08-01,7.1,,,,,,,,,,,17515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2011-09-01,6.5,,,,,,,,,,,17541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2011-10-01,6.0,,,,,,,670.0,,,,17555,,,,25.74396406513195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2011-11-01,6.1,,,,,,,,,,,17485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2011-12-01,6.9,,,,,,,,,,,17420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2012-01-01,8.2,1890.0,,33641.0,41.0,133.09,34063.0,662.0,72.0,50049.0,35.265,17247,46918.0,1203012.0,53180.0,25.035360678925038,10.859962482668625,31423.0,230.0,-278.0,488.0,424.6,21.616485366485367,29.781227946365558,82.17008099094807,4242.0,12.6,38.929999999702,14.3,250.0,33.54318644848362,538.0,3492.0,11.9,31.152902698282908,339.4,11.69463995668652,21.9,91.3,7984.0,5873.0,3673.0,4811.0,10.9,32.099999999999994,634.0,10.8,490.0,778.0,8.4,13.2,1026.0,12.9,828.0,1224.0,10.4,15.4,CARLTON
2012-02-01,8.2,,,,,,,,,,,17485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2012-03-01,8.3,,,,,,,,,,,17450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2012-04-01,7.1,,,,,,,666.0,,,,17335,,,,24.581005586592173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2012-05-01,6.5,,,,,,,,,,,17394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2012-06-01,6.8,,,,,,,,,,,17493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2012-07-01,6.8,,,,,,,670.0,,,,17585,,,,24.30613961312027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2012-08-01,6.5,,,,,,,,,,,17502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2012-09-01,6.0,,,,,,,,,,,17492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2012-10-01,5.7,,,,,,,674.0,,,,17619,,,,24.458204334365323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2012-11-01,5.8,,,,,,,,,,,17515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2012-12-01,6.5,,,,,,,,,,,17539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2013-01-01,8.1,1866.0,,33709.0,41.2,134.63,35328.0,654.0,66.0,52670.0,35.265,17468,49380.0,1249326.0,55960.0,24.29410120212469,10.834392310198762,31441.0,230.0,-615.0,517.0,439.6,21.01843408025013,31.53526970954357,80.83063293397153,4086.0,12.1,42.651999999769004,14.2,274.0,33.990987880819496,530.0,3475.0,12.5,30.685196195005947,354.5,9.901531728665208,21.3,92.2,7937.0,5839.0,3376.0,4796.0,10.0,31.3,775.0,13.3,616.0,934.0,10.6,16.0,1120.0,14.1,905.0,1335.0,11.4,16.8,CARLTON
2013-02-01,7.3,,,,,,,,,,,17555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2013-03-01,6.8,,,,,,,,,,,17558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2013-04-01,6.2,,,,,,,660.0,,,,17560,,,,23.936613844870724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2013-05-01,5.8,,,,,,,,,,,17557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2013-06-01,6.1,,,,,,,,,,,17578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2013-07-01,5.8,,,,,,,664.0,,,,17663,,,,24.01617250673855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2013-08-01,5.4,,,,,,,,,,,17503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2013-09-01,5.0,,,,,,,,,,,17446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2013-10-01,4.8,,,,,,,657.0,,,,17414,,,,24.59495351925631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2013-11-01,4.8,,,,,,,,,,,17405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2013-12-01,5.7,,,,,,,,,,,17402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2014-01-01,6.8,1919.0,,33821.0,40.9,136.54,36734.0,661.0,60.0,53291.0,35.353,17535,49850.0,1302480.0,56732.0,23.67658677903608,11.261682242990654,31423.0,226.0,-644.0,551.0,481.4,21.19522435056416,31.289268660467453,80.57643737928986,4086.0,12.1,39.5789999999106,14.0,225.0,19.351690881172622,450.0,3243.0,13.7,30.09399636143117,372.9,9.580130100532227,22.3,93.2,7898.0,5852.0,3434.0,4738.0,10.2,32.1,702.0,12.0,546.0,858.0,9.3,14.7,1085.0,13.7,866.0,1304.0,10.9,16.5,CARLTON
2014-02-01,7.1,,,,,,,,,,,17721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2014-03-01,6.9,,,,,,,,,,,17692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2014-04-01,6.0,,,,,,,667.0,,,,17525,,,,22.866894197952213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2014-05-01,5.2,,,,,,,,,,,17495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2014-06-01,5.1,,,,,,,,,,,17616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2014-07-01,4.9,,,,,,,666.0,,,,17639,,,,22.64744429882045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2014-08-01,4.5,,,,,,,,,,,17435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2014-09-01,4.0,,,,,,,,,,,17516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2014-10-01,3.6,,,,,,,670.0,,,,17510,,,,23.06707629288275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2014-11-01,4.1,,,,,,,,,,,17737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2014-12-01,4.7,,,,,,,,,,,17637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2015-01-01,6.0,1921.0,,33879.0,41.0,142.79,37922.0,651.0,55.0,54945.0,35.379,17479,51085.0,1347592.0,58805.0,21.96249678910866,11.210517598343685,31387.0,201.0,-214.0,579.0,468.5,20.782723866132574,32.413615265600825,81.43830116289445,3658.0,10.8,43.0989999999292,12.7,247.0,16.98221232530551,423.0,3024.0,13.7,29.47941424518899,367.2,8.362989323843415,22.8,94.2,7874.0,5878.0,3015.0,4301.0,8.9,33.5,647.0,11.0,504.0,790.0,8.6,13.4,958.0,12.2,768.0,1148.0,9.8,14.6,CARLTON
2015-02-01,5.9,,,,,,,,,,,17614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2015-03-01,6.0,,,,,,,,,,,17597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2015-04-01,5.2,,,,,,,648.0,,,,17608,,,,21.895006402048654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2015-05-01,4.6,,,,,,,,,,,17622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2015-06-01,4.8,,,,,,,,,,,17652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2015-07-01,4.5,,,,,,,637.0,,,,17712,,,,21.329568788501028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2015-08-01,4.2,,,,,,,,,,,17481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2015-09-01,3.8,,,,,,,,,,,17516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2015-10-01,3.9,,,,,,,635.0,,,,17503,,,,21.672616012238656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2015-11-01,4.5,,,,,,,,,,,17515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2015-12-01,5.4,,,,,,,,,,,17546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2016-01-01,6.4,1829.0,,34022.0,41.1,146.05,38403.0,633.0,82.0,58509.0,35.544000000000004,17737,54556.0,1372446.0,62462.0,21.21056681200308,11.434420985284708,31353.0,209.0,,590.0,429.6,21.6697155112597,32.019832985386216,81.89286985407522,3469.0,10.2,,12.0,185.0,26.27435200166355,525.0,,13.1,26.733668341708547,328.5,5.835380835380835,22.0,94.2,7890.0,5893.0,2849.0,4089.0,8.4,33.3,608.0,10.3,459.0,757.0,7.8,12.8,976.0,12.4,782.0,1170.0,9.9,14.9,CARLTON
2016-02-01,6.4,,,,,,,,,,,17934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2016-03-01,6.7,,,,,,,,,,,17933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2016-04-01,5.6,,,,,,,637.0,,,,17847,,,,21.094758585076168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2016-05-01,4.4,,,,,,,,,,,17782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2016-06-01,5.2,,,,,,,,,,,17721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2016-07-01,4.9,,,,,,,642.0,,,,17826,,,,20.525783619818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2016-08-01,4.9,,,,,,,,,,,17716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2016-09-01,4.4,,,,,,,,,,,17816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2016-10-01,4.4,,,,,,,636.0,,,,17850,,,,21.03688933200399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2016-11-01,4.5,,,,,,,,,,,17750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2016-12-01,5.5,,,,,,,,,,,17758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2017-01-01,7.0,,,,,149.38,,628.0,83.0,,35.498000000000005,17889,,,,20.313289540171798,,,,,,,,,,,,,,221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2017-02-01,6.5,,,,,,,,,,,18017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2017-03-01,6.3,,,,,,,,,,,17986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2017-04-01,5.1,,,,,,,638.0,,,,17926,,,,19.51527392072709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2017-05-01,4.2,,,,,,,,,,,17774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2017-06-01,4.3,,,,,,,,,,,17726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2017-07-01,4.0,,,,,,,644.0,,,,17784,,,,19.79271991911021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2017-08-01,4.2,,,,,,,,,,,17694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2017-09-01,3.4,,,,,,,,,,,17853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2017-10-01,3.1,,,,,,,646.0,,,,17723,,,,20.07537688442211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2017-11-01,4.2,,,,,,,,,,,17928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2017-12-01,5.1,,,,,,,,,,,17943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2018-01-01,5.9,,,,,,,652.0,,,,18207,,,,19.86872002019692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2018-02-01,5.7,,,,,,,,,,,18408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2018-03-01,5.8,,,,,,,,,,,18325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2018-04-01,4.9,,,,,,,,,,,18241,,,,19.317319848293298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2018-05-01,3.8,,,,,,,,,,,18039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2018-06-01,4.0,,,,,,,,,,,17975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2018-07-01,3.5,,,,,,,,,,,17959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
2018-08-01,3.1,,,,,,,,,,,17638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON
