DATE,ATNHPIUS27091A,MNMART1URN,CDC20N2UAA027091,S1701ACS027091,2020RATIO027091,B01002001E027091,B080ACS027091,B03002003E027091,B03002006E027091,B03002005E027091,B03002012E027091,PCPI27091,MNMART1POP,EQFXSUBPRIME027091,CDC20N2U027091,PUA0T17MN27091A647NCEN,HOWNRATEACS027091,S1101SPHOUSE027091,PEAAMN27091A647NCEN,RACEDISPARITY027091,B03002004E027091,PI27091,B14005DCYACS027091,DP04ACS027091,MNMART1LFN,USPTOISSUED027091,PUAAMN27091A647NCEN,MHIMN27091A052NCEN,HC01ESTVC1727091,HC01ESTVC1627091,ENU2709120510,BPPRIV027091,MHICILBMN27091A052NCEN,MHICIUBMN27091A052NCEN,PUA5T17RMN27091A647NCEN,NETMIGNACS027091,PPAAMN27091A156NCEN,PECILBAAMN27091A647NCEN,PECIUBAAMN27091A647NCEN,PPCILBAAMN27091A156NCEN,DMPCRATE027091,PPCIUBAAMN27091A156NCEN,FBITC027091,S1501ACSTOTAL027091,PE5T17MN27091A647NCEN,PP5T17MN27091A156NCEN,PECILB5T17MN27091A647NCEN,PECIUB5T17MN27091A647NCEN,PPCILB5T17MN27091A156NCEN,CBR27091MNA647NCEN,PEU18MN27091A647NCEN,PPU18MN27091A156NCEN,PECILBU18MN27091A647NCEN,PECIUBU18MN27091A647NCEN,PPCILBU18MN27091A156NCEN,PPCIUB5T17MN27091A156NCEN,PPCIUBU18MN27091A156NCEN,county
2009-10-01,,7.1,,,,,,,,,,,,21.424856994279768,,,,,,,,,,,11424,,,,,,630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2009-11-01,,7.0,,,,,,,,,,,,,,,,,,,,,,,11472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2009-12-01,,7.2,,,,,,,,,,,,,,,,,,,,,,,11420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2010-01-01,124.49,8.7,291.7,,12.541986778631411,44.7,14.768728268886314,19825.0,87.0,11.0,669.0,39664.0,20.801,21.417404898384575,374.2,4546.0,83.39677891654466,30.100334448160535,2382.0,50.20979296886263,75.0,825774.0,4.527162977867204,24.685052774940413,11271,,20543.0,47910.0,17.5,86.9,610.0,13.0,45293.0,50527.0,3328.0,-450.0,11.6,1848.0,2916.0,9.0,58.9899998903275,14.2,32.0,27.5,556.0,16.7,422.0,690.0,12.7,2009.0,824.0,18.1,628.0,1020.0,13.8,20.7,22.4,MARTIN
2010-02-01,,8.9,,,,,,,,,,,,,,,,,,,,,,,11580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2010-03-01,,8.4,,,,,,,,,,,,,,,,,,,,,,,11630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2010-04-01,,7.1,,,,,,,,,,,,20.114345114345113,,,,,,,,,,,11811,,,,,,606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2010-05-01,,6.9,,,,,,,,,,,,,,,,,,,,,,,11832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2010-06-01,,7.4,,,,,,,,,,,,,,,,,,,,,,,11474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2010-07-01,,7.3,,,,,,,,,,,,20.113460546673547,,,,,,,,,,,11670,,,,,,607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2010-08-01,,7.0,,,,,,,,,,,,,,,,,,,,,,,11488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2010-09-01,,6.8,,,,,,,,,,,,,,,,,,,,,,,11156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2010-10-01,,6.3,,,,,,,,,,,,20.242914979757085,,,,,,,,,,,11352,,,,,,608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2010-11-01,,6.5,,,,,,,,,,,,,,,,,,,,,,,11374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2010-12-01,,6.5,,,,,,,,,,,,,,,,,,,,,,,11430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2011-01-01,124.04,7.6,272.7,,11.5898029134533,45.1,15.20326885279818,19750.0,95.0,22.0,711.0,42723.0,20.616999999999997,20.28762198253724,394.7,4438.0,81.33751101537256,30.742808072133965,2548.0,46.101964985481104,92.0,881291.0,3.2359081419624216,25.022841480127912,11282,,20390.0,44597.0,19.1,88.7,604.0,16.0,40702.0,48492.0,3239.0,-218.0,12.5,2061.0,3035.0,10.1,65.1849999995902,14.9,25.0,29.2,556.0,17.2,422.0,690.0,13.1,2209.0,831.0,18.7,644.0,1018.0,14.5,21.3,22.9,MARTIN
2011-02-01,,7.3,,,,,,,,,,,,,,,,,,,,,,,11316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2011-03-01,,7.6,,,,,,,,,,,,,,,,,,,,,,,11421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2011-04-01,,6.6,,,,,,,,,,,,18.939393939393934,,,,,,,,,,,11359,,,,,,609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2011-05-01,,6.3,,,,,,,,,,,,,,,,,,,,,,,11503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2011-06-01,,7.2,,,,,,,,,,,,,,,,,,,,,,,11426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2011-07-01,,7.1,,,,,,,,,,,,19.134860050890588,,,,,,,,,,,11572,,,,,,607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2011-08-01,,6.5,,,,,,,,,,,,,,,,,,,,,,,11286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2011-09-01,,6.5,,,,,,,,,,,,,,,,,,,,,,,10681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2011-10-01,,5.8,,,,,,,,,,,,20.326864147088862,,,,,,,,,,,10849,,,,,,614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2011-11-01,,5.5,,,,,,,,,,,,,,,,,,,,,,,10838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2011-12-01,,5.5,,,,,,,,,,,,,,,,,,,,,,,11012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2012-01-01,124.27,6.6,284.1,10.6,12.538106838350446,45.6,15.42655014565127,19620.0,92.0,12.0,763.0,45808.0,20.456,20.381836945304443,381.0,4402.0,79.78571779623532,31.376975169300227,2540.0,48.351246499015275,72.0,937973.0,3.294573643410853,25.653726529201702,10801,,20183.0,47212.0,18.4,88.4,617.0,14.0,43221.0,51203.0,3255.0,-277.0,12.6,2079.0,3001.0,10.3,57.0099999997765,14.9,31.0,29.200000000000006,554.0,17.0,424.0,684.0,13.0,2377.0,850.0,19.3,670.0,1030.0,15.2,21.0,23.4,MARTIN
2012-02-01,,6.7,,,,,,,,,,,,,,,,,,,,,,,10741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2012-03-01,,6.3,,,,,,,,,,,,,,,,,,,,,,,10941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2012-04-01,,5.4,,,,,,,,,,,,19.404517453798768,,,,,,,,,,,10950,,,,,,616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2012-05-01,,5.2,,,,,,,,,,,,,,,,,,,,,,,11166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2012-06-01,,5.9,,,,,,,,,,,,,,,,,,,,,,,11160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2012-07-01,,5.7,,,,,,,,,,,,19.278918377566352,,,,,,,,,,,11375,,,,,,619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2012-08-01,,5.2,,,,,,,,,,,,,,,,,,,,,,,11090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2012-09-01,,5.1,,,,,,,,,,,,,,,,,,,,,,,10481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2012-10-01,,5.1,,,,,,,,,,,,19.65811965811966,,,,,,,,,,,10590,,,,,,623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2012-11-01,,4.8,,,,,,,,,,,,,,,,,,,,,,,10579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2012-12-01,,5.2,,,,,,,,,,,,,,,,,,,,,,,10602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2013-01-01,121.52,6.5,317.7,10.7,12.150130000838717,45.5,15.317141089108913,19500.0,107.0,27.0,765.0,46401.0,20.421,19.298245614035086,431.6,4309.0,79.84607035374219,33.79402585822559,2325.0,38.546311053287795,74.0,947611.0,2.5826446280991737,24.93856056173201,10484,,20104.0,51118.0,18.5,88.4,621.0,3.0,46969.0,55267.0,3224.0,-250.0,11.6,1799.0,2851.0,9.0,48.1599999996834,14.2,41.0,29.6,522.0,16.2,383.0,661.0,11.9,2329.0,769.0,17.8,592.0,946.0,13.7,20.5,21.9,MARTIN
2013-02-01,,6.3,,,,,,,,,,,,,,,,,,,,,,,10296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2013-03-01,,6.0,,,,,,,,,,,,,,,,,,,,,,,10311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2013-04-01,,5.5,,,,,,,,,,,,18.850806451612907,,,,,,,,,,,10274,,,,,,630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2013-05-01,,5.0,,,,,,,,,,,,,,,,,,,,,,,10340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2013-06-01,,5.5,,,,,,,,,,,,,,,,,,,,,,,10535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2013-07-01,,5.3,,,,,,,,,,,,19.556840077071293,,,,,,,,,,,10558,,,,,,632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2013-08-01,,5.0,,,,,,,,,,,,,,,,,,,,,,,10525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2013-09-01,,4.7,,,,,,,,,,,,,,,,,,,,,,,10080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2013-10-01,,4.5,,,,,,,,,,,,20.7673860911271,,,,,,,,,,,10195,,,,,,618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2013-11-01,,4.2,,,,,,,,,,,,,,,,,,,,,,,10157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2013-12-01,,4.6,,,,,,,,,,,,,,,,,,,,,,,10260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2014-01-01,126.54,6.0,274.5,10.6,10.823934883038792,45.6,16.925478554611527,19354.0,106.0,36.0,766.0,46720.0,20.238,19.631604459524965,412.5,4298.0,80.3949784151243,34.39604849573417,2434.0,39.83250079254847,72.0,945060.0,2.4640657084188917,22.60522921796225,10192,,19913.0,52042.0,17.9,88.3,610.0,16.0,48319.0,55765.0,3203.0,-343.0,12.2,1940.0,2928.0,9.7,47.3129999996163,14.7,23.0,28.8,558.0,17.4,421.0,695.0,13.1,2211.0,840.0,19.5,655.0,1025.0,15.2,21.7,23.8,MARTIN
2014-02-01,,6.1,,,,,,,,,,,,,,,,,,,,,,,10121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2014-03-01,,5.8,,,,,,,,,,,,,,,,,,,,,,,10174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2014-04-01,,4.6,,,,,,,,,,,,18.47879083373964,,,,,,,,,,,10043,,,,,,613.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2014-05-01,,3.9,,,,,,,,,,,,,,,,,,,,,,,10055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2014-06-01,,4.4,,,,,,,,,,,,,,,,,,,,,,,10218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2014-07-01,,5.1,,,,,,,,,,,,17.93372319688109,,,,,,,,,,,10506,,,,,,615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2014-08-01,,4.2,,,,,,,,,,,,,,,,,,,,,,,10431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2014-09-01,,3.8,,,,,,,,,,,,,,,,,,,,,,,10010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2014-10-01,,4.4,,,,,,,,,,,,19.04076738609113,,,,,,,,,,,10386,,,,,,610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2014-11-01,,3.7,,,,,,,,,,,,,,,,,,,,,,,10257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2014-12-01,,4.4,,,,,,,,,,,,,,,,,,,,,,,10250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2015-01-01,130.35,5.1,311.6,11.4,11.229940564635957,45.4,17.071136292099464,19138.0,110.0,37.0,798.0,48207.0,20.02,18.023255813953487,456.2,4238.0,77.86503926767045,38.299776286353456,2687.0,38.61563789469889,66.0,964625.0,2.9001074113856067,23.38700199788459,10354,,19719.0,48478.0,18.9,89.0,605.0,9.0,44599.0,52357.0,3134.0,-503.0,13.6,2215.0,3159.0,11.2,55.8729999996722,16.0,16.0,30.1,562.0,17.9,436.0,688.0,13.9,2056.0,826.0,19.5,661.0,991.0,15.6,21.9,23.4,MARTIN
2015-02-01,,4.9,,,,,,,,,,,,,,,,,,,,,,,10132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2015-03-01,,4.7,,,,,,,,,,,,,,,,,,,,,,,10386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2015-04-01,,4.0,,,,,,,,,,,,17.151162790697676,,,,,,,,,,,10310,,,,,,596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2015-05-01,,4.1,,,,,,,,,,,,,,,,,,,,,,,10405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2015-06-01,,4.6,,,,,,,,,,,,,,,,,,,,,,,10760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2015-07-01,,3.7,,,,,,,,,,,,18.112122664111162,,,,,,,,,,,10567,,,,,,585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2015-08-01,,3.7,,,,,,,,,,,,,,,,,,,,,,,10550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2015-09-01,,3.6,,,,,,,,,,,,,,,,,,,,,,,10260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2015-10-01,,2.9,,,,,,,,,,,,18.65136298421808,,,,,,,,,,,10568,,,,,,585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2015-11-01,,2.7,,,,,,,,,,,,,,,,,,,,,,,10478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2015-12-01,,4.5,,,,,,,,,,,,,,,,,,,,,,,10590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2016-01-01,135.75,4.6,290.8,11.6,11.436040458128812,45.2,17.072191100306522,18954.0,152.0,18.0,802.0,47255.0,19.89,18.61575178997613,454.8,4217.0,78.57574841245842,42.58771929824562,2363.0,39.296095810910636,46.0,937023.0,1.4364640883977902,22.401412595644494,10552,,19519.0,48326.0,18.5,90.1,580.0,12.0,44569.0,52083.0,3120.0,,12.1,1934.0,2792.0,9.9,,14.3,17.0,30.5,481.0,15.4,349.0,613.0,11.2,,737.0,17.5,560.0,914.0,13.3,19.6,21.7,MARTIN
2016-02-01,,4.7,,,,,,,,,,,,,,,,,,,,,,,10359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2016-03-01,,4.8,,,,,,,,,,,,,,,,,,,,,,,10502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2016-04-01,,3.7,,,,,,,,,,,,17.655571635311144,,,,,,,,,,,10439,,,,,,588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2016-05-01,,3.9,,,,,,,,,,,,,,,,,,,,,,,10490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2016-06-01,,5.0,,,,,,,,,,,,,,,,,,,,,,,10765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2016-07-01,,4.4,,,,,,,,,,,,18.25665859564165,,,,,,,,,,,10592,,,,,,588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2016-08-01,,3.8,,,,,,,,,,,,,,,,,,,,,,,10554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2016-09-01,,3.8,,,,,,,,,,,,,,,,,,,,,,,10165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2016-10-01,,3.5,,,,,,,,,,,,19.318734793187343,,,,,,,,,,,10529,,,,,,590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2016-11-01,,3.2,,,,,,,,,,,,,,,,,,,,,,,10534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2016-12-01,,3.9,,,,,,,,,,,,,,,,,,,,,,,10524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2017-01-01,137.61,4.6,,,,,,,,,,,19.85,18.334154756037453,,,,,,,,,,,10505,,,,,,590.0,19.0,,,,,,,,,,,20.0,,,,,,,,,,,,,,,MARTIN
2017-02-01,,4.3,,,,,,,,,,,,,,,,,,,,,,,10385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2017-03-01,,4.1,,,,,,,,,,,,,,,,,,,,,,,10453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2017-04-01,,3.3,,,,,,,,,,,,17.575462512171377,,,,,,,,,,,10533,,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2017-05-01,,3.0,,,,,,,,,,,,,,,,,,,,,,,10515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2017-06-01,,3.5,,,,,,,,,,,,,,,,,,,,,,,10640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2017-07-01,,3.4,,,,,,,,,,,,17.934782608695652,,,,,,,,,,,10486,,,,,,605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2017-08-01,,3.7,,,,,,,,,,,,,,,,,,,,,,,10450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2017-09-01,,3.2,,,,,,,,,,,,,,,,,,,,,,,10119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2017-10-01,,2.7,,,,,,,,,,,,18.68344627299129,,,,,,,,,,,10381,,,,,,608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2017-11-01,,2.8,,,,,,,,,,,,,,,,,,,,,,,10294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2017-12-01,,3.6,,,,,,,,,,,,,,,,,,,,,,,10332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2018-01-01,,4.1,,,,,,,,,,,,18.64488226814032,,,,,,,,,,,10309,,,,,,612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2018-02-01,,4.0,,,,,,,,,,,,,,,,,,,,,,,10355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2018-03-01,,3.9,,,,,,,,,,,,,,,,,,,,,,,10354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2018-04-01,,3.2,,,,,,,,,,,,17.81940441882805,,,,,,,,,,,10436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2018-05-01,,2.6,,,,,,,,,,,,,,,,,,,,,,,10572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2018-06-01,,3.4,,,,,,,,,,,,,,,,,,,,,,,10614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2018-07-01,,3.2,,,,,,,,,,,,,,,,,,,,,,,10612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
2018-08-01,,2.9,,,,,,,,,,,,,,,,,,,,,,,10241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTIN
