DATE,S1701ACS027129,MNRENV9URN,MNRENV9POP,MNRENV9LFN,MHIMN27129A052NCEN,B03002012E027129,PCPI27129,NETMIGNACS027129,HOWNRATEACS027129,RACEDISPARITY027129,CBR27129MNA647NCEN,PI27129,2020RATIO027129,B14005DCYACS027129,DP04ACS027129,CDC20N2U027129,USPTOISSUED027129,PUAAMN27129A647NCEN,B01002001E027129,B080ACS027129,CDC20N2UAA027129,ATNHPIUS27129A,EQFXSUBPRIME027129,HC01ESTVC1727129,HC01ESTVC1627129,ENU2712920510,BPPRIV027129,MHICILBMN27129A052NCEN,MHICIUBMN27129A052NCEN,PUA0T17MN27129A647NCEN,PUA5T17RMN27129A647NCEN,S1101SPHOUSE027129,PEAAMN27129A647NCEN,PPAAMN27129A156NCEN,PECILBAAMN27129A647NCEN,PECIUBAAMN27129A647NCEN,PPCILBAAMN27129A156NCEN,DMPCRATE027129,PPCIUBAAMN27129A156NCEN,FBITC027129,S1501ACSTOTAL027129,B03002005E027129,B03002003E027129,B03002006E027129,PE5T17MN27129A647NCEN,PP5T17MN27129A156NCEN,PECILB5T17MN27129A647NCEN,PECIUB5T17MN27129A647NCEN,PPCILB5T17MN27129A156NCEN,PEU18MN27129A647NCEN,PPU18MN27129A156NCEN,B03002004E027129,PECILBU18MN27129A647NCEN,PECIUBU18MN27129A647NCEN,PPCILBU18MN27129A156NCEN,PPCIUB5T17MN27129A156NCEN,PPCIUBU18MN27129A156NCEN,county
2012-11-01,,5.7,,8003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2012-12-01,,6.6,,8174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2013-01-01,11.6,8.1,15.062999999999999,8902,53823.0,1079.0,54713.0,-76.0,82.01068672075994,23.337382592303282,1623.0,827315.0,10.635039223010834,5.548549810844894,22.601732309200848,399.2,,14817.0,43.9,17.764554057929455,289.0,117.55,19.78339350180505,14.6,89.2,531.0,12.0,50378.0,57268.0,3323.0,2423.0,31.264236902050115,1748.0,11.8,1432.0,2064.0,9.7,46.4679999998771,13.9,120.0,26.3,116.0,14044.0,67.0,375.0,15.5,281.0,469.0,11.6,592.0,17.8,97.0,474.0,710.0,14.2,19.4,21.4,RENVILLE
2013-02-01,,8.2,,8136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2013-03-01,,8.0,,8105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2013-04-01,,7.2,,8103,,,,,,,,,,,,,,,,,,,19.476744186046513,,,535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2013-05-01,,6.3,,8149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2013-06-01,,6.7,,8415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2013-07-01,,6.6,,8400,,,,,,,,,,,,,,,,,,,19.44250871080139,,,538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2013-08-01,,6.1,,8282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2013-09-01,,5.5,,8053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2013-10-01,,4.6,,8187,,,,,,,,,,,,,,,,,,,19.365954514128187,,,525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2013-11-01,,4.7,,8002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2013-12-01,,6.1,,8118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2014-01-01,11.9,7.8,14.923,8154,54386.0,1114.0,49912.0,-145.0,82.2100627252102,22.31950242367768,1431.0,747834.0,11.990772954167294,6.33245382585752,22.388059701492534,493.3,,14684.0,44.3,18.404473030258735,365.2,117.67,19.47261663286004,15.6,88.9,523.0,16.0,50247.0,58525.0,3331.0,2446.0,28.67092280905398,1661.0,11.3,1359.0,1963.0,9.2,44.7229999997653,13.4,94.0,27.5,129.0,13803.0,83.0,401.0,16.4,315.0,487.0,12.9,570.0,17.1,108.0,450.0,690.0,13.5,19.9,20.7,RENVILLE
2014-02-01,,7.6,,8053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2014-03-01,,7.4,,8145,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2014-04-01,,6.4,,7963,,,,,,,,,,,,,,,,,,,18.940397350993376,,,525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2014-05-01,,5.2,,7869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2014-06-01,,5.4,,8122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2014-07-01,,5.1,,8213,,,,,,,,,,,,,,,,,,,19.34426229508197,,,523.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2014-08-01,,4.8,,8247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2014-09-01,,3.9,,8168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2014-10-01,,3.3,,8650,,,,,,,,,,,,,,,,,,,20.418848167539267,,,526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2014-11-01,,4.0,,8398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2014-12-01,,5.1,,8462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2015-01-01,11.1,6.4,14.780999999999999,8616,56835.0,1144.0,52037.0,-41.0,82.97800566725138,19.114453171364378,1322.0,773327.0,12.009599882749527,7.412398921832883,21.62340882790544,444.7,,14554.0,44.5,18.36909249057698,316.4,125.18,19.698952879581157,15.7,89.5,520.0,14.0,54142.0,59528.0,3268.0,2400.0,28.42361533779672,1381.0,9.5,1082.0,1680.0,7.4,53.850999999791405,11.6,104.0,27.7,154.0,13579.0,88.0,329.0,13.7,246.0,412.0,10.2,497.0,15.2,115.0,388.0,606.0,11.9,17.2,18.5,RENVILLE
2015-02-01,,6.1,,8355,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2015-03-01,,6.4,,8706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2015-04-01,,4.9,,8446,,,,,,,,,,,,,,,,,,,19.335548172757477,,,511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2015-05-01,,4.6,,8380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2015-06-01,,4.9,,8744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2015-07-01,,4.6,,8470,,,,,,,,,,,,,,,,,,,18.30985915492958,,,504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2015-08-01,,3.9,,8434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2015-09-01,,3.5,,8380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2015-10-01,,3.1,,9111,,,,,,,,,,,,,,,,,,,18.65079365079365,,,506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2015-11-01,,3.8,,8745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2015-12-01,,5.2,,8712,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2016-01-01,10.5,6.1,14.58,8858,56724.0,1146.0,50529.0,,82.19309026355319,15.208605023484633,,740754.0,12.751086876427676,7.554945054945056,20.35907859078591,489.5,,14318.0,44.8,18.977390276341065,354.9,129.44,18.737407656145066,14.8,88.5,510.0,11.0,52209.0,61239.0,3193.0,2300.0,26.6031746031746,1412.0,9.9,1135.0,1689.0,8.0,,11.8,94.0,27.0,192.0,13410.0,75.0,320.0,13.9,237.0,403.0,10.3,467.0,14.6,45.0,353.0,581.0,11.0,17.5,18.2,RENVILLE
2016-02-01,,6.2,,8506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2016-03-01,,6.1,,8700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2016-04-01,,5.2,,8263,,,,,,,,,,,,,,,,,,,18.3591123066577,,,515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2016-05-01,,4.8,,8084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2016-06-01,,6.1,,8175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2016-07-01,,5.7,,8046,,,,,,,,,,,,,1.0,,,,,,18.67549668874172,,,517.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2016-08-01,,5.3,,8387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2016-09-01,,4.4,,8246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2016-10-01,,3.8,,8985,,,,,,,,,,,,,,,,,,,19.009900990099013,,,520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2016-11-01,,4.0,,8660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2016-12-01,,5.5,,8454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2017-01-01,,6.6,14.645,9144,,,,,,,,,,,,,,,,,,128.15,19.139072847682122,,,518.0,12.0,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,RENVILLE
2017-02-01,,6.2,,8825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2017-03-01,,5.9,,8946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2017-04-01,,4.7,,8957,,,,,,,,,,,,,,,,,,,17.924528301886788,,,526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2017-05-01,,4.2,,8837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2017-06-01,,4.7,,8771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2017-07-01,,4.5,,8721,,,,,,,,,,,,,,,,,,,18.412046543463386,,,529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2017-08-01,,4.3,,8673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2017-09-01,,3.0,,8694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2017-10-01,,2.4,,9109,,,,,,,,,,,,,,,,,,,19.37879810938555,,,535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2017-11-01,,3.1,,9038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2017-12-01,,4.4,,9088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2018-01-01,,5.6,,9463,,,,,,,,,,,,,,,,,,,18.873048200950443,,,543.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2018-02-01,,5.4,,9458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2018-03-01,,5.5,,9548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2018-04-01,,4.5,,9473,,,,,,,,,,,,,,,,,,,17.759562841530055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2018-05-01,,3.3,,9496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2018-06-01,,3.8,,9360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2018-07-01,,3.6,,9357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
2018-08-01,,3.3,,9097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENVILLE
