DATE,MNFILL5URN,MHIMN27045A052NCEN,PCPI27045,MNFILL5POP,S1701ACS027045,DP04ACS027045,B03002003E027045,EQFXSUBPRIME027045,HOWNRATEACS027045,NETMIGNACS027045,FBITC027045,RACEDISPARITY027045,CBR27045MNA647NCEN,PI27045,2020RATIO027045,B14005DCYACS027045,MNFILL5LFN,CDC20N2U027045,USPTOISSUED027045,PUAAMN27045A647NCEN,B01002001E027045,B080ACS027045,CDC20N2UAA027045,ATNHPIUS27045A,HC01ESTVC1727045,HC01ESTVC1627045,B03002006E027045,B03002012E027045,ENU2704520510,BPPRIV027045,MHICILBMN27045A052NCEN,MHICIUBMN27045A052NCEN,B03002005E027045,PUA0T17MN27045A647NCEN,PUA5T17RMN27045A647NCEN,S1101SPHOUSE027045,PEAAMN27045A647NCEN,PPAAMN27045A156NCEN,PECILBAAMN27045A647NCEN,PECIUBAAMN27045A647NCEN,PPCILBAAMN27045A156NCEN,DMPCRATE027045,PPCIUBAAMN27045A156NCEN,S1501ACSTOTAL027045,PE5T17MN27045A647NCEN,PP5T17MN27045A156NCEN,PECILB5T17MN27045A647NCEN,PECIUB5T17MN27045A647NCEN,PPCILB5T17MN27045A156NCEN,PEU18MN27045A647NCEN,PPU18MN27045A156NCEN,B03002004E027045,PECILBU18MN27045A647NCEN,PECIUBU18MN27045A647NCEN,PPCILBU18MN27045A156NCEN,PPCIUB5T17MN27045A156NCEN,PPCIUBU18MN27045A156NCEN,county
2016-10-01,3.1,,,,,,,18.06788511749348,,,,,,,,,11647,,,,,,,,,,,,571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2016-11-01,3.2,,,,,,,,,,,,,,,,11626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2016-12-01,4.3,,,,,,,,,,,,,,,,11603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2017-01-01,5.7,,,20.98,,,,17.563291139240505,,,83.0,,,,,,11727,,,,,,,125.67,,,,,562.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2017-02-01,5.3,,,,,,,,,,,,,,,,11501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2017-03-01,4.8,,,,,,,,,,,,,,,,11536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2017-04-01,3.2,,,,,,,16.843220338983052,,,,,,,,,11474,,,,,,,,,,,,567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2017-05-01,2.7,,,,,,,,,,,,,,,,11444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2017-06-01,3.0,,,,,,,,,,,,,,,,11562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2017-07-01,3.0,,,,,,,16.832721552176196,,,,,,,,,11655,,,,,,,,,,,,578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2017-08-01,3.0,,,,,,,,,,,,,,,,11486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2017-09-01,2.5,,,,,,,,,,,,,,,,11241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2017-10-01,2.1,,,,,,,17.674661105318037,,,,,,,,,11582,,,,,,,,,,,,583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2017-11-01,2.7,,,,,,,,,,,,,,,,11511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2017-12-01,3.6,,,,,,,,,,,,,,,,11534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2018-01-01,5.0,,,,,,,17.357910906298002,,,,,,,,,11599,,,,,,,,,,,,594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2018-02-01,5.0,,,,,,,,,,,,,,,,11645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2018-03-01,4.6,,,,,,,,,,,,,,,,11615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2018-04-01,3.6,,,,,,,16.640986132511554,,,,,,,,,11506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2018-05-01,2.3,,,,,,,,,,,,,,,,11589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2018-06-01,2.8,,,,,,,,,,,,,,,,11698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2018-07-01,2.4,,,,,,,,,,,,,,,,11844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
2018-08-01,2.2,,,,,,,,,,,,,,,,11316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLMORE
