DATE,MNKAND7URN,MNKAND7POP,B01002001E027067,B03002003E027067,MNKAND7LFN,MHIMN27067A052NCEN,ATNHPIUS27067A,ENU2706720510,PI27067,PCPI27067,PUA5T17RMN27067A647NCEN,PEAAMN27067A647NCEN,RACEDISPARITY027067,CBR27067MNA647NCEN,2020RATIO027067,B14005DCYACS027067,DP04ACS027067,CDC20N2U027067,USPTOISSUED027067,PUAAMN27067A647NCEN,B080ACS027067,CDC20N2UAA027067,EQFXSUBPRIME027067,HC01ESTVC1727067,S1701ACS027067,HC01ESTVC1627067,B03002006E027067,B03002012E027067,BPPRIV027067,MHICILBMN27067A052NCEN,MHICIUBMN27067A052NCEN,B03002005E027067,PUA0T17MN27067A647NCEN,HOWNRATEACS027067,NETMIGNACS027067,S1101SPHOUSE027067,PPAAMN27067A156NCEN,PECILBAAMN27067A647NCEN,PECIUBAAMN27067A647NCEN,PPCILBAAMN27067A156NCEN,DMPCRATE027067,PPCIUBAAMN27067A156NCEN,FBITC027067,S1501ACSTOTAL027067,PE5T17MN27067A647NCEN,PP5T17MN27067A156NCEN,PECILB5T17MN27067A647NCEN,PECIUB5T17MN27067A647NCEN,PPCILB5T17MN27067A156NCEN,PEU18MN27067A647NCEN,PPU18MN27067A156NCEN,B03002004E027067,PECILBU18MN27067A647NCEN,PECIUBU18MN27067A647NCEN,PPCILBU18MN27067A156NCEN,PPCIUB5T17MN27067A156NCEN,PPCIUBU18MN27067A156NCEN,county
2015-02-01,5.2,,,,23663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2015-03-01,5.0,,,,23905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2015-04-01,3.5,,,,23928,,,1233.0,,,,,,,,,,,,,,,18.724846430840927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2015-05-01,3.4,,,,23961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2015-06-01,3.6,,,,24531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2015-07-01,3.4,,,,24299,,,1219.0,,,,,,,,,,,,,,,18.595303575206266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2015-08-01,3.0,,,,23863,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2015-09-01,2.7,,,,23968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2015-10-01,2.7,,,,24333,,,1219.0,,,,,,,,,,,,,,,19.4577685088634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2015-11-01,2.9,,,,24092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2015-12-01,4.1,,,,24268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2016-01-01,5.2,42.622,39.6,35171.0,24273,53034.0,145.22,1215.0,2167518.0,51006.0,7072.0,4815.0,50.74766975711128,,11.99612827817956,4.476040021063717,27.128990904096213,323.4,,41711.0,17.216294859359845,258.0,18.800581033409426,22.5,11.3,88.2,288.0,4993.0,101.0,49757.0,56311.0,85.0,9941.0,74.58870072851835,,31.62411050648807,11.5,3973.0,5657.0,9.5,,13.5,188.0,36.5,1061.0,15.0,799.0,1323.0,11.3,1661.0,16.7,1517.0,1306.0,2016.0,13.1,18.7,20.3,KANDIYOHI
2016-02-01,5.1,,,,23938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2016-03-01,5.1,,,,24302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2016-04-01,3.6,,,,24010,,,1222.0,,,,,,,,,,,,,,,18.031109291854282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2016-05-01,3.0,,,,24037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2016-06-01,3.5,,,,24624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2016-07-01,3.3,,,,24627,,,1230.0,,,,,,,,,,,,,,,17.998369343660823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2016-08-01,3.5,,,,24202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2016-09-01,3.0,,,,24032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2016-10-01,2.9,,,,24395,,,1238.0,,,,,,,,,,,,,,,18.334005647438484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2016-11-01,3.0,,,,24342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2016-12-01,4.3,,,,24567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2017-01-01,5.3,42.743,,,25093,,146.78,1249.0,,,,,,,,,,,,,,,17.856420626895854,,,,,,128.0,,,,,,,,,,,,,,249.0,,,,,,,,,,,,,,,KANDIYOHI
2017-02-01,4.9,,,,24619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2017-03-01,4.5,,,,24667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2017-04-01,3.2,,,,24756,,,1264.0,,,,,,,,,,,,,,,17.91497975708502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2017-05-01,2.7,,,,24884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2017-06-01,2.9,,,,25183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2017-07-01,2.7,,,,24871,,,1273.0,,,,,,,,,,,,,,,18.389151427984388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2017-08-01,2.8,,,,24740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2017-09-01,2.2,,,,24546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2017-10-01,1.8,,,,24792,,,1285.0,,,,,,,,,,,,,,,19.00741350906096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2017-11-01,2.5,,,,24836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2017-12-01,3.6,,,,25012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2018-01-01,4.5,,,,25223,,,1304.0,,,,,,,,,,,,,,,18.105791344344553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2018-02-01,4.4,,,,25202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2018-03-01,4.3,,,,25282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2018-04-01,3.3,,,,25407,,,,,,,,,,,,,,,,,,18.21980777267029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2018-05-01,2.3,,,,25567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2018-06-01,2.6,,,,25671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2018-07-01,2.5,,,,25580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
2018-08-01,2.2,,,,24799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANDIYOHI
