DATE,PUAAMN27025A647NCEN,MNCHIS5URN,B01002001E027025,CBR27025MNA647NCEN,MNCHIS5POP,MHIMN27025A052NCEN,PI27025,PCPI27025,ENU2702520510,BPPRIV027025,HC01ESTVC1627025,MNCHIS5LFN,EQFXSUBPRIME027025,2020RATIO027025,DP04ACS027025,B03002012E027025,CDC20N2U027025,B080ACS027025,S1101SPHOUSE027025,HOWNRATEACS027025,DMPCRATE027025,RACEDISPARITY027025,FBITC027025,B03002004E027025,B03002005E027025,B03002003E027025,B03002006E027025,PEU18MN27025A647NCEN,PPU18MN27025A156NCEN,NETMIGNACS027025,PUA0T17MN27025A647NCEN,PUA5T17RMN27025A647NCEN,USPTOISSUED027025,MHICILBMN27025A052NCEN,MHICIUBMN27025A052NCEN,S1701ACS027025,ATNHPIUS27025A,HC01ESTVC1727025,CDC20N2UAA027025,B14005DCYACS027025,PEAAMN27025A647NCEN,PPAAMN27025A156NCEN,PECILBAAMN27025A647NCEN,PECIUBAAMN27025A647NCEN,PPCILBAAMN27025A156NCEN,PPCIUBAAMN27025A156NCEN,S1501ACSTOTAL027025,PECILBU18MN27025A647NCEN,PECIUBU18MN27025A647NCEN,PPCILBU18MN27025A156NCEN,PE5T17MN27025A647NCEN,PP5T17MN27025A156NCEN,PECILB5T17MN27025A647NCEN,PECIUB5T17MN27025A647NCEN,PPCILB5T17MN27025A156NCEN,PPCIUB5T17MN27025A156NCEN,PPCIUBU18MN27025A156NCEN,county
2009-11-01,,9.3,,,,,,,,,,27335,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2009-12-01,,10.3,,,,,,,,,,27407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2010-01-01,52502.0,10.8,37.6,2890.0,53.9,63237.0,1869505.0,34676.0,1071.0,43.0,91.0,29402,29.215586183426925,7.29514932852275,39.54607258654953,923.0,283.6,31.15090795241077,22.962078232308148,89.08315141893232,56.13999998569489,34.92006502987162,482.0,735.0,272.0,50026.0,490.0,1286.0,9.4,958.0,13666.0,10318.0,,60996.0,65478.0,,109.03,17.0,264.5,4.214963119072708,3909.0,7.4,3125.0,4693.0,5.9,8.9,28.3,998.0,1574.0,7.3,814.0,7.9,626.0,1002.0,6.1,9.7,11.5,CHISAGO
2010-02-01,,10.8,,,,,,,,,,29358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2010-03-01,,10.8,,,,,,,,,,29441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2010-04-01,,9.1,,,,,,,1071.0,,,29243,28.267528931245746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2010-05-01,,8.4,,,,,,,,,,29135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2010-06-01,,8.4,,,,,,,,,,29316,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2010-07-01,,8.3,,,,,,,1085.0,,,29461,28.90784982935153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2010-08-01,,8.3,,,,,,,,,,29416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2010-09-01,,8.0,,,,,,,,,,29241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2010-10-01,,7.6,,,,,,,1082.0,,,29218,29.2749658002736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2010-11-01,,7.9,,,,,,,,,,29297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2010-12-01,,8.3,,,,,,,,,,29247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2011-01-01,52488.0,9.4,37.9,3524.0,53.746,62776.0,1989526.0,37012.0,1064.0,45.0,92.8,28979,28.73443983402489,7.57742174020212,38.85149130074565,921.0,292.6,31.958184184835662,23.04296645085344,88.26461083206792,47.179999999702,34.240081455202244,442.0,653.0,299.0,50453.0,422.0,1171.0,8.8,523.0,13303.0,10136.0,,58346.0,67206.0,,100.81,18.3,271.2,3.3801874163319945,3525.0,6.7,2791.0,4259.0,5.3,8.1,29.8,880.0,1462.0,6.6,760.0,7.5,557.0,963.0,5.5,9.5,11.0,CHISAGO
2011-02-01,,9.3,,,,,,,,,,28985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2011-03-01,,9.2,,,,,,,,,,29054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2011-04-01,,8.0,,,,,,,1081.0,,,28970,27.990348155808338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2011-05-01,,7.4,,,,,,,,,,28864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2011-06-01,,7.6,,,,,,,,,,28969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2011-07-01,,8.4,,,,,,,1088.0,,,29386,27.6949740034662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2011-08-01,,6.9,,,,,,,,,,28972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2011-09-01,,6.4,,,,,,,,,,28884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2011-10-01,,6.0,,,,,,,1085.0,,,28877,27.947598253275107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2011-11-01,,5.9,,,,,,,,,,28877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2011-12-01,,6.9,,,,,,,,,,28983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2012-01-01,52048.0,8.4,38.6,3471.0,53.458,65617.0,2053440.0,38389.0,1100.0,106.0,92.9,28648,27.6466504685873,8.54362561683206,38.405312194368655,863.0,270.8,31.96641277044,24.133211678832122,87.49443444257312,40.9819999998435,35.04729425782057,,621.0,273.0,50616.0,440.0,1122.0,8.8,569.0,12768.0,9758.0,,61748.0,69486.0,7.6,97.24,19.0,235.5,4.1751527494908345,4012.0,7.7,3369.0,4655.0,6.5,8.9,30.4,878.0,1366.0,6.9,703.0,7.2,537.0,869.0,5.5,8.9,10.7,CHISAGO
2012-02-01,,8.3,,,,,,,,,,28709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2012-03-01,,8.2,,,,,,,,,,28713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2012-04-01,,6.7,,,,,,,1103.0,,,28441,27.462480593410387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2012-05-01,,6.3,,,,,,,,,,28396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2012-06-01,,6.5,,,,,,,,,,28550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2012-07-01,,6.4,,,,,,,1106.0,,,28635,27.689954105048447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2012-08-01,,6.0,,,,,,,,,,28485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2012-09-01,,5.5,,,,,,,,,,28434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2012-10-01,,5.3,,,,,,,1110.0,,,28576,28.040598658179945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2012-11-01,,5.2,,,,,,,,,,28561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2012-12-01,,6.0,,,,,,,,,,28575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2013-01-01,52287.0,7.5,39.2,3418.0,53.655,71397.0,2094350.0,38977.0,1057.0,182.0,93.4,28656,27.712284298650264,8.89909604519774,36.359394442140186,902.0,309.4,31.68585103437364,24.52830188679245,87.66361256544502,37.4359999997541,33.20063207206841,235.0,609.0,262.0,50725.0,429.0,1039.0,8.2,505.0,12651.0,9736.0,,68487.0,74307.0,7.5,101.98,21.0,261.1,4.398625429553264,3571.0,6.8,2841.0,4301.0,5.4,8.2,32.7,793.0,1285.0,6.3,669.0,6.9,485.0,853.0,5.0,8.8,10.1,CHISAGO
2013-02-01,,7.1,,,,,,,,,,28588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2013-03-01,,6.8,,,,,,,,,,28525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2013-04-01,,6.0,,,,,,,1072.0,,,28525,26.89808481532148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2013-05-01,,5.2,,,,,,,,,,28423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2013-06-01,,5.6,,,,,,,,,,28593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2013-07-01,,5.3,,,,,,,1078.0,,,28701,26.95837430350705,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2013-08-01,,5.0,,,,,,,,,,28475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2013-09-01,,4.5,,,,,,,,,,28382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2013-10-01,,4.3,,,,,,,1049.0,,,28365,26.771525863466838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2013-11-01,,4.3,,,,,,,,,,28445,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2013-12-01,,5.3,,,,,,,,,,28600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2014-01-01,52593.0,6.6,39.5,3044.0,53.797,75122.0,2197793.0,40757.0,1039.0,151.0,93.7,28606,26.42243475441725,8.940308333790531,32.80865463494668,936.0,318.6,32.66018816059468,23.91865229928669,87.4236076411577,35.9119999995455,23.378053910043853,159.0,612.0,280.0,50767.0,374.0,921.0,7.3,929.0,12569.0,9626.0,5.0,71846.0,78398.0,6.4,108.59,21.5,259.4,5.563139931740613,3251.0,6.2,2484.0,4018.0,4.7,7.7,33.6,662.0,1180.0,5.2,613.0,6.4,437.0,789.0,4.6,8.2,9.4,CHISAGO
2014-02-01,,6.5,,,,,,,,,,28624,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2014-03-01,,6.3,,,,,,,,,,28644,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2014-04-01,,5.1,,,,,,,1049.0,,,28537,26.338432122370936,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2014-05-01,,4.2,,,,,,,,,,28443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2014-06-01,,4.4,,,,,,,,,,28629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2014-07-01,,4.3,,,,,,,1058.0,,,28830,26.102652644796734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2014-08-01,,4.1,,,,,,,,,,28602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2014-09-01,,3.7,,,,,,,,,,28421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2014-10-01,,3.2,,,,,,,1062.0,,,28428,26.651126651126646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2014-11-01,,3.7,,,,,,,,,,28581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2014-12-01,,4.5,,,,,,,,,,28654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2015-01-01,52858.0,5.5,40.2,2766.0,54.123000000000005,70036.0,2325319.0,42817.0,1006.0,160.0,93.9,28629,25.96650493034904,8.654790057280993,30.22185870565382,979.0,330.5,32.57289614953849,21.45983119724914,87.67497308106445,37.5569999995641,21.363610432251075,235.0,618.0,240.0,50697.0,407.0,974.0,7.9,943.0,12388.0,9553.0,3.0,66078.0,73994.0,5.5,114.31,22.0,266.3,4.213387699626232,3348.0,6.3,2670.0,4026.0,5.0,7.6,34.0,755.0,1193.0,6.1,639.0,6.7,481.0,797.0,5.0,8.4,9.7,CHISAGO
2015-02-01,,5.3,,,,,,,,,,28663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2015-03-01,,5.3,,,,,,,,,,28667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2015-04-01,,4.1,,,,,,,999.0,,,28602,24.59752321981424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2015-05-01,,3.8,,,,,,,,,,28751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2015-06-01,,4.1,,,,,,,,,,28848,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2015-07-01,,3.8,,,,,,,974.0,,,29027,24.486327823265878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2015-08-01,,3.6,,,,,,,,,,28853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2015-09-01,,3.3,,,,,,,,,,28556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2015-10-01,,3.1,,,,,,,975.0,,,28561,25.114573785517873,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2015-11-01,,3.4,,,,,,,,,,28692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2015-12-01,,4.5,,,,,,,,,,28961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2016-01-01,53287.0,5.5,40.7,,54.6,74908.0,2405305.0,43934.0,971.0,214.0,93.8,29064,23.911056960097472,8.754447102881514,27.29932252104291,1044.0,349.7,32.28211899953394,23.488856822190154,87.75811209439527,,23.07059027789214,225.0,664.0,199.0,50845.0,382.0,963.0,7.8,,12338.0,9269.0,,68955.0,80861.0,6.0,121.54,22.0,266.0,3.698332124728064,3554.0,6.7,2870.0,4238.0,5.4,8.0,34.0,749.0,1177.0,6.1,622.0,6.7,472.0,772.0,5.1,8.3,9.5,CHISAGO
2016-02-01,,5.5,,,,,,,,,,29233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2016-03-01,,5.4,,,,,,,,,,29199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2016-04-01,,4.1,,,,,,,992.0,,,29040,23.71716554673183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2016-05-01,,3.4,,,,,,,,,,29007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2016-06-01,,4.2,,,,,,,,,,29301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2016-07-01,,3.9,,,,,,,1005.0,,,29575,23.259326385742327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2016-08-01,,4.0,,,,,,,,,,29439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2016-09-01,,3.7,,,,,,,,,,29242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2016-10-01,,3.6,,,,,,,1010.0,,,29204,23.63339275103981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2016-11-01,,3.6,,,,,,,,,,29230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2016-12-01,,4.9,,,,,,,,,,29515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2017-01-01,,5.9,,,55.308,,,,1008.0,239.0,,29626,23.13156726357851,,,,,,,,,,108.0,,,,,,,,,,,,,,130.23,,,,,,,,,,,,,,,,,,,,,CHISAGO
2017-02-01,,5.8,,,,,,,,,,29726,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2017-03-01,,5.4,,,,,,,,,,29687,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2017-04-01,,3.9,,,,,,,1035.0,,,29455,22.629246676514033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2017-05-01,,3.3,,,,,,,,,,29413,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2017-06-01,,3.6,,,,,,,,,,29627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2017-07-01,,3.4,,,,,,,1050.0,,,29949,22.72124871152997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2017-08-01,,3.4,,,,,,,,,,29798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2017-09-01,,2.9,,,,,,,,,,29668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2017-10-01,,2.5,,,,,,,1076.0,,,29451,23.24580922711764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2017-11-01,,3.1,,,,,,,,,,29575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2017-12-01,,4.2,,,,,,,,,,29672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2018-01-01,,5.1,,,,,,,1086.0,,,30109,22.697223446452178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2018-02-01,,4.9,,,,,,,,,,30238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2018-03-01,,4.9,,,,,,,,,,30172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2018-04-01,,3.9,,,,,,,,,,30039,21.489675516224192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2018-05-01,,2.7,,,,,,,,,,29914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2018-06-01,,3.1,,,,,,,,,,30156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2018-07-01,,2.8,,,,,,,,,,30340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
2018-08-01,,2.6,,,,,,,,,,29878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHISAGO
