DATE,MNFARI3URN,MNFARI3POP,B01002001E027043,PUAAMN27043A647NCEN,S1701ACS027043,B03002012E027043,ATNHPIUS27043A,PCPI27043,MHIMN27043A052NCEN,DP04ACS027043,PPAAMN27043A156NCEN,RACEDISPARITY027043,PI27043,2020RATIO027043,B14005DCYACS027043,MNFARI3LFN,CDC20N2U027043,USPTOISSUED027043,B080ACS027043,CDC20N2UAA027043,EQFXSUBPRIME027043,HC01ESTVC1727043,HC01ESTVC1627043,B03002003E027043,B03002006E027043,ENU2704320510,BPPRIV027043,MHICILBMN27043A052NCEN,MHICIUBMN27043A052NCEN,B03002005E027043,PUA0T17MN27043A647NCEN,PUA5T17RMN27043A647NCEN,HOWNRATEACS027043,NETMIGNACS027043,S1101SPHOUSE027043,PEAAMN27043A647NCEN,PECILBAAMN27043A647NCEN,PECIUBAAMN27043A647NCEN,PPCILBAAMN27043A156NCEN,DMPCRATE027043,PPCIUBAAMN27043A156NCEN,FBITC027043,S1501ACSTOTAL027043,PE5T17MN27043A647NCEN,PP5T17MN27043A156NCEN,PECILB5T17MN27043A647NCEN,PECIUB5T17MN27043A647NCEN,PPCILB5T17MN27043A156NCEN,CBR27043MNA647NCEN,PEU18MN27043A647NCEN,PPU18MN27043A156NCEN,B03002004E027043,PECILBU18MN27043A647NCEN,PECIUBU18MN27043A647NCEN,PPCILBU18MN27043A156NCEN,PPCIUB5T17MN27043A156NCEN,PPCIUBU18MN27043A156NCEN,county
1991-01-01,8.2,16.666,,,,,,15812.0,,,,,263522.0,,,8132,,,,,,,,,,447.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1991-02-01,8.4,,,,,,,,,,,,,,,7970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1991-03-01,8.3,,,,,,,,,,,,,,,7980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1991-04-01,6.6,,,,,,,,,,,,,,,8039,,,,,,,,,,445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1991-05-01,5.4,,,,,,,,,,,,,,,8084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1991-06-01,5.8,,,,,,,,,,,,,,,8695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1991-07-01,5.0,,,,,,,,,,,,,,,8396,,,,,,,,,,436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1991-08-01,4.5,,,,,,,,,,,,,,,8399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1991-09-01,5.0,,,,,,,,,,,,,,,8503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1991-10-01,4.4,,,,,,,,,,,,,,,8404,,,,,,,,,,436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1991-11-01,6.1,,,,,,,,,,,,,,,7860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1991-12-01,7.3,,,,,,,,,,,,,,,7790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1992-01-01,8.3,16.64,,,,,69.12,17269.0,,,,,287361.0,,,7822,,,,,,,,,,442.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1992-02-01,8.7,,,,,,,,,,,,,,,7819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1992-03-01,9.1,,,,,,,,,,,,,,,7767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1992-04-01,6.0,,,,,,,,,,,,,,,7881,,,,,,,,,,448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1992-05-01,4.7,,,,,,,,,,,,,,,8121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1992-06-01,5.3,,,,,,,,,,,,,,,8685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1992-07-01,4.5,,,,,,,,,,,,,,,8233,,,,,,,,,,452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1992-08-01,4.1,,,,,,,,,,,,,,,8594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1992-09-01,4.1,,,,,,,,,,,,,,,8629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1992-10-01,4.0,,,,,,,,,,,,,,,8255,,,,,,,,,,454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1992-11-01,4.6,,,,,,,,,,,,,,,7940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1992-12-01,6.5,,,,,,,,,,,,,,,7857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1993-01-01,9.3,16.583,,,,,76.91,15631.0,26645.0,,12.9,,259207.0,,,8032,,,,,,,,,,452.0,15.0,24357.0,28920.0,,,,,,,2144.0,1690.0,2599.0,10.2,,15.7,,,513.0,14.6,386.0,640.0,11.0,1220.0,767.0,16.9,,594.0,940.0,13.1,18.2,20.8,FARIBAULT
1993-02-01,9.6,,,,,,,,,,,,,,,8091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1993-03-01,9.0,,,,,,,,,,,,,,,8137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1993-04-01,7.9,,,,,,,,,,,,,,,8204,,,,,,,,,,449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1993-05-01,7.1,,,,,,,,,,,,,,,8314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1993-06-01,6.2,,,,,,,,,,,,,,,8463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1993-07-01,5.3,,,,,,,,,,,,,,,8060,,,,,,,,,,452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1993-08-01,4.6,,,,,,,,,,,,,,,8219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1993-09-01,4.5,,,,,,,,,,,,,,,8466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1993-10-01,4.8,,,,,,,,,,,,,,,8107,,,,,,,,,,449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1993-11-01,5.0,,,,,,,,,,,,,,,7991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1993-12-01,5.5,,,,,,,,,,,,,,,7920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1994-01-01,7.4,16.553,,,,,74.3,18954.0,,,,,313739.0,,,8000,,,,,,,,,,457.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1994-02-01,7.2,,,,,,,,,,,,,,,7966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1994-03-01,7.0,,,,,,,,,,,,,,,7901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1994-04-01,5.5,,,,,,,,,,,,,,,7944,,,,,,,,,,452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1994-05-01,4.3,,,,,,,,,,,,,,,8056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1994-06-01,4.2,,,,,,,,,,,,,,,8625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1994-07-01,3.7,,,,,,,,,,,,,,,8570,,,,,,,,,,457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1994-08-01,3.6,,,,,,,,,,,,,,,8950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1994-09-01,3.8,,,,,,,,,,,,,,,9173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1994-10-01,3.8,,,,,,,,,,,,,,,8257,,,,,,,,,,467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1994-11-01,4.2,,,,,,,,,,,,,,,8239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1994-12-01,5.5,,,,,,,,,,,,,,,8060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1995-01-01,7.2,16.522000000000002,,,,,74.74,18568.0,28515.0,,10.3,,306773.0,,,7950,,,,,,,,,,461.0,16.0,25374.0,31640.0,,,,,,,1696.0,1342.0,2050.0,8.2,,12.5,,,385.0,11.2,296.0,474.0,8.6,949.0,601.0,13.6,,466.0,735.0,10.6,13.8,16.7,FARIBAULT
1995-02-01,6.4,,,,,,,,,,,,,,,7864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1995-03-01,6.5,,,,,,,,,,,,,,,8011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1995-04-01,6.3,,,,,,,,,,,,,,,8294,,,,,,,,,,462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1995-05-01,4.8,,,,,,,,,,,,,,,8214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1995-06-01,5.0,,,,,,,,,,,,,,,8707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1995-07-01,4.3,,,,,,,,,,,,,,,8433,,,,,,,,,,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1995-08-01,4.1,,,,,,,,,,,,,,,8773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1995-09-01,4.1,,,,,,,,,,,,,,,8628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1995-10-01,3.9,,,,,,,,,,,,,,,8154,,,,,,,,,,464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1995-11-01,4.6,,,,,,,,,,,,,,,8122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1995-12-01,6.1,,,,,,,,,,,,,,,8015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1996-01-01,7.4,16.413,,,,,79.39,21627.0,,,,,354956.0,,,7949,,,,,,,,,,461.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1996-02-01,7.3,,,,,,,,,,,,,,,7997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1996-03-01,7.4,,,,,,,,,,,,,,,8117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1996-04-01,6.2,,,,,,,,,,,,,,,8207,,,,,,,,,,464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1996-05-01,4.5,,,,,,,,,,,,,,,8247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1996-06-01,4.8,,,,,,,,,,,,,,,8713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1996-07-01,4.1,,,,,,,,,,,,,,,8771,,,,,,,,,,469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1996-08-01,3.4,,,,,,,,,,,,,,,8958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1996-09-01,3.5,,,,,,,,,,,,,,,8933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1996-10-01,3.4,,,,,,,,,,,,,,,8405,,,,,,,,,,465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1996-11-01,4.4,,,,,,,,,,,,,,,8273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1996-12-01,5.9,,,,,,,,,,,,,,,8133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1997-01-01,7.1,16.469,,,,,80.73,21311.0,31670.0,,10.5,,350973.0,,,8089,,,,,,,,,,465.0,14.0,28496.0,34827.0,,,,,,,1697.0,1305.0,2089.0,8.1,,12.9,,,459.0,14.0,324.0,594.0,9.9,624.0,669.0,15.6,,495.0,844.0,11.5,18.1,19.7,FARIBAULT
1997-02-01,6.9,,,,,,,,,,,,,,,8083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1997-03-01,6.1,,,,,,,,,,,,,,,7977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1997-04-01,5.0,,,,,,,,,,,,,,,8170,,,,,,,,,,469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1997-05-01,3.7,,,,,,,,,,,,,,,8113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1997-06-01,4.0,,,,,,,,,,,,,,,8557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1997-07-01,3.4,,,,,,,,,,,,,,,8283,,,,,,,,,,492.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1997-08-01,3.1,,,,,,,,,,,,,,,8619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1997-09-01,3.0,,,,,,,,,,,,,,,8675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1997-10-01,3.0,,,,,,,,,,,,,,,8292,,,,,,,,,,485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1997-11-01,3.2,,,,,,,,,,,,,,,8260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1997-12-01,3.9,,,,,,,,,,,,,,,8061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1998-01-01,5.5,16.317,,16176.0,,,86.93,22449.0,32369.0,,11.5,,366307.0,,,7866,,,,,,,,,,480.0,14.0,29188.0,35533.0,,4244.0,3307.0,,,,1865.0,1433.0,2296.0,8.9,,14.2,,,460.0,13.9,302.0,618.0,9.1,573.0,695.0,16.4,,494.0,897.0,11.6,18.7,21.1,FARIBAULT
1998-02-01,5.3,,,,,,,,,,,,,,,7767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1998-03-01,6.1,,,,,,,,,,,,,,,7763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1998-04-01,4.1,,,,,,,,,,,,,,,7948,,,,,,,,,,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1998-05-01,2.8,,,,,,,,,,,,,,,8086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1998-06-01,3.1,,,,,,,,,,,,,,,8450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1998-07-01,2.7,,,,,,,,,,,,,,,8425,,,,,,,,,,477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1998-08-01,2.5,,,,,,,,,,,,,,,8349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1998-09-01,2.6,,,,,,,,,,,,,,,8306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1998-10-01,2.9,,,,,,,,,,,,,,,7972,,,,,,,,,,473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1998-11-01,3.1,,,,,,,,,,,,,,,7880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1998-12-01,4.1,,,,,,,,,,,,,,,7753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1999-01-01,4.8,16.288,,15888.0,,,90.92,22676.0,34145.0,,9.2,,369353.0,,,7857,342.2,,,260.6,19.864864864864863,,,,,467.0,16.0,31894.0,36555.0,,3854.0,2959.0,,,,1464.0,1095.0,1834.0,6.9,,11.5,,,311.0,10.5,191.0,431.0,6.5,574.0,443.0,11.5,,296.0,590.0,7.7,14.6,15.3,FARIBAULT
1999-02-01,5.3,,,,,,,,,,,,,,,7795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1999-03-01,5.3,,,,,,,,,,,,,,,7788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1999-04-01,4.8,,,,,,,,,,,,,,,7882,,,,,20.367816091954023,,,,,466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1999-05-01,3.5,,,,,,,,,,,,,,,8048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1999-06-01,3.8,,,,,,,,,,,,,,,8528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1999-07-01,3.4,,,,,,,,,,,,,,,8297,,,,,19.423076923076927,,,,,466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1999-08-01,2.7,,,,,,,,,,,,,,,8485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1999-09-01,2.7,,,,,,,,,,,,,,,8439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1999-10-01,2.1,,,,,,,,,,,,,,,8174,,,,,19.9585277345775,,,,,463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1999-11-01,2.8,,,,,,,,,,,,,,,8259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
1999-12-01,4.0,,,,,,,,,,,,,,,8466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2000-01-01,5.2,16.121,,15625.0,,,100.0,24351.0,36160.0,,8.8,,393095.0,,,8354,457.1,,,330.4,19.91525423728813,,,,,459.0,18.0,33502.0,39030.0,,3648.0,2799.0,,,,1376.0,1058.0,1694.0,6.8,,10.8,,,273.0,9.8,182.0,364.0,6.5,581.0,446.0,12.2,,323.0,569.0,8.9,13.0,15.6,FARIBAULT
2000-02-01,5.0,,,,,,,,,,,,,,,8475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2000-03-01,5.4,,,,,,,,,,,,,,,8489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2000-04-01,3.9,,,,,,,,,,,,,,,8481,,,,,19.548872180451127,,,,,464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2000-05-01,3.1,,,,,,,,,,,,,,,8562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2000-06-01,3.1,,,,,,,,,,,,,,,8848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2000-07-01,2.8,,,,,,,,,,,,,,,8834,,,,,20.46589018302829,,,,,461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2000-08-01,2.8,,,,,,,,,,,,,,,8948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2000-09-01,2.8,,,,,,,,,,,,,,,9039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2000-10-01,3.1,,,,,,,,,,,,,,,8623,,,,,18.916155419222907,,,,,452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2000-11-01,3.7,,,,,,,,,,,,,,,8508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2000-12-01,4.7,,,,,,,,,,,,,,,8294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2001-01-01,6.0,15.884,,15519.0,,,103.45,26242.0,35032.0,,9.6,,418014.0,,,8029,443.6,,,305.0,19.750406945198048,,,,,446.0,18.0,32644.0,37594.0,,3503.0,2728.0,,,,1492.0,1140.0,1844.0,7.3,,11.9,,,290.0,10.6,188.0,392.0,6.9,609.0,436.0,12.4,,307.0,564.0,8.8,14.4,16.1,FARIBAULT
2001-02-01,6.0,,,,,,,,,,,,,,,8041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2001-03-01,6.4,,,,,,,,,,,,,,,8115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2001-04-01,5.2,,,,,,,,,,,,,,,8283,,,,,21.565495207667734,,,,,443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2001-05-01,3.6,,,,,,,,,,,,,,,8473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2001-06-01,3.7,,,,,,,,,,,,,,,8578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2001-07-01,3.2,,,,,,,,,,,,,,,8850,,,,,22.54672897196262,,,,,443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2001-08-01,3.3,,,,,,,,,,,,,,,9198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2001-09-01,3.1,,,,,,,,,,,,,,,9102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2001-10-01,3.1,,,,,,,,,,,,,,,8693,,,,,22.432113341204253,,,,,443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2001-11-01,3.6,,,,,,,,,,,,,,,8480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2001-12-01,4.6,,,,,,,,,,,,,,,8505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2002-01-01,5.6,15.737,,15426.0,,,104.2,28304.0,36433.0,,8.9,,447175.0,,,8601,432.9,1.0,,321.4,23.191870890615657,,,,,444.0,28.0,33944.0,39104.0,,3413.0,2650.0,,,,1374.0,1040.0,1708.0,6.7,,11.1,,,281.0,10.6,187.0,375.0,7.0,663.0,389.0,11.4,,276.0,503.0,8.1,14.2,14.7,FARIBAULT
2002-02-01,5.4,,,,,,,,,,,,,,,8713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2002-03-01,5.8,,,,,,,,,,,,,,,8854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2002-04-01,4.9,,,,,,,,,,,,,,,8918,,,,,23.209876543209877,,,,,443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2002-05-01,3.7,,,,,,,,,,,,,,,8785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2002-06-01,4.1,,,,,,,,,,,,,,,9051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2002-07-01,3.6,,,,,,,,,,,,,,,8980,,,,,23.05795314426634,,,,,444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2002-08-01,3.5,,,,,,,,,,,,,,,8955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2002-09-01,3.4,,,,,,,,,,,,,,,9099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2002-10-01,3.3,,,,,,,,,,,,,,,8877,,,,,23.208415516107827,,,,,443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2002-11-01,3.7,,,,,,,,,,,,,,,8609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2002-12-01,4.5,,,,,,,,,,,,,,,8648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2003-01-01,6.0,15.542,,15322.0,,,108.23,29846.0,37541.0,,8.8,,466433.0,,,8560,350.3,,,274.0,22.440944881889767,,,,,445.0,28.0,35194.0,40044.0,,3350.0,2556.0,,,,1355.0,1030.0,1680.0,6.7,,11.0,,,247.0,9.7,168.0,326.0,6.6,728.0,409.0,12.2,,295.0,522.0,8.8,12.8,15.6,FARIBAULT
2003-02-01,6.3,,,,,,,,,,,,,,,8421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2003-03-01,6.5,,,,,,,,,,,,,,,8584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2003-04-01,5.5,,,,,,,,,,,,,,,8646,,,,,21.178027796161484,,,,,443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2003-05-01,4.2,,,,,,,,,,,,,,,8580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2003-06-01,4.9,,,,,,,,,,,,,,,8906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2003-07-01,4.8,,,,,,,,,,,,,,,8549,,,,,20.96668843892881,,,,,454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2003-08-01,4.4,,,,,,,,,,,,,,,8649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2003-09-01,4.6,,,,,,,,,,,,,,,8516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2003-10-01,4.3,,,,,,,,,,,,,,,8701,,,,,21.921341070277236,,,,,454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
2003-11-01,5.0,,,,,,,,,,,,,,,8375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARIBAULT
