DATE,MNSIBL3URN,MNSIBL3LFN,MHIMN27143A052NCEN,MNSIBL3POP,PCPI27143,B01002001E027143,PUAAMN27143A647NCEN,PUA0T17MN27143A647NCEN,RACEDISPARITY027143,B03002006E027143,CBR27143MNA647NCEN,PEU18MN27143A647NCEN,PI27143,2020RATIO027143,B14005DCYACS027143,DP04ACS027143,CDC20N2U027143,USPTOISSUED027143,B080ACS027143,CDC20N2UAA027143,ATNHPIUS27143A,EQFXSUBPRIME027143,HC01ESTVC1727143,S1701ACS027143,HC01ESTVC1627143,B03002012E027143,ENU2714320510,BPPRIV027143,MHICILBMN27143A052NCEN,MHICIUBMN27143A052NCEN,PUA5T17RMN27143A647NCEN,HOWNRATEACS027143,NETMIGNACS027143,S1101SPHOUSE027143,PEAAMN27143A647NCEN,PPAAMN27143A156NCEN,PECILBAAMN27143A647NCEN,PECIUBAAMN27143A647NCEN,PPCILBAAMN27143A156NCEN,DMPCRATE027143,PPCIUBAAMN27143A156NCEN,FBITC027143,S1501ACSTOTAL027143,B03002005E027143,B03002003E027143,PE5T17MN27143A647NCEN,PP5T17MN27143A156NCEN,PECILB5T17MN27143A647NCEN,PECIUB5T17MN27143A647NCEN,PPCILB5T17MN27143A156NCEN,PPU18MN27143A156NCEN,B03002004E027143,PECILBU18MN27143A647NCEN,PECIUBU18MN27143A647NCEN,PPCILBU18MN27143A156NCEN,PPCIUB5T17MN27143A156NCEN,PPCIUBU18MN27143A156NCEN,county
2008-03-01,7.6,8474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2008-04-01,6.7,8587,,,,,,,,,,,,,,,,,,,,18.18867924528302,,,,,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2008-05-01,5.4,8660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2008-06-01,5.5,8917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2008-07-01,5.9,8662,,,,,,,,,,,,,,,,,,,,17.923823749066468,,,,,356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2008-08-01,5.5,8686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2008-09-01,5.4,8766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2008-10-01,5.2,8855,,,,,,,,,,,,,,,,,,,,18.75,,,,,358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2008-11-01,5.8,8654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2008-12-01,7.6,8688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2009-01-01,9.1,8677,49091.0,14.892999999999999,35302.0,39.5,14649.0,3654.0,23.00963739683631,83.0,1086.0,529.0,534478.0,,4.750593824228028,,288.2,,24.140795206971678,244.8,127.3,17.467581998474447,,,,1102.0,346.0,13.0,45868.0,52315.0,2571.0,80.13465768948737,-58.0,24.070021881838073,1537.0,10.5,1238.0,1836.0,8.5,53.7399998903275,12.5,,22.0,16.0,13618.0,351.0,13.7,278.0,424.0,10.8,14.5,13.0,419.0,639.0,11.5,16.5,17.5,SIBLEY
2009-02-01,9.2,8654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2009-03-01,9.4,8735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2009-04-01,8.5,8923,,,,,,,,,,,,,,,,,,,,17.401215805471125,,,,,352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2009-05-01,7.2,8862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2009-06-01,7.6,9095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2009-07-01,7.4,8969,,,,,,,,,,,,,,,,,,,,18.63636363636364,,,,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2009-08-01,7.1,8963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2009-09-01,6.9,8956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2009-10-01,7.0,9084,,,,,,,,,,,,,,,,,,,,18.59939759036145,,,,,349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2009-11-01,7.0,8889,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2009-12-01,8.0,8898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2010-01-01,10.1,8379,47048.0,15.249,36953.0,40.0,15036.0,3824.0,32.54831806487292,97.0,1625.0,566.0,562864.0,8.91088698535507,4.156479217603913,29.443416848831344,373.0,,24.440482720789905,306.3,118.09,19.16030534351145,13.4,,86.5,1004.0,340.0,9.0,44144.0,49952.0,2787.0,83.05051172003962,-164.0,23.440134907251267,1509.0,10.0,1195.0,1823.0,7.9,65.3699998855591,12.1,,22.2,21.0,13863.0,359.0,12.9,276.0,442.0,9.9,14.8,24.0,439.0,693.0,11.5,15.9,18.1,SIBLEY
2010-02-01,10.0,8791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2010-03-01,9.9,8812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2010-04-01,8.2,8831,,,,,,,,,,,,,,,,,,,,18.87793783169068,,,,,342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2010-05-01,7.2,8761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2010-06-01,7.4,8426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2010-07-01,7.0,8469,,,,,,,,,,,,,,,,,,,,20.435762584522923,,,,,345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2010-08-01,7.0,8299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2010-09-01,6.8,8187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2010-10-01,6.5,8324,,,,,,,,,,,,,,,,,,,,20.389805097451273,,,,,346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2010-11-01,6.6,8381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2010-12-01,7.7,8419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2011-01-01,8.9,8468,53047.0,15.157,40052.0,40.2,14959.0,3740.0,35.796545207095505,103.0,1657.0,632.0,608156.0,9.017708833825246,9.842041312272174,31.43292167145999,338.4,,24.31824571267923,282.2,111.21,18.96551724137931,13.7,,86.9,1046.0,350.0,11.0,50259.0,55835.0,2750.0,81.9482104121475,-3.0,25.583982202447167,1741.0,11.6,1430.0,2052.0,9.5,43.75799999991429,13.7,5.0,22.4,6.0,13844.0,391.0,14.2,304.0,478.0,11.0,16.9,80.0,510.0,754.0,13.6,17.4,20.2,SIBLEY
2011-02-01,8.6,8607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2011-03-01,8.5,8671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2011-04-01,7.3,8625,,,,,,,,,,,,,,,,,,,,18.628912071535023,,,,,349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2011-05-01,6.3,8741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2011-06-01,6.8,8601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2011-07-01,6.7,8618,,,,,,,,,,,,,,,,,,,,18.92505677517033,,,,,349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2011-08-01,6.0,8455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2011-09-01,5.7,8220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2011-10-01,5.6,8266,,,,,,,,,,,,,,,,,,,,19.939577039274926,,,,,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2011-11-01,5.4,8289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2011-12-01,6.6,8433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2012-01-01,7.7,8368,53732.0,15.071,42923.0,40.6,14920.0,3661.0,24.6672087650555,87.0,1043.0,567.0,648732.0,9.190788098390355,7.928388746803068,29.829642248722315,304.4,,24.945219123505968,250.1,105.81,18.445121951219512,14.2,12.7,87.8,1097.0,342.0,10.0,50778.0,56686.0,2714.0,81.05732828555976,-206.0,26.59988870339455,1569.0,10.5,1299.0,1839.0,8.7,51.78299999982121,12.3,0.0,23.8,8.0,13799.0,337.0,12.4,268.0,406.0,9.9,15.5,67.0,472.0,662.0,12.9,14.9,18.1,SIBLEY
2012-02-01,7.6,8402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2012-03-01,7.5,8495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2012-04-01,6.1,8470,,,,,,,,,,,,,,,,,,,,18.10606060606061,,,,,342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2012-05-01,5.4,8632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2012-06-01,5.7,8581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2012-07-01,5.5,8686,,,,,,,,,,,,,,,,,,,,18.367346938775512,,,,,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2012-08-01,5.3,8404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2012-09-01,4.8,8207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2012-10-01,4.9,8232,,,,,,,,,,,,,,,,,,,,19.12320483749055,,,,,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2012-11-01,4.9,8223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2012-12-01,6.2,8312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2013-01-01,7.7,8333,56007.0,15.029000000000002,43060.0,40.9,14847.0,3659.0,21.02267104043928,108.0,1084.0,500.0,648354.0,9.735690235690235,2.6737967914438503,28.390843867441074,326.9,,24.54506128334535,259.3,107.84,18.64661654135339,14.5,11.8,88.4,1139.0,341.0,8.0,51184.0,60830.0,2737.0,80.6503845634867,-369.0,26.909920182440143,1452.0,9.8,1162.0,1742.0,7.8,44.459999999962704,11.8,0.0,24.3,15.0,13701.0,315.0,11.5,236.0,394.0,8.6,13.7,34.0,394.0,606.0,10.8,14.4,16.6,SIBLEY
2013-02-01,7.2,8292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2013-03-01,7.1,8269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2013-04-01,6.2,8307,,,,,,,,,,,,,,,,,,,,18.50481125092524,,,,,342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2013-05-01,5.0,8322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2013-06-01,5.5,8402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2013-07-01,5.1,8506,,,,,,,,,,,,,,,,,,,,18.75447387258411,,,,,342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2013-08-01,4.7,8440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2013-09-01,4.4,8272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2013-10-01,3.9,8216,,,,,,,,,,,,,,,,,,,,18.88412017167382,,,,,342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2013-11-01,4.1,8195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2013-12-01,5.1,8282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2014-01-01,6.7,8225,59893.0,14.898,43250.0,40.9,14703.0,3589.0,22.51962694712039,106.0,1020.0,483.0,644940.0,9.674104124408384,2.013422818791946,26.883206634416037,338.0,,24.990100410125862,264.2,110.11,18.12320916905444,15.8,10.8,89.0,1184.0,346.0,17.0,56585.0,63201.0,2691.0,80.42085384771026,-312.0,25.29711375212224,1353.0,9.2,1075.0,1631.0,7.3,36.0959999999031,11.1,0.0,26.1,25.0,13601.0,327.0,12.2,247.0,407.0,9.2,13.5,46.0,368.0,598.0,10.3,15.2,16.7,SIBLEY
2014-02-01,6.6,8206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2014-03-01,6.6,8239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2014-04-01,5.0,8102,,,,,,,,,,,,,,,,,,,,16.750539180445724,,,,,345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2014-05-01,4.1,8077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2014-06-01,4.4,8187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2014-07-01,4.0,8406,,,,,,,,,,,,,,,,,,,,17.106200997861727,,,,,343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2014-08-01,3.8,8371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2014-09-01,3.4,8203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2014-10-01,3.0,8389,,,,,,,,,,,,,,,,,,,,16.82892906815021,,,,,343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2014-11-01,3.3,8356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2014-12-01,4.8,8458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2015-01-01,5.6,8550,57052.0,14.853,44128.0,41.4,14665.0,3490.0,18.471111760496964,94.0,996.0,431.0,656489.0,9.73851590106007,1.1406844106463878,25.004329004329012,361.3,,24.934470124013533,287.3,116.96,15.815602836879432,16.3,10.7,89.4,1228.0,337.0,19.0,53182.0,60922.0,2636.0,79.71621621621622,-377.0,27.048260381593714,1304.0,8.9,1039.0,1569.0,7.1,40.875,10.7,9.0,27.6,24.0,13480.0,275.0,10.4,207.0,343.0,7.8,12.3,59.0,336.0,526.0,9.6,13.0,15.0,SIBLEY
2015-02-01,5.5,8392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2015-03-01,5.4,8580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2015-04-01,4.2,8381,,,,,,,,,,,,,,,,,,,,15.017793594306053,,,,,335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2015-05-01,3.8,8314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2015-06-01,4.0,8575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2015-07-01,3.7,8543,,,,,,,,,,,,,,,,,,,,15.153631284916203,,,,,327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2015-08-01,3.5,8442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2015-09-01,3.2,8336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2015-10-01,3.1,8746,,,,,,,,,,,,,,,,,,,,16.446911866759194,,,,,331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2015-11-01,3.1,8598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2015-12-01,4.6,8666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2016-01-01,5.8,8706,60978.0,14.792,43192.0,41.7,14613.0,3432.0,19.099244875943906,97.0,,417.0,640407.0,9.68683099883785,1.2195121951219512,22.691110342442066,361.9,,25.295780474351908,271.5,126.21,16.59751037344398,16.7,9.8,89.8,1237.0,336.0,14.0,57299.0,64657.0,2598.0,79.85064494229465,,28.43359818388195,1328.0,9.1,1059.0,1597.0,7.3,,10.9,6.0,28.4,29.0,13390.0,271.0,10.4,204.0,338.0,7.8,12.2,70.0,323.0,511.0,9.5,13.0,14.9,SIBLEY
2016-02-01,5.5,8438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2016-03-01,5.7,8581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2016-04-01,4.4,8462,,,,,,,,,,,,,,,,,,,,15.81843191196699,,,,,340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2016-05-01,3.4,8359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2016-06-01,4.0,8477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2016-07-01,3.9,8530,,,,,,,,,,,,,,,,,,,,16.0,,,,,345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2016-08-01,3.8,8457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2016-09-01,3.4,8316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2016-10-01,3.3,8655,,,,,,,,,,,,,,,,,,,,16.984858459512836,,,,,348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2016-11-01,3.3,8660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2016-12-01,4.8,8656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2017-01-01,5.7,8714,,14.869000000000002,,,,,,,,,,,,,,,,,132.08,16.554959785522787,,,,,345.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2017-02-01,5.6,8555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2017-03-01,5.1,8571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2017-04-01,3.7,8559,,,,,,,,,,,,,,,,,,,,16.088117489986647,,,,,347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2017-05-01,2.9,8480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2017-06-01,3.2,8466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2017-07-01,2.9,8506,,,,,,,,,,,,,,,,,,,,16.587677725118482,,,,,352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2017-08-01,2.9,8349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2017-09-01,2.5,8291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2017-10-01,2.1,8599,,,,,,,,,,,,,,,,,,,,17.131203263086338,,,,,357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2017-11-01,2.4,8508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2017-12-01,4.0,8555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2018-01-01,4.9,8617,,,,,,,,,,,,,,,,,,,,16.632996632996633,,,,,361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2018-02-01,4.8,8659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2018-03-01,4.5,8640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2018-04-01,3.5,8633,,,,,,,,,,,,,,,,,,,,16.090425531914892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2018-05-01,2.4,8733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2018-06-01,2.7,8676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2018-07-01,2.3,8793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
2018-08-01,2.3,8409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIBLEY
