DATE,MNWATO5URN,PI27165,ATNHPIUS27165A,S1701ACS027165,PUAAMN27165A647NCEN,PCPI27165,PEAAMN27165A647NCEN,RACEDISPARITY027165,CBR27165MNA647NCEN,2020RATIO027165,B14005DCYACS027165,DP04ACS027165,MNWATO5POP,MNWATO5LFN,CDC20N2U027165,B01002001E027165,B080ACS027165,CDC20N2UAA027165,EQFXSUBPRIME027165,MHIMN27165A052NCEN,HC01ESTVC1727165,HC01ESTVC1627165,ENU2716520510,BPPRIV027165,MHICILBMN27165A052NCEN,MHICIUBMN27165A052NCEN,PUA0T17MN27165A647NCEN,PUA5T17RMN27165A647NCEN,HOWNRATEACS027165,NETMIGNACS027165,B03002012E027165,S1101SPHOUSE027165,PPAAMN27165A156NCEN,PECILBAAMN27165A647NCEN,PECIUBAAMN27165A647NCEN,PPCILBAAMN27165A156NCEN,DMPCRATE027165,PPCIUBAAMN27165A156NCEN,FBITC027165,S1501ACSTOTAL027165,B03002003E027165,B03002006E027165,B03002005E027165,PE5T17MN27165A647NCEN,PP5T17MN27165A156NCEN,PECILB5T17MN27165A647NCEN,PECIUB5T17MN27165A647NCEN,PPCILB5T17MN27165A156NCEN,PEU18MN27165A647NCEN,PPU18MN27165A156NCEN,B03002004E027165,PECILBU18MN27165A647NCEN,PECIUBU18MN27165A647NCEN,PPCILBU18MN27165A156NCEN,PPCIUB5T17MN27165A156NCEN,PPCIUBU18MN27165A156NCEN,county
2004-08-01,4.4,,,,,,,,,,,,,5896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2004-09-01,4.1,,,,,,,,,,,,,5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2004-10-01,3.4,,,,,,,,,,,,,5786,,,,,24.29042904290429,,,,305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2004-11-01,3.4,,,,,,,,,,,,,5767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2004-12-01,3.8,,,,,,,,,,,,,5786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2005-01-01,5.2,346402.0,128.06,,11010.0,30448.0,1244.0,,499.0,,,,11.214,5781,304.5,,,271.0,24.861878453038674,39187.0,,,301.0,26.0,36072.0,42302.0,2846.0,2073.0,,,,,11.3,1001.0,1487.0,9.1,,13.5,91.0,,,,,254.0,12.3,191.0,317.0,9.2,407.0,14.3,,315.0,498.0,11.1,15.3,17.5,WATONWAN
2005-02-01,5.3,,,,,,,,,,,,,5761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2005-03-01,4.9,,,,,,,,,,,,,5788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2005-04-01,4.1,,,,,,,,,,,,,5790,,,,,25.48042704626334,,,,308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2005-05-01,3.4,,,,,,,,,,,,,5829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2005-06-01,3.7,,,,,,,,,,,,,5885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2005-07-01,3.7,,,,,,,,,,,,,5727,,,,,25.57111274871039,,,,312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2005-08-01,3.7,,,,,,,,,,,,,5666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2005-09-01,3.8,,,,,,,,,,,,,5690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2005-10-01,3.3,,,,,,,,,,,,,5706,,,,,24.60881934566145,,,,318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2005-11-01,3.7,,,,,,,,,,,,,5650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2005-12-01,4.5,,,,,,,,,,,,,5707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2006-01-01,5.6,337081.0,131.22,,10960.0,29770.0,1256.0,,416.0,,,,11.13,5675,384.7,,,306.6,24.363636363636363,40401.0,,,309.0,15.0,36992.0,43810.0,2847.0,2146.0,,,,,11.5,993.0,1520.0,9.1,,13.9,93.0,,,,,252.0,11.7,194.0,310.0,9.0,403.0,14.2,,319.0,487.0,11.2,14.4,17.1,WATONWAN
2006-02-01,5.9,,,,,,,,,,,,,5717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2006-03-01,5.3,,,,,,,,,,,,,5667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2006-04-01,4.3,,,,,,,,,,,,,5675,,,,,24.660633484162894,,,,308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2006-05-01,3.7,,,,,,,,,,,,,5641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2006-06-01,3.9,,,,,,,,,,,,,5712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2006-07-01,3.7,,,,,,,,,,,,,5521,,,,,25.28823981552652,,,,305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2006-08-01,3.6,,,,,,,,,,,,,5507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2006-09-01,4.2,,,,,,,,,,,,,5602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2006-10-01,4.0,,,,,,,,,,,,,5665,,,,,25.5718954248366,,,,306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2006-11-01,3.9,,,,,,,,,,,,,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2006-12-01,4.3,,,,,,,,,,,,,5599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2007-01-01,6.5,344254.0,132.52,,10823.0,30652.0,986.0,,436.0,,,,11.017999999999999,5462,368.2,,,304.5,26.699834162520727,43502.0,,,284.0,17.0,40599.0,46404.0,2767.0,2045.0,,,,,9.1,766.0,1205.0,7.1,,11.1,87.0,,,,,241.0,11.8,177.0,305.0,8.7,378.0,13.7,,284.0,473.0,10.3,14.9,17.1,WATONWAN
2007-02-01,6.2,,,,,,,,,,,,,5471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2007-03-01,5.6,,,,,,,,,,,,,5564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2007-04-01,5.1,,,,,,,,,,,,,5584,,,,,26.366559485530548,,,,291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2007-05-01,4.5,,,,,,,,,,,,,5538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2007-06-01,4.6,,,,,,,,,,,,,5602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2007-07-01,4.6,,,,,,,,,,,,,5459,,,,,27.711797307996825,,,,293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2007-08-01,4.6,,,,,,,,,,,,,5344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2007-09-01,4.7,,,,,,,,,,,,,5419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2007-10-01,4.5,,,,,,,,,,,,,5502,,,,,27.228127555192145,,,,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2007-11-01,4.3,,,,,,,,,,,,,5447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2007-12-01,5.3,,,,,,,,,,,,,5454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2008-01-01,6.8,374135.0,129.13,,10664.0,33645.0,1188.0,,478.0,,,,10.888,5467,402.3,,,320.8,27.84482758620689,43729.0,,,291.0,10.0,40176.0,47282.0,2690.0,1978.0,,,,,11.1,962.0,1414.0,9.0,54.13999998569489,13.3,67.0,,,,,240.0,12.1,184.0,296.0,9.3,401.0,14.9,,315.0,487.0,11.7,15.0,18.1,WATONWAN
2008-02-01,6.7,,,,,,,,,,,,,5345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2008-03-01,6.9,,,,,,,,,,,,,5432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2008-04-01,6.2,,,,,,,,,,,,,5535,,,,,27.90909090909091,,,,290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2008-05-01,5.7,,,,,,,,,,,,,5530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2008-06-01,6.3,,,,,,,,,,,,,5637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2008-07-01,6.5,,,,,,,,,,,,,5376,,,,,27.855887521968366,,,,293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2008-08-01,6.7,,,,,,,,,,,,,5335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2008-09-01,6.7,,,,,,,,,,,,,5406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2008-10-01,6.2,,,,,,,,,,,,,5519,,,,,29.170305676855893,,,,294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2008-11-01,6.6,,,,,,,,,,,,,5512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2008-12-01,7.2,,,,,,,,,,,,,5548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2009-01-01,9.8,361657.0,124.96,,10708.0,32375.0,1211.0,14.273420046775515,694.0,,6.170886075949367,,10.915,5605,349.4,42.0,15.439670748845613,278.9,28.786536758193087,43714.0,,,279.0,14.0,39327.0,48102.0,2806.0,2001.0,81.27234393619946,-223.0,2128.0,36.477987421383645,11.3,954.0,1468.0,8.9,57.419999957084705,13.7,58.0,22.5,8572.0,190.0,19.0,292.0,14.6,224.0,360.0,11.2,454.0,16.2,16.0,354.0,554.0,12.6,18.0,19.7,WATONWAN
2009-02-01,10.0,,,,,,,,,,,,,5599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2009-03-01,10.2,,,,,,,,,,,,,5673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2009-04-01,10.0,,,,,,,,,,,,,5680,,,,,28.584149599287624,,,,282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2009-05-01,8.6,,,,,,,,,,,,,5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2009-06-01,9.4,,,,,,,,,,,,,5783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2009-07-01,8.5,,,,,,,,,,,,,5542,,,,,27.82152230971129,,,,284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2009-08-01,8.2,,,,,,,,,,,,,5433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2009-09-01,7.9,,,,,,,,,,,,,5415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2009-10-01,7.5,,,,,,,,,,,,,5538,,,,,29.074074074074076,,,,284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2009-11-01,7.5,,,,,,,,,,,,,5531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2009-12-01,8.1,,,,,,,,,,,,,5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2010-01-01,8.8,382171.0,123.09,,11053.0,34132.0,1263.0,21.098694292733292,876.0,9.577983851626831,7.653910149750416,22.10280373831776,11.192,6218,398.2,42.3,16.63049685893775,335.6,28.922495274102076,43699.0,15.0,79.6,282.0,8.0,39760.0,47638.0,2763.0,1993.0,79.21191993537384,-433.0,2203.0,38.43594009983361,11.4,980.0,1546.0,8.8,57.9099999666214,14.0,60.0,23.9,8635.0,194.0,12.0,298.0,15.0,222.0,374.0,11.2,476.0,17.2,14.0,365.0,587.0,13.2,18.8,21.2,WATONWAN
2010-02-01,8.5,,,,,,,,,,,,,6498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2010-03-01,8.6,,,,,,,,,,,,,6629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2010-04-01,7.4,,,,,,,,,,,,,6573,,,,,29.225023342670408,,,,284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2010-05-01,6.9,,,,,,,,,,,,,6552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2010-06-01,7.1,,,,,,,,,,,,,6291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2010-07-01,7.0,,,,,,,,,,,,,6152,,,,,27.85515320334262,,,,278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2010-08-01,7.1,,,,,,,,,,,,,5956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2010-09-01,6.6,,,,,,,,,,,,,6061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2010-10-01,6.7,,,,,,,,,,,,,6269,,,,,28.49162011173184,,,,278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2010-11-01,6.2,,,,,,,,,,,,,6275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2010-12-01,6.6,,,,,,,,,,,,,6258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2011-01-01,8.0,422971.0,117.15,,11037.0,37850.0,1301.0,27.508705314410285,1016.0,9.747278785634949,6.806282722513089,20.646824466838527,11.164000000000001,6242,269.8,41.5,18.245825602968463,207.7,27.988878591288234,46565.0,14.9,81.6,270.0,8.0,42615.0,50515.0,2740.0,1966.0,79.30409568684306,-334.0,2252.0,37.11026615969581,11.8,1024.0,1578.0,9.3,46.3839999996126,14.3,38.0,24.4,8598.0,92.0,34.0,318.0,16.2,239.0,397.0,12.2,482.0,17.6,29.0,370.0,594.0,13.5,20.2,21.7,WATONWAN
2011-02-01,7.7,,,,,,,,,,,,,6298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2011-03-01,7.5,,,,,,,,,,,,,6341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2011-04-01,6.5,,,,,,,,,,,,,6315,,,,,27.004608294930872,,,,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2011-05-01,6.2,,,,,,,,,,,,,6485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2011-06-01,6.5,,,,,,,,,,,,,6425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2011-07-01,6.8,,,,,,,,,,,,,6254,,,,,26.937618147448017,,,,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2011-08-01,6.1,,,,,,,,,,,,,6070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2011-09-01,5.5,,,,,,,,,,,,,6011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2011-10-01,5.2,,,,,,,,,,,,,6248,,,,,26.685393258426966,,,,277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2011-11-01,4.9,,,,,,,,,,,,,6214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2011-12-01,4.9,,,,,,,,,,,,,6295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2012-01-01,6.6,437873.0,117.54,11.7,11027.0,39374.0,1326.0,20.037886127451685,1141.0,10.336179374860789,8.014571948998178,22.512234910277325,11.116,6246,360.9,40.4,18.261316872427983,289.4,25.452812202097235,47115.0,15.3,84.8,284.0,8.0,44365.0,49865.0,2761.0,2015.0,77.20014516421702,-142.0,2337.0,30.015552099533444,12.0,1081.0,1571.0,9.8,41.1769999996759,14.2,34.0,24.6,8571.0,133.0,15.0,300.0,14.9,229.0,371.0,11.4,480.0,17.4,12.0,380.0,580.0,13.8,18.4,21.0,WATONWAN
2012-02-01,6.9,,,,,,,,,,,,,6253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2012-03-01,6.7,,,,,,,,,,,,,6384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2012-04-01,5.3,,,,,,,,,,,,,6348,,,,,25.492125984251967,,,,281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2012-05-01,5.0,,,,,,,,,,,,,6514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2012-06-01,5.5,,,,,,,,,,,,,6474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2012-07-01,6.2,,,,,,,,,,,,,6466,,,,,25.12363996043521,,,,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2012-08-01,5.4,,,,,,,,,,,,,6163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2012-09-01,4.9,,,,,,,,,,,,,6041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2012-10-01,5.4,,,,,,,,,,,,,6175,,,,,24.011857707509886,,,,281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2012-11-01,4.7,,,,,,,,,,,,,6127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2012-12-01,4.9,,,,,,,,,,,,,6232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2013-01-01,6.9,448142.0,117.79,10.8,10961.0,40560.0,1229.0,29.246408266474393,1068.0,10.697165042854003,9.411764705882351,22.034692920768872,11.044,6274,494.2,39.6,19.098039215686274,368.1,23.025048169556843,48064.0,15.9,84.5,271.0,8.0,44070.0,52058.0,2692.0,1973.0,75.3924326286181,-321.0,2387.0,32.608695652173914,11.2,953.0,1505.0,8.7,42.666999999899396,13.7,44.0,25.6,8501.0,117.0,10.0,314.0,15.9,229.0,399.0,11.6,467.0,17.3,9.0,357.0,577.0,13.2,20.2,21.4,WATONWAN
2013-02-01,6.5,,,,,,,,,,,,,6226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2013-03-01,6.2,,,,,,,,,,,,,6176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2013-04-01,5.6,,,,,,,,,,,,,6141,,,,,21.883920076117978,,,,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2013-05-01,4.7,,,,,,,,,,,,,6234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2013-06-01,5.2,,,,,,,,,,,,,6338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2013-07-01,5.9,,,,,,,,,,,,,6248,,,,,23.140495867768603,,,,273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2013-08-01,4.8,,,,,,,,,,,,,6089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2013-09-01,4.2,,,,,,,,,,,,,6019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2013-10-01,4.7,,,,,,,,,,,,,6117,,,,,23.703041144901608,,,,269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2013-11-01,3.9,,,,,,,,,,,,,6093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2013-12-01,4.7,,,,,,,,,,,,,6195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2014-01-01,6.5,416506.0,119.7,9.9,10914.0,38034.0,1135.0,29.254602578190003,904.0,11.021163625486093,8.34990059642147,21.831637372802962,10.95,6139,305.5,39.7,19.219658600637782,251.6,23.809523809523807,48658.0,16.7,84.7,271.0,6.0,44632.0,52684.0,2694.0,1938.0,76.35024549918167,-256.0,2428.0,29.67479674796748,10.4,872.0,1398.0,8.0,47.760999999940395,12.8,53.0,26.200000000000006,8461.0,82.0,13.0,309.0,15.9,229.0,389.0,11.8,443.0,16.4,21.0,332.0,554.0,12.3,20.0,20.5,WATONWAN
2014-02-01,6.6,,,,,,,,,,,,,6117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2014-03-01,6.2,,,,,,,,,,,,,6152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2014-04-01,5.1,,,,,,,,,,,,,6120,,,,,22.378854625550666,,,,268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2014-05-01,4.3,,,,,,,,,,,,,6094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2014-06-01,5.2,,,,,,,,,,,,,6254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2014-07-01,4.6,,,,,,,,,,,,,6094,,,,,22.26086956521739,,,,271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2014-08-01,4.3,,,,,,,,,,,,,6104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2014-09-01,3.7,,,,,,,,,,,,,6061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2014-10-01,4.0,,,,,,,,,,,,,6238,,,,,22.164502164502164,,,,273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2014-11-01,3.9,,,,,,,,,,,,,6209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2014-12-01,4.6,,,,,,,,,,,,,6339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2015-01-01,6.0,427369.0,124.39,10.8,10785.0,39029.0,1219.0,27.63335623894547,822.0,11.09501640845608,7.1274298056155505,20.805054996489588,10.933,6334,458.8,39.6,19.463330786860197,346.3,21.80896027049873,48044.0,15.8,85.3,266.0,6.0,43740.0,52348.0,2610.0,1902.0,76.23153839097331,-234.0,2446.0,33.082077051926305,11.3,973.0,1465.0,9.0,33.1279999995604,13.6,49.0,25.8,8335.0,127.0,17.0,287.0,15.1,219.0,355.0,11.5,436.0,16.7,66.0,345.0,527.0,13.2,18.7,20.2,WATONWAN
2015-02-01,6.0,,,,,,,,,,,,,6163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2015-03-01,5.8,,,,,,,,,,,,,6342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2015-04-01,4.3,,,,,,,,,,,,,6171,,,,,21.794871794871803,,,,268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2015-05-01,4.3,,,,,,,,,,,,,6139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2015-06-01,4.5,,,,,,,,,,,,,6431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2015-07-01,4.7,,,,,,,,,,,,,5997,,,,,23.03082191780822,,,,267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2015-08-01,4.0,,,,,,,,,,,,,5991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2015-09-01,3.5,,,,,,,,,,,,,6090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2015-10-01,3.8,,,,,,,,,,,,,6455,,,,,25.8783204798629,,,,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2015-11-01,4.0,,,,,,,,,,,,,6372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2015-12-01,4.9,,,,,,,,,,,,,6529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2016-01-01,5.7,439936.0,123.35,11.7,10737.0,40331.0,1216.0,28.55452480762929,,11.174938725490195,9.218436873747494,22.03665042913477,10.911,6733,347.9,39.7,18.027191481270204,288.7,24.65870307167236,49482.0,16.3,84.9,265.0,6.0,44145.0,54819.0,2581.0,1832.0,73.64877328906105,,2489.0,36.939313984168855,11.3,986.0,1446.0,9.2,,13.4,34.0,26.1,8225.0,131.0,20.0,286.0,15.6,218.0,354.0,11.9,425.0,16.5,70.0,332.0,518.0,12.9,19.3,20.1,WATONWAN
2016-02-01,5.8,,,,,,,,,,,,,6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2016-03-01,5.8,,,,,,,,,,,,,6690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2016-04-01,4.6,,,,,,,,,,,,,6563,,,,,24.91379310344827,,,,267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2016-05-01,4.0,,,,,,,,,,,,,6538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
2016-06-01,4.7,,,,,,,,,,,,,6686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATONWAN
