DATE,2020RATIO027029,B01002001E027029,EQFXSUBPRIME027029,B080ACS027029,B03002012E027029,MNCLEA9URN,MNCLEA9POP,BPPRIV027029,CDC20N2U027029,PCPI27029,MHIMN27029A052NCEN,ENU2702920510,MNCLEA9LFN,CDC20N2UAA027029,PI27029,PUA5T17RMN27029A647NCEN,HOWNRATEACS027029,S1101SPHOUSE027029,NETMIGNACS027029,PEAAMN27029A647NCEN,PPAAMN27029A156NCEN,DMPCRATE027029,FBITC027029,RACEDISPARITY027029,B03002005E027029,B03002003E027029,B03002006E027029,B03002004E027029,CBR27029MNA647NCEN,B14005DCYACS027029,DP04ACS027029,USPTOISSUED027029,PUAAMN27029A647NCEN,HC01ESTVC1727029,S1701ACS027029,HC01ESTVC1627029,MHICILBMN27029A052NCEN,MHICIUBMN27029A052NCEN,PUA0T17MN27029A647NCEN,PEU18MN27029A647NCEN,PECILBAAMN27029A647NCEN,PECIUBAAMN27029A647NCEN,PPCILBAAMN27029A156NCEN,PPCIUBAAMN27029A156NCEN,S1501ACSTOTAL027029,PE5T17MN27029A647NCEN,PP5T17MN27029A156NCEN,PECILB5T17MN27029A647NCEN,PECIUB5T17MN27029A647NCEN,PPCILB5T17MN27029A156NCEN,PPU18MN27029A156NCEN,PECILBU18MN27029A647NCEN,PECIUBU18MN27029A647NCEN,PPCILBU18MN27029A156NCEN,PPCIUB5T17MN27029A156NCEN,PPCIUBU18MN27029A156NCEN,county
2007-01-01,,,27.920792079207924,,,16.8,8.206,8.0,345.3,24762.0,34503.0,206.0,4020,252.1,211489.0,1313.0,,,,1321.0,16.4,,171.0,,,,,,857.0,,,,8071.0,,,,31771.0,37236.0,1900.0,464.0,1050.0,1593.0,13.0,19.7,,295.0,22.5,219.0,371.0,16.7,24.4,353.0,575.0,18.6,28.3,30.3,CLEARWATER
2007-02-01,,,,,,15.3,,,,,,,4010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2007-03-01,,,,,,15.3,,,,,,,4023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2007-04-01,,,27.056277056277057,,,13.1,,,,,,210.0,3964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2007-05-01,,,,,,8.4,,,,,,,3892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2007-06-01,,,,,,8.3,,,,,,,3833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2007-07-01,,,26.33832976445396,,,8.0,,,,,,210.0,3758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2007-08-01,,,,,,6.5,,,,,,,3668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2007-09-01,,,,,,6.1,,,,,,,3746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2007-10-01,,,26.689576174112254,,,5.8,,,,,,211.0,3772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2007-11-01,,,,,,7.1,,,,,,,3837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2007-12-01,,,,,,11.0,,,,,,,3933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2008-01-01,,,27.2294887039239,,,15.4,8.222999999999999,6.0,507.9,28052.0,38099.0,201.0,4044,372.3,241334.0,1283.0,,,,1154.0,14.3,109.799999952316,118.0,,,,,,908.0,,,,8077.0,,,,34449.0,41750.0,1883.0,433.0,927.0,1381.0,11.5,17.1,,277.0,21.6,210.0,344.0,16.4,23.0,336.0,530.0,17.8,26.8,28.1,CLEARWATER
2008-02-01,,,,,,15.2,,,,,,,4015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2008-03-01,,,,,,14.7,,,,,,,4081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2008-04-01,,,25.86826347305389,,,13.9,,,,,,204.0,4107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2008-05-01,,,,,,8.7,,,,,,,3976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2008-06-01,,,,,,8.5,,,,,,,3982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2008-07-01,,,24.246079613992762,,,8.1,,,,,,202.0,3929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2008-08-01,,,,,,7.9,,,,,,,3895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2008-09-01,,,,,,8.2,,,,,,,4008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2008-10-01,,,25.31172069825437,,,8.6,,,,,,202.0,4068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2008-11-01,,,,,,11.7,,,,,,,4143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2008-12-01,,,,,,15.7,,,,,,,4290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2009-01-01,,42.8,23.852040816326532,26.41671606401897,90.0,19.9,8.221,5.0,404.1,28850.0,37993.0,188.0,4462,331.0,249412.0,1370.0,81.24295201102619,31.191709844559583,-275.0,1338.0,16.6,96.39999985694891,136.0,16.907506074860105,771.0,7235.0,37.0,28.0,1143.0,11.764705882352938,,,8065.0,,,,34796.0,41190.0,1970.0,503.0,1056.0,1620.0,13.1,20.1,22.7,335.0,24.5,261.0,409.0,19.1,25.5,395.0,612.0,20.1,29.9,31.1,CLEARWATER
2009-02-01,,,,,,20.6,,,,,,,4395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2009-03-01,,,,,,20.3,,,,,,,4410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2009-04-01,,,25.0,,,18.4,,,,,,190.0,4391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2009-05-01,,,,,,13.6,,,,,,,4213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2009-06-01,,,,,,12.7,,,,,,,4157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2009-07-01,,,25.98425196850393,,,11.7,,,,,,187.0,4095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2009-08-01,,,,,,12.0,,,,,,,4069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2009-09-01,,,,,,10.3,,,,,,,4064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2009-10-01,,,26.953125,,,9.9,,,,,,187.0,4084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2009-11-01,,,,,,11.6,,,,,,,4142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2009-12-01,,,,,,13.4,,,,,,,4198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2010-01-01,11.096793116933908,42.1,26.058201058201057,24.93619489559165,118.0,16.3,8.705,3.0,402.5,30280.0,41913.0,185.0,4677,315.8,263494.0,1541.0,80.07164179104478,32.91253381424707,-253.0,1348.0,15.7,90.2699999809265,192.0,14.253758502598558,757.0,7491.0,60.0,85.0,1247.0,8.716707021791766,31.742043551088774,,8578.0,14.5,,84.4,39000.0,44826.0,2152.0,530.0,1056.0,1640.0,12.3,19.1,24.9,363.0,23.6,276.0,450.0,17.9,24.6,401.0,659.0,18.6,29.3,30.6,CLEARWATER
2010-02-01,,,,,,17.0,,,,,,,4776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2010-03-01,,,,,,17.5,,,,,,,4778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2010-04-01,,,26.098535286284953,,,14.4,,,,,,188.0,4732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2010-05-01,,,,,,12.3,,,,,,,4716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2010-06-01,,,,,,11.9,,,,,,,4551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2010-07-01,,,26.187245590230667,,,11.3,,,,,,187.0,4493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2010-08-01,,,,,,10.6,,,,,,,4372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2010-09-01,,,,,,10.0,,,,,,,4333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2010-10-01,,,26.092715231788077,,,9.3,,,,,,187.0,4428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2010-11-01,,,,,,11.7,,,,,,,4574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2010-12-01,,,,,,13.8,,,,,,,4631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2011-01-01,11.203263670197536,42.7,26.42762284196547,24.759501187648453,115.0,16.5,8.719,2.0,402.6,32114.0,36697.0,188.0,4735,274.9,279420.0,1527.0,79.89206945096198,32.61278195488722,-190.0,1638.0,18.9,88.3389999996871,192.0,20.070740701114712,711.0,7522.0,55.0,81.0,1328.0,8.040201005025125,32.05309234679469,,8652.0,15.7,,84.6,34713.0,38681.0,2118.0,639.0,1369.0,1907.0,15.8,22.0,26.9,424.0,27.8,330.0,518.0,21.7,30.2,511.0,767.0,24.2,33.9,36.2,CLEARWATER
2011-02-01,,,,,,16.4,,,,,,,4697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2011-03-01,,,,,,16.7,,,,,,,4755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2011-04-01,,,25.806451612903228,,,14.6,,,,,,192.0,4646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2011-05-01,,,,,,11.8,,,,,,,4667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2011-06-01,,,,,,10.2,,,,,,,4577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2011-07-01,,,26.07561929595828,,,10.5,,,,,,192.0,4647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2011-08-01,,,,,,9.2,,,,,,,4417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2011-09-01,,,,,,8.2,,,,,,,4379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2011-10-01,,,27.100271002710024,,,7.6,,,,,,191.0,4416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2011-11-01,,,,,,9.1,,,,,,,4458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2011-12-01,,,,,,10.6,,,,,,,4480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2012-01-01,11.321582598912432,42.3,26.394557823129247,25.547467394601153,117.0,15.4,8.676,3.0,657.6,32766.0,40704.0,188.0,4612,520.6,284085.0,1519.0,79.66775854000936,29.00990099009901,-127.0,1331.0,15.5,93.2579999994487,97.0,16.6051765100208,730.0,7514.0,48.0,51.0,1208.0,5.9405940594059405,30.33514752219994,,8584.0,14.1,15.1,84.9,38159.0,43249.0,2088.0,516.0,1083.0,1579.0,12.6,18.4,25.7,340.0,22.4,262.0,418.0,17.3,24.7,402.0,630.0,19.2,27.5,30.2,CLEARWATER
2012-02-01,,,,,,15.2,,,,,,,4535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2012-03-01,,,,,,15.1,,,,,,,4530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2012-04-01,,,25.30120481927711,,,11.5,,,,,,191.0,4452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2012-05-01,,,,,,8.6,,,,,,,4430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2012-06-01,,,,,,8.6,,,,,,,4405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2012-07-01,,,25.437415881561236,,,8.8,,,,,,192.0,4405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2012-08-01,,,,,,8.3,,,,,,,4289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2012-09-01,,,,,,7.2,,,,,,,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2012-10-01,,,25.067750677506773,,,7.1,,,,,,193.0,4247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2012-11-01,,,,,,8.2,,,,,,,4313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2012-12-01,,,,,,11.7,,,,,,,4421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2013-01-01,11.670040677324755,42.7,24.731182795698924,25.55350553505535,130.0,15.8,8.783,3.0,524.7,34155.0,44123.0,187.0,4647,390.1,299748.0,1581.0,80.91310408921933,28.353658536585364,-92.0,1426.0,16.4,50.4619999998249,125.0,15.741849391484427,764.0,7535.0,42.0,10.0,1200.0,6.7669172932330826,29.08296943231441,,8705.0,13.3,16.5,85.4,40995.0,47251.0,2150.0,529.0,1172.0,1680.0,13.5,19.3,24.6,357.0,22.6,271.0,443.0,17.2,24.6,414.0,644.0,19.3,28.0,29.9,CLEARWATER
2013-02-01,,,,,,14.8,,,,,,,4595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2013-03-01,,,,,,14.8,,,,,,,4604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2013-04-01,,,24.238410596026487,,,13.5,,,,,,187.0,4545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2013-05-01,,,,,,9.4,,,,,,,4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2013-06-01,,,,,,9.2,,,,,,,4457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2013-07-01,,,23.78516624040921,,,8.8,,,,,,191.0,4380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2013-08-01,,,,,,7.8,,,,,,,4395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2013-09-01,,,,,,6.8,,,,,,,4386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2013-10-01,,,22.61753494282084,,,6.5,,,,,,186.0,4376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2013-11-01,,,,,,8.4,,,,,,,4396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2013-12-01,,,,,,11.0,,,,,,,4494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2014-01-01,11.973163710650942,42.1,24.652338811630848,26.068560840024706,134.0,15.3,8.794,3.0,802.3,36618.0,43674.0,185.0,4614,600.9,321216.0,1611.0,82.22943974016934,29.785056294779935,27.0,1540.0,17.8,32.572999999858396,148.0,17.14229141743099,746.0,7523.0,41.0,17.0,906.0,5.450236966824645,28.462664714494878,,8664.0,14.2,16.7,85.8,40488.0,46860.0,2139.0,574.0,1289.0,1791.0,14.9,20.7,25.1,382.0,23.7,297.0,467.0,18.4,26.8,457.0,691.0,21.3,29.0,32.3,CLEARWATER
2014-02-01,,,,,,15.6,,,,,,,4586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2014-03-01,,,,,,15.9,,,,,,,4703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2014-04-01,,,21.454993834771887,,,13.3,,,,,,188.0,4526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2014-05-01,,,,,,9.6,,,,,,,4396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2014-06-01,,,,,,8.5,,,,,,,4470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2014-07-01,,,20.588235294117645,,,8.1,,,,,,192.0,4474,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2014-08-01,,,,,,7.3,,,,,,,4445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2014-09-01,,,,,,6.4,,,,,,,4456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2014-10-01,,,21.766169154228848,,,5.8,,,,,,192.0,4618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2014-11-01,,,,,,8.5,,,,,,,4622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2014-12-01,,,,,,10.5,,,,,,,4636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2015-01-01,12.64242926919178,42.5,20.35175879396985,25.348489380795694,138.0,12.8,8.804,4.0,488.2,38481.0,42689.0,188.0,4722,364.4,337672.0,1602.0,80.64142642121107,29.039301310043673,187.0,1267.0,14.6,35.7219999996014,114.0,4.0590879984096055,745.0,7507.0,37.0,22.0,813.0,5.517241379310344,28.76835480970932,,8677.0,14.9,16.9,86.6,40391.0,44987.0,2163.0,503.0,1007.0,1527.0,11.6,17.6,26.4,340.0,21.2,258.0,422.0,16.1,23.3,393.0,613.0,18.2,26.3,28.4,CLEARWATER
2015-02-01,,,,,,12.5,,,,,,,4663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2015-03-01,,,,,,12.7,,,,,,,4757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2015-04-01,,,20.52565707133917,,,10.5,,,,,,187.0,4590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2015-05-01,,,,,,8.0,,,,,,,4535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2015-06-01,,,,,,7.3,,,,,,,4591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2015-07-01,,,21.139240506329113,,,7.0,,,,,,179.0,4463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2015-08-01,,,,,,6.7,,,,,,,4470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2015-09-01,,,,,,6.1,,,,,,,4525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2015-10-01,,,21.059268600252206,,,6.2,,,,,,181.0,4635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2015-11-01,,,,,,7.7,,,,,,,4689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2015-12-01,,,,,,10.5,,,,,,,4885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2016-01-01,14.008785784797633,42.6,19.87577639751553,25.80553050796513,150.0,12.7,8.861,6.0,534.8,39213.0,43797.0,182.0,4959,388.9,346135.0,1619.0,80.6313598519889,30.927835051546392,,1432.0,16.5,,109.0,8.984161760341747,795.0,7478.0,40.0,29.0,,5.429864253393665,28.398425673630037,,8697.0,14.6,16.7,86.5,40155.0,47439.0,2158.0,485.0,1219.0,1645.0,14.1,18.9,25.9,335.0,20.7,268.0,402.0,16.6,22.5,392.0,578.0,18.2,24.8,26.8,CLEARWATER
2016-02-01,,,,,,12.8,,,,,,,4894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2016-03-01,,,,,,14.3,,,,,,,4939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2016-04-01,,,20.39800995024876,,,11.5,,,,,,185.0,4789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2016-05-01,,,,,,8.0,,,,,,,4707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2016-06-01,,,,,,8.0,,,,,,,4726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2016-07-01,,,20.0734394124847,,,7.8,,,,,,186.0,4664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2016-08-01,,,,,,7.6,,,,,,,4573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2016-09-01,,,,,,6.5,,,,,,,4573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2016-10-01,,,19.756097560975608,,,6.4,,,,,,188.0,4643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2016-11-01,,,,,,7.9,,,,,,,4595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2016-12-01,,,,,,10.7,,,,,,,4727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2017-01-01,,,19.19431279620853,,,14.6,8.878,2.0,,,,195.0,4841,,,,,,,,,,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2017-02-01,,,,,,13.5,,,,,,,4764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2017-03-01,,,,,,12.8,,,,,,,4729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2017-04-01,,,20.04744958481613,,,9.6,,,,,,192.0,4624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2017-05-01,,,,,,6.7,,,,,,,4551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2017-06-01,,,,,,6.3,,,,,,,4594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2017-07-01,,,19.708029197080293,,,6.3,,,,,,193.0,4542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2017-08-01,,,,,,6.2,,,,,,,4481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2017-09-01,,,,,,5.0,,,,,,,4485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2017-10-01,,,19.87730061349693,,,4.6,,,,,,195.0,4536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2017-11-01,,,,,,7.9,,,,,,,4673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2017-12-01,,,,,,9.8,,,,,,,4753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2018-01-01,,,20.8955223880597,,,14.0,,,,,,196.0,4946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2018-02-01,,,,,,12.5,,,,,,,4864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2018-03-01,,,,,,12.8,,,,,,,4868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2018-04-01,,,20.268620268620264,,,10.1,,,,,,,4776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2018-05-01,,,,,,6.3,,,,,,,4704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2018-06-01,,,,,,6.1,,,,,,,4691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2018-07-01,,,,,,5.7,,,,,,,4630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
2018-08-01,,,,,,5.2,,,,,,,4472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
