DATE,MNDODG9URN,S1701ACS027039,MHIMN27039A052NCEN,MNDODG9POP,PCPI27039,RACEDISPARITY027039,CBR27039MNA647NCEN,CDC20N2U027039,S1101SPHOUSE027039,PPU18MN27039A156NCEN,NETMIGNACS027039,PUAAMN27039A647NCEN,B03002005E027039,PUA0T17MN27039A647NCEN,PUA5T17RMN27039A647NCEN,MHICILBMN27039A052NCEN,MHICIUBMN27039A052NCEN,B01002001E027039,2020RATIO027039,EQFXSUBPRIME027039,B03002003E027039,PI27039,USPTOISSUED027039,MNDODG9LFN,ENU2703920510,ATNHPIUS27039A,BPPRIV027039,B03002012E027039,PEAAMN27039A647NCEN,PPAAMN27039A156NCEN,PECILBAAMN27039A647NCEN,PECIUBAAMN27039A647NCEN,PPCILBAAMN27039A156NCEN,B03002006E027039,FBITC027039,DP04ACS027039,PPCIUBAAMN27039A156NCEN,B14005DCYACS027039,B03002004E027039,HC01ESTVC1727039,HC01ESTVC1627039,HOWNRATEACS027039,DMPCRATE027039,CDC20N2UAA027039,B080ACS027039,S1501ACSTOTAL027039,PEU18MN27039A647NCEN,PECILBU18MN27039A647NCEN,PECIUBU18MN27039A647NCEN,PPCILBU18MN27039A156NCEN,PE5T17MN27039A647NCEN,PP5T17MN27039A156NCEN,PECILB5T17MN27039A647NCEN,PECIUB5T17MN27039A647NCEN,PPCILB5T17MN27039A156NCEN,PPCIUBU18MN27039A156NCEN,PPCIUB5T17MN27039A156NCEN,county
2009-01-01,8.4,,65458.0,19.689,35699.0,26.59534056697177,1181.0,213.5,21.629213483146067,9.0,-184.0,19542.0,19.0,5494.0,4004.0,60942.0,69975.0,36.5,,25.20703933747412,18330.0,711167.0,,11163.0,402.0,122.41,43.0,836.0,1382.0,7.1,1084.0,1680.0,5.5,99.0,269.0,,8.6,2.254283137962128,37.0,,,89.87791685983619,49.89999997615811,214.9,22.466349140608827,32.2,494.0,385.0,604.0,7.0,314.0,7.8,240.0,388.0,6.0,11.0,9.7,DODGE
2009-02-01,8.9,,,,,,,,,,,,,,,,,,,,,,,11231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2009-03-01,8.9,,,,,,,,,,,,,,,,,,,,,,,11248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2009-04-01,7.4,,,,,,,,,,,,,,,,,,,24.63541666666667,,,,11139.0,413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2009-05-01,7.2,,,,,,,,,,,,,,,,,,,,,,,11100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2009-06-01,7.9,,,,,,,,,,,,,,,,,,,,,,,11273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2009-07-01,7.2,,,,,,,,,,,,,,,,,,,26.082474226804127,,,,11309.0,407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2009-08-01,6.6,,,,,,,,,,,,,,,,,,,,,,,11213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2009-09-01,6.5,,,,,,,,,,,,,,,,,,,,,,,11026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2009-10-01,6.3,,,,,,,,,,,,,,,,,,,26.240409207161125,,,,10998.0,410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2009-11-01,6.2,,,,,,,,,,,,,,,,,,,,,,,10963.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2009-12-01,6.9,,,,,,,,,,,,,,,,,,,,,,,10900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2010-01-01,8.4,,60398.0,20.156,36980.0,25.45738235663465,1419.0,274.9,21.621621621621625,9.0,-390.0,19968.0,23.0,5765.0,4260.0,56496.0,64300.0,36.3,8.26527089481597,25.630468347915592,18610.0,745401.0,,11250.0,396.0,115.73,39.0,841.0,1370.0,6.9,1055.0,1685.0,5.3,121.0,261.0,25.665690784887772,8.5,2.8571428571428568,35.0,21.9,90.0,89.10019725861109,55.0,262.4,22.22821576763485,33.3,520.0,391.0,649.0,6.8,348.0,8.2,260.0,436.0,6.1,11.2,10.3,DODGE
2010-02-01,8.6,,,,,,,,,,,,,,,,,,,,,,,11472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2010-03-01,8.7,,,,,,,,,,,,,,,,,,,,,,,11538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2010-04-01,7.0,,,,,,,,,,,,,,,,,,,26.310326933056565,,,,11421.0,401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2010-05-01,6.7,,,,,,,,,,,,,,,,,,,,,,,11449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2010-06-01,6.8,,,,,,,,,,,,,,,,,,,,,,,11401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2010-07-01,6.6,,,,,,,,,,,,,,,,,,,25.61550550026191,,,,11464.0,405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2010-08-01,6.5,,,,,,,,,,,,,,,,,,,,,,,11354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2010-09-01,6.1,,,,,,,,,,,,,,,,,,,,,,,11124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2010-10-01,5.9,,,,,,,,,,,,,,,,,,,26.120556414219475,,,,11080.0,405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2010-11-01,5.6,,,,,,,,,,,,,,,,,,,,,,,11071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2010-12-01,6.1,,,,,,,,,,,,,,,,,,,,,,,11058.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2011-01-01,7.5,,65423.0,20.198,40938.0,22.367614672046923,1646.0,210.4,24.84955752212389,10.1,-481.0,20073.0,26.0,5674.0,4250.0,60604.0,70242.0,37.0,7.8488287350338375,26.267748478701826,18694.0,826618.0,,11134.0,397.0,113.32,27.0,881.0,1483.0,7.4,1177.0,1789.0,5.9,109.0,252.0,25.50027793218455,8.9,5.812973883740523,70.0,22.1,90.9,88.38879336502478,47.1639999998733,200.3,22.679819153308674,34.300000000000004,574.0,444.0,704.0,7.8,368.0,8.7,277.0,459.0,6.6,12.4,10.8,DODGE
2011-02-01,7.5,,,,,,,,,,,,,,,,,,,,,,,11204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2011-03-01,7.4,,,,,,,,,,,,,,,,,,,,,,,11262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2011-04-01,6.3,,,,,,,,,,,,,,,,,,,25.395206527282,,,,11203.0,403.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2011-05-01,5.6,,,,,,,,,,,,,,,,,,,,,,,11284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2011-06-01,6.2,,,,,,,,,,,,,,,,,,,,,,,11416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2011-07-01,6.2,,,,,,,,,,,,,,,,,,,25.85,,,,11517.0,403.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2011-08-01,5.6,,,,,,,,,,,,,,,,,,,,,,,11403.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2011-09-01,5.1,,,,,,,,,,,,,,,,,,,,,,,11113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2011-10-01,4.8,,,,,,,,,,,,,,,,,,,26.40477374440577,,,,11081.0,411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2011-11-01,4.6,,,,,,,,,,,,,,,,,,,,,,,11060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2011-12-01,5.4,,,,,,,,,,,,,,,,,,,,,,,11138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2012-01-01,6.3,7.3,65548.0,20.267,44221.0,19.893367245289106,1640.0,262.6,23.67748996716527,10.6,-584.0,20070.0,23.0,5636.0,4226.0,62483.0,68613.0,37.0,8.71859296482412,25.0,18776.0,895387.0,,11200.0,402.0,113.47,50.0,920.0,1607.0,8.0,1334.0,1880.0,6.6,110.0,236.0,25.343130458893665,9.4,5.507745266781412,112.0,22.0,91.7,87.6891368823204,43.478999999817496,256.2,23.293385922330092,34.4,595.0,483.0,707.0,8.6,392.0,9.3,317.0,467.0,7.5,12.6,11.1,DODGE
2012-02-01,6.6,,,,,,,,,,,,,,,,,,,,,,,11226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2012-03-01,6.3,,,,,,,,,,,,,,,,,,,,,,,11301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2012-04-01,4.8,,,,,,,,,,,,,,,,,,,24.581855043081607,,,3.0,11225.0,406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2012-05-01,4.5,,,,,,,,,,,,,,,,,,,,,,,11346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2012-06-01,5.0,,,,,,,,,,,,,,,,,,,,,,,11552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2012-07-01,5.0,,,,,,,,,,,,,,,,,,,24.899396378269614,,,,11715.0,409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2012-08-01,4.9,,,,,,,,,,,,,,,,,,,,,,,11526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2012-09-01,4.4,,,,,,,,,,,,,,,,,,,,,,,11232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2012-10-01,4.1,,,,,,,,,,,,,,,,,,,25.672981056829514,,,,11220.0,407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2012-11-01,3.9,,,,,,,,,,,,,,,,,,,,,,,11242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2012-12-01,4.7,,,,,,,,,,,,,,,,,,,,,,,11284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2013-01-01,6.3,7.4,73799.0,20.334,42110.0,30.057320250971713,1698.0,214.9,23.293768545994066,9.6,-284.0,20156.0,24.0,5586.0,4235.0,70245.0,77353.0,37.2,9.443363646828594,23.96984924623116,18820.0,855428.0,,11409.0,390.0,116.53,58.0,936.0,1477.0,7.3,1166.0,1788.0,5.8,67.0,248.0,25.91506007264599,8.8,5.507745266781412,165.0,23.6,92.2,87.96699174793699,47.6389999999665,194.6,23.663456664977197,35.6,535.0,416.0,654.0,7.5,355.0,8.4,265.0,445.0,6.3,11.7,10.5,DODGE
2013-02-01,6.0,,,,,,,,,,,,,,,,,,,,,,,11301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2013-03-01,5.8,,,,,,,,,,,,,,,,,,,,,,,11325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2013-04-01,5.2,,,,,,,,,,,,,,,,,,,22.601707684580607,,,,11323.0,392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2013-05-01,4.3,,,,,,,,,,,,,,,,,,,,,,,11276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2013-06-01,4.8,,,,,,,,,,,,,,,,,,,,,,,11498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2013-07-01,4.6,,,,,,,,,,,,,,,,,,,23.13612313612313,,,,11644.0,397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2013-08-01,4.3,,,,,,,,,,,,,,,,,,,,,,,11542.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2013-09-01,3.8,,,,,,,,,,,,,,,,,,,,,,,11209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2013-10-01,3.7,,,,,,,,,,,,,,,,,,,22.38372093023256,,,,11152.0,392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2013-11-01,3.6,,,,,,,,,,,,,,,,,,,,,,,11124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2013-12-01,4.5,,,,,,,,,,,,,,,,,,,,,,,11166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2014-01-01,6.0,6.7,68777.0,20.375999999999998,41393.0,35.30333667888147,1615.0,251.3,27.545353572750827,10.2,-63.0,20174.0,31.0,5526.0,4219.0,64399.0,73155.0,37.7,8.989712816116588,21.81906144170295,18869.0,842351.0,,11268.0,398.0,120.3,51.0,962.0,1531.0,7.6,1234.0,1828.0,6.1,95.0,213.0,24.235807860262014,9.1,5.341506129597199,107.0,24.1,93.5,86.36793627084889,32.6109999995679,225.7,23.70487364620939,37.40000000000001,564.0,445.0,683.0,8.0,377.0,8.9,293.0,461.0,6.9,12.4,10.9,DODGE
2014-02-01,6.1,,,,,,,,,,,,,,,,,,,,,,,11224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2014-03-01,5.9,,,,,,,,,,,,,,,,,,,,,,,11265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2014-04-01,4.5,,,,,,,,,,,,,,,,,,,20.55813953488372,,,,11132.0,402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2014-05-01,3.5,,,,,,,,,,,,,,,,,,,,,,,11071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2014-06-01,4.0,,,,,,,,,,,,,,,,,,,,,,,11296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2014-07-01,3.8,,,,,,,,,,,,,,,,,,,20.952821461609627,,,,11497.0,402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2014-08-01,3.6,,,,,,,,,,,,,,,,,,,,,,,11464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2014-09-01,3.0,,,,,,,,,,,,,,,,,,,,,,,11162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2014-10-01,2.8,,,,,,,,,,,,,,,,,,,21.311475409836067,,,,11248.0,405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2014-11-01,2.9,,,,,,,,,,,,,,,,,,,,,,,11165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2014-12-01,3.8,,,,,,,,,,,,,,,,,,,,,,,11214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2015-01-01,5.1,6.7,65494.0,20.404,42280.0,31.094034970532807,1528.0,318.8,27.47376311844078,8.6,-154.0,20190.0,30.0,5418.0,4121.0,59804.0,71184.0,37.9,9.176555100303304,21.451392058420808,18877.0,861713.0,,11362.0,397.0,120.42,69.0,983.0,1388.0,6.9,1096.0,1680.0,5.5,90.0,144.0,22.16194222161942,8.3,5.400372439478584,109.0,23.7,94.0,84.89347966429955,31.0189999998547,270.3,23.960199004975124,37.4,467.0,363.0,571.0,6.7,310.0,7.5,234.0,386.0,5.7,10.5,9.3,DODGE
2015-02-01,5.1,,,,,,,,,,,,,,,,,,,,,,,11247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2015-03-01,5.0,,,,,,,,,,,,,,,,,,,,,,,11399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2015-04-01,3.6,,,,,,,,,,,,,,,,,,,20.725623582766442,,,,11265.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2015-05-01,3.2,,,,,,,,,,,,,,,,,,,,,,,11253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2015-06-01,3.6,,,,,,,,,,,,,,,,,,,,,,,11554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2015-07-01,3.5,,,,,,,,,,,,,,,,,,,20.852221214868546,,,,11652.0,389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2015-08-01,3.2,,,,,,,,,,,,,,,,,,,,,,,11600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2015-09-01,3.0,,,,,,,,,,,,,,,,,,,,,,,11415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2015-10-01,2.9,,,,,,,,,,,,,,,,,,,22.003577817531305,,,,11619.0,388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2015-11-01,2.8,,,,,,,,,,,,,,,,,,,,,,,11550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2015-12-01,3.6,,,,,,,,,,,,,,,,,,,,,,,11533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2016-01-01,4.9,6.6,68238.0,20.546999999999997,42775.0,31.189204315914875,,264.9,27.923809523809524,8.1,,20324.0,53.0,5379.0,4028.0,62001.0,74475.0,37.8,9.238007670887406,21.246587807097363,18876.0,877134.0,,11687.0,378.0,126.95,87.0,988.0,1560.0,7.7,1301.0,1819.0,6.4,174.0,75.0,21.350142334282232,9.0,3.903345724907063,67.0,23.8,94.3,85.95605700712589,,218.6,24.559664694280077,37.2,438.0,336.0,540.0,6.2,291.0,7.2,217.0,365.0,5.4,10.0,9.0,DODGE
2016-02-01,5.0,,,,,,,,,,,,,,,,,,,,,,,11559.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2016-03-01,5.1,,,,,,,,,,,,,,,,,,,,,,,11713.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2016-04-01,3.2,,,,,,,,,,,,,,,,,,,20.50228310502283,,,,11430.0,382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2016-05-01,2.7,,,,,,,,,,,,,,,,,,,,,,,11417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2016-06-01,3.6,,,,,,,,,,,,,,,,,,,,,,,11663.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2016-07-01,3.5,,,,,,,,,,,,,,,,,,,20.140412461605965,,,,11750.0,388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2016-08-01,3.7,,,,,,,,,,,,,,,,,,,,,,,11711.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2016-09-01,3.2,,,,,,,,,,,,,,,,,,,,,,,11441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2016-10-01,2.9,,,,,,,,,,,,,,,,,,,20.974111452391398,,,,11624.0,390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2016-11-01,2.8,,,,,,,,,,,,,,,,,,,,,,,11600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2016-12-01,3.8,,,,,,,,,,,,,,,,,,,,,,,11596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2017-01-01,5.2,,,20.761999999999997,,,,,,,,,,,,,,,,19.807186678352323,,,,11699.0,391.0,135.4,86.0,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,DODGE
2017-02-01,5.0,,,,,,,,,,,,,,,,,,,,,,,11617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2017-03-01,4.5,,,,,,,,,,,,,,,,,,,,,,,11636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2017-04-01,3.3,,,,,,,,,,,,,,,,,,,18.714222809335094,,,,11590.0,396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2017-05-01,2.8,,,,,,,,,,,,,,,,,,,,,,,11587.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2017-06-01,3.3,,,,,,,,,,,,,,,,,,,,,,,11773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2017-07-01,3.2,,,,,,,,,,,,,,,,,,,19.778270509977826,,,,11871.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2017-08-01,3.2,,,,,,,,,,,,,,,,,,,,,,,11766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2017-09-01,2.6,,,,,,,,,,,,,,,,,,,,,,,11509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2017-10-01,2.1,,,,,,,,,,,,,,,,,,,20.960698689956327,,,,11643.0,411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2017-11-01,2.2,,,,,,,,,,,,,,,,,,,,,,,11564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2017-12-01,3.3,,,,,,,,,,,,,,,,,,,,,,,11630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2018-01-01,4.6,,,,,,,,,,,,,,,,,,,18.976825535636202,,,,11708.0,413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2018-02-01,4.6,,,,,,,,,,,,,,,,,,,,,,,11765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2018-03-01,4.3,,,,,,,,,,,,,,,,,,,,,,,11759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2018-04-01,3.4,,,,,,,,,,,,,,,,,,,18.37979094076655,,,,11627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2018-05-01,2.3,,,,,,,,,,,,,,,,,,,,,,,11650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2018-06-01,2.9,,,,,,,,,,,,,,,,,,,,,,,11838.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2018-07-01,2.6,,,,,,,,,,,,,,,,,,,,,,,11943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
2018-08-01,2.6,,,,,,,,,,,,,,,,,,,,,,,11585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGE
