DATE,MNLYON3URN,MNLYON3POP,B01002001E027083,PCPI27083,B03002012E027083,PUAAMN27083A647NCEN,S1701ACS027083,MHICILBMN27083A052NCEN,S1101SPHOUSE027083,HOWNRATEACS027083,RACEDISPARITY027083,B03002003E027083,CBR27083MNA647NCEN,PPU18MN27083A156NCEN,PI27083,2020RATIO027083,B14005DCYACS027083,DP04ACS027083,MNLYON3LFN,CDC20N2U027083,USPTOISSUED027083,B080ACS027083,CDC20N2UAA027083,ATNHPIUS27083A,EQFXSUBPRIME027083,MHIMN27083A052NCEN,HC01ESTVC1727083,HC01ESTVC1627083,ENU2708320510,BPPRIV027083,MHICIUBMN27083A052NCEN,PUA0T17MN27083A647NCEN,PUA5T17RMN27083A647NCEN,NETMIGNACS027083,PEAAMN27083A647NCEN,PPAAMN27083A156NCEN,PECILBAAMN27083A647NCEN,PECIUBAAMN27083A647NCEN,PPCILBAAMN27083A156NCEN,DMPCRATE027083,PPCIUBAAMN27083A156NCEN,FBITC027083,S1501ACSTOTAL027083,B03002005E027083,B03002006E027083,PE5T17MN27083A647NCEN,PP5T17MN27083A156NCEN,PECILB5T17MN27083A647NCEN,PECIUB5T17MN27083A647NCEN,PPCILB5T17MN27083A156NCEN,PEU18MN27083A647NCEN,B03002004E027083,PECILBU18MN27083A647NCEN,PECIUBU18MN27083A647NCEN,PPCILBU18MN27083A156NCEN,PPCIUB5T17MN27083A156NCEN,PPCIUBU18MN27083A156NCEN,county
2013-09-01,3.3,,,,,,,,,,,,,,,,,,15374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2013-10-01,3.1,,,,,,,,,,,,,,,,,,15446,,,,,,20.426439232409386,,,,751.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2013-11-01,3.1,,,,,,,,,,,,,,,,,,15298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2013-12-01,3.9,,,,,,,,,,,,,,,,,,15272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2014-01-01,5.2,25.761,34.8,44250.0,1594.0,24701.0,14.0,49176.0,29.042796471741266,71.50785553968578,28.509979945637642,22370.0,2527.0,15.7,1136391.0,13.375228555529056,3.8734667527437048,24.179286512856997,15236,260.3,,15.26295585412668,228.8,131.18,19.55498502353445,53552.0,27.2,92.4,757.0,28.0,57928.0,6289.0,4448.0,-181.0,2839.0,11.5,2294.0,3384.0,9.3,40.2869999995455,13.7,44.0,37.4,138.0,804.0,677.0,15.2,516.0,838.0,11.6,990.0,673.0,773.0,1207.0,12.2,18.8,19.2,LYON
2014-02-01,5.1,,,,,,,,,,,,,,,,,,15258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2014-03-01,4.8,,,,,,,,,,,,,,,,,,15333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2014-04-01,3.8,,,,,,,,,,,,,,,,,,15213,,,,,,19.125919515361318,,,,754.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2014-05-01,3.0,,,,,,,,,,,,,,,,,,15170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2014-06-01,3.5,,,,,,,,,,,,,,,,,,15147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2014-07-01,3.4,,,,,,,,,,,,,,,,,,15227,,,,,,18.610634648370496,,,,758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2014-08-01,3.1,,,,,,,,,,,,,,,,,,15223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2014-09-01,2.6,,,,,,,,,,,,,,,,,,15327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2014-10-01,2.5,,,,,,,,,,,,,,,,,,15571,,,,,,19.410526315789472,,,,761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2014-11-01,2.8,,,,,,,,,,,,,,,,,,15323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2014-12-01,3.5,,,,,,,,,,,,,,,,,,15373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2015-01-01,4.7,25.771,35.1,45458.0,1607.0,24721.0,14.1,50903.0,29.67218654950997,72.07126220733052,31.324587867652436,22245.0,2578.0,16.7,1166961.0,13.44728891715694,5.212355212355212,23.52760106710445,15379,344.7,,14.630411001719017,317.4,131.63,18.731375053214133,55051.0,25.8,92.1,744.0,19.0,59199.0,6355.0,4493.0,-379.0,3009.0,12.2,2538.0,3480.0,10.3,36.651999999769004,14.1,45.0,36.7,137.0,847.0,677.0,15.1,544.0,810.0,12.1,1064.0,729.0,901.0,1227.0,14.1,18.1,19.3,LYON
2015-02-01,4.3,,,,,,,,,,,,,,,,,,15236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2015-03-01,4.2,,,,,,,,,,,,,,,,,,15441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2015-04-01,2.9,,,,,,,,,,,,,,,,,,15246,,,,,,18.13953488372093,,,,743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2015-05-01,2.8,,,,,,,,,,,,,,,,,,15246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2015-06-01,3.1,,,,,,,,,,,,,,,,,,15307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2015-07-01,2.9,,,,,,,,,,,,,,,,,,15129,,,,,,17.669654289372602,,,,737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2015-08-01,2.6,,,,,,,,,,,,,,,,,,14959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2015-09-01,2.4,,,,,,,,,,,,,,,,,,15067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2015-10-01,2.3,,,,,,,,,,,,,,,,,,15552,,,,,,17.428817946505607,,,,740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2015-11-01,2.4,,,,,,,,,,,,,,,,,,15403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2015-12-01,3.7,,,,,,,,,,,,,,,,,,15461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2016-01-01,4.5,25.861,35.4,44580.0,1586.0,24733.0,13.9,49260.0,26.937394247038924,72.79652686762779,33.132469813227274,22113.0,,14.9,1145674.0,13.539134438305707,6.679894179894179,23.828837963901844,15304,302.4,,14.723303237858033,257.4,138.73,17.004747518342686,52989.0,26.8,92.4,724.0,33.0,56718.0,6416.0,4563.0,,3167.0,12.8,2721.0,3613.0,11.0,,14.6,59.0,38.4,121.0,887.0,630.0,13.8,484.0,776.0,10.6,958.0,760.0,756.0,1160.0,11.7,17.0,18.1,LYON
2016-02-01,4.5,,,,,,,,,,,,,,,,,,14992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2016-03-01,4.5,,,,,,,,,,,,,,,,,,15172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2016-04-01,3.5,,,,,,,,,,,,,,,,,,15300,,,,,,16.218560277536863,,,,730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2016-05-01,2.8,,,,,,,,,,,,,,,,,,15319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2016-06-01,3.5,,,,,,,,,,,,,,,,,,15425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2016-07-01,3.5,,,,,,,,,,,,,,,,,,14980,,,,,,16.434892541087233,,,,732.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2016-08-01,3.4,,,,,,,,,,,,,,,,,,14914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2016-09-01,3.0,,,,,,,,,,,,,,,,,,15034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2016-10-01,2.8,,,,,,,,,,,,,,,,,,15607,,,,,,17.36798679867987,,,,737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2016-11-01,2.6,,,,,,,,,,,,,,,,,,15441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2016-12-01,4.0,,,,,,,,,,,,,,,,,,15425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2017-01-01,4.9,25.831,,,,,,,,,,,,,,,,,15269,,,,,140.24,16.981925178646488,,,,738.0,44.0,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,LYON
2017-02-01,4.5,,,,,,,,,,,,,,,,,,15142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2017-03-01,4.1,,,,,,,,,,,,,,,,,,15232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2017-04-01,3.3,,,,,,,,,,,,,,,,,,15233,,,,,,17.116357504215852,,,,744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2017-05-01,2.8,,,,,,,,,,,,,,,,,,15121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2017-06-01,3.2,,,,,,,,,,,,,,,,,,15141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2017-07-01,3.0,,,,,,,,,,,,,,,,,,14667,,,,,,16.758591429783625,,,,744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2017-08-01,3.2,,,,,,,,,,,,,,,,,,14499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2017-09-01,2.5,,,,,,,,,,,,,,,,,,14685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2017-10-01,1.8,,,,,,,,,,,,,,,,,,14985,,,,,,17.79374471682164,,,,753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2017-11-01,2.1,,,,,,,,,,,,,,,,,,14901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2017-12-01,3.1,,,,,,,,,,,,,,,,,,14970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2018-01-01,4.2,,,,,,,,,,,,,,,,,,14931,,,,,,17.510548523206747,,,,762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2018-02-01,4.0,,,,,,,,,,,,,,,,,,15012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2018-03-01,3.8,,,,,,,,,,,,,,,,,,15062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2018-04-01,3.2,,,,,,,,,,,,,,,,,,15221,,,,,,17.053609117771213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2018-05-01,2.5,,,,,,,,,,,,,,,,,,15364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2018-06-01,2.9,,,,,,,,,,,,,,,,,,15182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2018-07-01,2.9,,,,,,,,,,,,,,,,,,14941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
2018-08-01,2.6,,,,,,,,,,,,,,,,,,14415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYON
