DATE,MNPENN3URN,PCPI27113,BPPRIV027113,S1701ACS027113,MHIMN27113A052NCEN,RACEDISPARITY027113,PI27113,2020RATIO027113,B14005DCYACS027113,DP04ACS027113,MNPENN3POP,MNPENN3LFN,CDC20N2U027113,USPTOISSUED027113,PUAAMN27113A647NCEN,B01002001E027113,B080ACS027113,CDC20N2UAA027113,ATNHPIUS27113A,EQFXSUBPRIME027113,HC01ESTVC1727113,HC01ESTVC1627113,B03002012E027113,ENU2711320510,MHICILBMN27113A052NCEN,MHICIUBMN27113A052NCEN,PUA0T17MN27113A647NCEN,PUA5T17RMN27113A647NCEN,HOWNRATEACS027113,NETMIGNACS027113,S1101SPHOUSE027113,PEAAMN27113A647NCEN,PPAAMN27113A156NCEN,PECILBAAMN27113A647NCEN,PECIUBAAMN27113A647NCEN,PPCILBAAMN27113A156NCEN,DMPCRATE027113,PPCIUBAAMN27113A156NCEN,FBITC027113,S1501ACSTOTAL027113,B03002005E027113,B03002003E027113,B03002006E027113,PE5T17MN27113A647NCEN,PP5T17MN27113A156NCEN,PECILB5T17MN27113A647NCEN,PECIUB5T17MN27113A647NCEN,PPCILB5T17MN27113A156NCEN,CBR27113MNA647NCEN,PEU18MN27113A647NCEN,PPU18MN27113A156NCEN,B03002004E027113,PECILBU18MN27113A647NCEN,PECIUBU18MN27113A647NCEN,PPCILBU18MN27113A156NCEN,PPCIUB5T17MN27113A156NCEN,PPCIUBU18MN27113A156NCEN,county
2016-06-01,4.1,,,,,,,,,,,9140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2016-07-01,4.3,,,,,,,,,,,9023,,,,,,,,20.414428242517268,,,,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2016-08-01,4.3,,,,,,,,,,,8945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2016-09-01,3.7,,,,,,,,,,,8888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2016-10-01,3.6,,,,,,,,,,,8997,,,,,,,,19.55177743431221,,,,377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2016-11-01,4.5,,,,,,,,,,,9051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2016-12-01,9.7,,,,,,,,,,,9105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2017-01-01,9.7,,12.0,,,,,,,,14.238,9121,,,,,,,183.86,18.931297709923662,,,,374.0,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,,PENNINGTON
2017-02-01,8.9,,,,,,,,,,,9009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2017-03-01,8.7,,,,,,,,,,,9112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2017-04-01,8.9,,,,,,,,,,,9025,,,,,,,,18.343653250773993,,,,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2017-05-01,3.9,,,,,,,,,,,8850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2017-06-01,3.8,,,,,,,,,,,8858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2017-07-01,3.7,,,,,,,,,,,8597,,,,,,,,18.666666666666668,,,,379.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2017-08-01,4.0,,,,,,,,,,,8607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2017-09-01,2.9,,,,,,,,,,,8592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2017-10-01,2.4,,,,,,,,,,,8583,,,,,,,,18.49206349206349,,,,381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2017-11-01,3.6,,,,,,,,,,,8665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2017-12-01,7.1,,,,,,,,,,,8958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2018-01-01,8.2,,,,,,,,,,,9047,,,,,,,,17.983870967741932,,,,385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2018-02-01,7.3,,,,,,,,,,,9011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2018-03-01,7.5,,,,,,,,,,,9073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2018-04-01,4.9,,,,,,,,,,,8828,,,,,,,,17.133706965572458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2018-05-01,3.0,,,,,,,,,,,8943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2018-06-01,3.2,,,,,,,,,,,8930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2018-07-01,2.8,,,,,,,,,,,8696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
2018-08-01,2.3,,,,,,,,,,,8565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENNINGTON
