DATE,MNWASE1URN,MNWASE1POP,S1701ACS027161,ATNHPIUS27161A,PI27161,PCPI27161,RACEDISPARITY027161,CBR27161MNA647NCEN,2020RATIO027161,B14005DCYACS027161,DP04ACS027161,MNWASE1LFN,CDC20N2U027161,USPTOISSUED027161,PUAAMN27161A647NCEN,B01002001E027161,B080ACS027161,CDC20N2UAA027161,EQFXSUBPRIME027161,MHIMN27161A052NCEN,HC01ESTVC1727161,HC01ESTVC1627161,B03002003E027161,B03002006E027161,B03002012E027161,ENU2716120510,BPPRIV027161,MHICILBMN27161A052NCEN,MHICIUBMN27161A052NCEN,B03002005E027161,PUA0T17MN27161A647NCEN,PUA5T17RMN27161A647NCEN,HOWNRATEACS027161,NETMIGNACS027161,S1101SPHOUSE027161,PEAAMN27161A647NCEN,PPAAMN27161A156NCEN,PECILBAAMN27161A647NCEN,PECIUBAAMN27161A647NCEN,PPCILBAAMN27161A156NCEN,DMPCRATE027161,PPCIUBAAMN27161A156NCEN,FBITC027161,S1501ACSTOTAL027161,PE5T17MN27161A647NCEN,PP5T17MN27161A156NCEN,PECILB5T17MN27161A647NCEN,PECIUB5T17MN27161A647NCEN,PPCILB5T17MN27161A156NCEN,PEU18MN27161A647NCEN,PPU18MN27161A156NCEN,B03002004E027161,PECILBU18MN27161A647NCEN,PECIUBU18MN27161A647NCEN,PPCILBU18MN27161A156NCEN,PPCIUB5T17MN27161A156NCEN,PPCIUBU18MN27161A156NCEN,county
2012-03-01,7.0,,,,,,,,,,,10253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2012-04-01,5.4,,,,,,,,,,,10194,,,,,,,23.213493120284067,,,,,,,466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2012-05-01,5.2,,,,,,,,,,,10335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2012-06-01,5.8,,,,,,,,,,,10596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2012-07-01,5.5,,,,,,,,,,,10490,,,,,,,23.669159700835902,,,,,,,469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2012-08-01,5.6,,,,,,,,,,,10395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2012-09-01,5.0,,,,,,,,,,,10141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2012-10-01,5.0,,,,,,,,,,,9998,,,,,,,23.78048780487805,,,,,,,474.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2012-11-01,5.1,,,,,,,,,,,9950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2012-12-01,5.7,,,,,,,,,,,9943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2013-01-01,7.3,19.027,9.4,111.22,798781.0,41863.0,44.12287802492276,2008.0,9.876233916536183,9.190371991247265,25.353871773522066,9887,357.9,,17771.0,39.4,18.887255456293108,303.1,23.549934583515054,53448.0,18.8,91.6,17166.0,140.0,1019.0,464.0,27.0,48981.0,57915.0,80.0,4306.0,3191.0,81.86911698789781,-373.0,24.890617403986386,1832.0,10.3,1440.0,2224.0,8.1,46.75199999986221,12.5,88.0,28.5,420.0,13.2,315.0,525.0,9.9,601.0,14.0,297.0,467.0,735.0,10.9,16.5,17.1,WASECA
2013-02-01,7.0,,,,,,,,,,,9825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2013-03-01,6.8,,,,,,,,,,,9799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2013-04-01,6.0,,,,,,,,,,,9883,,,,,,,23.20104666375927,,,,,,,464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2013-05-01,5.3,,,,,,,,,,,9886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2013-06-01,5.5,,,,,,,,,,,10084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2013-07-01,5.3,,,,,,,,,,,10107,,,,,,,23.11942201444964,,,,,,,470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2013-08-01,4.9,,,,,,,,,,,10096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2013-09-01,4.5,,,,,,,,,,,9959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2013-10-01,4.2,,,,,,,,,,,10052,,,,,,,23.41421881651767,,,,,,,460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2013-11-01,4.4,,,,,,,,,,,9786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2013-12-01,5.0,,,,,,,,,,,9742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2014-01-01,6.4,18.919,9.9,114.95,827447.0,43603.0,38.320240217442866,1856.0,9.658536585365852,8.503401360544219,23.02631578947368,9594,274.3,,17718.0,38.8,20.107269200045646,206.9,22.915775972637878,54183.0,19.9,91.9,17155.0,152.0,1056.0,452.0,15.0,49539.0,58827.0,91.0,4343.0,3199.0,81.79987695061244,-450.0,26.41509433962264,1793.0,10.1,1434.0,2152.0,8.1,39.2789999996312,12.1,70.0,30.700000000000006,406.0,12.7,308.0,504.0,9.6,590.0,13.6,426.0,453.0,727.0,10.5,15.8,16.7,WASECA
2014-02-01,6.3,,,,,,,,,,,9608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2014-03-01,6.3,,,,,,,,,,,9594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2014-04-01,5.1,,,,,,,,,,,9503,,,,,,,22.35754675946064,,,,,,,459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2014-05-01,4.4,,,,,,,,,,,9514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2014-06-01,4.7,,,,,,,,,,,9748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2014-07-01,4.6,,,,,,,,,,,9768,,,,,,,21.881743634009496,,,,,,,461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2014-08-01,4.4,,,,,,,,,,,9821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2014-09-01,3.9,,,,,,,,,,,9665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2014-10-01,3.4,,,,,,,,,,,9929,,,,,,,22.11206896551724,,,,,,,462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2014-11-01,3.8,,,,,,,,,,,9678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2014-12-01,4.5,,,,,,,,,,,9637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2015-01-01,5.3,18.929000000000002,8.7,119.65,854324.0,44962.0,31.89570716134994,1756.0,9.863517915309446,8.823529411764708,21.64705882352941,9666,279.6,,17683.0,39.0,19.267372451852687,209.9,20.48089308716187,54495.0,20.4,92.1,17079.0,145.0,1080.0,448.0,15.0,49998.0,58992.0,85.0,4333.0,3211.0,82.22920289448591,-36.0,22.77274892806098,1744.0,9.9,1377.0,2111.0,7.8,32.882999999914304,12.0,79.0,32.4,392.0,12.2,291.0,493.0,9.1,589.0,13.6,500.0,457.0,721.0,10.6,15.3,16.6,WASECA
2015-02-01,5.2,,,,,,,,,,,9562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2015-03-01,4.9,,,,,,,,,,,9632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2015-04-01,4.0,,,,,,,,,,,9582,,,,,,,20.0942587832048,,,,,,,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2015-05-01,3.8,,,,,,,,,,,9602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2015-06-01,4.2,,,,,,,,,,,9850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2015-07-01,4.1,,,,,,,,,,,9876,,,,,,,20.676532769556022,,,,,,,435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2015-08-01,3.6,,,,,,,,,,,9924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2015-09-01,3.4,,,,,,,,,,,9804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2015-10-01,3.2,,,,,,,,,,,9981,,,,,,,21.182475542322415,,,,,,,436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2015-11-01,3.4,,,,,,,,,,,9815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2015-12-01,4.4,,,,,,,,,,,9735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2016-01-01,5.2,18.828,7.8,125.68,818956.0,43306.0,30.959008097165995,,11.18541338300616,7.982740021574973,22.28427813459928,9580,298.3,,17834.0,39.4,20.053197509903796,232.1,20.008496176720477,53383.0,19.9,92.0,17024.0,93.0,1079.0,430.0,9.0,50378.0,56388.0,116.0,4368.0,3248.0,81.63563754991844,,25.22269104547585,1661.0,9.3,1310.0,2012.0,7.3,,11.3,57.0,32.2,361.0,11.1,266.0,456.0,8.2,548.0,12.5,492.0,419.0,677.0,9.6,14.0,15.4,WASECA
2016-02-01,5.3,,,,,,,,,,,9445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2016-03-01,5.4,,,,,,,,,,,9528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2016-04-01,4.1,,,,,,,,,,,9411,,,,,,,19.89752348420154,,,,,,,437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2016-05-01,3.6,,,,,,,,,,,9377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2016-06-01,4.3,,,,,,,,,,,9607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2016-07-01,4.1,,,,,,,,,,,9541,,,,,,,20.398642917726885,,,,,,,439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2016-08-01,4.1,,,,,,,,,,,9580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2016-09-01,3.8,,,,,,,,,,,9506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2016-10-01,3.8,,,,,,,,,,,9594,,,,,,,20.52475666525603,,,,,,,448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2016-11-01,3.4,,,,,,,,,,,9440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2016-12-01,4.3,,,,,,,,,,,9420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2017-01-01,5.6,18.787,,132.11,,,,,,,,9427,,,,,,,20.059372349448683,,,,,,,449.0,5.0,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,WASECA
2017-02-01,5.5,,,,,,,,,,,9317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2017-03-01,5.1,,,,,,,,,,,9341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2017-04-01,3.9,,,,,,,,,,,9327,,,,,,,19.305019305019304,,,,,,,461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2017-05-01,3.3,,,,,,,,,,,9313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2017-06-01,3.7,,,,,,,,,,,9465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2017-07-01,3.4,,,,,,,,,,,9382,,,,,,,20.40464916056823,,,,,,,461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2017-08-01,3.5,,,,,,,,,,,9355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2017-09-01,2.9,,,,,,,,,,,9308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2017-10-01,2.5,,,,,,,,,,,9486,,,,,,,21.05483465885308,,,,,,,467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2017-11-01,3.1,,,,,,,,,,,9470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2017-12-01,4.2,,,,,,,,,,,9518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2018-01-01,6.6,,,,,,,,,,,9659,,,,,,,19.8728813559322,,,,,,,470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2018-02-01,5.9,,,,,,,,,,,9615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2018-03-01,5.8,,,,,,,,,,,9595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2018-04-01,4.5,,,,,,,,,,,9584,,,,,,,19.01944209636517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2018-05-01,3.3,,,,,,,,,,,9616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2018-06-01,3.7,,,,,,,,,,,9719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2018-07-01,3.3,,,,,,,,,,,9639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
2018-08-01,2.9,,,,,,,,,,,9441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASECA
