DATE,NETMIGNACS027059,PUA0T17MN27059A647NCEN,MNISAN9URN,CBR27059MNA647NCEN,S1701ACS027059,MNISAN9POP,MHIMN27059A052NCEN,PI27059,PCPI27059,MNISAN9LFN,2020RATIO027059,B14005DCYACS027059,PEAAMN27059A647NCEN,HOWNRATEACS027059,RACEDISPARITY027059,PEU18MN27059A647NCEN,PUAAMN27059A647NCEN,PUA5T17RMN27059A647NCEN,MHICILBMN27059A052NCEN,MHICIUBMN27059A052NCEN,ATNHPIUS27059A,HC01ESTVC1727059,HC01ESTVC1627059,ENU2705920510,BPPRIV027059,USPTOISSUED027059,EQFXSUBPRIME027059,DP04ACS027059,B01002001E027059,B03002012E027059,CDC20N2U027059,CDC20N2UAA027059,B080ACS027059,PPAAMN27059A156NCEN,PECILBAAMN27059A647NCEN,PECIUBAAMN27059A647NCEN,PPCILBAAMN27059A156NCEN,S1101SPHOUSE027059,PPCIUBAAMN27059A156NCEN,DMPCRATE027059,S1501ACSTOTAL027059,FBITC027059,B03002004E027059,B03002003E027059,B03002006E027059,B03002005E027059,PPU18MN27059A156NCEN,PECILBU18MN27059A647NCEN,PECIUBU18MN27059A647NCEN,PPCILBU18MN27059A156NCEN,PE5T17MN27059A647NCEN,PP5T17MN27059A156NCEN,PECILB5T17MN27059A647NCEN,PECIUB5T17MN27059A647NCEN,PPCILB5T17MN27059A156NCEN,PPCIUB5T17MN27059A156NCEN,PPCIUBU18MN27059A156NCEN,county
2013-01-01,548.0,9245.0,8.4,3509.0,8.0,38.058,58436.0,1381716.0,36184.0,20386,8.203261368856225,5.750487329434698,3151.0,83.91705314782237,21.586847708857608,994.0,37666.0,6854.0,54391.0,62481.0,100.46,16.5,91.6,691.0,78.0,,30.25188262788886,34.18696800704432,38.2,620.0,342.4,282.1,33.1891953891151,8.4,2548.0,3754.0,6.8,27.38150023009664,10.0,28.310999999987,26.700000000000006,289.0,231.0,36161.0,199.0,222.0,10.8,745.0,1243.0,8.1,714.0,10.4,517.0,911.0,7.5,13.3,13.5,ISANTI
2013-02-01,,,7.6,,,,,,,20280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2013-03-01,,,7.5,,,,,,,20268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2013-04-01,,,6.6,,,,,,,20251,,,,,,,,,,,,,,705.0,,,28.678951466389822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2013-05-01,,,5.5,,,,,,,20090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2013-06-01,,,5.9,,,,,,,20233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2013-07-01,,,5.6,,,,,,,20290,,,,,,,,,,,,,,714.0,,,28.392588883324986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2013-08-01,,,5.3,,,,,,,20140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2013-09-01,,,4.9,,,,,,,20079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2013-10-01,,,4.6,,,,,,,20070,,,,,,,,,,,,,,704.0,,,28.36633663366336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2013-11-01,,,4.6,,,,,,,20124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2013-12-01,,,5.5,,,,,,,20211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2014-01-01,-70.0,9159.0,6.8,3190.0,7.2,38.259,65342.0,1436847.0,37417.0,20244,8.466197666437887,5.469141996989462,2971.0,83.83768547572195,14.126152306649564,1073.0,37899.0,6871.0,61212.0,69472.0,108.48,17.1,91.7,706.0,116.0,,28.3308568598316,32.296824934459664,38.7,650.0,371.8,301.4,33.46234014985071,7.8,2320.0,3622.0,6.1,26.78693765699932,9.5,35.650999999605105,27.2,284.0,216.0,36186.0,274.0,190.0,11.7,814.0,1332.0,8.9,736.0,10.7,549.0,923.0,8.0,13.4,14.5,ISANTI
2014-02-01,,,7.0,,,,,,,20315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2014-03-01,,,6.9,,,,,,,20350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2014-04-01,,,5.6,,,,,,,20247,,,,,,,,,,,,,,714.0,,,27.552795031055897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2014-05-01,,,4.5,,,,,,,20138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2014-06-01,,,4.7,,,,,,,20268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2014-07-01,,,4.6,,,,,,,20386,,,,,,,,,,,,,,713.0,,,27.06692913385827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2014-08-01,,,4.3,,,,,,,20209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2014-09-01,,,3.9,,,,,,,20078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2014-10-01,,,3.4,,,,,,,20084,,,,,,,,,,,,,,718.0,,,27.54954084098598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2014-11-01,,,4.1,,,,,,,20243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2014-12-01,,,4.9,,,,,,,20291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2015-01-01,257.0,9041.0,5.9,2940.0,7.4,38.259,63134.0,1502288.0,39068.0,20167,8.807000458295143,6.399187404773997,2922.0,83.32095293680692,11.378136629095245,912.0,37923.0,6766.0,58301.0,67967.0,115.55,17.7,90.7,698.0,127.0,,27.07729468599034,31.536955102632913,39.5,675.0,353.1,280.3,34.0999557717824,7.7,2348.0,3496.0,6.2,27.924436909663356,9.2,31.7089999997988,28.500000000000004,329.0,212.0,36195.0,285.0,213.0,10.1,704.0,1120.0,7.8,601.0,8.9,443.0,759.0,6.6,11.2,12.4,ISANTI
2015-02-01,,,5.9,,,,,,,20253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2015-03-01,,,5.6,,,,,,,20184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2015-04-01,,,4.2,,,,,,,20095,,,,,,,,,,,,,,701.0,,,25.901718712176233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2015-05-01,,,3.8,,,,,,,20194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2015-06-01,,,4.1,,,,,,,20256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2015-07-01,,,3.9,,,,,,,20391,,,,,,,,,,,,,,688.0,,,26.26936829558999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2015-08-01,,,3.6,,,,,,,20237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2015-09-01,,,3.3,,,,,,,20062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2015-10-01,,,3.2,,,,,,,20076,,,,,,,,,,,,,,688.0,,,26.258992805755398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2015-11-01,,,3.3,,,,,,,20129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2015-12-01,,,4.6,,,,,,,20329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2016-01-01,,9082.0,6.0,,7.2,38.764,68303.0,1557443.0,39909.0,20626,8.827977107638125,7.384615384615384,2955.0,83.52568334873894,12.560353642691666,964.0,38504.0,6799.0,62942.0,73664.0,123.4,17.7,91.2,683.0,203.0,,25.155875299760194,29.428449865267336,39.5,683.0,379.2,306.1,34.167396061269145,7.7,2358.0,3552.0,6.2,28.776104905293828,9.2,,29.0,356.0,219.0,36323.0,336.0,130.0,10.6,741.0,1187.0,8.1,658.0,9.7,496.0,820.0,7.3,12.1,13.1,ISANTI
2016-02-01,,,6.0,,,,,,,20768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2016-03-01,,,6.1,,,,,,,20791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2016-04-01,,,4.7,,,,,,,20659,,,,,,,,,,,,,,692.0,,,24.640115163147797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2016-05-01,,,3.7,,,,,,,20564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2016-06-01,,,4.3,,,,,,,20732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2016-07-01,,,4.1,,,,,,,20937,,,,,,,,,,,,,,696.0,,,24.80473372781065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2016-08-01,,,4.3,,,,,,,20868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2016-09-01,,,4.0,,,,,,,20728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2016-10-01,,,3.9,,,,,,,20704,,,,,,,,,,,,,,706.0,,,24.935792668690173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2016-11-01,,,3.8,,,,,,,20709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2016-12-01,,,5.2,,,,,,,20921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2017-01-01,,,6.4,,,39.582,,,,21036,,,,,,,,,,,132.8,,,702.0,270.0,,23.761446348908194,,,,,,,,,,,,,,,311.0,,,,,,,,,,,,,,,,ISANTI
2017-02-01,,,6.1,,,,,,,21090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2017-03-01,,,5.8,,,,,,,21108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2017-04-01,,,4.3,,,,,,,20935,,,,,,,,,,,,,,716.0,,,23.551142923112444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2017-05-01,,,3.6,,,,,,,20861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2017-06-01,,,3.9,,,,,,,21007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2017-07-01,,,3.8,,,,,,,21235,,,,,,,,,,,,,,737.0,,,24.113641699929566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2017-08-01,,,3.8,,,,,,,21135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2017-09-01,,,3.1,,,,,,,21007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2017-10-01,,,2.8,,,,,,,20882,,,,,,,,,,,,,,745.0,,,24.27452786734224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2017-11-01,,,3.6,,,,,,,21018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2017-12-01,,,4.8,,,,,,,21096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2018-01-01,,,5.9,,,,,,,21467,,,,,,,,,,,,,,744.0,,,23.95906024656897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2018-02-01,,,5.6,,,,,,,21541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2018-03-01,,,5.4,,,,,,,21475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2018-04-01,,,4.3,,,,,,,21338,,,,,,,,,,,,,,,,,23.42424936969975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2018-05-01,,,3.0,,,,,,,21205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2018-06-01,,,3.2,,,,,,,21360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2018-07-01,,,3.0,,,,,,,21461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
2018-08-01,,,2.8,,,,,,,21165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISANTI
