DATE,MNLESU9URN,MNLESU9POP,B01002001E027079,B03002003E027079,PCPI27079,MHIMN27079A052NCEN,CBR27079MNA647NCEN,2020RATIO027079,MNLESU9LFN,NETMIGNACS027079,RACEDISPARITY027079,PI27079,B14005DCYACS027079,DP04ACS027079,HOWNRATEACS027079,CDC20N2U027079,PUA0T17MN27079A647NCEN,PUAAMN27079A647NCEN,B080ACS027079,CDC20N2UAA027079,ATNHPIUS27079A,EQFXSUBPRIME027079,PUA5T17RMN27079A647NCEN,PEU18MN27079A647NCEN,DMPCRATE027079,PEAAMN27079A647NCEN,HC01ESTVC1727079,S1701ACS027079,HC01ESTVC1627079,PPU18MN27079A156NCEN,B03002006E027079,B03002012E027079,ENU2707920510,PPAAMN27079A156NCEN,PE5T17MN27079A647NCEN,BPPRIV027079,B03002004E027079,FBITC027079,PP5T17MN27079A156NCEN,MHICILBMN27079A052NCEN,MHICIUBMN27079A052NCEN,B03002005E027079,PECILBU18MN27079A647NCEN,PECIUBU18MN27079A647NCEN,PECILBAAMN27079A647NCEN,PECIUBAAMN27079A647NCEN,S1101SPHOUSE027079,PPCILBU18MN27079A156NCEN,PPCIUBU18MN27079A156NCEN,PPCILBAAMN27079A156NCEN,PPCIUBAAMN27079A156NCEN,S1501ACSTOTAL027079,PECILB5T17MN27079A647NCEN,PECIUB5T17MN27079A647NCEN,PPCILB5T17MN27079A156NCEN,PPCIUB5T17MN27079A156NCEN,county
2015-11-01,3.6,,,,,,,,15498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2015-12-01,5.8,,,,,,,,15807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2016-01-01,6.9,27.714000000000002,41.5,25380.0,44382.0,63451.0,,10.32564982834723,15735,,45.13159293513752,1224557.0,1.4251781472684086,26.245720806390263,84.60861594867094,350.8,6533.0,27297.0,25.547260075384173,267.8,122.69,19.949676491732568,4904.0,698.0,,2289.0,21.4,8.5,90.8,10.7,125.0,1553.0,640.0,8.4,476.0,59.0,190.0,114.0,9.7,58928.0,67974.0,95.0,562.0,834.0,1882.0,2696.0,25.78365089121082,8.6,12.8,6.9,9.9,33.2,376.0,576.0,7.7,11.7,LE SUEUR
2016-02-01,6.7,,,,,,,,15680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2016-03-01,6.9,,,,,,,,15757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2016-04-01,5.2,,,,,,,,15573,,,,,,,,,,,,,19.307109346806207,,,,,,,,,,,648.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2016-05-01,3.7,,,,,,,,15394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2016-06-01,4.1,,,,,,,,15520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2016-07-01,3.9,,,,,,,,15655,,,,,,,,,,,,,20.07168458781362,,,,,,,,,,,652.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2016-08-01,3.9,,,,,,,,15560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2016-09-01,3.6,,,,,,,,15422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2016-10-01,3.5,,,,,,,,15552,,,,,,,,,,,,,19.920606279321547,,,,,,,,,,,653.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2016-11-01,3.9,,,,,,,,15625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2016-12-01,6.2,,,,,,,,15916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2017-01-01,7.5,28.111,,,,,,,16044,,,,,,,,,,,,126.32,19.80796586059744,,,,,,,,,,,653.0,,,79.0,,103.0,,,,,,,,,,,,,,,,,,,LE SUEUR
2017-02-01,7.2,,,,,,,,15979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2017-03-01,6.8,,,,,,,,15966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2017-04-01,5.1,,,,,,,,15817,,,,,,,,,,,,,19.857397504456326,,,,,,,,,,,664.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2017-05-01,3.5,,,,,,,,15605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2017-06-01,3.6,,,,,,,,15660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2017-07-01,3.5,,,,,,,,15827,,,,,,,,,,,,,20.480225988700568,,,,,,,,,,,669.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2017-08-01,3.5,,,,,,,,15703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2017-09-01,2.9,,,,,,,,15597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2017-10-01,2.6,,,,,,,,15668,,,,,,,,,,,,,21.22885743872972,,,,,,,,,,,678.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2017-11-01,3.8,,,,,,,,15779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2017-12-01,5.8,,,,,,,,15986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2018-01-01,7.7,,,,,,,,16358,,,,,,,,,,,,,19.979296066252587,,,,,,,,,,,680.0,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2018-02-01,6.8,,,,,,,,16300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2018-03-01,6.5,,,,,,,,16235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2018-04-01,5.4,,,,,,,,16154,,,,,,,,,,,,,19.428969359331482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2018-05-01,3.1,,,,,,,,15950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2018-06-01,3.0,,,,,,,,15961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2018-07-01,2.9,,,,,,,,16118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
2018-08-01,2.6,,,,,,,,15743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE SUEUR
