DATE,B080ACS027023,2020RATIO027023,B01002001E027023,MNCHIP3URN,EQFXSUBPRIME027023,CDC20N2U027023,ATNHPIUS27023A,ENU2702320510,MNCHIP3POP,PCPI27023,BPPRIV027023,MNCHIP3LFN,MHIMN27023A052NCEN,S1701ACS027023,PI27023,HOWNRATEACS027023,B03002012E027023,S1101SPHOUSE027023,NETMIGNACS027023,DMPCRATE027023,FBITC027023,RACEDISPARITY027023,B03002006E027023,B03002003E027023,B03002005E027023,B03002004E027023,CBR27023MNA647NCEN,PEU18MN27023A647NCEN,B14005DCYACS027023,DP04ACS027023,USPTOISSUED027023,PUAAMN27023A647NCEN,CDC20N2UAA027023,HC01ESTVC1727023,HC01ESTVC1627023,MHICILBMN27023A052NCEN,MHICIUBMN27023A052NCEN,PUA0T17MN27023A647NCEN,PUA5T17RMN27023A647NCEN,PEAAMN27023A647NCEN,PPAAMN27023A156NCEN,PECILBAAMN27023A647NCEN,PECIUBAAMN27023A647NCEN,PPCILBAAMN27023A156NCEN,PPCIUBAAMN27023A156NCEN,S1501ACSTOTAL027023,PE5T17MN27023A647NCEN,PP5T17MN27023A156NCEN,PECILB5T17MN27023A647NCEN,PECIUB5T17MN27023A647NCEN,PPCILB5T17MN27023A156NCEN,PPU18MN27023A156NCEN,PECILBU18MN27023A647NCEN,PECIUBU18MN27023A647NCEN,PPCILBU18MN27023A156NCEN,PPCIUB5T17MN27023A156NCEN,PPCIUBU18MN27023A156NCEN,county
2006-02-01,,,,4.6,,,,,,,,7165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2006-03-01,,,,4.6,,,,,,,,7153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2006-04-01,,,,4.0,21.084337349397593,,,432.0,,,,7140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2006-05-01,,,,3.5,,,,,,,,7062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2006-06-01,,,,3.7,,,,,,,,7266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2006-07-01,,,,3.8,21.43906020558003,,,429.0,,,,7185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2006-08-01,,,,3.4,,,,,,,,7131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2006-09-01,,,,3.2,,,,,,,,7120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2006-10-01,,,,2.9,22.123236822568675,,,434.0,,,,7070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2006-11-01,,,,3.2,,,,,,,,7082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2006-12-01,,,,3.9,,,,,,,,7102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2007-01-01,,,,6.9,21.49321266968326,345.0,129.89,411.0,12.270999999999999,34530.0,25.0,6993,42751.0,,428209.0,,,,,,,,,,,,585.0,382.0,,,,12232.0,280.9,,,38731.0,46771.0,2773.0,1992.0,1265.0,10.3,988.0,1543.0,8.1,12.6,,237.0,11.9,176.0,298.0,8.8,13.8,288.0,477.0,10.4,15.0,17.2,CHIPPEWA
2007-02-01,,,,5.1,,,,,,,,7025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2007-03-01,,,,5.1,,,,,,,,7128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2007-04-01,,,,4.6,20.763358778625953,,,417.0,,,,7041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2007-05-01,,,,3.6,,,,,,,,7061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2007-06-01,,,,3.8,,,,,,,,7236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2007-07-01,,,,4.1,21.209858103061983,,,421.0,,,,7210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2007-08-01,,,,3.6,,,,,,,,7042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2007-09-01,,,,3.7,,,,,,,,7079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2007-10-01,,,,3.1,20.637329286798177,,,427.0,,,,7016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2007-11-01,,,,3.3,,,,,,,,7013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2007-12-01,,,,4.7,,,,,,,,7011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2008-01-01,,,,6.6,21.770917952883835,191.0,129.05,414.0,12.234000000000002,38744.0,19.0,7232,44473.0,,479496.0,,,,,56.8499999046326,69.0,,,,,,672.0,347.0,,,,12183.0,149.4,,,40299.0,48646.0,2778.0,1980.0,1158.0,9.5,936.0,1381.0,7.7,11.3,,207.0,10.5,158.0,256.0,8.0,12.5,271.0,424.0,9.8,12.9,15.3,CHIPPEWA
2008-02-01,,,,5.6,,,,,,,,7041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2008-03-01,,,,5.4,,,,,,,,7147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2008-04-01,,,,4.8,22.672064777327932,,,419.0,,,,7190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2008-05-01,,,,4.5,,,,,,,,7303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2008-06-01,,,,4.6,,,,,,,,7408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2008-07-01,,,,4.9,22.85485164394547,,,424.0,,,,7147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2008-08-01,,,,5.0,,,,,,,,7018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2008-09-01,,,,4.6,,,,,,,,7003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2008-10-01,,,,4.6,24.232633279483036,,,423.0,,,,6995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2008-11-01,,,,5.2,,,,,,,,7055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2008-12-01,,,,6.5,,,,,,,,7101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2009-01-01,15.311879549966907,,43.2,9.4,23.45779220779221,362.7,126.05,408.0,12.207,38485.0,20.0,7369,45384.0,,475678.0,80.59701492537313,335.0,37.58169934640522,-388.0,52.6599999666214,21.0,31.70960200303228,22.0,11553.0,250.0,50.0,825.0,390.0,4.21455938697318,,,12083.0,290.1,,,41133.0,49635.0,2909.0,2102.0,1202.0,9.9,944.0,1461.0,7.8,12.1,25.6,253.0,12.0,193.0,313.0,9.2,13.4,302.0,478.0,10.4,14.9,16.4,CHIPPEWA
2009-02-01,,,,9.4,,,,,,,,7360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2009-03-01,,,,8.7,,,,,,,,7315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2009-04-01,,,,8.1,23.69057211925866,,,413.0,,,,7378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2009-05-01,,,,7.1,,,,,,,,7336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2009-06-01,,,,8.3,,,,,,,,7560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2009-07-01,,,,7.3,24.084621643612696,,,412.0,,,,7293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2009-08-01,,,,7.1,,,,,,,,7265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2009-09-01,,,,6.5,,,,,,,,7117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2009-10-01,,,,6.8,25.643086816720253,,,413.0,,,,7192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2009-11-01,,,,6.7,,,,,,,,7203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2009-12-01,,,,7.3,,,,,,,,7183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2010-01-01,15.53654485049834,10.70492951580422,42.8,9.9,24.28919577579204,305.8,126.84,406.0,12.443,39347.0,3.0,7132,44717.0,,489826.0,79.38937546042399,556.0,32.896652110625915,-109.0,37.849999904632604,55.0,17.705393668028826,22.0,11436.0,109.0,66.0,1032.0,438.0,1.237964236588721,25.471510819932494,,12274.0,241.0,15.8,87.1,40812.0,48622.0,2883.0,2031.0,1226.0,10.0,958.0,1494.0,7.8,12.2,26.9,285.0,14.0,214.0,356.0,10.5,15.2,331.0,545.0,11.5,17.5,18.9,CHIPPEWA
2010-02-01,,,,9.1,,,,,,,,7258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2010-03-01,,,,9.0,,,,,,,,7281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2010-04-01,,,,7.3,23.487261146496817,,,406.0,,,,7239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2010-05-01,,,,6.6,,,,,,,,7264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2010-06-01,,,,7.2,,,,,,,,7181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2010-07-01,,,,7.0,24.00635930047695,,,408.0,,,,7210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2010-08-01,,,,6.9,,,,,,,,7075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2010-09-01,,,,6.5,,,,,,,,6970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2010-10-01,,,,5.9,23.469387755102037,,,407.0,,,,7074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2010-11-01,,,,5.8,,,,,,,,7089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2010-12-01,,,,6.8,,,,,,,,7062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2011-01-01,15.460901087519419,11.183896797153022,42.9,9.0,24.015748031496067,453.7,124.46,403.0,12.31,43813.0,7.0,7235,46545.0,,540524.0,77.81716264116727,586.0,34.910394265232966,-167.0,57.561999999918,42.0,19.382985832908915,28.0,11351.0,66.0,62.0,1084.0,455.0,3.2810271041369474,25.25958466453675,,12128.0,374.7,16.6,86.7,42692.0,50398.0,2834.0,2023.0,1318.0,10.9,1047.0,1589.0,8.7,13.1,28.4,293.0,14.5,224.0,362.0,11.1,16.1,357.0,553.0,12.6,17.9,19.6,CHIPPEWA
2011-02-01,,,,8.1,,,,,,,,7241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2011-03-01,,,,7.5,,,,,,,,7272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2011-04-01,,,,6.4,23.58490566037736,,,409.0,,,,7195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2011-05-01,,,,6.0,,,,,,,,7390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2011-06-01,,,,6.4,,,,,,,,7293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2011-07-01,,,,6.6,22.79179810725552,,,411.0,,,,7309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2011-08-01,,,,5.6,,,,,,,,7150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2011-09-01,,,,5.3,,,,,,,,7011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2011-10-01,,,,4.6,24.201277955271568,,,414.0,,,,6984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2011-11-01,,,,4.6,,,,,,,,7019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2011-12-01,,,,5.4,,,,,,,,7096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2012-01-01,17.391977965226378,12.022174726155493,42.7,6.7,24.45344129554656,432.3,125.67,405.0,12.117,48311.0,16.0,7082,49545.0,9.4,587222.0,77.02254641909816,608.0,28.72570194384449,-92.0,48.525999999605105,30.0,10.315713116150937,52.0,11252.0,77.0,43.0,1081.0,398.0,2.5297619047619047,25.318246110325322,,11949.0,312.7,17.0,87.4,46100.0,52990.0,2740.0,1988.0,1169.0,9.8,935.0,1403.0,7.8,11.8,29.7,246.0,12.4,184.0,308.0,9.3,14.5,308.0,488.0,11.2,15.5,17.8,CHIPPEWA
2012-02-01,,,,6.6,,,,,,,,7067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2012-03-01,,,,6.5,,,,,,,,7103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2012-04-01,,,,5.3,24.97998398718975,,,407.0,,,,7121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2012-05-01,,,,4.9,,,,,,,,7252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2012-06-01,,,,5.2,,,,,,,,7329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2012-07-01,,,,5.2,24.701195219123502,,,408.0,,,,7208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2012-08-01,,,,4.8,,,,,,,,6983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2012-09-01,,,,4.3,,,,,,,,6853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2012-10-01,,,,4.1,26.003210272873197,,,409.0,,,,6899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2012-11-01,,,,4.2,,,,,,,,6862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2012-12-01,,,,5.5,,,,,,,,6938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2013-01-01,18.005172413793105,11.610652663165789,42.8,8.5,24.550430023455824,470.4,126.94,398.0,12.07,48845.0,12.0,6842,55232.0,10.6,591414.0,74.81888583562328,633.0,29.306794783802328,-258.0,53.60899999970571,34.0,16.878417253415858,67.0,11149.0,58.0,68.0,1091.0,444.0,3.322784810126582,25.544147843942504,,11891.0,363.2,17.3,87.7,52426.0,58038.0,2744.0,2030.0,1320.0,11.1,1082.0,1558.0,9.1,13.1,30.3,310.0,15.3,247.0,373.0,12.2,16.2,361.0,527.0,13.2,18.4,19.2,CHIPPEWA
2013-02-01,,,,6.4,,,,,,,,6898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2013-03-01,,,,6.3,,,,,,,,6906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2013-04-01,,,,5.4,24.318004676539363,,,399.0,,,,6922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2013-05-01,,,,5.2,,,,,,,,7026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2013-06-01,,,,4.8,,,,,,,,7119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2013-07-01,,,,4.8,24.439461883408068,,,401.0,,,,6986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2013-08-01,,,,4.4,,,,,,,,6977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2013-09-01,,,,3.9,,,,,,,,6896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2013-10-01,,,,3.6,24.17340191036003,,,394.0,,,,6893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2013-11-01,,,,3.7,,,,,,,,6914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2013-12-01,,,,4.6,,,,,,,,6961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2014-01-01,17.88090038635982,10.210157747309449,43.1,7.4,22.98181818181818,424.5,131.48,398.0,12.048,44776.0,9.0,6826,51274.0,11.2,541745.0,73.53334447601537,663.0,30.919220055710305,-43.0,43.644999999553,30.0,10.953875985872152,68.0,11062.0,59.0,91.0,1153.0,480.0,2.403846153846154,22.31920199501247,,11914.0,312.9,17.6,88.3,46143.0,56405.0,2739.0,2009.0,1371.0,11.5,1115.0,1627.0,9.3,13.7,31.3,291.0,14.5,224.0,358.0,11.2,17.5,388.0,572.0,14.1,17.8,20.9,CHIPPEWA
2014-02-01,,,,6.3,,,,,,,,6944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2014-03-01,,,,5.8,,,,,,,,6953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2014-04-01,,,,4.9,20.429362880886426,,,395.0,,,,6852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2014-05-01,,,,4.1,,,,,,,,6823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2014-06-01,,,,4.4,,,,,,,,6876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2014-07-01,,,,4.1,20.135135135135133,,,394.0,,,,6856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2014-08-01,,,,4.0,,,,,,,,6850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2014-09-01,,,,3.2,,,,,,,,6864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2014-10-01,,,,2.8,21.951219512195124,,,394.0,,,,6991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2014-11-01,,,,3.3,,,,,,,,6940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2014-12-01,,,,4.2,,,,,,,,6994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2015-01-01,17.34814066969544,10.389227793483114,43.0,6.5,21.40957446808511,449.7,131.27,389.0,12.065,45684.0,7.0,7059,50896.0,12.2,554333.0,71.29995793016406,690.0,30.287769784172664,-94.0,34.7239999999292,28.0,23.43834410827318,30.0,10941.0,162.0,97.0,1061.0,425.0,1.6891891891891893,22.240663900414933,,11914.0,335.4,15.9,89.6,46030.0,55762.0,2769.0,2038.0,1319.0,11.1,1066.0,1572.0,9.0,13.2,29.200000000000006,277.0,13.6,208.0,346.0,10.2,15.3,335.0,515.0,12.1,17.0,18.5,CHIPPEWA
2015-02-01,,,,5.2,,,,,,,,6848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2015-03-01,,,,6.0,,,,,,,,7099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2015-04-01,,,,3.8,21.50968603874416,,,387.0,,,,6894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2015-05-01,,,,4.3,,,,,,,,6873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2015-06-01,,,,4.4,,,,,,,,7076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2015-07-01,,,,4.2,20.76871207012812,,,374.0,,,,6829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2015-08-01,,,,3.8,,,,,,,,6773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2015-09-01,,,,3.1,,,,,,,,6770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2015-10-01,,,,3.2,19.84126984126984,,,373.0,,,,7032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2015-11-01,,,,3.2,,,,,,,,7002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2015-12-01,,,,4.5,,,,,,,,7087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2016-01-01,17.393313172043012,10.25222469410456,43.1,6.6,19.530201342281877,367.2,135.14,377.0,12.036,46626.0,8.0,7130,51675.0,10.8,565711.0,72.57316353209075,730.0,27.96208530805687,,,31.0,21.273216310678293,81.0,10833.0,159.0,61.0,,389.0,1.6216216216216215,20.9697472026523,,11934.0,255.8,16.5,90.1,46697.0,56653.0,2746.0,1874.0,1066.0,8.9,820.0,1312.0,6.8,11.0,29.9,264.0,14.1,195.0,333.0,10.4,14.2,292.0,486.0,10.7,17.8,17.7,CHIPPEWA
2016-02-01,,,,6.3,,,,,,,,6981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2016-03-01,,,,5.5,,,,,,,,7077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2016-04-01,,,,4.1,18.758256274768826,,,381.0,,,,6931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2016-05-01,,,,3.5,,,,,,,,6903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2016-06-01,,,,4.1,,,,,,,,7082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2016-07-01,,,,4.9,18.778726198292844,,,383.0,,,,6858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2016-08-01,,,,3.9,,,,,,,,6785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2016-09-01,,,,3.6,,,,,,,,6827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2016-10-01,,,,3.3,19.19525065963061,,,387.0,,,,7058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2016-11-01,,,,3.3,,,,,,,,7110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2016-12-01,,,,4.8,,,,,,,,7160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2017-01-01,,,,5.8,18.484650555192683,,136.16,384.0,11.98,,9.0,7183,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2017-02-01,,,,5.4,,,,,,,,7019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2017-03-01,,,,5.1,,,,,,,,7130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2017-04-01,,,,4.4,17.894736842105264,,,389.0,,,,7049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2017-05-01,,,,3.3,,,,,,,,6982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2017-06-01,,,,3.7,,,,,,,,7098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2017-07-01,,,,3.5,18.489065606361827,,,394.0,,,,6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2017-08-01,,,,3.9,,,,,,,,6751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
2017-09-01,,,,3.1,,,,,,,,6770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIPPEWA
