DATE,PCPI27077,MNLAKE7URN,CBR27077MNA647NCEN,PI27077,NETMIGNACS027077,RACEDISPARITY027077,2020RATIO027077,B14005DCYACS027077,DP04ACS027077,HOWNRATEACS027077,MNLAKE7POP,MNLAKE7LFN,CDC20N2U027077,PUA0T17MN27077A647NCEN,PUAAMN27077A647NCEN,B01002001E027077,B080ACS027077,CDC20N2UAA027077,EQFXSUBPRIME027077,PUA5T17RMN27077A647NCEN,MHIMN27077A052NCEN,PEU18MN27077A647NCEN,DMPCRATE027077,PEAAMN27077A647NCEN,HC01ESTVC1727077,S1701ACS027077,HC01ESTVC1627077,PPU18MN27077A156NCEN,B03002003E027077,B03002006E027077,B03002012E027077,ENU2707720510,PPAAMN27077A156NCEN,PE5T17MN27077A647NCEN,BPPRIV027077,B03002004E027077,FBITC027077,PP5T17MN27077A156NCEN,MHICILBMN27077A052NCEN,MHICIUBMN27077A052NCEN,B03002005E027077,PECILBU18MN27077A647NCEN,PECIUBU18MN27077A647NCEN,PECILBAAMN27077A647NCEN,PECIUBAAMN27077A647NCEN,S1101SPHOUSE027077,PPCILBU18MN27077A156NCEN,PPCIUBU18MN27077A156NCEN,PPCILBAAMN27077A156NCEN,PPCIUBAAMN27077A156NCEN,S1501ACSTOTAL027077,PECILB5T17MN27077A647NCEN,PECIUB5T17MN27077A647NCEN,PPCILB5T17MN27077A156NCEN,PPCIUB5T17MN27077A156NCEN,county
2007-01-01,30428.0,5.5,142.0,127948.0,,,,,,,4.042,2433,418.7,819.0,4042.0,,,307.4,19.259259259259263,602.0,40436.0,125.0,,454.0,,,,15.3,,,,157.0,11.2,78.0,26.0,,105.0,13.0,36503.0,44369.0,,95.0,156.0,351.0,556.0,,11.6,19.0,8.7,13.8,,58.0,98.0,9.6,16.3,LAKE OF THE WOODS
2007-02-01,,4.9,,,,,,,,,,2420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2007-03-01,,4.7,,,,,,,,,,2406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2007-04-01,,5.9,,,,,,,,,,2193,,,,,,,18.329466357308586,,,,,,,,,,,,,161.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2007-05-01,,4.9,,,,,,,,,,2286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2007-06-01,,4.6,,,,,,,,,,2366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2007-07-01,,4.8,,,,,,,,,,2360,,,,,,,19.11421911421911,,,,,,,,,,,,,165.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2007-08-01,,4.7,,,,,,,,,,2298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2007-09-01,,4.5,,,,,,,,,,2218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2007-10-01,,4.7,,,,,,,,,,2189,,,,,,,21.51589242053789,,,,,,,,,,,,,162.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2007-11-01,,5.7,,,,,,,,,,2144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2007-12-01,,5.7,,,,,,,,,,2261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2008-01-01,35753.0,5.6,157.0,147588.0,,,,,,,3.948,2320,345.3,755.0,3933.0,,,266.2,21.608040201005025,558.0,40435.0,136.0,82.8399999141693,476.0,,,,18.0,,,,157.0,12.1,92.0,23.0,,51.0,16.5,36519.0,44350.0,,106.0,166.0,378.0,574.0,,14.0,22.0,9.6,14.6,,70.0,114.0,12.5,20.4,LAKE OF THE WOODS
2008-02-01,,4.9,,,,,,,,,,2266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2008-03-01,,4.8,,,,,,,,,,2295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2008-04-01,,6.3,,,,,,,,,,2214,,,,,,,18.918918918918923,,,,,,,,,,,,,158.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2008-05-01,,6.2,,,,,,,,,,2277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2008-06-01,,6.1,,,,,,,,,,2373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2008-07-01,,6.7,,,,,,,,,,2360,,,,,,,20.85308056872038,,,,,,,,,,,,,158.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2008-08-01,,6.2,,,,,,,,,,2274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2008-09-01,,6.0,,,,,,,,,,2211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2008-10-01,,6.0,,,,,,,,,,2213,,,,,,,21.41119221411192,,,,,,,,,,,,,160.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2008-11-01,,7.2,,,,,,,,,,2156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2008-12-01,,6.4,,,,,,,,,,2308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2009-01-01,35016.0,6.8,247.0,141569.0,86.0,65.72383646181538,,9.787234042553193,,89.50344149459194,3.846,2368,353.4,741.0,3827.0,47.7,18.081995412844037,204.3,21.291866028708135,536.0,40118.0,123.0,65.38999986648561,447.0,,,,16.6,3889.0,6.0,11.0,152.0,11.7,81.0,13.0,10.0,19.0,15.1,36155.0,44081.0,55.0,95.0,152.0,341.0,554.0,25.890736342042757,12.8,20.5,8.9,14.5,32.0,62.0,100.0,11.6,18.7,LAKE OF THE WOODS
2009-02-01,,6.8,,,,,,,,,,2345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2009-03-01,,7.6,,,,,,,,,,2349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2009-04-01,,8.6,,,,,,,,,,2191,,,,,,,20.093457943925234,,,,,,,,,,,,,153.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2009-05-01,,7.9,,,,,,,,,,2257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2009-06-01,,7.8,,,,,,,,,,2347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2009-07-01,,7.6,,,,,,,,,,2333,,,,,,,19.772727272727273,,,,,,,,,,,,,153.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2009-08-01,,7.5,,,,,,,,,,2289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2009-09-01,,7.4,,,,,,,,,,2207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2009-10-01,,7.2,,,,,,,,,,2167,,,,,,,21.57772621809745,,,,,,,,,,,,,155.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2009-11-01,,8.3,,,,,,,,,,2151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2009-12-01,,7.5,,,,,,,,,,2272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2010-01-01,35917.0,7.3,349.0,144855.0,125.0,43.753148614609565,10.964732978264001,3.9647577092511015,28.023598820059,88.08315204254292,4.035,2309,354.0,801.0,3976.0,48.1,17.857510288065843,231.2,21.933962264150942,589.0,39391.0,153.0,73.4299998283386,464.0,18.6,,89.6,19.1,3970.0,23.0,15.0,145.0,11.7,104.0,21.0,40.0,13.0,17.7,35900.0,42882.0,10.0,116.0,190.0,352.0,576.0,37.163814180929094,14.5,23.7,8.9,14.5,26.8,78.0,130.0,13.3,22.1,LAKE OF THE WOODS
2010-02-01,,6.5,,,,,,,,,,2378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2010-03-01,,7.0,,,,,,,,,,2399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2010-04-01,,7.5,,,,,,,,,,2288,,,,,,,20.720720720720717,,,,,,,,,,,,,144.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2010-05-01,,7.0,,,,,,,,,,2342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2010-06-01,,6.4,,,,,,,,,,2328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2010-07-01,,6.1,,,,,,,,,,2347,,,,,,,20.75055187637969,,,,,,,,,,,,,148.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2010-08-01,,6.1,,,,,,,,,,2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2010-09-01,,5.9,,,,,,,,,,2141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2010-10-01,,5.5,,,,,,,,,,2178,,,,,,,20.720720720720717,,,,,,,,,,,,,148.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2010-11-01,,6.9,,,,,,,,,,2137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2010-12-01,,5.4,,,,,,,,,,2269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2011-01-01,37074.0,5.7,346.0,148778.0,105.0,35.612116657813246,11.989259845141952,8.849557522123892,31.044957472660993,87.64155588380108,4.011,2403,630.5,777.0,3943.0,48.2,18.01427815970386,398.8,19.727891156462587,581.0,39777.0,141.0,67.36699999961999,503.0,15.9,,88.8,18.1,3908.0,11.0,15.0,149.0,12.8,94.0,12.0,53.0,5.0,16.2,35688.0,43866.0,22.0,108.0,174.0,397.0,609.0,33.244680851063826,13.9,22.3,10.1,15.5,25.1,70.0,118.0,12.1,20.3,LAKE OF THE WOODS
2011-02-01,,5.5,,,,,,,,,,2422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2011-03-01,,5.4,,,,,,,,,,2414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2011-04-01,,6.9,,,,,,,,,,2263,,,,,,,19.015659955257274,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2011-05-01,,6.2,,,,,,,,,,2365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2011-06-01,,6.5,,,,,,,,,,2406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2011-07-01,,7.4,,,,,,,,,,2410,,,,,,,19.318181818181817,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2011-08-01,,6.2,,,,,,,,,,2360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2011-09-01,,6.2,,,,,,,,,,2267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2011-10-01,,5.8,,,,,,,,,,2238,,,,,,,18.906605922551254,,,,,,,,,,,,,151.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2011-11-01,,6.9,,,,,,,,,,2171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2011-12-01,,5.7,,,,,,,,,,2350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2012-01-01,38721.0,5.8,354.0,153180.0,44.0,8.91994142055162,10.614634546050477,7.389162561576356,31.72905525846702,89.48813982521848,3.946,2400,333.6,739.0,3911.0,48.5,17.537433155080215,174.5,19.81981981981982,549.0,41084.0,133.0,59.100999999791405,429.0,14.8,17.7,90.3,18.0,3856.0,40.0,0.0,151.0,11.0,89.0,21.0,45.0,15.0,16.2,38012.0,44156.0,35.0,102.0,164.0,333.0,525.0,23.823529411764703,13.9,22.1,8.5,13.5,23.5,67.0,111.0,12.2,20.2,LAKE OF THE WOODS
2012-02-01,,5.7,,,,,,,,,,2401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2012-03-01,,6.1,,,,,,,,,,2406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2012-04-01,,6.8,,,,,,,,,,2270,,,,,,,19.956140350877195,,,,,,,,,,,,,154.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2012-05-01,,6.3,,,,,,,,,,2367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2012-06-01,,6.1,,,,,,,,,,2445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2012-07-01,,6.2,,,,,,,,,,2409,,,,,,,18.805309734513273,,,,,,,,,,,,,152.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2012-08-01,,6.1,,,,,,,,,,2359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2012-09-01,,5.1,,,,,,,,,,2266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2012-10-01,,5.3,,,,,,,,,,2251,,,,,,,19.432314410480352,,,,,,,,,,,,,153.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2012-11-01,,6.5,,,,,,,,,,2214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2012-12-01,,6.9,,,,,,,,,,2377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2013-01-01,38754.0,5.9,376.0,151992.0,103.0,1.8128103200259813,8.296795821314415,5.109489051094892,31.448104412678685,88.30971659919027,3.909,2443,393.5,714.0,3863.0,48.5,17.899628252788105,234.2,19.775280898876407,524.0,42644.0,142.0,59.2239999999292,480.0,13.8,7.9,89.7,19.9,3803.0,39.0,0.0,150.0,12.4,99.0,18.0,46.0,18.0,18.9,38702.0,46586.0,25.0,109.0,175.0,370.0,590.0,26.68621700879765,15.3,24.5,9.5,15.3,22.6,73.0,125.0,14.0,23.8,LAKE OF THE WOODS
2013-02-01,,5.7,,,,,,,,,,2411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2013-03-01,,5.4,,,,,,,,,,2395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2013-04-01,,6.8,,,,,,,,,,2257,,,,,,,21.507760532150773,,,,,,,,,,,,,148.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2013-05-01,,5.9,,,,,,,,,,2338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2013-06-01,,6.2,,,,,,,,,,2438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2013-07-01,,6.1,,,,,,,,,,2459,,,,,,,20.394736842105264,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2013-08-01,,5.2,,,,,,,,,,2407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2013-09-01,,4.7,,,,,,,,,,2317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2013-10-01,,4.7,,,,,,,,,,2330,,,,,,,19.956140350877195,,,,,,,,,,,,,149.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2013-11-01,,5.9,,,,,,,,,,2260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2013-12-01,,5.4,,,,,,,,,,2435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2014-01-01,41754.0,4.9,326.0,163132.0,37.0,22.78670029200956,7.3150751333010176,6.4,28.920073215375233,88.25931597753956,3.887,2484,339.7,706.0,3854.0,48.9,18.382978723404253,274.9,19.205298013245034,528.0,44727.0,131.0,65.61699999961999,412.0,16.2,7.2,91.5,18.6,3767.0,27.0,42.0,153.0,10.7,90.0,11.0,35.0,12.0,17.0,40200.0,49254.0,15.0,100.0,162.0,309.0,515.0,32.826747720364736,14.2,23.0,8.0,13.4,23.1,67.0,113.0,12.7,21.3,LAKE OF THE WOODS
2014-02-01,,4.9,,,,,,,,,,2459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2014-03-01,,4.9,,,,,,,,,,2451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2014-04-01,,5.3,,,,,,,,,,2253,,,,,,,18.6046511627907,,,,,,,,,,,,,156.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2014-05-01,,4.6,,,,,,,,,,2329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2014-06-01,,5.2,,,,,,,,,,2433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2014-07-01,,5.2,,,,,,,,,,2466,,,,,,,17.69722814498934,,,,,,,,,,,,,156.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2014-08-01,,4.9,,,,,,,,,,2414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2014-09-01,,4.3,,,,,,,,,,2324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2014-10-01,,3.9,,,,,,,,,,2340,,,,,,,15.434782608695652,,,,,,,,,,,,,154.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2014-11-01,,4.9,,,,,,,,,,2267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2014-12-01,,4.2,,,,,,,,,,2427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2015-01-01,44298.0,4.2,269.0,173029.0,83.0,24.828013397139678,7.852856587640886,13.095238095238097,32.636248415716096,87.32647814910027,3.87,2499,397.7,718.0,3859.0,50.3,19.28492849284929,286.4,15.957446808510639,528.0,46128.0,116.0,75.4879999998957,451.0,15.5,9.3,91.4,16.2,3723.0,36.0,39.0,150.0,11.7,79.0,20.0,23.0,6.0,15.0,41581.0,50675.0,18.0,91.0,141.0,355.0,547.0,29.43262411347517,12.7,19.7,9.2,14.2,24.0,60.0,98.0,11.3,18.7,LAKE OF THE WOODS
2015-02-01,,4.2,,,,,,,,,,2476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2015-03-01,,4.1,,,,,,,,,,2485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2015-04-01,,5.6,,,,,,,,,,2300,,,,,,,17.22689075630252,,,,,,,,,,,,,149.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2015-05-01,,4.3,,,,,,,,,,2336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2015-06-01,,4.4,,,,,,,,,,2438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2015-07-01,,4.4,,,,,,,,,,2414,,,,,,,18.787878787878785,,,,,,,,,,,,,146.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2015-08-01,,4.3,,,,,,,,,,2396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2015-09-01,,3.7,,,,,,,,,,2366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2015-10-01,,3.5,,,,,,,,,,2463,,,,,,,19.517102615694164,,,,,,,,,,,,,147.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2015-11-01,,4.7,,,,,,,,,,2386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2015-12-01,,5.7,,,,,,,,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2016-01-01,44756.0,4.5,,170700.0,,32.71578900006186,7.254276601913598,5.0,30.54283845650752,87.50650702758979,3.7960000000000003,2509,290.3,673.0,3749.0,50.8,19.700969827586206,133.8,18.38842975206612,486.0,47584.0,107.0,,408.0,17.0,8.1,89.7,15.9,3666.0,45.0,48.0,147.0,10.9,72.0,21.0,4.0,6.0,14.8,43091.0,52077.0,12.0,83.0,131.0,321.0,495.0,39.84375,12.3,19.5,8.6,13.2,24.2,54.0,90.0,11.0,18.6,LAKE OF THE WOODS
2016-02-01,,4.6,,,,,,,,,,2483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2016-03-01,,4.5,,,,,,,,,,2477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2016-04-01,,5.4,,,,,,,,,,2287,,,,,,,17.278617710583152,,,,,,,,,,,,,147.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2016-05-01,,3.9,,,,,,,,,,2341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2016-06-01,,4.5,,,,,,,,,,2453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2016-07-01,,5.1,,,,,,,,,,2414,,,,,,,15.711252653927813,,,,,,,,,,,,,146.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2016-08-01,,4.9,,,,,,,,,,2372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2016-09-01,,4.1,,,,,,,,,,2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2016-10-01,,4.0,,,,,,,,,,2327,,,,,,,16.49048625792812,,,,,,,,,,,,,146.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2016-11-01,,6.3,,,,,,,,,,2314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2016-12-01,,6.1,,,,,,,,,,2424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2017-01-01,,5.4,,,,,,,,,3.7439999999999998,2525,,,,,,,15.845824411134904,,,,,,,,,,,,,144.0,,,36.0,,6.0,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2017-02-01,,4.6,,,,,,,,,,2484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2017-03-01,,4.4,,,,,,,,,,2457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2017-04-01,,5.8,,,,,,,,,,2309,,,,,,,15.670103092783506,,,,,,,,,,,,,149.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2017-05-01,,4.4,,,,,,,,,,2380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2017-06-01,,4.5,,,,,,,,,,2421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2017-07-01,,4.5,,,,,,,,,,2405,,,,,,,16.700610997963338,,,,,,,,,,,,,148.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2017-08-01,,5.2,,,,,,,,,,2367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2017-09-01,,4.0,,,,,,,,,,2288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2017-10-01,,3.4,,,,,,,,,,2320,,,,,,,17.24137931034483,,,,,,,,,,,,,148.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2017-11-01,,5.5,,,,,,,,,,2356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2017-12-01,,4.7,,,,,,,,,,2327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2018-01-01,,4.8,,,,,,,,,,2437,,,,,,,15.157894736842106,,,,,,,,,,,,,148.0,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2018-02-01,,4.2,,,,,,,,,,2427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2018-03-01,,4.0,,,,,,,,,,2401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2018-04-01,,5.2,,,,,,,,,,2255,,,,,,,13.646055437100213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2018-05-01,,3.7,,,,,,,,,,2334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
2018-06-01,,4.2,,,,,,,,,,2384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE OF THE WOODS
