DATE,MNITAS1URN,CBR27061MNA647NCEN,MHICIUBMN27061A052NCEN,PUAAMN27061A647NCEN,MNITAS1POP,MHIMN27061A052NCEN,S1701ACS027061,MNITAS1LFN,PI27061,B01002001E027061,ATNHPIUS27061A,2020RATIO027061,B080ACS027061,PCPI27061,PUA0T17MN27061A647NCEN,PUA5T17RMN27061A647NCEN,NETMIGNACS027061,S1101SPHOUSE027061,HOWNRATEACS027061,PECIUBAAMN27061A647NCEN,PEAAMN27061A647NCEN,RACEDISPARITY027061,PE5T17MN27061A647NCEN,PEU18MN27061A647NCEN,B14005DCYACS027061,DP04ACS027061,CDC20N2U027061,USPTOISSUED027061,CDC20N2UAA027061,EQFXSUBPRIME027061,HC01ESTVC1727061,HC01ESTVC1627061,B03002003E027061,B03002006E027061,B03002012E027061,ENU2706120510,BPPRIV027061,MHICILBMN27061A052NCEN,B03002005E027061,PPAAMN27061A156NCEN,PECILBAAMN27061A647NCEN,PPCILBAAMN27061A156NCEN,DMPCRATE027061,PPCIUBAAMN27061A156NCEN,FBITC027061,S1501ACSTOTAL027061,PP5T17MN27061A156NCEN,PECILB5T17MN27061A647NCEN,PECIUB5T17MN27061A647NCEN,PPCILB5T17MN27061A156NCEN,PPU18MN27061A156NCEN,B03002004E027061,PECILBU18MN27061A647NCEN,PECIUBU18MN27061A647NCEN,PPCILBU18MN27061A156NCEN,PPCIUB5T17MN27061A156NCEN,PPCIUBU18MN27061A156NCEN,county
2006-10-01,5.1,,,,,,,22069,,,,,,,,,,,,,,,,,,,,,,24.859732412602504,,,,,,1186.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2006-11-01,6.2,,,,,,,21939,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2006-12-01,6.8,,,,,,,22094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2007-01-01,8.7,3343.0,46424.0,43871.0,44.416000000000004,43622.0,,22099,1281325.0,,157.96,,,28595.0,9107.0,6584.0,,,,4978.0,4285.0,,838.0,1291.0,,,397.7,,302.9,25.55820507262085,,,,,,1159.0,212.0,40819.0,,9.8,3592.0,8.2,,11.3,443.0,,12.7,629.0,1047.0,9.6,14.2,,995.0,1586.0,10.9,15.9,17.4,ITASCA
2007-02-01,8.3,,,,,,,21878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2007-03-01,8.7,,,,,,,22058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2007-04-01,7.9,,,,,,,22038,,,,,,,,,,,,,,,,,,,,,,25.127334465195247,,,,,,1170.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2007-05-01,6.6,,,,,,,22297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2007-06-01,7.2,,,,,,,22868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2007-07-01,7.1,,,,,,,22946,,,,,,,,,,,,,,,,,,,,,,25.59698366149979,,,,,,1171.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2007-08-01,6.5,,,,,,,22777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2007-09-01,6.1,,,,,,,22068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2007-10-01,6.1,,,,,,,21952,,,,,,,,,,,,,,,,,,,,,,25.51150895140665,,,,,,1180.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2007-11-01,6.5,,,,,,,21954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2007-12-01,7.3,,,,,,,22056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2008-01-01,8.4,3954.0,47997.0,43850.0,44.424,44311.0,,22088,1375058.0,,156.64,,,30658.0,9023.0,6416.0,,,,6595.0,5647.0,,988.0,1560.0,,,446.6,,319.9,25.8029276818877,,,,,,1136.0,237.0,40624.0,,12.9,4698.0,10.7,56.7399998903275,15.0,375.0,,15.4,758.0,1218.0,11.8,17.3,,1242.0,1879.0,13.8,19.0,20.8,ITASCA
2008-02-01,8.7,,,,,,,22017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2008-03-01,8.5,,,,,,,21716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2008-04-01,7.8,,,,,,,21836,,,,,,,,,,,,,,,,,,,,,,25.022026431718068,,,,,,1144.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2008-05-01,7.1,,,,,,,22183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2008-06-01,7.7,,,,,,,22582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2008-07-01,7.6,,,,,,,22815,,,,,,,,,,,,,,,,,,,,,,24.58479020979021,,,,,,1157.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2008-08-01,7.4,,,,,,,22705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2008-09-01,7.0,,,,,,,22134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2008-10-01,6.9,,,,,,,22163,,,,,,,,,,,,,,,,,,,,,,25.021872265966763,,,,,,1157.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2008-11-01,8.1,,,,,,,22197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2008-12-01,9.4,,,,,,,22301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2009-01-01,11.6,4892.0,45731.0,44036.0,44.601000000000006,42896.0,,22531,1388266.0,44.4,154.15,,20.863410993229195,30805.0,9518.0,6817.0,318.0,29.041916167664677,83.15311769200491,7017.0,5988.0,32.89028924622145,1228.0,1901.0,2.927645336679213,,434.6,,317.7,24.772272828260387,,,41418.0,238.0,466.0,1114.0,100.0,40061.0,1556.0,13.6,4958.0,11.3,54.729999899864204,15.9,353.0,32.3,18.0,960.0,1496.0,14.1,20.0,128.0,1511.0,2291.0,15.9,21.9,24.1,ITASCA
2009-02-01,12.0,,,,,,,22554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2009-03-01,12.6,,,,,,,22798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2009-04-01,11.4,,,,,,,22626,,,,,,,,,,,,,,,,,,,,,,24.825174825174827,,,,,,1129.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2009-05-01,10.8,,,,,,,22992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2009-06-01,11.5,,,,,,,23380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2009-07-01,10.7,,,,,,,23496,,,,,,,,,,,,,,,,,,,,,,25.64047822374039,,,,,,1119.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2009-08-01,10.1,,,,,,,23233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2009-09-01,9.5,,,,,,,22521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2009-10-01,8.9,,,,,,,23044,,,,,,,,,,,,,,,,,,,,,,25.805028672254075,,,,,,1129.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2009-11-01,9.7,,,,,,,22919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2009-12-01,10.2,,,,,,,22528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2010-01-01,11.9,5596.0,49180.0,44080.0,45.034,45813.0,,22296,1436130.0,44.5,146.78,10.286533189332893,20.987317862924982,31903.0,9415.0,6949.0,389.0,27.002196924305967,84.88881786219807,6435.0,5394.0,36.350956505309945,1225.0,1810.0,3.7639007698887936,30.292207792207797,405.9,,294.8,25.554078014184395,20.8,92.3,41852.0,174.0,453.0,1099.0,79.0,42446.0,1365.0,12.2,4353.0,9.8,46.689999938011205,14.6,385.0,32.800000000000004,17.6,931.0,1519.0,13.4,19.2,150.0,1401.0,2219.0,14.9,21.8,23.5,ITASCA
2010-02-01,12.1,,,,,,,22367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2010-03-01,12.2,,,,,,,22583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2010-04-01,11.0,,,,,,,22420,,,,,,,,,,,,,,,,,,,,,,25.12617950405968,,,,,,1100.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2010-05-01,9.8,,,,,,,22536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2010-06-01,9.8,,,,,,,22831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2010-07-01,9.4,,,,,,,23027,,,,,,,,,,,,,,,,,,,,,,25.39408335132801,,,,,,1104.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2010-08-01,9.1,,,,,,,22852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2010-09-01,8.7,,,,,,,22390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2010-10-01,8.4,,,,,,,22248,,,,,,,,,,,,,,,,,,,,,,25.517241379310345,,,,,,1111.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2010-11-01,9.4,,,,,,,22329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2010-12-01,10.0,,,,,,,22113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2011-01-01,11.4,5735.0,47368.0,44064.0,45.098,44957.0,,22228,1516620.0,44.8,143.94,10.481517588756192,21.245477617581944,33615.0,9355.0,6915.0,239.0,26.27191107310817,84.7303488002903,7162.0,6201.0,43.09700049121543,1243.0,1934.0,4.448246364414029,30.097087378640776,490.6,,326.9,25.352714835399738,21.2,92.5,41901.0,159.0,458.0,1096.0,89.0,42546.0,1338.0,14.1,5240.0,11.9,51.4639999996871,16.3,457.0,32.3,18.0,944.0,1542.0,13.7,20.7,111.0,1531.0,2337.0,16.4,22.3,25.0,ITASCA
2011-02-01,10.8,,,,,,,22243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2011-03-01,10.8,,,,,,,22571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2011-04-01,9.9,,,,,,,22565,,,,,,,,,,,,,,,,,,,,,,24.58946470462785,,,,,,1118.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2011-05-01,9.3,,,,,,,22495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2011-06-01,9.1,,,,,,,23048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2011-07-01,9.8,,,,,,,23117,,,,,,,,,,,,,,,,,,,,,,24.71933912306715,,,,,,1117.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2011-08-01,8.2,,,,,,,22973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2011-09-01,7.3,,,,,,,22405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2011-10-01,6.8,,,,,,,22294,,,,,,,,,,,,,,,,,,,,,,25.22368981678739,,,,,,1122.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2011-11-01,7.3,,,,,,,22155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2011-12-01,7.9,,,,,,,22132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2012-01-01,9.2,6233.0,46003.0,44265.0,45.145,43504.0,12.5,22216,1550364.0,45.2,143.0,10.515269025690742,21.77079925853233,34277.0,9351.0,6919.0,55.0,28.001715265866213,83.48544898652473,7073.0,6112.0,28.468573816294967,1227.0,1801.0,6.686541737649063,30.338116981952602,509.4,,359.5,25.19820012856225,20.8,92.8,41920.0,195.0,431.0,1108.0,97.0,41005.0,1432.0,13.8,5151.0,11.6,45.9509999998845,16.0,359.0,31.8,17.7,966.0,1488.0,13.9,19.3,139.0,1438.0,2164.0,15.4,21.5,23.2,ITASCA
2012-02-01,9.2,,,,,,,22076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2012-03-01,9.3,,,,,,,22279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2012-04-01,7.9,,,,,,,21902,,,,,,,,,,,,,,,,,,,,,,24.1852487135506,,,,,,1115.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2012-05-01,7.2,,,,,,,22305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2012-06-01,7.8,,,,,,,22645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2012-07-01,7.7,,,,,,,22882,,,,,,,,,,,,,,,,,,,,,,24.107142857142854,,,,,,1118.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2012-08-01,7.1,,,,,,,22733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2012-09-01,6.8,,,,,,,22032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2012-10-01,6.6,,,,,,,21929,,,,,,,,,,,,,,,,,,,,,,24.609209970426697,,,,,,1115.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2012-11-01,7.6,,,,,,,22012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2012-12-01,7.9,,,,,,,21966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2013-01-01,9.7,6222.0,50241.0,44559.0,45.331,46834.0,12.5,21737,1581104.0,45.5,143.74,9.828711506051787,22.22715562133421,34794.0,9330.0,6852.0,-25.0,30.323005932762037,83.53459972862956,6971.0,5815.0,29.72823991177439,1221.0,1911.0,4.4251824817518255,29.41144174810585,509.4,,358.4,24.096638655462183,21.4,92.8,41961.0,184.0,475.0,1065.0,96.0,43427.0,1374.0,13.1,4659.0,10.5,48.5809999997728,15.7,428.0,32.3,17.8,923.0,1519.0,13.4,20.5,147.0,1509.0,2313.0,16.2,22.2,24.8,ITASCA
2013-02-01,9.2,,,,,,,21692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2013-03-01,9.1,,,,,,,21926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2013-04-01,8.2,,,,,,,21772,,,,,,,,,,,,,,,,,,,,,,23.1633714880333,,,,,,1071.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2013-05-01,7.4,,,,,,,22168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2013-06-01,7.7,,,,,,,22486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2013-07-01,7.4,,,,,,,22379,,,,,,,,,,,,,,,,,,,,,,23.880895283772983,,,,,,1075.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2013-08-01,6.9,,,,,,,22148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2013-09-01,6.2,,,,,,,21821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2013-10-01,6.0,,,,,,,21633,,,,,,,,,,,,,,,,,,,,,,23.75099127676447,,,,,,1058.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2013-11-01,6.6,,,,,,,21567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2013-12-01,7.4,,,,,,,21663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2014-01-01,8.9,5768.0,51699.0,44597.0,45.321999999999996,48525.0,13.1,21559,1643280.0,45.7,142.74,10.434199100023683,22.794783358482427,36142.0,9332.0,6859.0,521.0,31.944758886121804,82.09748157525884,7576.0,6545.0,23.35106172951968,1362.0,2037.0,4.839460214053048,29.067400275103157,570.5,,402.1,23.19013524264121,21.7,92.5,41901.0,182.0,514.0,1048.0,83.0,45351.0,1401.0,14.7,5514.0,12.4,42.6629999997094,17.0,383.0,32.6,19.9,1091.0,1633.0,16.0,21.8,178.0,1655.0,2419.0,17.7,23.8,25.9,ITASCA
2014-02-01,8.9,,,,,,,21681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2014-03-01,8.5,,,,,,,21847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2014-04-01,7.1,,,,,,,21681,,,,,,,,,,,,,,,,,,,,,,22.62978552816196,,,,,,1057.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2014-05-01,6.4,,,,,,,22024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2014-06-01,6.3,,,,,,,22425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2014-07-01,6.1,,,,,,,22421,,,,,,,,,,,,,,,,,,,,,,22.235457613658923,,,,,,1057.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2014-08-01,5.6,,,,,,,22218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2014-09-01,5.1,,,,,,,21988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2014-10-01,4.6,,,,,,,21833,,,,,,,,,,,,,,,,,,,,,,22.34758511480602,,,,,,1063.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2014-11-01,5.8,,,,,,,21875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2014-12-01,6.2,,,,,,,21869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2015-01-01,7.2,5252.0,55406.0,44450.0,45.246,52064.0,13.6,21900,1716676.0,45.9,142.15,10.602115158636897,22.46560733710141,37815.0,9278.0,6835.0,513.0,29.61889904167595,81.44369542596026,6537.0,5656.0,15.561451868438395,1121.0,1640.0,4.294478527607362,28.49453596476921,545.5,,345.0,21.90115583897968,21.9,92.8,41852.0,177.0,555.0,1026.0,92.0,48722.0,1474.0,12.7,4775.0,10.7,38.875,14.7,107.0,33.5,16.4,876.0,1366.0,12.8,17.7,213.0,1311.0,1969.0,14.2,20.0,21.2,ITASCA
2015-02-01,6.8,,,,,,,21988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2015-03-01,6.9,,,,,,,21996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2015-04-01,6.4,,,,,,,22082,,,,,,,,,,,,,,,,,,,,,,21.335440537337018,,,,,,1021.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2015-05-01,5.8,,,,,,,22356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2015-06-01,6.2,,,,,,,22862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2015-07-01,5.9,,,,,,,22824,,,,,,,,,,,,,,,,,,,,,,21.47756221830296,,,,,,1010.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2015-08-01,5.9,,,,,,,22757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2015-09-01,5.0,,,,,,,22426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2015-10-01,5.5,,,,,,,22272,,,,,,,,,,,,,,,,,,,,,,21.779859484777518,,,,,,1016.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2015-11-01,7.4,,,,,,,22033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2015-12-01,8.6,,,,,,,22067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2016-01-01,9.2,,55150.0,44246.0,45.148999999999994,51644.0,13.3,22142,1724841.0,45.9,145.73,10.537242228377963,22.634156729131174,38125.0,9181.0,6760.0,,31.093170412393626,82.37624210597795,6735.0,5898.0,21.20119479138189,1134.0,1723.0,4.05770964833183,27.795114602388892,479.9,,304.4,20.59689770272924,22.3,93.3,41818.0,191.0,568.0,1011.0,115.0,48138.0,1585.0,13.3,5061.0,11.4,,15.2,172.0,34.2,16.8,901.0,1367.0,13.4,18.8,213.0,1403.0,2043.0,15.3,20.2,22.3,ITASCA
2016-02-01,9.6,,,,,,,22186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2016-03-01,10.4,,,,,,,22281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2016-04-01,9.3,,,,,,,22036,,,,,,,,,,,,,,,,,,,,,,20.572450805008945,,,,,,1027.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2016-05-01,7.6,,,,,,,22108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2016-06-01,8.2,,,,,,,22793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2016-07-01,8.1,,,,,,,22532,,,,,,,,,,,,,,,,,,,,,,20.881945817678467,,,,,,1038.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2016-08-01,8.3,,,,,,,22280,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2016-09-01,7.0,,,,,,,21702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2016-10-01,7.1,,,,,,,21803,,,,,,,,,,,,,,,,,,,,,,20.577830188679247,,,,,,1046.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2016-11-01,8.5,,,,,,,21732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2016-12-01,9.0,,,,,,,21720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2017-01-01,10.1,,,,45.137,,,21873,,,146.58,,,,,,,,,,,,,,,,,,,20.39984472049689,,,,,,1030.0,76.0,,,,,,,,191.0,,,,,,,,,,,,,ITASCA
2017-02-01,9.2,,,,,,,21808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2017-03-01,9.3,,,,,,,21857,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2017-04-01,8.2,,,,,,,21561,,,,,,,,,,,,,,,,,,,,,,20.816166372375907,,,,,,1065.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2017-05-01,6.3,,,,,,,21671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2017-06-01,6.4,,,,,,,22209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2017-07-01,6.2,,,,,,,21960,,,,,,,,,,,,,,,,,,,,,,21.446775142128992,,,,,,1074.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2017-08-01,6.3,,,,,,,22009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2017-09-01,4.9,,,,,,,21500,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2017-10-01,4.3,,,,,,,21326,,,,,,,,,,,,,,,,,,,,,,21.80363068514542,,,,,,1088.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2017-11-01,6.3,,,,,,,21796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2017-12-01,6.6,,,,,,,21799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2018-01-01,7.8,,,,,,,22111,,,,,,,,,,,,,,,,,,,,,,21.24311565696302,,,,,,1096.0,,,,,,,,,,,,,,,,,,,,,,ITASCA
2018-02-01,7.5,,,,,,,22146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2018-03-01,7.3,,,,,,,22065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2018-04-01,6.2,,,,,,,21875,,,,,,,,,,,,,,,,,,,,,,20.619573796369377,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2018-05-01,4.9,,,,,,,22095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2018-06-01,4.9,,,,,,,22469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2018-07-01,4.6,,,,,,,22207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
2018-08-01,4.3,,,,,,,21845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITASCA
