DATE,MNCROW5URN,PCPI27035,MNCROW5LFN,MNCROW5POP,MHIMN27035A052NCEN,S1701ACS027035,CBR27035MNA647NCEN,PUA0T17MN27035A647NCEN,BPPRIV027035,ATNHPIUS27035A,PI27035,PEAAMN27035A647NCEN,PE5T17MN27035A647NCEN,NETMIGNACS027035,PPCIUBU18MN27035A156NCEN,RACEDISPARITY027035,PP5T17MN27035A156NCEN,2020RATIO027035,B14005DCYACS027035,DP04ACS027035,HOWNRATEACS027035,CDC20N2U027035,USPTOISSUED027035,PUAAMN27035A647NCEN,B01002001E027035,B080ACS027035,CDC20N2UAA027035,EQFXSUBPRIME027035,PUA5T17RMN27035A647NCEN,PEU18MN27035A647NCEN,DMPCRATE027035,HC01ESTVC1727035,HC01ESTVC1627035,PPU18MN27035A156NCEN,B03002003E027035,B03002006E027035,B03002012E027035,ENU2703520510,PPAAMN27035A156NCEN,B03002004E027035,FBITC027035,MHICILBMN27035A052NCEN,MHICIUBMN27035A052NCEN,B03002005E027035,PECILBU18MN27035A647NCEN,PECIUBU18MN27035A647NCEN,PECILBAAMN27035A647NCEN,PECIUBAAMN27035A647NCEN,S1101SPHOUSE027035,PPCILBU18MN27035A156NCEN,PPCILBAAMN27035A156NCEN,PPCIUBAAMN27035A156NCEN,S1501ACSTOTAL027035,PECILB5T17MN27035A647NCEN,PECIUB5T17MN27035A647NCEN,PPCILB5T17MN27035A156NCEN,PPCIUB5T17MN27035A156NCEN,county
2006-03-01,6.4,,31411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2006-04-01,5.0,,31573,,,,,,,,,,,,,,,,,,,,,,,,,24.381332004650393,,,,,,,,,,2088.0,,,,,,,,,,,,,,,,,,,,CROW WING
2006-05-01,3.8,,32587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2006-06-01,4.1,,33937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2006-07-01,3.9,,33847,,,,,,,,,,,,,,,,,,,,,,,,,24.349232012934518,,,,,,,,,,2075.0,,,,,,,,,,,,,,,,,,,,CROW WING
2006-08-01,3.7,,33402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2006-09-01,4.1,,32664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2006-10-01,3.8,,32248,,,,,,,,,,,,,,,,,,,,,,,,,24.917600527356626,,,,,,,,,,2106.0,,,,,,,,,,,,,,,,,,,,CROW WING
2006-11-01,4.7,,31641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2006-12-01,5.9,,31258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2007-01-01,7.5,31664.0,31564,61.448,42015.0,,3269.0,13826.0,431.0,146.9,1946812.0,5633.0,1103.0,,15.6,,11.3,,,,,376.6,,60701.0,,,285.3,25.658113962012663,9785.0,1769.0,,,,12.8,,,,2068.0,9.3,,426.0,40317.0,43714.0,,1381.0,2157.0,4728.0,6537.0,,10.0,7.8,10.8,,843.0,1363.0,8.6,13.9,CROW WING
2007-02-01,7.2,,31345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2007-03-01,7.1,,31483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2007-04-01,6.1,,32161,,,,,,,,,,,,,,,,,,,,,,,,,24.37206287473667,,,,,,,,,,2120.0,,,,,,,,,,,,,,,,,,,,CROW WING
2007-05-01,4.8,,33197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2007-06-01,4.7,,34492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2007-07-01,4.6,,34431,,,,,,,,,,,,,,,,,,,,,,,,,24.470134874759154,,,,,,,,,,2138.0,,,,,,,,,,,,,,,,,,,,CROW WING
2007-08-01,4.4,,34001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2007-09-01,4.8,,33386,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2007-10-01,4.4,,32541,,,,,,,,,,,,,,,,,,,,,,,,,24.910801167693805,,,,,,,,,,2145.0,,,,,,,,,,,,,,,,,,,,CROW WING
2007-11-01,5.1,,32168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2007-12-01,6.5,,31860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2008-01-01,7.9,32613.0,31459,62.141999999999996,46227.0,,3835.0,13781.0,300.0,142.64,2027788.0,6987.0,1220.0,,17.7,,12.6,,,,,409.7,,61239.0,,,308.3,24.91633199464525,9690.0,2036.0,73.0299999713898,,,14.8,,,,2078.0,11.4,,387.0,43385.0,49068.0,,1635.0,2438.0,5865.0,8109.0,,11.9,9.6,13.2,,951.0,1489.0,9.8,15.4,CROW WING
2008-02-01,7.6,,31404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2008-03-01,7.6,,31455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2008-04-01,6.6,,31810,,,,,,,,,,,,,,,,,,,,,,,,,24.946200960105944,,,,,,,,,,2098.0,,,,,,,,,,,,,,,,,,,,CROW WING
2008-05-01,5.9,,33270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2008-06-01,6.0,,34267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2008-07-01,6.0,,34238,,,,,,,,,,,,,,,,,,,,,,,,,25.02838605028386,,,,,,,,,,2118.0,,,,,,,,,,,,,,,,,,,,CROW WING
2008-08-01,6.1,,34139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2008-09-01,6.1,,33595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2008-10-01,6.1,,32791,,,,,,,,,,,,,,,,,,,,,,,,,25.633480464279877,,,,,,,,,,2122.0,,,,,,,,,,,,,,,,,,,,CROW WING
2008-11-01,7.9,,32368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2008-12-01,9.7,,32033,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2009-01-01,11.5,32677.0,32148,62.271,41673.0,,5296.0,13940.0,230.0,134.77,2036023.0,8828.0,1565.0,-215.0,21.8,17.528178449533687,16.0,,5.070153061224491,,81.69359110169492,356.7,1.0,61755.0,41.9,20.382615700058587,264.1,25.40792540792541,9807.0,2565.0,65.8199999332428,,,18.4,59251.0,220.0,564.0,1987.0,14.3,282.0,342.0,39896.0,43449.0,488.0,2096.0,3033.0,7671.0,9985.0,28.47325158334456,15.0,12.4,16.2,34.4,1238.0,1892.0,12.6,19.3,CROW WING
2009-02-01,11.8,,32215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2009-03-01,11.9,,32493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2009-04-01,10.8,,33230,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,2034.0,,,,,,,,,,,,,,,,,,,,CROW WING
2009-05-01,8.9,,34208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2009-06-01,9.1,,35198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2009-07-01,8.4,,34687,,,,,,,,,,,,,,,,,,,,,,,,,25.490514026268848,,,,,,,,,,2030.0,,,,,,,,,,,,,,,,,,,,CROW WING
2009-08-01,8.1,,34493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2009-09-01,8.0,,33730,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2009-10-01,8.1,,33307,,,,,,,,,,,,,,,,,,,,,,,,,26.226817659609384,,,,,,,,,,2032.0,,,,,,,,,,,,,,,,,,,,CROW WING
2009-11-01,9.3,,32787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2009-12-01,10.2,,32409,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2010-01-01,12.1,33579.0,31319,62.593999999999994,45068.0,,6182.0,14121.0,195.0,125.66,2102934.0,7624.0,1692.0,-2.0,21.8,24.052884013825512,16.8,10.76560435931308,4.512195121951219,33.69635335635412,80.3134858044164,369.9,1.0,61843.0,42.4,20.528536902770032,260.8,26.16116855407845,10080.0,2502.0,62.26999998092651,22.0,91.3,17.7,59415.0,189.0,704.0,1963.0,12.3,438.0,389.0,42613.0,47523.0,476.0,1921.0,3083.0,6381.0,8867.0,30.408410837040034,13.6,10.3,14.3,34.4,1298.0,2086.0,12.9,20.7,CROW WING
2010-02-01,12.1,,31090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2010-03-01,11.9,,31213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2010-04-01,9.7,,31667,,,,,,,,,,,,,,,,,,,,,,,,,25.69399612653325,,,,,,,,,,1969.0,,,,,,,,,,,,,,,,,,,,CROW WING
2010-05-01,8.4,,32230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2010-06-01,8.4,,33107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2010-07-01,8.3,,33047,,,,,,,,,,,,,,,,,,,,1.0,,,,,25.33740359897173,,,,,,,,,,1980.0,,,,,,,,,,,,,,,,,,,,CROW WING
2010-08-01,8.1,,32816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2010-09-01,8.1,,32452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2010-10-01,7.9,,32019,,,,,,,,,,,,,,,,,,,,,,,,,26.278546156320356,,,,,,,,,,1998.0,,,,,,,,,,,,,,,,,,,,CROW WING
2010-11-01,9.5,,31829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2010-12-01,10.0,,31609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2011-01-01,11.4,34942.0,31392,62.651,45514.0,,7007.0,13940.0,207.0,119.14,2189476.0,8301.0,1804.0,-154.0,23.1,25.285353869691214,18.1,11.88846121663459,6.269592476489028,33.99491480399226,79.81206129993649,393.8,,62038.0,42.6,20.966681776971896,289.4,26.15309920699142,9958.0,2686.0,56.0789999999106,22.2,91.7,19.3,59760.0,210.0,711.0,1962.0,13.4,444.0,448.0,42503.0,48525.0,506.0,2153.0,3219.0,7045.0,9557.0,30.413690877240267,15.5,11.4,15.4,34.4,1423.0,2185.0,14.3,21.9,CROW WING
2011-02-01,11.0,,31042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2011-03-01,10.6,,31061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2011-04-01,9.1,,31317,,,,,,,,,,,,,,,,,,,,,,,,,25.165669953127523,,,,,,,,,,1996.0,,,,,,,,,,,,,,,,,,,,CROW WING
2011-05-01,7.9,,31995,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2011-06-01,7.9,,32652,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2011-07-01,8.9,,32569,,,,,,,,,,,,,,,,,,,,2.0,,,,,25.004014774369683,,,,,,,,,,1997.0,,,,,,,,,,,,,,,,,,,,CROW WING
2011-08-01,7.3,,32292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2011-09-01,7.1,,31890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2011-10-01,6.8,,31182,,,,,,,,,,,,,,,,,,,,,,,,,25.636480825008054,,,,,,,,,,1997.0,,,,,,,,,,,,,,,,,,,,CROW WING
2011-11-01,7.9,,30832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2011-12-01,8.9,,30456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2012-01-01,10.4,35957.0,30045,62.788999999999994,47061.0,13.4,6885.0,13954.0,271.0,114.95,2260488.0,8085.0,1717.0,-148.0,22.9,28.222567064687013,17.1,12.17252159605101,7.254713966123362,32.660291820640786,77.6853743150796,412.3,,62187.0,42.7,21.28191489361702,297.0,25.036531904529962,10044.0,2674.0,53.601999999955304,22.0,92.1,19.2,59966.0,251.0,674.0,1958.0,13.0,446.0,523.0,45165.0,48957.0,567.0,2155.0,3193.0,6812.0,9358.0,31.91775299018949,15.5,11.0,15.0,34.4,1359.0,2075.0,13.5,20.7,CROW WING
2012-02-01,10.3,,29813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2012-03-01,9.8,,29931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2012-04-01,7.7,,30375,,,,,,,,,,,,,,,,,,,,,,,,,24.003254678600488,,,,,,,,,,1978.0,,,,,,,,,,,,,,,,,,,,CROW WING
2012-05-01,6.8,,31015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2012-06-01,7.0,,31888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2012-07-01,6.7,,31912,,,,,,,,,,,,,,,,,,,,,,,,,24.335085204650426,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,,,,CROW WING
2012-08-01,6.5,,31704,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2012-09-01,6.0,,31486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2012-10-01,6.0,,31250,,,,,,,,,,,,,,,,,,,,,,,,,25.111607142857146,,,,,,,,,,1999.0,,,,,,,,,,,,,,,,,,,,CROW WING
2012-11-01,7.0,,30786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2012-12-01,8.2,,30743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2013-01-01,9.7,36841.0,31187,62.98,48661.0,12.9,6353.0,13814.0,278.0,116.77,2324633.0,7053.0,1447.0,71.0,20.2,30.042581450258755,14.4,12.15260030926996,6.605922551252848,32.80757097791798,76.87450543416823,458.1,,62429.0,43.1,21.544181977252844,324.8,24.4640605296343,10030.0,2267.0,55.061999999918,22.5,92.0,16.4,60090.0,268.0,721.0,1929.0,11.3,479.0,549.0,46148.0,51174.0,721.0,1737.0,2797.0,5738.0,8368.0,33.43336516164234,12.6,9.2,13.4,34.7,1045.0,1849.0,10.4,18.4,CROW WING
2013-02-01,9.0,,30785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2013-03-01,8.5,,30787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2013-04-01,7.4,,31044,,,,,,,,,,,,,,,,,,,,1.0,,,,,23.214285714285715,,,,,,,,,,1962.0,,,,,,,,,,,,,,,,,,,,CROW WING
2013-05-01,6.0,,31823,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2013-06-01,6.3,,32571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2013-07-01,6.0,,32378,,,,,,,,,,,,,,,,,,,,,,,,,23.765941485371343,,,,,,,,,,1971.0,,,,,,,,,,,,,,,,,,,,CROW WING
2013-08-01,5.6,,32100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2013-09-01,5.5,,31603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2013-10-01,5.3,,31176,,,,,,,,,,,,,,,,,,,,,,,,,24.107946026986514,,,,,,,,,,1942.0,,,,,,,,,,,,,,,,,,,,CROW WING
2013-11-01,6.5,,30911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2013-12-01,7.4,,30816,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2014-01-01,8.5,39103.0,30968,63.102,50162.0,11.8,5762.0,13780.0,308.0,118.47,2473286.0,6815.0,1449.0,8.0,20.2,33.18915465890472,14.4,11.9145514740659,6.387293004393379,31.35980931144516,77.37876590945706,423.1,,62521.0,43.5,21.583658176588575,291.8,23.539057841383425,10054.0,2245.0,42.3569999998435,23.0,92.6,16.3,60150.0,315.0,761.0,1949.0,10.9,479.0,322.0,48041.0,52283.0,694.0,1706.0,2784.0,5572.0,8058.0,31.87028235951915,12.4,8.9,12.9,35.2,1072.0,1826.0,10.7,18.1,CROW WING
2014-02-01,8.4,,30859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2014-03-01,8.4,,31086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2014-04-01,6.4,,31162,,,,,,,,,,,,,,,,,,,,,,,,,22.876008804108587,,,,,,,,,,1970.0,,,,,,,,,,,,,,,,,,,,CROW WING
2014-05-01,4.9,,31750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2014-06-01,5.0,,32624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2014-07-01,4.8,,32256,,,,,,,,,,,,,,,,,,,,,,,,,22.24807328777083,,,,,,,,,,1986.0,,,,,,,,,,,,,,,,,,,,CROW WING
2014-08-01,4.5,,32117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2014-09-01,4.2,,31612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2014-10-01,4.0,,31268,,,,,,,,,,,,,,,,,,,,,,,,,22.722046565104915,,,,,,,,,,1986.0,,,,,,,,,,,,,,,,,,,,CROW WING
2014-11-01,5.3,,31117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2014-12-01,6.2,,30873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2015-01-01,7.3,40500.0,30843,63.25,50755.0,11.3,5089.0,13672.0,328.0,120.31,2569781.0,6500.0,1312.0,-355.0,18.2,31.13198188449457,13.1,12.353740974035949,6.577558916637355,31.04050957393094,77.53087213789554,405.5,1.0,62688.0,43.5,21.626228783918123,283.7,22.389342501074342,10015.0,2039.0,38.3779999995604,23.2,93.1,14.9,60194.0,317.0,820.0,1926.0,10.4,401.0,361.0,47448.0,54062.0,669.0,1592.0,2486.0,5278.0,7722.0,33.446423522759396,11.6,8.5,12.3,35.7,981.0,1643.0,9.8,16.4,CROW WING
2015-02-01,7.2,,30665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2015-03-01,7.0,,30555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2015-04-01,5.2,,31315,,,,,,,,,,,,,,,,,,,,,,,,,21.460463776465502,,,,,,,,,,1930.0,,,,,,,,,,,,,,,,,,,,CROW WING
2015-05-01,4.4,,31992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2015-06-01,4.5,,32608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2015-07-01,4.2,,32427,,,,,,,,,,,,,,,,,,,,1.0,,,,,21.10825478434733,,,,,,,,,,1896.0,,,,,,,,,,,,,,,,,,,,CROW WING
2015-08-01,3.9,,32409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2015-09-01,3.6,,31802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2015-10-01,3.8,,31183,,,,,,,,,,,,,,,,,,,,,,,,,21.528267305794447,,,,,,,,,,1903.0,,,,,,,,,,,,,,,,,,,,CROW WING
2015-11-01,4.8,,31040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2015-12-01,6.1,,31125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2016-01-01,7.0,41887.0,30984,63.771,51803.0,10.4,,13679.0,155.0,124.54,2678279.0,6975.0,1354.0,,18.4,31.971346713891357,13.5,12.325581395348838,4.3478260869565215,30.26632502523488,77.77119431188547,453.1,,63185.0,43.8,21.511127193776012,297.9,21.247015868557785,10036.0,2079.0,,24.2,93.5,15.2,60348.0,288.0,860.0,1897.0,11.0,389.0,345.0,48208.0,55398.0,662.0,1641.0,2517.0,5813.0,8137.0,34.797149920023266,12.0,9.2,12.8,37.40000000000001,1045.0,1663.0,10.4,16.6,CROW WING
2016-02-01,6.8,,31125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2016-03-01,7.1,,31228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2016-04-01,5.0,,31578,,,,,,,,,,,,,,,,,,,,,,,,,20.975199663724254,,,,,,,,,,1935.0,,,,,,,,,,,,,,,,,,,,CROW WING
2016-05-01,3.8,,32129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2016-06-01,4.3,,33337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2016-07-01,4.1,,33275,,,,,,,,,,,,,,,,,,,,,,,,,20.9697472026523,,,,,,,,,,1939.0,,,,,,,,,,,,,,,,,,,,CROW WING
2016-08-01,4.2,,33211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2016-09-01,4.0,,32270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2016-10-01,3.9,,31632,,,,,,,,,,,,,,,,,,,,,,,,,21.184101573281808,,,,,,,,,,1954.0,,,,,,,,,,,,,,,,,,,,CROW WING
2016-11-01,4.7,,31284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2016-12-01,6.3,,31413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2017-01-01,7.3,,31490,64.42399999999999,,,,,376.0,130.28,,,,,,,,,,,,,,,,,,20.866415935367037,,,,,,,,,,1956.0,,,363.0,,,,,,,,,,,,,,,,,CROW WING
2017-02-01,6.7,,31451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2017-03-01,6.3,,31356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2017-04-01,4.4,,31684,,,,,,,,,,,,,,,,,,,,,,,,,20.51459399640337,,,,,,,,,,1996.0,,,,,,,,,,,,,,,,,,,,CROW WING
2017-05-01,3.4,,32385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2017-06-01,3.5,,33780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2017-07-01,3.4,,33391,,,,,,,,,,,,,,,,,,,,,,,,,20.26554856743536,,,,,,,,,,2006.0,,,,,,,,,,,,,,,,,,,,CROW WING
2017-08-01,3.4,,33255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2017-09-01,3.1,,32678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2017-10-01,2.6,,32263,,,,,,,,,,,,,,,,,,,,,,,,,20.547566371681413,,,,,,,,,,2027.0,,,,,,,,,,,,,,,,,,,,CROW WING
2017-11-01,4.4,,32890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2017-12-01,5.5,,33205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROW WING
2018-01-01,6.3,,33482,,,,,,,,,,,,,,,,,,,,,,,,,19.86139986139986,,,,,,,,,,2039.0,,,,,,,,,,,,,,,,,,,,CROW WING
