DATE,MNROSE5URN,S1701ACS027135,B01002001E027135,ATNHPIUS27135A,PCPI27135,PUAAMN27135A647NCEN,HC01ESTVC1627135,NETMIGNACS027135,PEAAMN27135A647NCEN,RACEDISPARITY027135,PE5T17MN27135A647NCEN,CBR27135MNA647NCEN,PI27135,2020RATIO027135,B14005DCYACS027135,DP04ACS027135,MNROSE5POP,MNROSE5LFN,CDC20N2U027135,USPTOISSUED027135,B080ACS027135,CDC20N2UAA027135,EQFXSUBPRIME027135,MHIMN27135A052NCEN,HC01ESTVC1727135,B03002012E027135,ENU2713520510,BPPRIV027135,MHICILBMN27135A052NCEN,MHICIUBMN27135A052NCEN,PUA0T17MN27135A647NCEN,PUA5T17RMN27135A647NCEN,HOWNRATEACS027135,S1101SPHOUSE027135,PPAAMN27135A156NCEN,PECILBAAMN27135A647NCEN,PECIUBAAMN27135A647NCEN,PPCILBAAMN27135A156NCEN,DMPCRATE027135,PPCIUBAAMN27135A156NCEN,FBITC027135,S1501ACSTOTAL027135,B03002005E027135,B03002003E027135,B03002006E027135,PP5T17MN27135A156NCEN,PECILB5T17MN27135A647NCEN,PECIUB5T17MN27135A647NCEN,PPCILB5T17MN27135A156NCEN,PEU18MN27135A647NCEN,PPU18MN27135A156NCEN,B03002004E027135,PECILBU18MN27135A647NCEN,PECIUBU18MN27135A647NCEN,PPCILBU18MN27135A156NCEN,PPCIUB5T17MN27135A156NCEN,PPCIUBU18MN27135A156NCEN,county
2014-09-01,2.7,,,,,,,,,,,,,,,,,8737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2014-10-01,2.4,,,,,,,,,,,,,,,,,8850,,,,,26.42694063926941,,,,395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2014-11-01,2.4,,,,,,,,,,,,,,,,,8809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2014-12-01,3.9,,,,,,,,,,,,,,,,,8940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2015-01-01,5.1,10.7,41.2,144.64,43904.0,15538.0,91.9,-89.0,1460.0,35.9788950206496,321.0,823.0,688365.0,10.182269021739133,5.3304904051172715,22.94867603792089,15.622,8670,281.9,,16.23599083036169,232.6,26.67429879793932,54416.0,19.0,152.0,387.0,20.0,50148.0,58684.0,3823.0,2788.0,82.50957978827043,32.57328990228013,9.4,1224.0,1696.0,7.9,40.4319999995641,10.9,141.0,29.3,208.0,14544.0,417.0,11.5,259.0,383.0,9.3,460.0,12.0,102.0,376.0,544.0,9.8,13.7,14.2,ROSEAU
2015-02-01,5.2,,,,,,,,,,,,,,,,,8614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2015-03-01,4.5,,,,,,,,,,,,,,,,,8611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2015-04-01,3.6,,,,,,,,,,,,,,,,,8450,,,,,27.2108843537415,,,,389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2015-05-01,3.6,,,,,,,,,,,,,,,,,8353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2015-06-01,4.0,,,,,,,,,,,,,,,,,8427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2015-07-01,3.7,,,,,,,,,,,,,,,,,8221,,,,,27.231381466742462,,,,387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2015-08-01,3.4,,,,,,,,,,,,,,,,,8137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2015-09-01,3.0,,,,,,,,,,,,,,,,,8184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2015-10-01,2.5,,,,,,,,,,,,,,,,,9056,,,,,28.355704697986575,,,,392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2015-11-01,3.2,,,,,,,,,,,,,,,,,9229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2015-12-01,5.6,,,,,,,,,,,,,,,,,9269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2016-01-01,6.4,8.4,41.1,148.67,44447.0,15390.0,91.2,,1204.0,34.617852201289594,278.0,,694534.0,9.73175912043978,6.153846153846153,20.865139949109412,15.559000000000001,8553,332.0,,16.42775229357798,270.2,26.593911545089032,55879.0,18.7,166.0,396.0,18.0,52992.0,58766.0,3720.0,2767.0,83.75357421367298,28.830874006810447,7.8,947.0,1461.0,6.1,,9.5,76.0,29.7,220.0,14479.0,434.0,10.0,209.0,347.0,7.5,409.0,11.0,112.0,314.0,504.0,8.4,12.5,13.6,ROSEAU
2016-02-01,7.7,,,,,,,,,,,,,,,,,8581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2016-03-01,7.3,,,,,,,,,,,,,,,,,8590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2016-04-01,5.0,,,,,,,,,,,,,,,,,8265,,,,,25.62174667437825,,,,397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2016-05-01,3.7,,,,,,,,,,,,,,,,,8228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2016-06-01,4.6,,,,,,,,,,,,,,,,,8314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2016-07-01,4.3,,,,,,,,,,,,,,,,,8082,,,,,25.578703703703702,,,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2016-08-01,4.2,,,,,,,,,,,,,,,,,8033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2016-09-01,3.4,,,,,,,,,,,,,,,,,8024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2016-10-01,3.3,,,,,,,,,,,,,,,,,8095,,,,,25.59863169897377,,,,404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2016-11-01,4.0,,,,,,,,,,,,,,,,,8173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2016-12-01,7.0,,,,,,,,,,,,,,,,,8410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2017-01-01,11.0,,,154.45,,,,,,,,,,,,,15.327,8674,,,,,25.433526011560694,,,,401.0,46.0,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,ROSEAU
2017-02-01,8.0,,,,,,,,,,,,,,,,,8371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2017-03-01,5.4,,,,,,,,,,,,,,,,,8167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2017-04-01,4.6,,,,,,,,,,,,,,,,,8124,,,,,25.39221382916909,,,,410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2017-05-01,3.5,,,,,,,,,,,,,,,,,8135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2017-06-01,3.8,,,,,,,,,,,,,,,,,8260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2017-07-01,3.7,,,,,,,,,,,,,,,,,8051,,,,,23.792486583184253,,,,409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2017-08-01,3.9,,,,,,,,,,,,,,,,,7925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2017-09-01,3.1,,,,,,,,,,,,,,,,,7968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2017-10-01,2.5,,,,,,,,,,,,,,,,,8001,,,,,23.61689470553242,,,,415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2017-11-01,4.1,,,,,,,,,,,,,,,,,8102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2017-12-01,4.4,,,,,,,,,,,,,,,,,8097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2018-01-01,5.8,,,,,,,,,,,,,,,,,8063,,,,,23.707664884135475,,,,417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2018-02-01,4.6,,,,,,,,,,,,,,,,,7997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2018-03-01,4.8,,,,,,,,,,,,,,,,,8013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2018-04-01,4.4,,,,,,,,,,,,,,,,,7972,,,,,23.22274881516588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2018-05-01,2.7,,,,,,,,,,,,,,,,,7938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2018-06-01,3.4,,,,,,,,,,,,,,,,,7957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2018-07-01,3.1,,,,,,,,,,,,,,,,,7761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
2018-08-01,2.8,,,,,,,,,,,,,,,,,7559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSEAU
