DATE,MNDAKO5URN,NETMIGNACS027037,PUA0T17MN27037A647NCEN,PUAAMN27037A647NCEN,MHICIUBMN27037A052NCEN,CBR27037MNA647NCEN,B01002001E027037,MHIMN27037A052NCEN,MNDAKO5POP,PI27037,PCPI27037,ATNHPIUS27037A,MNDAKO5LFN,BPPRIV027037,EQFXSUBPRIME027037,PEAAMN27037A647NCEN,HOWNRATEACS027037,RACEDISPARITY027037,FBITC027037,B03002004E027037,PPU18MN27037A156NCEN,PE5T17MN27037A647NCEN,PUA5T17RMN27037A647NCEN,USPTOISSUED027037,B03002003E027037,B03002005E027037,MHICILBMN27037A052NCEN,S1701ACS027037,MWACL27037,HC01ESTVC1727037,HC01ESTVC1627037,ENU2703720510,2020RATIO027037,B03002006E027037,DP04ACS027037,B03002012E027037,CDC20N2U027037,CDC20N2UAA027037,B080ACS027037,B14005DCYACS027037,PPAAMN27037A156NCEN,PECILBAAMN27037A647NCEN,PECIUBAAMN27037A647NCEN,PPCILBAAMN27037A156NCEN,S1101SPHOUSE027037,PPCIUBAAMN27037A156NCEN,DMPCRATE027037,S1501ACSTOTAL027037,PEU18MN27037A647NCEN,PECILBU18MN27037A647NCEN,PECIUBU18MN27037A647NCEN,PPCILBU18MN27037A156NCEN,PP5T17MN27037A156NCEN,PECILB5T17MN27037A647NCEN,PECIUB5T17MN27037A647NCEN,PPCILB5T17MN27037A156NCEN,PPCIUB5T17MN27037A156NCEN,PPCIUBU18MN27037A156NCEN,county
2016-04-01,3.2,,,,,,,,,,,,234476,,19.134588367518965,,,,,,,,,13.0,,,,,,,,9221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2016-05-01,2.9,,,,,,,,,,,,235226,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2016-06-01,3.6,,,,,,,,,,,,237186,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2016-07-01,3.4,,,,,,,,,,,,239722,,19.270657756449662,,,,,,,,,9.0,,,,,,,,9344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2016-08-01,3.5,,,,,,,,,,,,238807,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2016-09-01,3.3,,,,,,,,,,,,237686,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2016-10-01,3.2,,,,,,,,,,,,236510,,19.576042671285453,,,,,,,,,7.0,,,,,,,,9423.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2016-11-01,2.9,,,,,,,,,,,,236189,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2016-12-01,3.4,,,,,,,,,,,,236287,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2017-01-01,3.8,,,,,,,,421.751,,,141.23,235870,2152.0,19.17017840967272,,,,163.0,,,,,13.0,,,,,,,,9466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2017-02-01,3.7,,,,,,,,,,,,237357,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2017-03-01,3.4,,,,,,,,,,,,237522,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2017-04-01,2.9,,,,,,,,,,,,237976,,18.94722391103964,,,,,,,,,10.0,,,,,,,,9631.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2017-05-01,2.8,,,,,,,,,,,,238643,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2017-06-01,3.2,,,,,,,,,,,,240721,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2017-07-01,3.1,,,,,,,,,,,,243173,,19.12833878774814,,,,,,,,,19.0,,,,,,,,9749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2017-08-01,3.1,,,,,,,,,,,,242555,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2017-09-01,2.7,,,,,,,,,,,,241698,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2017-10-01,2.3,,,,,,,,,,,,239116,,19.77096995204072,,,,,,,,,10.0,,,,,,,,9862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2017-11-01,2.4,,,,,,,,,,,,239224,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2017-12-01,2.8,,,,,,,,,,,,238289,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2018-01-01,3.2,,,,,,,,,,,,240933,,18.658057382066623,,,,,,,,,2.0,,,,,,,,9913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2018-02-01,3.2,,,,,,,,,,,,242505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2018-03-01,3.1,,,,,,,,,,,,242097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2018-04-01,2.6,,,,,,,,,,,,241995,,18.269666017201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2018-05-01,2.2,,,,,,,,,,,,242512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2018-06-01,2.7,,,,,,,,,,,,244993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2018-07-01,2.5,,,,,,,,,,,,245851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2018-08-01,2.4,,,,,,,,,,,,243332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
