DATE,MNDAKO5URN,NETMIGNACS027037,PUA0T17MN27037A647NCEN,PUAAMN27037A647NCEN,MHICIUBMN27037A052NCEN,CBR27037MNA647NCEN,B01002001E027037,MHIMN27037A052NCEN,MNDAKO5POP,PI27037,PCPI27037,ATNHPIUS27037A,MNDAKO5LFN,BPPRIV027037,EQFXSUBPRIME027037,PEAAMN27037A647NCEN,HOWNRATEACS027037,RACEDISPARITY027037,FBITC027037,B03002004E027037,PPU18MN27037A156NCEN,PE5T17MN27037A647NCEN,PUA5T17RMN27037A647NCEN,USPTOISSUED027037,B03002003E027037,B03002005E027037,MHICILBMN27037A052NCEN,S1701ACS027037,MWACL27037,HC01ESTVC1727037,HC01ESTVC1627037,ENU2703720510,2020RATIO027037,B03002006E027037,DP04ACS027037,B03002012E027037,CDC20N2U027037,CDC20N2UAA027037,B080ACS027037,B14005DCYACS027037,PPAAMN27037A156NCEN,PECILBAAMN27037A647NCEN,PECIUBAAMN27037A647NCEN,PPCILBAAMN27037A156NCEN,S1101SPHOUSE027037,PPCIUBAAMN27037A156NCEN,DMPCRATE027037,S1501ACSTOTAL027037,PEU18MN27037A647NCEN,PECILBU18MN27037A647NCEN,PECIUBU18MN27037A647NCEN,PPCILBU18MN27037A156NCEN,PP5T17MN27037A156NCEN,PECILB5T17MN27037A647NCEN,PECIUB5T17MN27037A647NCEN,PPCILB5T17MN27037A156NCEN,PPCIUB5T17MN27037A156NCEN,PPCIUBU18MN27037A156NCEN,county
2005-03-01,4.1,,,,,,,,,,,,226153,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2005-04-01,3.5,,,,,,,,,,,,227711,,22.67047483041771,,,,,,,,,28.0,,,,,,,,9850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2005-05-01,3.3,,,,,,,,,,,,227148,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2005-06-01,3.6,,,,,,,,,,,,227661,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2005-07-01,3.2,,,,,,,,,,,,229393,,22.623183268344558,,,,,,,,,11.0,,,,,,,,10158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2005-08-01,3.1,,,,,,,,,,,,228405,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2005-09-01,3.9,,,,,,,,,,,,228970,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2005-10-01,3.4,,,,,,,,,,,,230203,,23.387268217786698,,,,,,,,,8.0,,,,,,,,10406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2005-11-01,3.5,,,,,,,,,,,,230176,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2005-12-01,3.5,,,,,,,,,,,,228919,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2006-01-01,4.1,,103550.0,385998.0,72390.0,10554.0,,70540.0,385.358,16870989.0,43681.0,149.4,227541,1291.0,23.316246618254308,19189.0,,,236.0,,5.2,3298.0,76148.0,4.0,,,68691.0,,,,,10308.0,,,,,222.5,246.9,,,5.0,16726.0,21653.0,4.3,,5.6,,,5414.0,4506.0,6322.0,4.4,4.3,2647.0,3949.0,3.5,5.2,6.1,DAKOTA
2006-02-01,4.1,,,,,,,,,,,,227403,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2006-03-01,3.9,,,,,,,,,,,,227475,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2006-04-01,3.3,,,,,,,,,,,,227728,,22.91465112437764,,,,,,,,,10.0,,,,,,,,10287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2006-05-01,2.9,,,,,,,,,,,,227600,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2006-06-01,3.4,,,,,,,,,,,,229679,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2006-07-01,3.4,,,,,,,,,,,,231407,,22.99330907383496,,,,,,,,,10.0,,,,,,,,10167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2006-08-01,3.2,,,,,,,,,,,,229723,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2006-09-01,3.6,,,,,,,,,,,,228712,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2006-10-01,3.3,,,,,,,,,,,,229577,,23.259354409001165,,,,,,,,,7.0,,,,,,,,10322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2006-11-01,3.5,,,,,,,,,,,,230691,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2006-12-01,3.6,,,,,,,,,,,,230144,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2007-01-01,4.5,,103953.0,388495.0,76417.0,11910.0,,74442.0,390.00699999999995,17652493.0,45174.0,146.48,228746,834.0,23.062135092799174,20800.0,,,220.0,,6.1,3585.0,76121.0,7.0,,,72466.0,,,,,9969.0,,,,,215.9,233.7,,,5.4,17913.0,23688.0,4.6,,6.1,,,6296.0,5111.0,7481.0,4.9,4.7,2793.0,4377.0,3.7,5.8,7.2,DAKOTA
2007-02-01,4.2,,,,,,,,,,,,228011,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2007-03-01,4.3,,,,,,,,,,,,228253,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2007-04-01,3.9,,,,,,,,,,,,228777,,22.712896802155324,,,,,,,,,13.0,,,,,,,,10116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2007-05-01,3.6,,,,,,,,,,,,228638,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2007-06-01,4.2,,,,,,,,,,,,230715,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2007-07-01,4.0,,,,,,,,,,,,232291,,23.253045791905894,,,,,,,,,12.0,,,,,,,,10234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2007-08-01,4.0,,,,,,,,,,,,230950,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2007-09-01,4.2,,,,,,,,,,,,230020,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2007-10-01,3.8,,,,,,,,,,,,229959,,23.737054959440822,,,,,,,,,9.0,,,,,,,,10393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2007-11-01,3.8,,,,,,,,,,,,230618,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2007-12-01,4.2,,,,,,,,,,,,230246,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2008-01-01,4.8,,102824.0,390922.0,73709.0,13376.0,,71988.0,393.208,18138868.0,46049.0,137.94,228458,453.0,23.995748689581877,18044.0,,,211.0,,5.5,3488.0,74943.0,10.0,,,70267.0,,,,,10008.0,,,,,209.3,220.2,,,4.6,15531.0,20557.0,4.0,,5.3,47.539999961853,,5627.0,4514.0,6741.0,4.4,4.7,2727.0,4249.0,3.6,5.7,6.6,DAKOTA
2008-02-01,4.6,,,,,,,,,,,,228260,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2008-03-01,4.8,,,,,,,,,,,,228849,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2008-04-01,4.3,,,,,,,,,,,,229081,,23.698636782612915,,,,,,,,,26.0,,,,,,,,10116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2008-05-01,4.5,,,,,,,,,,,,229404,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2008-06-01,5.0,,,,,,,,,,,,231254,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2008-07-01,5.0,,,,,,,,,,,,233968,,23.97478608920739,,,,,,,,,19.0,,,,,,,,10228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2008-08-01,5.0,,,,,,,,,,,,232880,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2008-09-01,5.1,,,,,,,,,,,,231421,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2008-10-01,4.9,,,,,,,,,,,,231498,,24.42742610984803,,,,,,,,,10.0,,,,,,,,10243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2008-11-01,5.1,,,,,,,,,,,,231672,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2008-12-01,5.9,,,,,,,,,,,,231191,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2009-01-01,6.8,-2359.0,101478.0,394423.0,71883.0,17858.0,35.6,69807.0,396.244,17266519.0,43503.0,126.23,228185,423.0,24.058461166807586,24099.0,83.20533679600827,27.625273118992425,182.0,15496.0,7.7,5064.0,73470.0,11.0,332120.0,1467.0,67731.0,,30.29,,,9633.0,,16296.0,,17207.0,228.0,229.0,23.715529504935013,3.7149564977213085,6.1,20547.0,27651.0,5.2,24.32262711707884,7.0,48.3199999332428,48.3,7862.0,6398.0,9326.0,6.3,6.9,4054.0,6074.0,5.5,8.3,9.2,DAKOTA
2009-02-01,7.2,,,,,,,,,,,,228761,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2009-03-01,7.6,,,,,,,,,,,,228958,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2009-04-01,7.0,,,,,,,,,,,,228890,,23.903282349268856,,,,,,,,,29.0,,,,,,,,9780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2009-05-01,7.1,,,,,,,,,,,,229548,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2009-06-01,7.7,,,,,,,,,,,,230860,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2009-07-01,7.4,,,,,,,,,,,,232441,,24.412240624405104,,,,,,,,,13.0,,,,,,,,9740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2009-08-01,7.4,,,,,,,,,,,,230554,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2009-09-01,7.3,,,,,,,,,,,,228908,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2009-10-01,6.9,,,,,,,,,,,,228963,,25.16765755053508,,,,,,,,,7.0,,,,,,,,9805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2009-11-01,6.8,,,,,,,,,,,,229085,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2009-12-01,7.1,,,,,,,,,,,,227791,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2010-01-01,7.7,-602.0,104036.0,396424.0,71726.0,20959.0,36.1,69688.0,399.19,17689924.0,44309.0,118.07,225303,463.0,24.86249672611252,27650.0,81.84493572896379,28.24332720265182,199.0,17008.0,9.0,5841.0,76103.0,4.0,328204.0,1255.0,67650.0,,24.96,38.1,94.4,9421.0,9.389558618702273,16844.0,31.740052588969693,21794.0,238.2,235.3,23.814826724713683,4.085274229902329,7.0,24403.0,30897.0,6.2,23.947652958502665,7.8,47.939999938011205,48.40000000000001,9400.0,7904.0,10896.0,7.6,7.7,4729.0,6953.0,6.2,9.2,10.4,DAKOTA
2010-02-01,7.6,,,,,,,,,,,,223632,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2010-03-01,7.8,,,,,,,,,,,,224964,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2010-04-01,6.8,,,,,,,,,,,,225046,,24.250434616941728,,,,,,,,,17.0,,,,,,,,9407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2010-05-01,6.6,,,,,,,,,,,,225618,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2010-06-01,7.0,,,,,,,,,,,,228857,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2010-07-01,7.0,,,,,,,,,,,,230272,,24.435308571968626,,,,,,,,,13.0,,,,,,,,9457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2010-08-01,6.9,,,,,,,,,,,,230057,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2010-09-01,6.8,,,,,,,,,,,,229206,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2010-10-01,6.5,,,,,,,,,,,,228733,,25.17243798078047,,,,,,,,,10.0,,,,,,,,9489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2010-11-01,6.4,,,,,,,,,,,,228298,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2010-12-01,6.5,,,,,,,,,,,,227117,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2011-01-01,7.0,-3958.0,103021.0,399262.0,71849.0,24128.0,36.4,70064.0,401.79900000000004,19073458.0,47450.0,109.95,225368,421.0,24.382708825801014,27972.0,81.42786099947226,28.40892164521885,146.0,17713.0,9.2,6074.0,75555.0,2.0,328506.0,1196.0,68279.0,,24.36,38.4,94.5,9299.0,9.566408860880356,17001.0,31.367765758199862,22865.0,246.7,237.9,24.058276672023734,3.7971149371800834,7.0,24596.0,31348.0,6.2,24.190089174850435,7.8,47.63299999991429,49.0,9441.0,7809.0,11073.0,7.6,8.0,4902.0,7246.0,6.4,9.6,10.8,DAKOTA
2011-02-01,6.7,,,,,,,,,,,,224919,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2011-03-01,6.6,,,,,,,,,,,,225643,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2011-04-01,6.1,,,,,,,,,,,,226592,,23.978702132111888,,,,,,,,,16.0,,,,,,,,9382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2011-05-01,6.0,,,,,,,,,,,,226792,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2011-06-01,6.5,,,,,,,,,,,,229087,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2011-07-01,7.0,,,,,,,,,,,,231235,,24.06774967694296,,,,,,,,,9.0,,,,,,,,9431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2011-08-01,6.0,,,,,,,,,,,,229611,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2011-09-01,5.6,,,,,,,,,,,,229893,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2011-10-01,5.2,,,,,,,,,,,,229632,,24.603192939491247,,,,,,,,,12.0,,,,,,,,9511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2011-11-01,4.9,,,,,,,,,,,,228961,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2011-12-01,5.2,,,,,,,,,,,,227963,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2012-01-01,5.9,-3583.0,102195.0,402500.0,73619.0,25583.0,36.8,71574.0,404.749,19836695.0,48992.0,108.58,225978,806.0,23.94769671487317,30381.0,80.03123779773526,28.90279868777909,184.0,18870.0,9.9,6046.0,75130.0,18.0,328654.0,1256.0,69529.0,6.4,24.44,38.4,94.7,9517.0,9.739583843329251,17301.0,31.058435127104648,23839.0,236.1,221.0,24.103873957550114,3.8770053475935833,7.5,27227.0,33535.0,6.7,25.12870196234874,8.3,43.666999999899396,49.3,10119.0,8793.0,11445.0,8.6,8.0,4994.0,7098.0,6.6,9.4,11.2,DAKOTA
2012-02-01,5.9,,,,,,,,,,,,226892,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2012-03-01,5.8,,,,,,,,,,,,226773,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2012-04-01,5.0,,,,,,,,,,,,226151,,23.23812158517186,,,,,,,,,4.0,,,,,,,,9600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2012-05-01,5.0,,,,,,,,,,,,226459,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2012-06-01,5.5,,,,,,,,,,,,228533,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2012-07-01,5.5,,,,,,,,,,,,229099,,23.788687544386157,,,,,,,,,20.0,,,,,,,,9671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2012-08-01,5.3,,,,,,,,,,,,228845,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2012-09-01,4.8,,,,,,,,,,,,228999,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2012-10-01,4.6,,,,,,,,,,,,230346,,24.220442984557128,,,,,,,,,8.0,,,,,,,,9733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2012-11-01,4.4,,,,,,,,,,,,229769,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2012-12-01,4.7,,,,,,,,,,,,228577,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2013-01-01,5.6,-3716.0,101533.0,405353.0,77301.0,25566.0,37.1,73833.0,408.13800000000003,20245201.0,49578.0,114.74,228230,1089.0,23.095122274797678,33987.0,78.44003992585198,28.667976169064087,221.0,19481.0,10.0,7112.0,74941.0,9.0,328988.0,1228.0,70365.0,7.6,24.8,38.7,94.7,9349.0,10.244915555104733,17817.0,30.25697561487781,24825.0,238.3,218.4,24.13218113400843,4.263583603710643,8.4,30336.0,37638.0,7.5,25.9468864118693,9.3,37.3039999995381,49.8,10203.0,8748.0,11658.0,8.6,9.5,6018.0,8206.0,8.0,11.0,11.4,DAKOTA
2013-02-01,5.2,,,,,,,,,,,,228294,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2013-03-01,5.0,,,,,,,,,,,,228154,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2013-04-01,4.5,,,,,,,,,,,,228758,,22.64649375600384,,,,,,,,,8.0,,,,,,,,9406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2013-05-01,4.3,,,,,,,,,,,,229243,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2013-06-01,4.9,,,,,,,,,,,,231027,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2013-07-01,4.7,,,,,,,,,,,,231773,,22.64107741304302,,,,,,,,,6.0,,,,,,,,9452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2013-08-01,4.5,,,,,,,,,,,,230408,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2013-09-01,4.2,,,,,,,,,,,,230180,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2013-10-01,3.9,,,,,,,,,,,,230278,,22.586324750916585,,,,,,,,,5.0,,,,,,,,9315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2013-11-01,3.7,,,,,,,,,,,,230497,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2013-12-01,4.0,,,,,,,,,,,,229846,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2014-01-01,4.7,-3421.0,101924.0,409595.0,77948.0,24498.0,37.3,76269.0,411.845,21286995.0,51670.0,123.35,229629,952.0,21.64897249643013,29892.0,77.85171267811181,29.656346870804768,225.0,20340.0,9.6,6516.0,74966.0,24.0,329291.0,1008.0,74590.0,7.8,25.56,39.5,94.8,9291.0,10.53956834532374,18128.0,29.155055505158945,25636.0,246.8,217.6,24.071531160840788,3.881497736935948,7.3,26347.0,33437.0,6.4,26.85101731643239,8.2,35.8339999997988,50.8,9827.0,8289.0,11365.0,8.1,8.7,5427.0,7605.0,7.2,10.2,11.1,DAKOTA
2014-02-01,4.7,,,,,,,,,,,,230103,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2014-03-01,4.6,,,,,,,,,,,,230354,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2014-04-01,3.7,,,,,,,,,,,,230481,,21.00585572490552,,,,,,,,,14.0,,,,,,,,9367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2014-05-01,3.6,,,,,,,,,,,,231516,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2014-06-01,4.0,,,,,,,,,,,,233375,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2014-07-01,3.9,,,,,,,,,,,,234490,,20.874759625219923,,,,,,,,,27.0,,,,,,,,9459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2014-08-01,3.7,,,,,,,,,,,,232658,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2014-09-01,3.3,,,,,,,,,,,,231404,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2014-10-01,2.9,,,,,,,,,,,,231345,,21.431023688834134,,,,,,,,,33.0,,,,,,,,9537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2014-11-01,2.9,,,,,,,,,,,,231662,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2014-12-01,3.3,,,,,,,,,,,,231106,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2015-01-01,4.0,-4562.0,101732.0,411816.0,80709.0,23067.0,37.5,77576.0,414.12,22248800.0,53702.0,127.18,229478,961.0,20.677752735985056,29191.0,77.48895877284647,29.594691638841162,108.0,20801.0,9.1,6023.0,74833.0,11.0,329985.0,969.0,74443.0,7.7,25.72,40.3,94.7,9292.0,10.49410891089109,18609.0,27.4657875818475,26324.0,257.0,223.3,24.113299316967932,3.5370515359462082,7.1,26097.0,32285.0,6.3,27.388032411417136,7.9,36.121999999973895,51.6,9227.0,7912.0,10542.0,7.8,8.0,5055.0,6991.0,6.7,9.3,10.4,DAKOTA
2015-02-01,3.8,,,,,,,,,,,,230469,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2015-03-01,3.7,,,,,,,,,,,,229743,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2015-04-01,3.1,,,,,,,,,,,,231260,,19.812974868497953,,,,,,,,,19.0,,,,,,,,9284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2015-05-01,3.2,,,,,,,,,,,,233651,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2015-06-01,3.5,,,,,,,,,,,,233812,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2015-07-01,3.4,,,,,,,,,,,,235866,,19.856765623749702,,,,,,,,,9.0,,,,,,,,9113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2015-08-01,3.1,,,,,,,,,,,,234275,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2015-09-01,2.9,,,,,,,,,,,,232353,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2015-10-01,2.8,,,,,,,,,,,,231690,,19.965659066405784,,,,,,,,,18.0,,,,,,,,9121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2015-11-01,2.7,,,,,,,,,,,,232259,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2015-12-01,3.1,,,,,,,,,,,,232568,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2016-01-01,3.7,,101712.0,414464.0,82014.0,,37.6,79111.0,417.421,22951451.0,54975.0,132.36,231772,1150.0,19.600416816961246,23278.0,77.02639884520343,29.42853350449368,122.0,21702.0,7.2,5062.0,74289.0,8.0,330497.0,943.0,76208.0,7.2,37.7,40.7,94.7,9112.0,10.516982944991593,19113.0,25.958702064896755,27048.0,264.8,226.6,24.04021460338377,3.5339769945027024,5.6,20071.0,26485.0,4.8,26.794734425225773,6.4,,52.3,7332.0,5886.0,8778.0,5.8,6.8,3997.0,6127.0,5.4,8.2,8.6,DAKOTA
2016-02-01,3.8,,,,,,,,,,,,233993,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
2016-03-01,3.8,,,,,,,,,,,,233792,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAKOTA
