DATE,MNFREE7URN,MHIMN27047A052NCEN,PI27047,B03002005E027047,B080ACS027047,S1701ACS027047,MNFREE7POP,MNFREE7LFN,PUA5T17RMN27047A647NCEN,FBITC027047,RACEDISPARITY027047,PE5T17MN27047A647NCEN,PEU18MN27047A647NCEN,CBR27047MNA647NCEN,2020RATIO027047,B14005DCYACS027047,DP04ACS027047,CDC20N2U027047,USPTOISSUED027047,PCPI27047,PUAAMN27047A647NCEN,B01002001E027047,CDC20N2UAA027047,ATNHPIUS27047A,EQFXSUBPRIME027047,HC01ESTVC1727047,HC01ESTVC1627047,B03002003E027047,B03002006E027047,B03002012E027047,ENU2704720510,BPPRIV027047,MHICILBMN27047A052NCEN,MHICIUBMN27047A052NCEN,PUA0T17MN27047A647NCEN,HOWNRATEACS027047,NETMIGNACS027047,S1101SPHOUSE027047,PEAAMN27047A647NCEN,PPAAMN27047A156NCEN,PECILBAAMN27047A647NCEN,PECIUBAAMN27047A647NCEN,PPCILBAAMN27047A156NCEN,DMPCRATE027047,PPCIUBAAMN27047A156NCEN,S1501ACSTOTAL027047,PP5T17MN27047A156NCEN,PECILB5T17MN27047A647NCEN,PECIUB5T17MN27047A647NCEN,PPCILB5T17MN27047A156NCEN,PPU18MN27047A156NCEN,B03002004E027047,PECILBU18MN27047A647NCEN,PECIUBU18MN27047A647NCEN,PPCILBU18MN27047A156NCEN,PPCIUB5T17MN27047A156NCEN,PPCIUBU18MN27047A156NCEN,county
2008-07-01,5.7,,,,,,,16484,,,,,,,,,,,,,,,,,22.753346080305928,,,,,,812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2008-08-01,5.9,,,,,,,16346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2008-09-01,5.8,,,,,,,16476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2008-10-01,5.6,,,,,,,16285,,,,,,,,,,,,,,,,,22.8789323164919,,,,,,798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2008-11-01,6.1,,,,,,,16376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2008-12-01,6.9,,,,,,,16288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2009-01-01,8.6,44222.0,1068920.0,45.0,17.871146518877726,,31.015,16223,4720.0,108.0,40.390596747482185,659.0,1024.0,2483.0,,3.3942558746736298,,342.3,,34137.0,30450.0,43.7,248.9,118.72,22.747461928934012,,,28298.0,214.0,2275.0,771.0,27.0,40176.0,48268.0,6576.0,82.87941615524963,-163.0,27.057142857142853,3334.0,10.9,2667.0,4001.0,8.8,52.58999991416929,13.1,24.0,14.0,516.0,802.0,10.9,15.6,218.0,806.0,1241.0,12.3,17.0,18.9,FREEBORN
2009-02-01,9.0,,,,,,,16303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2009-03-01,9.3,,,,,,,16563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2009-04-01,8.8,,,,,,,16682,,,,,,,,,,,,,,,,,22.610352492854872,,,,,,774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2009-05-01,8.1,,,,,,,16547,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2009-06-01,8.8,,,,,,,17053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2009-07-01,8.4,,,,,,,16636,,,,,,,,,,,,,,,,,22.993973993022518,,,,,,779.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2009-08-01,8.2,,,,,,,16632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2009-09-01,8.2,,,,,,,16482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2009-10-01,7.6,,,,,,,16510,,,,,,,,,,,,,,,,,23.70275464445868,,,,,,777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2009-11-01,7.8,,,,,,,16401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2009-12-01,8.1,,,,,,,16299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2010-01-01,8.8,42250.0,1084993.0,100.0,18.07993079584775,,31.208000000000002,16696,4773.0,116.0,37.006530018279456,723.0,1152.0,2886.0,10.460209595546095,5.712492153170119,28.259028259028252,389.5,,34764.0,30619.0,44.1,273.2,115.53,23.843416370106763,13.8,85.8,28065.0,244.0,2565.0,760.0,30.0,39650.0,44850.0,6710.0,82.78513455788125,-213.0,27.74957698815567,3773.0,12.3,3153.0,4393.0,10.3,41.25,14.3,23.800000000000004,15.1,558.0,888.0,11.6,17.2,165.0,907.0,1397.0,13.6,18.6,20.8,FREEBORN
2010-02-01,8.7,,,,,,,17092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2010-03-01,8.6,,,,,,,17150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2010-04-01,7.8,,,,,,,17386,,,,,,,,,,,,,,,,,23.203351595230426,,,,,,757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2010-05-01,7.3,,,,,,,17449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2010-06-01,7.5,,,,,,,17300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2010-07-01,7.7,,,,,,,17104,,,,,,,,,,,,,,,,,23.563968668407316,,,,,,760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2010-08-01,7.4,,,,,,,16974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2010-09-01,7.2,,,,,,,16861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2010-10-01,7.0,,,,,,,17044,,,,,,,,,,,,,,,,,23.994935106046213,,,,,,761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2010-11-01,7.2,,,,,,,17041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2010-12-01,7.5,,,,,,,16943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2011-01-01,8.0,44352.0,1167406.0,93.0,18.04238880768428,,31.072,17024,4743.0,123.0,34.973804615436634,761.0,1148.0,3288.0,10.878164686603851,6.554185593770279,28.26388888888889,416.5,,37546.0,30569.0,44.4,294.1,109.97,22.686662412252712,14.2,87.3,27873.0,262.0,2633.0,757.0,30.0,41398.0,47306.0,6624.0,80.83612366307987,-118.0,33.28534408292542,3792.0,12.4,3156.0,4428.0,10.3,42.5079999999143,14.5,25.3,16.0,584.0,938.0,12.3,17.3,231.0,897.0,1399.0,13.5,19.7,21.1,FREEBORN
2011-02-01,7.7,,,,,,,17047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2011-03-01,7.6,,,,,,,17186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2011-04-01,6.7,,,,,,,17174,,,,,,,,,,,,,,,,,22.69526248399488,,,,,,766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2011-05-01,6.3,,,,,,,17472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2011-06-01,6.9,,,,,,,17536,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2011-07-01,6.8,,,,,,,17168,,,,,,,,,,,,,,,,,22.429906542056074,,,,,,771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2011-08-01,6.2,,,,,,,16980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2011-09-01,6.0,,,,,,,16708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2011-10-01,5.8,,,,,,,16787,,,,,,,,,,,,,,,,,22.30869001297017,,,,,,771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2011-11-01,5.6,,,,,,,16730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2011-12-01,5.8,,,,,,,16792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2012-01-01,6.8,44988.0,1220962.0,83.0,18.124352331606215,11.8,31.029,16690,4777.0,146.0,34.492065900210584,755.0,1129.0,3548.0,11.58809601567603,6.999351911860013,26.4830020719822,356.5,,39341.0,30461.0,44.4,270.0,109.69,21.806954826129346,14.3,87.8,27616.0,291.0,2717.0,767.0,33.0,42008.0,47968.0,6610.0,79.4033163598381,-369.0,38.63102232667449,3454.0,11.3,2860.0,4048.0,9.4,40.8729999996722,13.2,25.8,15.8,594.0,916.0,12.4,17.1,239.0,900.0,1358.0,13.6,19.2,20.6,FREEBORN
2012-02-01,7.1,,,,,,,16644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2012-03-01,7.0,,,,,,,16766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2012-04-01,5.7,,,,,,,16704,,,,,,,,,,,,,,,,,21.333333333333336,,,,,,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2012-05-01,5.6,,,,,,,16882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2012-06-01,6.0,,,,,,,16991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2012-07-01,5.7,,,,,,,16801,,,,,,,,,,,,,,,,,21.119592875318066,,,,,,767.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2012-08-01,5.6,,,,,,,16573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2012-09-01,5.0,,,,,,,16414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2012-10-01,4.9,,,,,,,16598,,,,,,,,,,,,,,,,,21.150097465886933,,,,,,767.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2012-11-01,4.9,,,,,,,16598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2012-12-01,5.4,,,,,,,16432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2013-01-01,6.3,47698.0,1199793.0,83.0,18.045492256637168,11.0,30.929000000000002,16560,4796.0,103.0,34.17008258975693,727.0,1116.0,3446.0,10.864835421367989,6.215083798882681,25.280420824630614,340.2,,38783.0,30314.0,44.5,234.2,109.65,20.540019286403087,14.8,88.0,27381.0,271.0,2789.0,747.0,27.0,45507.0,49889.0,6588.0,79.67487652503843,-414.0,39.52023988005997,3191.0,10.5,2489.0,3893.0,8.2,32.1389999999665,12.8,26.700000000000006,15.2,524.0,930.0,11.0,16.9,285.0,849.0,1383.0,12.8,19.4,21.0,FREEBORN
2013-02-01,6.0,,,,,,,16323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2013-03-01,5.8,,,,,,,16354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2013-04-01,4.9,,,,,,,16338,,,,,,,,,,,,,,,,,20.038350910834133,,,,,,752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2013-05-01,4.6,,,,,,,16598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2013-06-01,5.0,,,,,,,16889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2013-07-01,4.8,,,,,,,16583,,,,,,,,,,,,,,,,,20.40627885503232,,,,,,760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2013-08-01,4.8,,,,,,,16547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2013-09-01,4.5,,,,,,,16310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2013-10-01,4.1,,,,,,,16425,,,,,,,,,,,,,,,,,20.295657530027718,,,,,,752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2013-11-01,4.3,,,,,,,16274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2013-12-01,4.7,,,,,,,16304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2014-01-01,5.7,47203.0,1176185.0,80.0,18.501502340856682,11.5,30.74,16356,4784.0,114.0,40.744648677459004,806.0,1216.0,3233.0,10.805028102688745,6.963388370423548,23.575453976205388,385.9,,38228.0,30222.0,44.5,260.4,110.33,19.649446494464947,15.3,87.8,27179.0,301.0,2837.0,744.0,26.0,43573.0,50833.0,6597.0,78.74150218397978,-486.0,37.57802746566792,3774.0,12.5,3092.0,4456.0,10.2,33.523999999743,14.8,27.0,16.8,629.0,983.0,13.1,18.4,297.0,968.0,1464.0,14.6,20.5,22.2,FREEBORN
2014-02-01,5.6,,,,,,,16217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2014-03-01,5.5,,,,,,,16339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2014-04-01,4.4,,,,,,,16099,,,,,,,,,,,,,,,,,19.80228606734631,,,,,,751.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2014-05-01,4.0,,,,,,,16215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2014-06-01,4.1,,,,,,,16515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2014-07-01,4.1,,,,,,,16120,,,,,,,,,,,,,,,,,19.993781094527364,,,,,,755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2014-08-01,3.8,,,,,,,16199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2014-09-01,3.5,,,,,,,16046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2014-10-01,3.4,,,,,,,16319,,,,,,,,,,,,,,,,,20.54628224582701,,,,,,757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2014-11-01,3.7,,,,,,,16241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2014-12-01,4.2,,,,,,,16283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2015-01-01,4.8,47418.0,1204670.0,68.0,18.742397014100078,12.1,30.488000000000003,16491,4783.0,98.0,37.015729837008976,827.0,1287.0,3117.0,11.096990476190477,5.239179954441914,22.74559393029321,432.2,,39407.0,30001.0,44.6,293.5,112.46,20.767835550181378,16.1,88.9,26950.0,371.0,2870.0,738.0,28.0,45087.0,49749.0,6517.0,78.90059793201414,-527.0,39.071383449147184,4033.0,13.4,3423.0,4643.0,11.4,28.4179999998305,15.4,28.200000000000006,17.3,660.0,994.0,13.8,19.7,344.0,1072.0,1502.0,16.4,20.8,23.0,FREEBORN
2015-02-01,4.5,,,,,,,16304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2015-03-01,4.5,,,,,,,16610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2015-04-01,3.7,,,,,,,16309,,,,,,,,,,,,,,,,,19.707811568276686,,,,,,736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2015-05-01,3.6,,,,,,,16269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2015-06-01,3.8,,,,,,,16740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2015-07-01,3.8,,,,,,,16063,,,,,,,,,,,,,,,,,19.777911164465785,,,,,,711.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2015-08-01,3.3,,,,,,,16159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2015-09-01,3.0,,,,,,,15982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2015-10-01,3.0,,,,,,,16480,,,,,,,,,,,,,,,,,19.994013768332838,,,,,,714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2015-11-01,3.4,,,,,,,16343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2015-12-01,3.7,,,,,,,16380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2016-01-01,4.4,48943.0,1219212.0,44.0,18.90690919150702,11.2,30.403000000000002,16568,4710.0,82.0,39.68218661672196,690.0,1027.0,,10.51361315938741,4.138449962377728,21.161239701843854,467.3,,40045.0,29825.0,44.4,339.9,114.21,19.34426229508197,16.8,88.9,26684.0,402.0,2880.0,720.0,27.0,45438.0,52448.0,6446.0,78.35479161136183,,39.39878477774224,3267.0,11.0,2606.0,3928.0,8.8,,13.2,28.9,14.6,512.0,868.0,10.8,15.9,400.0,784.0,1270.0,12.1,18.4,19.7,FREEBORN
2016-02-01,4.3,,,,,,,16381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2016-03-01,4.2,,,,,,,16584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2016-04-01,3.5,,,,,,,16443,,,,,,,,,,,,,,,,,19.560047562425684,,,,,,717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2016-05-01,3.1,,,,,,,16372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2016-06-01,4.0,,,,,,,16589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2016-07-01,3.8,,,,,,,15950,,,,,,,,,,,,,,,,,19.700528479154436,,,,,,717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2016-08-01,3.7,,,,,,,15899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2016-09-01,3.4,,,,,,,16049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2016-10-01,3.3,,,,,,,16449,,,,,,,,,,,,,,,,,19.80690462258631,,,,,,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2016-11-01,3.7,,,,,,,16463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2016-12-01,4.4,,,,,,,16403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2017-01-01,4.8,,,,,,30.535,16483,,130.0,,,,,,,,,,,,,,119.2,19.377363980215303,,,,,,726.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2017-02-01,4.4,,,,,,,16317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2017-03-01,4.2,,,,,,,16339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2017-04-01,3.5,,,,,,,16211,,,,,,,,,,,,,,,,,18.545775684427433,,,,,,741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2017-05-01,3.0,,,,,,,16241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2017-06-01,3.5,,,,,,,16377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2017-07-01,3.3,,,,,,,16140,,,,,,,,,,,,,,,,,18.669075579644687,,,,,,746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2017-08-01,3.4,,,,,,,15831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2017-09-01,3.0,,,,,,,15834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2017-10-01,3.0,,,,,,,16127,,,,,,,,,,,,,,,,,20.09063444108761,,,,,,752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2017-11-01,3.7,,,,,,,16149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2017-12-01,4.1,,,,,,,16132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2018-01-01,4.5,,,,,,,16220,,,,,,,,,,,,,,,,,19.005759321006366,,,,,,755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2018-02-01,4.3,,,,,,,16208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2018-03-01,4.1,,,,,,,16238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2018-04-01,3.3,,,,,,,16240,,,,,,,,,,,,,,,,,19.37519722309877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2018-05-01,2.6,,,,,,,16355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2018-06-01,3.1,,,,,,,16399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2018-07-01,2.9,,,,,,,16006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
2018-08-01,2.7,,,,,,,15538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEBORN
