DATE,PCPI27011,MNBIGS1URN,MNBIGS1POP,PUAAMN27011A647NCEN,MHIMN27011A052NCEN,PECIUBU18MN27011A647NCEN,PEAAMN27011A647NCEN,PPU18MN27011A156NCEN,RACEDISPARITY027011,PI27011,2020RATIO027011,B14005DCYACS027011,DP04ACS027011,HOWNRATEACS027011,NETMIGNACS027011,MNBIGS1LFN,CDC20N2U027011,CBR27011MNA647NCEN,PUA0T17MN27011A647NCEN,B01002001E027011,B080ACS027011,CDC20N2UAA027011,EQFXSUBPRIME027011,PUA5T17RMN27011A647NCEN,PEU18MN27011A647NCEN,DMPCRATE027011,HC01ESTVC1727011,S1701ACS027011,HC01ESTVC1627011,B03002003E027011,B03002006E027011,B03002012E027011,ENU2701120510,PPAAMN27011A156NCEN,PE5T17MN27011A647NCEN,BPPRIV027011,B03002004E027011,FBITC027011,PP5T17MN27011A156NCEN,MHICILBMN27011A052NCEN,MHICIUBMN27011A052NCEN,B03002005E027011,PECILBU18MN27011A647NCEN,PECILBAAMN27011A647NCEN,PECIUBAAMN27011A647NCEN,S1101SPHOUSE027011,PPCILBU18MN27011A156NCEN,PPCIUBU18MN27011A156NCEN,PPCILBAAMN27011A156NCEN,PPCIUBAAMN27011A156NCEN,S1501ACSTOTAL027011,PECILB5T17MN27011A647NCEN,PECIUB5T17MN27011A647NCEN,PPCILB5T17MN27011A156NCEN,PPCIUB5T17MN27011A156NCEN,county
2016-04-01,,4.5,,,,,,,,,,,,,,2690,,,,,,,16.515837104072393,,,,,,,,,,181.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2016-05-01,,3.4,,,,,,,,,,,,,,2703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2016-06-01,,4.1,,,,,,,,,,,,,,2791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2016-07-01,,4.1,,,,,,,,,,,,,,2759,,,,,,,17.69911504424779,,,,,,,,,,180.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2016-08-01,,4.0,,,,,,,,,,,,,,2684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2016-09-01,,3.4,,,,,,,,,,,,,,2615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2016-10-01,,3.4,,,,,,,,,,,,,,2746,,,,,,,18.080357142857142,,,,,,,,,,182.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2016-11-01,,3.9,,,,,,,,,,,,,,2710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2016-12-01,,5.9,,,,,,,,,,,,,,2696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2017-01-01,,7.7,5.026,,,,,,,,,,,,,2659,,,,,,,18.859649122807017,,,,,,,,,,178.0,,,4.0,,34.0,,,,,,,,,,,,,,,,,,BIG STONE
2017-02-01,,6.5,,,,,,,,,,,,,,2560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2017-03-01,,6.0,,,,,,,,,,,,,,2584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2017-04-01,,4.5,,,,,,,,,,,,,,2562,,,,,,,16.885964912280702,,,,,,,,,,180.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2017-05-01,,3.2,,,,,,,,,,,,,,2565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2017-06-01,,3.4,,,,,,,,,,,,,,2654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2017-07-01,,3.4,,,,,,,,,,,,,,2610,,,,,,,18.995633187772924,,,,,,,,,,179.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2017-08-01,,3.5,,,,,,,,,,,,,,2534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2017-09-01,,3.2,,,,,,,,,,,,,,2523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2017-10-01,,2.4,,,,,,,,,,,,,,2643,,,,,,,19.78260869565217,,,,,,,,,,178.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2017-11-01,,3.5,,,,,,,,,,,,,,2630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2017-12-01,,5.1,,,,,,,,,,,,,,2659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2018-01-01,,6.6,,,,,,,,,,,,,,2684,,,,,,,18.695652173913047,,,,,,,,,,180.0,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2018-02-01,,6.0,,,,,,,,,,,,,,2660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2018-03-01,,5.9,,,,,,,,,,,,,,2683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2018-04-01,,4.2,,,,,,,,,,,,,,2682,,,,,,,17.724288840262577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2018-05-01,,2.2,,,,,,,,,,,,,,2768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2018-06-01,,2.6,,,,,,,,,,,,,,2785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2018-07-01,,2.7,,,,,,,,,,,,,,2813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
2018-08-01,,2.2,,,,,,,,,,,,,,2618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG STONE
