year,county,undergrad,unemployment,income_percap,civ_labor,race_white,income_med,income_person,pop_res,net_mig,homeowner,crime,racical_dissim,snap,inc_ineq,discon_yth,burd_house,pre_death,patents,poverty,age_med,commute,age_pre_death,at_hpi,eq_sprime,poverty_perc,hisp_latin,privat_ests,buildings,poverty_u18,house_singp,pop_est,pop_perc,prevent_admin,assoc_deg,rel_chil_518,prec_rel_chil_518,pop_u18,perc_pop_u18,real_wage_coladj,date,countycode
1998,MARSHALL,NaN,20972,NaN,32606,218026,10.395999999999999,NaN,NaN,NaN,NaN,423,NaN,NaN,NaN,NaN,NaN,10171,NaN,NaN,NaN,NaN,NaN,NaN,NaN,265,7,2901,NaN,1275,12.5,NaN,NaN,320,13.9,464,16,NaN,1998-06-16,45,6,4442
1998,MARTIN,NaN,24403,NaN,35356,539167,22.094,NaN,NaN,NaN,NaN,974,NaN,NaN,NaN,NaN,NaN,21689,NaN,NaN,NaN,88.65,NaN,NaN,NaN,668.25,42,5712,NaN,2428,11.2,NaN,NaN,591,13.6,891,15.6,NaN,1998-06-16,46,2.9,11090
1998,MCLEOD,NaN,25714,NaN,44052,888477,34.552,NaN,NaN,NaN,NaN,659,NaN,NaN,NaN,NaN,1,34565,NaN,NaN,NaN,90.61,NaN,NaN,NaN,907.75,180,9956,NaN,2381,6.9,NaN,NaN,588,8,919,9.2,NaN,1998-06-16,43,2.7,21730
1998,MEEKER,NaN,21483,NaN,37894,479532,22.320999999999998,NaN,NaN,NaN,NaN,652,NaN,NaN,NaN,NaN,1,21758,NaN,NaN,NaN,85.65,NaN,NaN,NaN,517.25,138,6413,NaN,2e3,9.2,NaN,NaN,521,10.6,777,12.1,NaN,1998-06-16,47,3.4,9339
1998,MILLE LACS,NaN,20311,NaN,33254,437920,21.561,NaN,NaN,NaN,NaN,1146,NaN,NaN,NaN,NaN,NaN,21319,NaN,NaN,NaN,82.68,NaN,NaN,NaN,548.25,112,6126,NaN,2522,11.8,NaN,NaN,695,14.9,960,15.7,NaN,1998-06-16,48,4.6,9255
1998,MORRISON,NaN,19845,NaN,33060,619841,31.234,NaN,NaN,NaN,NaN,1315,NaN,NaN,NaN,NaN,NaN,30681,NaN,NaN,NaN,83.76,NaN,NaN,NaN,721,180,9543,NaN,3966,12.9,NaN,NaN,1051,14.3,1540,16.1,NaN,1998-06-16,49,3.8,14925
1998,MOWER,NaN,23758,NaN,36166,907189,38.184,NaN,NaN,NaN,NaN,1739,NaN,NaN,NaN,NaN,26,37034,NaN,NaN,NaN,88.6,NaN,NaN,NaN,874,78,9322,NaN,3751,10.1,NaN,NaN,892,12.6,1386,14.9,NaN,1998-06-16,50,1.9,18831
1998,MURRAY,NaN,23873,NaN,33174,221397,9.274,NaN,NaN,NaN,NaN,216,NaN,NaN,NaN,NaN,NaN,9516,NaN,NaN,NaN,91.67,NaN,NaN,NaN,259.5,17,2551,NaN,1016,10.7,NaN,NaN,251,12.6,370,14.5,NaN,1998-06-16,51,3.5,4513
1998,NICOLLET,NaN,23790,NaN,44597,701829,29.500999999999998,NaN,NaN,NaN,NaN,690,NaN,NaN,NaN,NaN,NaN,27437,NaN,NaN,NaN,88.91,NaN,NaN,NaN,546.75,116,7834,NaN,2100,7.7,NaN,NaN,518,8.9,725,9.3,NaN,1998-06-16,52,1.5,18447
1998,NOBLES,NaN,22451,NaN,33374,463029,20.624000000000002,NaN,NaN,NaN,NaN,892,NaN,NaN,NaN,NaN,NaN,19013,NaN,NaN,NaN,95.5,NaN,NaN,NaN,610.5,18,4987,NaN,2355,12.4,NaN,NaN,569,15,873,17.5,NaN,1998-06-16,53,3.6,9689
1998,NORMAN,NaN,22241,NaN,31063,167053,7.511,NaN,NaN,NaN,NaN,466,NaN,NaN,NaN,NaN,NaN,7368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,204.25,11,2015,NaN,1018,13.8,NaN,NaN,267,16.8,363,18,NaN,1998-06-16,54,5,3238
1998,OLMSTED,NaN,29185,NaN,50682,3503407,120.04,NaN,NaN,NaN,NaN,3957,NaN,NaN,NaN,NaN,6.416666666666667,118923,NaN,NaN,NaN,83.29,NaN,NaN,NaN,2914.5,812,32768,NaN,8179,6.9,NaN,NaN,1967,8.4,3177,9.7,NaN,1998-06-16,55,1.5,72808
1998,OTTER TAIL,NaN,21501,NaN,33279,1198188,55.726000000000006,NaN,NaN,NaN,NaN,2039,NaN,NaN,NaN,NaN,NaN,55345,NaN,NaN,NaN,92.18,NaN,NaN,NaN,1499.75,115,14696,NaN,6604,11.9,NaN,NaN,1527,13.7,2347,16,NaN,1998-06-16,56,2.9,27354
1998,PENNINGTON,NaN,23811,NaN,33529,324853,13.642999999999999,NaN,NaN,NaN,NaN,611,NaN,NaN,NaN,NaN,NaN,13429,NaN,NaN,NaN,91.88,NaN,NaN,NaN,379.25,15,3680,NaN,1653,12.3,NaN,NaN,422,14.9,595,16.2,NaN,1998-06-16,57,2.7,8197
1998,PINE,NaN,19241,NaN,32448,486247,25.272,NaN,NaN,NaN,NaN,1361,NaN,NaN,NaN,NaN,NaN,23691,NaN,NaN,NaN,87.93,NaN,NaN,NaN,519.5,90,6845,NaN,3122,13.2,NaN,NaN,848,16,1143,16.7,NaN,1998-06-16,58,3.9,11181
1998,PIPESTONE,NaN,22267,NaN,32098,224745,10.093,NaN,NaN,NaN,NaN,342,NaN,NaN,NaN,NaN,NaN,9908,NaN,NaN,NaN,93.73,NaN,NaN,NaN,329.75,28,2799,NaN,1198,12.1,NaN,NaN,311,14.7,432,15.4,NaN,1998-06-16,59,2.1,5071
1998,POLK,NaN,21313,NaN,33589,669764,31.425,NaN,NaN,NaN,NaN,2308,NaN,NaN,NaN,NaN,NaN,30154,NaN,NaN,NaN,98.19,NaN,NaN,NaN,854.75,154,8668,NaN,4236,14,NaN,NaN,1062,16.2,1532,17.7,NaN,1998-06-16,60,3.4,16658
1998,POPE,NaN,21823,NaN,32670,244113,11.186,NaN,NaN,NaN,NaN,357,NaN,NaN,NaN,NaN,NaN,10805,NaN,NaN,NaN,90.03,NaN,NaN,NaN,307.25,21,2992,NaN,1252,11.6,NaN,NaN,328,14.3,467,15.6,NaN,1998-06-16,61,2.2,5541
1998,RAMSEY,NaN,30271,NaN,44100,15319435,506.075,NaN,NaN,NaN,NaN,39344,NaN,NaN,NaN,NaN,28.833333333333332,481218,NaN,NaN,NaN,80.52,NaN,NaN,NaN,14030.25,644,122510,NaN,54962,11.4,NaN,NaN,13450,15.8,22532,18.4,NaN,1998-06-16,62,2,284313
1998,RED LAKE,NaN,19469,NaN,30241,84554,4.343,NaN,NaN,NaN,NaN,185,NaN,NaN,NaN,NaN,NaN,4240,NaN,NaN,NaN,NaN,NaN,NaN,NaN,114.5,6,1269,NaN,514,12.1,NaN,NaN,137,13.9,174,13.7,NaN,1998-06-16,63,7.2,1857
1998,REDWOOD,NaN,23e3,NaN,35258,390171,16.964000000000002,NaN,NaN,NaN,NaN,434,NaN,NaN,NaN,NaN,NaN,16271,NaN,NaN,NaN,89.27,NaN,NaN,NaN,534.25,24,4629,NaN,1606,9.9,NaN,NaN,403,11.5,606,13.1,NaN,1998-06-16,64,2.4,9236
1998,RENVILLE,NaN,22742,NaN,35827,391043,17.195,NaN,NaN,NaN,NaN,891,NaN,NaN,NaN,NaN,1,16746,NaN,NaN,NaN,93.52,NaN,NaN,NaN,564.75,35,4666,NaN,1824,10.9,NaN,NaN,493,13.8,706,15.1,NaN,1998-06-16,65,4.2,8123
1998,RICE,NaN,22198,NaN,45037,1225336,55.2,NaN,NaN,NaN,NaN,1432,NaN,NaN,NaN,NaN,1,50001,NaN,NaN,NaN,85.07,NaN,NaN,NaN,1268.75,316,14302,NaN,3857,7.7,NaN,NaN,890,8.3,1341,9.4,NaN,1998-06-16,66,2.6,28222
1998,ROCK,NaN,22592,NaN,35212,222438,9.846,NaN,NaN,NaN,NaN,207,NaN,NaN,NaN,NaN,NaN,9690,NaN,NaN,NaN,97.14,NaN,NaN,NaN,255.75,20,2691,NaN,893,9.2,NaN,NaN,231,11,337,12.5,NaN,1998-06-16,67,3.2,4588
1998,ROSEAU,NaN,22539,NaN,38291,368877,16.366,NaN,NaN,NaN,NaN,250,NaN,NaN,NaN,NaN,NaN,16130,NaN,NaN,NaN,98.47,NaN,NaN,NaN,360.25,27,5080,NaN,1327,8.2,NaN,NaN,351,9.6,535,10.5,NaN,1998-06-16,68,2.6,8910
1998,SCOTT,NaN,28895,NaN,62963,2337002,80.878,NaN,NaN,NaN,NaN,1083,NaN,NaN,NaN,NaN,1.5,83464,NaN,NaN,NaN,82.8,NaN,NaN,NaN,1934.75,1674,25935,NaN,3144,3.8,NaN,NaN,890,4.8,1378,5.3,NaN,1998-06-16,70,1.7,47255
1998,SHERBURNE,NaN,24208,NaN,55447,1429721,59.06100000000001,NaN,NaN,NaN,NaN,1205,NaN,NaN,NaN,NaN,NaN,63496,NaN,NaN,NaN,84.28,NaN,NaN,NaN,1258,1006,20422,NaN,3276,5.2,NaN,NaN,917,6,1315,6.4,NaN,1998-06-16,71,1.7,32999
1998,SIBLEY,NaN,20762,NaN,35364,314373,15.142000000000001,NaN,NaN,NaN,NaN,442,NaN,NaN,NaN,NaN,NaN,14808,NaN,NaN,NaN,87.22,NaN,NaN,NaN,337.25,44,4195,NaN,1377,9.3,NaN,NaN,381,12,511,12.2,NaN,1998-06-16,72,2.8,6724
1998,ST. LOUIS,NaN,24142,NaN,37389,4808093,8216.521,NaN,NaN,NaN,NaN,12044,NaN,NaN,NaN,NaN,NaN,192897,NaN,NaN,NaN,85.84,NaN,NaN,NaN,151.5,692,47020,NaN,22628,11.7,NaN,NaN,4866,13.5,7717,16.4,NaN,1998-06-16,69,2.7430000000000003,4552.083
1998,STEARNS,NaN,23094,NaN,40952,3008018,130.252,NaN,NaN,NaN,NaN,3777,NaN,NaN,NaN,NaN,1,126121,NaN,NaN,NaN,86.91,NaN,NaN,NaN,3635.75,772,36136,NaN,10487,8.3,NaN,NaN,2544,9.4,3854,10.7,NaN,1998-06-16,73,2.5,74266
1998,STEELE,NaN,26280,NaN,45164,861105,32.766,NaN,NaN,NaN,NaN,1030,NaN,NaN,NaN,NaN,NaN,32182,NaN,NaN,NaN,91.19,NaN,NaN,NaN,859.5,192,9267,NaN,2307,7.2,NaN,NaN,607,8.8,907,9.8,NaN,1998-06-16,74,2,20031
1998,STEVENS,NaN,22471,NaN,37913,229680,10.221,NaN,NaN,NaN,NaN,264,NaN,NaN,NaN,NaN,NaN,9443,NaN,NaN,NaN,95.3,NaN,NaN,NaN,318.25,25,2322,NaN,973,10.3,NaN,NaN,210,11.8,297,12.8,NaN,1998-06-16,75,1.6,5377
1998,SWIFT,NaN,18798,NaN,33068,232980,12.394,NaN,NaN,NaN,NaN,457,NaN,NaN,NaN,NaN,NaN,10097,NaN,NaN,NaN,91.7,NaN,NaN,NaN,313.75,23,2761,NaN,1228,12.2,NaN,NaN,310,14.3,439,15.9,NaN,1998-06-16,76,2.2,5500
1998,TODD,NaN,17781,NaN,29476,429676,24.165,NaN,NaN,NaN,NaN,1275,NaN,NaN,NaN,NaN,NaN,24424,NaN,NaN,NaN,95.1,NaN,NaN,NaN,457.5,113,7441,NaN,3644,14.9,NaN,NaN,975,16.6,1369,18.4,NaN,1998-06-16,77,3.8,9251
1998,TRAVERSE,NaN,22324,NaN,29858,95234,4.266,NaN,NaN,NaN,NaN,296,NaN,NaN,NaN,NaN,NaN,4089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,125.25,6,1061,NaN,599,14.7,NaN,NaN,163,19.9,211,19.9,NaN,1998-06-16,78,3.3,1876
1998,WABASHA,NaN,24774,NaN,40092,525453,21.21,NaN,NaN,NaN,NaN,466,NaN,NaN,NaN,NaN,NaN,21201,NaN,NaN,NaN,82.93,NaN,NaN,NaN,526.25,128,6062,NaN,1644,7.8,NaN,NaN,424,9.3,625,10.3,NaN,1998-06-16,79,2,12714
1998,WADENA,NaN,17977,NaN,28331,241821,13.452,NaN,NaN,NaN,NaN,964,NaN,NaN,NaN,NaN,NaN,13120,NaN,NaN,NaN,88.51,NaN,NaN,NaN,409,56,3654,NaN,2169,16.5,NaN,NaN,557,20,703,19.3,NaN,1998-06-16,80,4.1,7107
1998,WASECA,NaN,23527,NaN,39521,442241,18.797,NaN,NaN,NaN,NaN,579,NaN,NaN,NaN,NaN,NaN,18203,NaN,NaN,NaN,89.2,NaN,NaN,NaN,479.75,80,5311,NaN,1610,8.8,NaN,NaN,432,10.7,623,11.7,NaN,1998-06-16,81,2.3,10031
1998,WASHINGTON,NaN,32302,NaN,65748,6212949,192.34099999999998,NaN,NaN,NaN,NaN,2836,NaN,NaN,NaN,NaN,3.272727272727273,203056,NaN,NaN,NaN,83.28,NaN,NaN,NaN,4099,2380,60839,NaN,7782,3.8,NaN,NaN,2022,4.4,3197,5.3,NaN,1998-06-16,82,1.5,115858
1998,WATONWAN,NaN,21858,NaN,33044,261984,11.985999999999999,NaN,NaN,NaN,NaN,404,NaN,NaN,NaN,NaN,NaN,11434,NaN,NaN,NaN,93.55,NaN,NaN,NaN,319.25,21,3155,NaN,1233,10.8,NaN,NaN,340,14.3,495,15.7,NaN,1998-06-16,83,2.8,5628
1998,WILKIN,NaN,20630,NaN,36142,149235,7.234,NaN,NaN,NaN,NaN,554,NaN,NaN,NaN,NaN,NaN,7245,NaN,NaN,NaN,86.26,NaN,NaN,NaN,181.75,40,2038,NaN,806,11.1,NaN,NaN,210,13.7,300,14.7,NaN,1998-06-16,84,2,3938
1998,WINONA,NaN,22813,NaN,38496,1134627,49.736999999999995,NaN,NaN,NaN,NaN,1470,NaN,NaN,NaN,NaN,NaN,44984,NaN,NaN,NaN,87.01,NaN,NaN,NaN,1185.25,151,11670,NaN,4441,9.9,NaN,NaN,964,11,1457,12.5,NaN,1998-06-16,85,2.4,28600
1998,WRIGHT,NaN,24604,NaN,50181,2093557,85.09100000000001,NaN,NaN,NaN,NaN,1720,NaN,NaN,NaN,NaN,NaN,88576,NaN,NaN,NaN,84.04,NaN,NaN,NaN,1994,1077,28687,NaN,5152,5.8,NaN,NaN,1402,6.6,2127,7.4,NaN,1998-06-16,86,2,47474
1998,YELLOW MEDICINE,NaN,21215,NaN,33426,239795,11.302999999999999,NaN,NaN,NaN,NaN,316,NaN,NaN,NaN,NaN,NaN,11297,NaN,NaN,NaN,85.57,NaN,NaN,NaN,337,30,3065,NaN,1186,10.5,NaN,NaN,295,12.5,383,12.5,NaN,1998-06-16,87,2.6,5124
1999,AITKIN,NaN,20697,NaN,30840,311740,15.062000000000001,NaN,NaN,NaN,NaN,810,NaN,NaN,NaN,457.4,1,15215,NaN,NaN,323.4,77.64,22.642873202381566,NaN,NaN,398.25,213,3147,NaN,1779,11.7,NaN,NaN,394,16.4,505,16,NaN,1999-06-16,1,5.5,5975
1999,ANOKA,NaN,28393,NaN,56583,8336269,293.599,NaN,NaN,NaN,NaN,7208,NaN,NaN,NaN,247.1,18.083333333333332,297802,NaN,NaN,313.6,89.09,31.83139716019601,NaN,NaN,6340.25,2485,85659,NaN,13927,4.7,NaN,NaN,3434,5.5,5106,6,NaN,1999-06-16,2,2.2,185986
1999,BECKER,NaN,22243,NaN,34269,660690,29.703000000000003,NaN,NaN,NaN,NaN,1956,NaN,NaN,NaN,434.5,NaN,29769,NaN,NaN,378.7,93.26,27.24813212346751,NaN,NaN,855.25,182,7955,NaN,3590,12.1,NaN,NaN,947,15.9,1197,15,NaN,1999-06-16,3,4.9,13661
1999,BELTRAMI,NaN,20178,NaN,31829,791926,39.247,NaN,NaN,NaN,NaN,4940,NaN,NaN,NaN,397.1,NaN,38149,NaN,NaN,435.6,93.48,34.06163012774273,NaN,NaN,1015.25,59,11086,NaN,6436,16.9,NaN,NaN,1639,20.3,2164,19.5,NaN,1999-06-16,4,4.6,19547
1999,BENTON,NaN,24036,NaN,41374,808897,33.653,NaN,NaN,NaN,NaN,1013,NaN,NaN,NaN,335,NaN,33916,NaN,NaN,407.6,90.43,32.61981619344026,NaN,NaN,725,174,9189,NaN,2450,7.2,NaN,NaN,499,7.5,760,8.3,NaN,1999-06-16,5,2.4,21007
1999,BIG STONE,NaN,22028,NaN,30770,128796,5.847,NaN,NaN,NaN,NaN,241,NaN,NaN,NaN,610.6,NaN,5722,NaN,NaN,451,NaN,21.182609530721805,NaN,NaN,186.5,11,1455,NaN,639,11.2,NaN,NaN,172,14.8,199,13.7,NaN,1999-06-16,6,2.6,2825
1999,BLUE EARTH,NaN,25692,NaN,38215,1430992,55.698,NaN,NaN,NaN,NaN,1654,NaN,NaN,NaN,251.8,NaN,52745,NaN,NaN,296.1,92.89,26.59666557492894,NaN,NaN,1702.5,192,11891,NaN,4735,9,NaN,NaN,854,9.9,1164,9.8,NaN,1999-06-16,7,2.2,31749
1999,BROWN,NaN,24547,NaN,39644,663740,27.04,NaN,NaN,NaN,NaN,751,NaN,NaN,NaN,346.5,NaN,26231,NaN,NaN,304.8,93.7,20.6605556755921,NaN,NaN,764.75,64,6782,NaN,1724,6.6,NaN,NaN,380,7.3,530,7.8,NaN,1999-06-16,8,2.8,15611
1999,CARLTON,NaN,22842,NaN,39483,720846,31.558000000000003,NaN,NaN,NaN,NaN,1458,NaN,NaN,NaN,366.6,NaN,30469,NaN,NaN,338.1,92.07,27.059145711527133,NaN,NaN,657.75,173,7961,NaN,2593,8.5,NaN,NaN,586,9.8,830,10.4,NaN,1999-06-16,9,3.4,15167
1999,CARVER,NaN,35864,NaN,66393,2445242,68.181,NaN,NaN,NaN,NaN,549,NaN,NaN,NaN,193.2,2,69962,NaN,NaN,258.1,89.45,23.460210804895443,NaN,NaN,1620.25,931,22091,NaN,2335,3.3,NaN,NaN,589,3.8,908,4.1,NaN,1999-06-16,10,1.9,41456
1999,CASS,NaN,28235,NaN,33133,3442413,121.921,NaN,NaN,NaN,NaN,1646,NaN,NaN,NaN,531.1,NaN,27161,NaN,NaN,388,96.73,27.004896636954367,NaN,NaN,739.25,612,6682,NaN,3639,13.4,NaN,NaN,936,18,1143,17.1,NaN,1999-06-16,11,1.3,12305
1999,CHIPPEWA,NaN,25503,NaN,36466,335544,13.157,NaN,NaN,NaN,NaN,566,NaN,NaN,NaN,361.4,NaN,12986,NaN,NaN,309.4,96.28,24.09533326328916,NaN,NaN,403,26,3325,NaN,1133,8.7,NaN,NaN,267,10.7,356,10.7,NaN,1999-06-16,12,4.2,7277
1999,CHISAGO,NaN,27210,NaN,52338,1090321,40.07,NaN,NaN,NaN,NaN,989,NaN,NaN,NaN,298.9,NaN,40678,NaN,NaN,342.9,90.44,29.918185867345084,NaN,NaN,931.25,685,12226,NaN,2286,5.6,NaN,NaN,543,6.1,834,6.8,NaN,1999-06-16,13,2.4,22153
1999,CLAY,NaN,21575,NaN,38543,1099692,50.971000000000004,NaN,NaN,NaN,NaN,3189,NaN,NaN,NaN,325.7,NaN,47826,NaN,NaN,357,94.82,26.48476633350432,NaN,NaN,1066.5,215,12739,NaN,5061,10.6,NaN,NaN,1109,11.8,1500,11.8,NaN,1999-06-16,14,1.9,30197
1999,CLEARWATER,NaN,18492,NaN,30079,157665,8.526,NaN,NaN,NaN,NaN,650,NaN,NaN,NaN,452.5,NaN,8334,NaN,NaN,390.3,NaN,30.745815877752324,NaN,NaN,206.25,4,2199,NaN,1174,14.1,NaN,NaN,301,18,378,17.2,NaN,1999-06-16,15,7.5,3811
1999,COOK,NaN,26468,NaN,36510,133318,5.037,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,431.3,NaN,5156,NaN,NaN,346.2,93.22,20.651919884968883,NaN,NaN,243,82,1053,NaN,356,6.9,NaN,NaN,74,9.2,98,9.3,NaN,1999-06-16,16,2,3275
1999,COTTONWOOD,NaN,23149,NaN,32408,283575,12.25,NaN,NaN,NaN,NaN,400,NaN,NaN,NaN,541.5,NaN,11990,NaN,NaN,433.5,98.15,18.465500609331983,NaN,NaN,361.5,18,3013,NaN,1176,9.8,NaN,NaN,332,14.7,404,13.4,NaN,1999-06-16,17,4,6068
1999,CROW WING,NaN,22514,NaN,36569,1219632,54.173,NaN,NaN,NaN,NaN,2101,NaN,NaN,NaN,368.9,1,54729,NaN,NaN,299.3,92.54,25.782155745822983,NaN,NaN,1767.75,694,13561,NaN,5046,9.2,NaN,NaN,1145,11.5,1620,11.9,NaN,1999-06-16,18,3.3,27505
1999,DAKOTA,NaN,34234,NaN,61848,11999845,350.52,NaN,NaN,NaN,NaN,5497,NaN,NaN,NaN,218,8,357648,NaN,NaN,282.6,89.22,29.386123437169704,NaN,NaN,8455.75,2601,103753,NaN,14193,4,NaN,NaN,3441,4.6,5166,5,NaN,1999-06-16,19,1.8,221249
1999,DODGE,NaN,25319,NaN,47760,440215,17.387,NaN,NaN,NaN,NaN,374,NaN,NaN,NaN,325.6,NaN,17693,NaN,NaN,359.1,92.94,25.25687366377907,NaN,NaN,366.25,155,5323,NaN,1016,5.7,NaN,NaN,257,6.6,363,6.8,NaN,1999-06-16,20,2.7,8694
1999,DOUGLAS,NaN,22333,NaN,37234,959442,42.96,NaN,NaN,NaN,NaN,948,NaN,NaN,NaN,288.2,NaN,32578,NaN,NaN,239.8,90.25,29.62048020625244,NaN,NaN,1070,228,7858,NaN,2744,8.4,NaN,NaN,584,9.8,781,9.9,NaN,1999-06-16,21,3.3,17055
1999,FARIBAULT,NaN,22676,NaN,34145,369353,16.288,NaN,NaN,NaN,NaN,574,NaN,NaN,NaN,342.2,NaN,15888,NaN,NaN,260.6,90.92,19.90357140361833,NaN,NaN,465.5,16,3854,NaN,1464,9.2,NaN,NaN,311,10.5,443,11.5,NaN,1999-06-16,22,2.7,8485
1999,FILLMORE,NaN,22435,NaN,36046,472255,21.05,NaN,NaN,NaN,NaN,529,NaN,NaN,NaN,377.7,1,20801,NaN,NaN,325.8,92.96,20.79796856494944,NaN,NaN,576.5,97,5505,NaN,1813,8.7,NaN,NaN,505,12,614,11.2,NaN,1999-06-16,23,2.7,9907
1999,FREEBORN,NaN,22713,NaN,36091,741314,32.638000000000005,NaN,NaN,NaN,NaN,1239,NaN,NaN,NaN,408.8,2,32356,NaN,NaN,333.1,93.2,23.026744525809224,NaN,NaN,829.25,79,7711,NaN,2757,8.5,NaN,NaN,570,9.9,832,10.8,NaN,1999-06-16,24,2.4,16404
1999,GOODHUE,NaN,26519,NaN,46484,1166154,43.974,NaN,NaN,NaN,NaN,652,NaN,NaN,NaN,341,NaN,43497,NaN,NaN,329.8,91.02,25.70077864974872,NaN,NaN,1158.25,189,11534,NaN,2282,5.2,NaN,NaN,565,6.5,773,6.7,NaN,1999-06-16,25,2.8,23204
1999,GRANT,NaN,23547,NaN,33601,148513,6.307,NaN,NaN,NaN,NaN,251,NaN,NaN,NaN,617.6,1,6180,NaN,NaN,472.2,NaN,20.870191180163395,NaN,NaN,203.75,12,1500,NaN,572,9.3,NaN,NaN,129,11,172,11.4,NaN,1999-06-16,26,3.5,2957
1999,HENNEPIN,NaN,40456,NaN,50398,44891887,1109.634,NaN,NaN,NaN,NaN,59901,NaN,NaN,NaN,290.3,305.5,1104434,NaN,NaN,324.8,87.82,27.859479919702228,NaN,NaN,40325.75,3430,265711,NaN,88871,8,NaN,NaN,19052,10.1,27556,10.4,NaN,1999-06-16,27,2.3,672826
1999,HOUSTON,NaN,25330,NaN,40757,497263,19.631,NaN,NaN,NaN,NaN,477,NaN,NaN,NaN,328.1,NaN,19562,NaN,NaN,294.5,94.52,18.058936376577577,NaN,NaN,385.75,92,5342,NaN,1311,6.7,NaN,NaN,307,7.4,433,8.1,NaN,1999-06-16,28,3.2,11330
1999,HUBBARD,NaN,20860,NaN,33890,375250,17.989,NaN,NaN,NaN,NaN,823,NaN,NaN,NaN,458.7,NaN,18346,NaN,NaN,358.8,NaN,25.916398400893822,NaN,NaN,507.25,38,4471,NaN,2019,11,NaN,NaN,482,14.2,636,14.2,NaN,1999-06-16,29,3.2,8110
1999,ISANTI,NaN,24373,NaN,48225,746037,30.609,NaN,NaN,NaN,NaN,875,NaN,NaN,NaN,287.2,1,31063,NaN,NaN,315.3,89.88,30.461295992375135,NaN,NaN,658,291,8854,NaN,1973,6.4,NaN,NaN,494,7.4,717,8.1,NaN,1999-06-16,30,3,16427
1999,ITASCA,NaN,21431,NaN,35859,940798,43.898999999999994,NaN,NaN,NaN,NaN,1884,NaN,NaN,NaN,376.2,NaN,43752,NaN,NaN,304.6,92.82,25.740775015513716,NaN,NaN,1106.25,290,10556,NaN,4449,10.2,NaN,NaN,1045,13,1418,13.4,NaN,1999-06-16,31,7.6,20247
1999,JACKSON,NaN,22275,NaN,35790,252825,11.35,NaN,NaN,NaN,NaN,292,NaN,NaN,NaN,357.6,NaN,11130,NaN,NaN,306.3,109.25,19.327008704496272,NaN,NaN,294.25,18,2739,NaN,907,8.2,NaN,NaN,231,10.9,297,10.8,NaN,1999-06-16,32,3.2,6045
1999,KANABEC,NaN,20687,NaN,36765,304413,14.715,NaN,NaN,NaN,NaN,536,NaN,NaN,NaN,449.3,NaN,14960,NaN,NaN,400.6,93.71,30.032348001187344,NaN,NaN,270.75,64,4077,NaN,1457,9.7,NaN,NaN,390,12.5,507,12.4,NaN,1999-06-16,33,4.4,7178
1999,KANDIYOHI,NaN,25542,NaN,39048,1055636,41.32899999999999,NaN,NaN,NaN,NaN,2052,NaN,NaN,NaN,309.5,NaN,40793,NaN,NaN,299.4,96.32,26.261712448758942,NaN,NaN,1212.75,187,10852,NaN,3823,9.4,NaN,NaN,932,11.5,1250,11.5,NaN,1999-06-16,34,3.1,21411
1999,KITTSON,NaN,23438,NaN,33490,124900,5.329,NaN,NaN,NaN,NaN,185,NaN,NaN,NaN,468.9,NaN,5178,NaN,NaN,360.7,NaN,21.298026410644354,NaN,NaN,176.25,12,1312,NaN,512,9.9,NaN,NaN,123,12.7,157,12,NaN,1999-06-16,35,10,2497
1999,KOOCHICHING,NaN,23159,NaN,36361,336084,14.512,NaN,NaN,NaN,NaN,766,NaN,NaN,NaN,518.6,NaN,14195,NaN,NaN,397.2,95.36,27.076681228779286,NaN,NaN,448.25,32,3394,NaN,1588,11.2,NaN,NaN,403,15.7,483,14.2,NaN,1999-06-16,36,5.4,6901
1999,LAC QUI PARLE,NaN,22765,NaN,33083,184552,8.107000000000001,NaN,NaN,NaN,NaN,213,NaN,NaN,NaN,640.3,NaN,7926,NaN,NaN,506.6,NaN,20.134107143226927,NaN,NaN,201,12,1973,NaN,649,8.2,NaN,NaN,141,9.1,188,9.5,NaN,1999-06-16,37,3,3866
1999,LAKE,NaN,19157,NaN,32266,83256,4.5569999999999995,NaN,NaN,NaN,NaN,118,NaN,NaN,NaN,335.5,NaN,4513,NaN,NaN,290,89.5,27.22804496484647,NaN,NaN,152,0,1118,NaN,408,9,NaN,NaN,91,10,125,11.2,NaN,1999-06-16,38,4,2576
1999,LAKE OF THE WOODS,NaN,18466,NaN,32266,84149,4.5569999999999995,NaN,NaN,NaN,NaN,118,NaN,NaN,NaN,335.5,NaN,4513,NaN,NaN,290,NaN,27.22804496484647,NaN,NaN,152,0,1118,NaN,408,9,NaN,NaN,91,10,125,11.2,NaN,1999-06-16,39,4,2576
1999,LE SUEUR,NaN,25947,NaN,44937,654323,25.218000000000004,NaN,NaN,NaN,NaN,607,NaN,NaN,NaN,277.9,NaN,25360,NaN,NaN,269.1,88.82,21.722864357431654,NaN,NaN,615.25,149,6907,NaN,1630,6.4,NaN,NaN,429,8.2,544,7.9,NaN,1999-06-16,40,2.3,13790
