"","pctcode","r_2010","r_2012","r_2014","congdist","r_2016"
"1","5",0.620721554116559,NA,NA,NA,NA
"2","10",0.70391061452514,NA,NA,NA,NA
"3","15",0.678391959798995,NA,NA,NA,NA
"4","20",0.766666666666667,NA,NA,NA,NA
"5","25",0.80952380952381,NA,NA,NA,NA
"6","30",0.627272727272727,NA,NA,NA,NA
"7","35",0.714285714285714,NA,NA,NA,NA
"8","38",0.583333333333333,NA,NA,NA,NA
"9","40",0.745501285347044,NA,NA,NA,NA
"10","45",0.776371308016878,NA,NA,NA,NA
"11","50",0.695121951219512,NA,NA,NA,NA
"12","55",0.710743801652893,NA,NA,NA,NA
"13","60",0.732954545454545,NA,NA,NA,NA
"14","65",0.59672131147541,NA,NA,NA,NA
"15","70",0.589285714285714,NA,NA,NA,NA
"16","75",0.588235294117647,NA,NA,NA,NA
"17","80",0.589189189189189,NA,NA,NA,NA
"18","82",0.863636363636364,NA,NA,NA,NA
"19","85",0.717741935483871,NA,NA,NA,NA
"20","90",0.666666666666667,NA,NA,NA,NA
"21","95",0.837837837837838,NA,NA,NA,NA
"22","100",0.714285714285714,NA,NA,NA,NA
"23","105",0.846153846153846,NA,NA,NA,NA
"24","110",0.728070175438597,NA,NA,NA,NA
"25","115",0.52112676056338,NA,NA,NA,NA
"26","120",0.584905660377358,NA,NA,NA,NA
"27","125",0.660714285714286,NA,NA,NA,NA
"28","130",0.629310344827586,NA,NA,NA,NA
"29","132",0.612903225806452,NA,NA,NA,NA
"30","135",0.651639344262295,NA,NA,NA,NA
"31","140",0.586206896551724,NA,NA,NA,NA
"32","145",0.755681818181818,NA,NA,NA,NA
"33","150",0.642201834862385,NA,NA,NA,NA
"34","155",0.78,NA,NA,NA,NA
"35","160",0.752577319587629,NA,NA,NA,NA
"36","165",0.686567164179104,NA,NA,NA,NA
"37","170",0.58974358974359,NA,NA,NA,NA
"38","175",0.658566221142163,NA,NA,NA,NA
"39","180",0.474074074074074,NA,NA,NA,NA
"40","185",0.690807799442897,NA,NA,NA,NA
"41","190",0.69047619047619,NA,NA,NA,NA
"42","195",0.740458015267176,NA,NA,NA,NA
"43","200",0.82051282051282,NA,NA,NA,NA
"44","205",0.746606334841629,NA,NA,NA,NA
"45","210",0.690909090909091,NA,NA,NA,NA
"46","215",0.736111111111111,NA,NA,NA,NA
"47","220",0.846153846153846,NA,NA,NA,NA
"48","225",0.642857142857143,NA,NA,NA,NA
"49","230",0.617021276595745,NA,NA,NA,NA
"50","240",0.793103448275862,NA,NA,NA,NA
"51","255",0.666666666666667,NA,NA,NA,NA
"52","260",0.696629213483146,NA,NA,NA,NA
"53","285",0.642857142857143,NA,NA,NA,NA
"54","290",0.666666666666667,NA,NA,NA,NA
"55","1010",0.682185273159145,0.813566936208446,0.585708022797019,"3",0.805125939019001
"56","1010",0.682185273159145,0.813566936208446,0.585708022797019,"2",0.835260115606936
"57","1010",0.682185273159145,0.813566936208446,0.585708022797019,"5",0.885288399222294
"58","1010",0.682185273159145,0.813566936208446,0.585708022797019,"4",0.899212598425197
"59","1010",0.682185273159145,0.813566936208446,0.620333141872487,"3",0.805125939019001
"60","1010",0.682185273159145,0.813566936208446,0.620333141872487,"2",0.835260115606936
"61","1010",0.682185273159145,0.813566936208446,0.620333141872487,"5",0.885288399222294
"62","1010",0.682185273159145,0.813566936208446,0.620333141872487,"4",0.899212598425197
"63","1010",0.682185273159145,0.813566936208446,0.668363636363636,"3",0.805125939019001
"64","1010",0.682185273159145,0.813566936208446,0.668363636363636,"2",0.835260115606936
"65","1010",0.682185273159145,0.813566936208446,0.668363636363636,"5",0.885288399222294
"66","1010",0.682185273159145,0.813566936208446,0.668363636363636,"4",0.899212598425197
"67","1010",0.682185273159145,0.813566936208446,0.695411392405063,"3",0.805125939019001
"68","1010",0.682185273159145,0.813566936208446,0.695411392405063,"2",0.835260115606936
"69","1010",0.682185273159145,0.813566936208446,0.695411392405063,"5",0.885288399222294
"70","1010",0.682185273159145,0.813566936208446,0.695411392405063,"4",0.899212598425197
"71","1010",0.682185273159145,0.858951175406872,0.585708022797019,"3",0.805125939019001
"72","1010",0.682185273159145,0.858951175406872,0.585708022797019,"2",0.835260115606936
"73","1010",0.682185273159145,0.858951175406872,0.585708022797019,"5",0.885288399222294
"74","1010",0.682185273159145,0.858951175406872,0.585708022797019,"4",0.899212598425197
"75","1010",0.682185273159145,0.858951175406872,0.620333141872487,"3",0.805125939019001
"76","1010",0.682185273159145,0.858951175406872,0.620333141872487,"2",0.835260115606936
"77","1010",0.682185273159145,0.858951175406872,0.620333141872487,"5",0.885288399222294
"78","1010",0.682185273159145,0.858951175406872,0.620333141872487,"4",0.899212598425197
"79","1010",0.682185273159145,0.858951175406872,0.668363636363636,"3",0.805125939019001
"80","1010",0.682185273159145,0.858951175406872,0.668363636363636,"2",0.835260115606936
"81","1010",0.682185273159145,0.858951175406872,0.668363636363636,"5",0.885288399222294
"82","1010",0.682185273159145,0.858951175406872,0.668363636363636,"4",0.899212598425197
"83","1010",0.682185273159145,0.858951175406872,0.695411392405063,"3",0.805125939019001
