"","year","pctcode","congdist","r_factor"
"1",2016,"0005","8",0.780017528483786
"2",2016,"0010","8",0.860544217687075
"3",2016,"0015","8",0.815642458100559
"4",2016,"0020","8",0.863636363636364
"5",2016,"0025","8",0.880952380952381
"6",2016,"0030","8",0.813186813186813
"7",2016,"0035","8",0.769230769230769
"8",2016,"0038","8",0.964285714285714
"9",2016,"0040","8",0.85906862745098
"10",2016,"0045","8",0.901960784313726
"11",2016,"0050","8",0.872781065088757
"12",2016,"0055","8",0.838983050847458
"13",2016,"0060","8",0.885361552028219
"14",2016,"0065","8",0.763888888888889
"15",2016,"0070","8",0.795918367346939
"16",2016,"0075","8",0.793893129770992
"17",2016,"0080","8",0.827027027027027
"18",2016,"0082","8",0.821428571428571
"19",2016,"0085","8",0.920634920634921
"20",2016,"0090","8",0.851485148514851
"21",2016,"0095","8",0.928571428571429
"22",2016,"0100","8",0.863636363636364
"23",2016,"0105","8",0.9
"24",2016,"0110","8",0.847328244274809
"25",2016,"0115","8",0.875
"26",2016,"0120","8",0.75
"27",2016,"0125","8",0.803571428571429
"28",2016,"0130","8",0.822429906542056
"29",2016,"0132","8",0.676470588235294
"30",2016,"0135","8",0.856521739130435
"31",2016,"0140","8",0.884615384615385
"32",2016,"0145","8",0.880920162381597
"33",2016,"0150","8",0.83695652173913
"34",2016,"0155","8",0.857142857142857
"35",2016,"0160","8",0.873563218390805
"36",2016,"0165","8",0.825396825396825
"37",2016,"0170","8",0.923076923076923
"38",2016,"0175","8",0.847222222222222
"39",2016,"0180","8",0.745762711864407
"40",2016,"0185","8",0.86027397260274
"41",2016,"0190","8",0.8125
"42",2016,"0195","8",0.892561983471074
"43",2016,"0200","8",0.903225806451613
"44",2016,"0205","8",0.774038461538462
"45",2016,"0210","8",0.821428571428571
"46",2016,"0215","8",0.929245283018868
"47",2016,"0220","8",0.863636363636364
"48",2016,"0225","8",0.830985915492958
"49",2016,"0230","8",0.786764705882353
"50",2016,"0240","8",0.896551724137931
"51",2016,"0255","8",0.761904761904762
"52",2016,"0260","8",0.884210526315789
"53",2016,"0285","8",0.815789473684211
"54",2016,"0290","8",0.761904761904762
"55",2016,"0005","6",0.827648931332424
"56",2016,"0010","6",0.834080717488789
"57",2016,"0015","6",0.80790717662226
"58",2016,"0020","6",0.812807881773399
"59",2016,"0025","6",0.842127659574468
"60",2016,"0030","6",0.829183555298205
"61",2016,"0035","6",0.821212121212121
"62",2016,"0040","6",0.844763423710792
"63",2016,"0045","6",0.855256207078711
"64",2016,"0050","6",0.786206896551724
"65",2016,"0105","6",0.693838862559242
"66",2016,"0110","6",0.727272727272727
"67",2016,"0115","6",0.768736616702355
"68",2016,"0120","6",0.743987587276959
"69",2016,"0125","6",0.751494449188728
"70",2016,"0130","6",0.673601147776184
"71",2016,"0135","6",0.735863671572424
"72",2016,"0140","6",0.821337849280271
"73",2016,"0205","6",0.79467680608365
"74",2016,"0305","6",0.804195804195804
"75",2016,"0310","6",0.78266253869969
"76",2016,"0315","6",0.797856049004594
"77",2016,"0320","6",0.802116402116402
"78",2016,"0325","6",0.79043392504931
"79",2016,"0330","6",0.809444904722452
"80",2016,"0335","6",0.804440649017933
"81",2016,"0340","6",0.807389937106918
