"YEAR","SERIAL","MONTH","HWTFINL","CPSID","ASECFLAG","STATEFIP","COUNTY","PERNUM","WTFINL","CPSIDP","VOWHYNOT","VOYNOTREG","VOTEHOW","VOTEWHEN","VOREGHOW","VOTERES","VOTERESP","VOTED","VOREG","VOSUPPWT"
2012,35748,3,1783.5841,20120203569700,2,27,0,1,1783.5841,20120203569701,,,,,,,,,,
2012,35749,3,1680.0086,20110103568600,2,27,0,1,1680.0086,20110103568601,,,,,,,,,,
2012,35750,3,1555.7121,20101204625100,2,27,27137,1,1555.7121,20101204625101,,,,,,,,,,
2012,35751,3,1621.8404,20110303551400,2,27,0,1,1621.8404,20110303551401,,,,,,,,,,
2012,35752,3,1706.0274,20120103575400,2,27,0,1,1706.0274,20120103575401,,,,,,,,,,
2012,35753,3,1656.0151,20120303575300,2,27,0,1,1656.0151,20120303575301,,,,,,,,,,
2012,35753,3,1656.0151,20120303575300,2,27,0,2,1723.9307,20120303575302,,,,,,,,,,
2012,35754,3,1788.0466,20120303575400,2,27,27137,1,1788.0466,20120303575401,,,,,,,,,,
2012,35756,3,1723.4735,20110103569300,2,27,27137,1,1723.4735,20110103569301,,,,,,,,,,
2012,35756,3,1723.4735,20110103569300,2,27,27137,2,1678.5576,20110103569302,,,,,,,,,,
2012,35756,3,1723.4735,20110103569300,2,27,27137,3,1769.9345,20110103569303,,,,,,,,,,
2012,35757,3,1882.4105,20120203570600,2,27,27137,1,1745.4449,20120203570601,,,,,,,,,,
2012,35757,3,1882.4105,20120203570600,2,27,27137,2,1882.4105,20120203570602,,,,,,,,,,
2012,35759,3,2017.6116,20120203570800,2,27,0,1,2017.6116,20120203570801,,,,,,,,,,
2012,35759,3,2017.6116,20120203570800,2,27,0,2,1527.378,20120203570802,,,,,,,,,,
2012,35759,3,2017.6116,20120203570800,2,27,0,3,1655.4156,20120203570803,,,,,,,,,,
2012,35760,3,1571.3843,20120203570900,2,27,0,1,1571.3843,20120203570901,,,,,,,,,,
2012,35762,3,1884.9059,20120203571100,2,27,0,1,1884.9059,20120203571101,,,,,,,,,,
2012,35763,3,1591.3148,20120103576400,2,27,27137,1,1754.0419,20120103576401,,,,,,,,,,
2012,35763,3,1591.3148,20120103576400,2,27,27137,2,1591.3148,20120103576402,,,,,,,,,,
2012,35763,3,1591.3148,20120103576400,2,27,27137,3,1180.6997,20120103576403,,,,,,,,,,
2012,35764,3,1778.5875,20110303552700,2,27,0,1,1739.484,20110303552701,,,,,,,,,,
2012,35764,3,1778.5875,20110303552700,2,27,0,2,1778.5875,20110303552702,,,,,,,,,,
2012,35765,3,1735.1649,20110303552800,2,27,0,1,1732.4738,20110303552801,,,,,,,,,,
2012,35765,3,1735.1649,20110303552800,2,27,0,2,1735.1649,20110303552802,,,,,,,,,,
2012,35766,3,1489.6862,20111203572000,2,27,0,1,1489.6862,20111203572001,,,,,,,,,,
2012,35766,3,1489.6862,20111203572000,2,27,0,2,1388.8349,20111203572002,,,,,,,,,,
2012,35766,3,1489.6862,20111203572000,2,27,0,3,1625.6269,20111203572003,,,,,,,,,,
2012,35767,3,1846.1173,20110203558000,2,27,0,1,1846.1173,20110203558001,,,,,,,,,,
2012,35767,3,1846.1173,20110203558000,2,27,0,2,1964.4684,20110203558002,,,,,,,,,,
2012,35768,3,1656.0151,20110303553100,2,27,0,1,1656.0151,20110303553101,,,,,,,,,,
2012,35768,3,1656.0151,20110303553100,2,27,0,2,2067.4507,20110303553102,,,,,,,,,,
2012,35769,3,1420.3254,20110303553200,2,27,0,1,1420.3254,20110303553201,,,,,,,,,,
2012,35769,3,1420.3254,20110303553200,2,27,0,2,1760.7769,20110303553202,,,,,,,,,,
2012,35769,3,1420.3254,20110303553200,2,27,0,3,1363.9707,20110303553203,,,,,,,,,,
2012,35769,3,1420.3254,20110303553200,2,27,0,4,1556.3492,20110303553204,,,,,,,,,,
2012,35771,3,1587.5729,20120103577200,2,27,0,1,1587.5729,20120103577201,,,,,,,,,,
2012,35771,3,1587.5729,20120103577200,2,27,0,2,1629.8559,20120103577202,,,,,,,,,,
2012,35772,3,1634.256,20120103577300,2,27,0,1,1640.644,20120103577301,,,,,,,,,,
2012,35772,3,1634.256,20120103577300,2,27,0,2,1634.256,20120103577302,,,,,,,,,,
2012,35773,3,1416.533,20111203572700,2,27,0,1,1416.533,20111203572701,,,,,,,,,,
2012,35774,3,1771.0432,20120203572300,2,27,0,1,1771.0432,20120203572301,,,,,,,,,,
2012,35774,3,1771.0432,20120203572300,2,27,0,2,1310.7894,20120203572302,,,,,,,,,,
2012,35775,3,1435.5146,20110203558700,2,27,0,1,1762.9236,20110203558701,,,,,,,,,,
2012,35775,3,1435.5146,20110203558700,2,27,0,2,1435.5146,20110203558702,,,,,,,,,,
2012,35775,3,1435.5146,20110203558700,2,27,0,3,1550.5783,20110203558703,,,,,,,,,,
2012,35775,3,1435.5146,20110203558700,2,27,0,4,1397.2123,20110203558704,,,,,,,,,,
2012,35776,3,1310.7894,20110203558800,2,27,0,1,1831.3801,20110203558801,,,,,,,,,,
2012,35776,3,1310.7894,20110203558800,2,27,0,2,1310.7894,20110203558802,,,,,,,,,,
2012,35776,3,1310.7894,20110203558800,2,27,0,3,1853.3976,20110203558803,,,,,,,,,,
2012,35776,3,1310.7894,20110203558800,2,27,0,4,1454.1505,20110203558804,,,,,,,,,,
2012,35776,3,1310.7894,20110203558800,2,27,0,5,1798.513,20110203558805,,,,,,,,,,
2012,35777,3,1565.692,20120103577800,2,27,27137,1,1565.692,20120103577801,,,,,,,,,,
2012,35777,3,1565.692,20120103577800,2,27,27137,2,1735.457,20120103577802,,,,,,,,,,
2012,35780,3,1529.1095,20111203573300,2,27,0,1,1529.1095,20111203573301,,,,,,,,,,
2012,35780,3,1529.1095,20111203573300,2,27,0,2,1533.0465,20111203573302,,,,,,,,,,
2012,35781,3,1720.4481,20120103578200,2,27,0,1,1754.0419,20120103578201,,,,,,,,,,
2012,35781,3,1720.4481,20120103578200,2,27,0,2,1720.4481,20120103578202,,,,,,,,,,
2012,35781,3,1720.4481,20120103578200,2,27,0,3,2006.4121,20120103578203,,,,,,,,,,
2012,35782,3,1649.8135,20120103578300,2,27,0,1,1649.8135,20120103578301,,,,,,,,,,
2012,35782,3,1649.8135,20120103578300,2,27,0,2,1692.746,20120103578302,,,,,,,,,,
2012,35782,3,1649.8135,20120103578300,2,27,0,3,1725.7989,20120103578303,,,,,,,,,,
2012,35782,3,1649.8135,20120103578300,2,27,0,4,1488.5917,20120103578304,,,,,,,,,,
2012,35782,3,1649.8135,20120103578300,2,27,0,5,1560.7917,20120103578305,,,,,,,,,,
2012,35782,3,1649.8135,20120103578300,2,27,0,6,2124.4271,20120103578306,,,,,,,,,,
2012,35782,3,1649.8135,20120103578300,2,27,0,7,2311.8412,20120103578307,,,,,,,,,,
2012,35785,3,1770.021,20120103578600,2,27,27137,1,1562.0104,20120103578601,,,,,,,,,,
2012,35785,3,1770.021,20120103578600,2,27,27137,2,1770.021,20120103578602,,,,,,,,,,
2012,35786,3,1699.0452,20120103578700,2,27,0,1,1699.0452,20120103578701,,,,,,,,,,
2012,35786,3,1699.0452,20120103578700,2,27,0,2,1578.7734,20120103578702,,,,,,,,,,
2012,35786,3,1699.0452,20120103578700,2,27,0,3,1557.4617,20120103578703,,,,,,,,,,
2012,35786,3,1699.0452,20120103578700,2,27,0,4,1394.2134,20120103578704,,,,,,,,,,
2012,35787,3,1567.0454,20120103578800,2,27,0,1,1567.0454,20120103578801,,,,,,,,,,
2012,35787,3,1567.0454,20120103578800,2,27,0,2,1615.6224,20120103578802,,,,,,,,,,
2012,35788,3,1588.3423,20120103578900,2,27,0,1,1697.5549,20120103578901,,,,,,,,,,
2012,35788,3,1588.3423,20120103578900,2,27,0,2,1588.3423,20120103578902,,,,,,,,,,
2012,35790,3,1812.7727,20120203573900,2,27,0,1,1595.7208,20120203573901,,,,,,,,,,
2012,35790,3,1812.7727,20120203573900,2,27,0,2,1812.7727,20120203573902,,,,,,,,,,
2012,35791,3,1735.1649,20120303579100,2,27,0,1,1735.1649,20120303579101,,,,,,,,,,
2012,35791,3,1735.1649,20120303579100,2,27,0,2,1781.0776,20120303579102,,,,,,,,,,
2012,35792,3,2103.4113,20120303579200,2,27,0,1,2103.4113,20120303579201,,,,,,,,,,
2012,35793,3,1728.9923,20110303555300,2,27,0,1,1728.9923,20110303555301,,,,,,,,,,
2012,35793,3,1728.9923,20110303555300,2,27,0,2,1719.6315,20110303555302,,,,,,,,,,
2012,35794,3,1702.6232,20110303555400,2,27,0,1,1702.6232,20110303555401,,,,,,,,,,
2012,35795,3,1727.2907,20120103579600,2,27,0,1,1727.2907,20120103579601,,,,,,,,,,
2012,35796,3,1621.8404,20120303579600,2,27,0,1,1621.8404,20120303579601,,,,,,,,,,
2012,35796,3,1621.8404,20120303579600,2,27,0,2,1739.484,20120303579602,,,,,,,,,,
2012,35799,3,1760.7769,20110303555900,2,27,0,1,1760.7769,20110303555901,,,,,,,,,,
2012,35800,3,1798.9876,20120103580100,2,27,27137,1,1798.9876,20120103580101,,,,,,,,,,
2012,35801,3,1671.6878,20120103580200,2,27,0,1,1671.6878,20120103580201,,,,,,,,,,
2012,35801,3,1671.6878,20120103580200,2,27,0,2,1553.3525,20120103580202,,,,,,,,,,
2012,35801,3,1671.6878,20120103580200,2,27,0,3,2124.4271,20120103580203,,,,,,,,,,
2012,35801,3,1671.6878,20120103580200,2,27,0,4,1447.2939,20120103580204,,,,,,,,,,
2012,35802,3,1699.0452,20120103580300,2,27,0,1,1699.0452,20120103580303,,,,,,,,,,
2012,35803,3,1565.692,20120103580400,2,27,27137,1,1614.227,20120103580401,,,,,,,,,,
2012,35803,3,1565.692,20120103580400,2,27,27137,2,1565.692,20120103580402,,,,,,,,,,
2012,35804,3,1553.4923,20120103580500,2,27,0,1,1553.4923,20120103580501,,,,,,,,,,
2012,35804,3,1553.4923,20120103580500,2,27,0,2,1988.1007,20120103580502,,,,,,,,,,
2012,35804,3,1553.4923,20120103580500,2,27,0,3,1936.0759,20120103580503,,,,,,,,,,
2012,35804,3,1553.4923,20120103580500,2,27,0,4,1250.6792,20120103580504,,,,,,,,,,
2012,35804,3,1553.4923,20120103580500,2,27,0,5,2060.2902,20120103580505,,,,,,,,,,
2012,35806,3,1703.857,20110103574100,2,27,0,1,1703.857,20110103574101,,,,,,,,,,
2012,35807,3,1762.0379,20110303556700,2,27,27137,1,1762.0379,20110303556701,,,,,,,,,,
2012,35807,3,1762.0379,20110303556700,2,27,27137,2,1766.4239,20110303556702,,,,,,,,,,
2012,35807,3,1762.0379,20110303556700,2,27,27137,3,1728.9923,20110303556704,,,,,,,,,,
2012,35808,3,1706.0274,20120103580900,2,27,0,1,1706.0274,20120103580901,,,,,,,,,,
2012,35809,3,1768.9212,20110303556900,2,27,27137,1,1768.9212,20110303556901,,,,,,,,,,
2012,35810,3,1661.6047,20120303581000,2,27,0,1,1661.6047,20120303581001,,,,,,,,,,
2012,35810,3,1661.6047,20120303581000,2,27,0,2,1547.3729,20120303581002,,,,,,,,,,
2012,35810,3,1661.6047,20120303581000,2,27,0,3,1737.9816,20120303581003,,,,,,,,,,
2012,35811,3,1751.6784,20120103581200,2,27,27137,1,1751.6784,20120103581201,,,,,,,,,,
2012,35811,3,1751.6784,20120103581200,2,27,27137,2,2164.9783,20120103581202,,,,,,,,,,
2012,35813,3,1970.2188,20120103581400,2,27,0,1,1970.2188,20120103581401,,,,,,,,,,
2012,35813,3,1970.2188,20120103581400,2,27,0,2,1495.7023,20120103581403,,,,,,,,,,
2012,35813,3,1970.2188,20120103581400,2,27,0,3,1697.5549,20120103581404,,,,,,,,,,
2012,35813,3,1970.2188,20120103581400,2,27,0,4,1970.2188,20120103581402,,,,,,,,,,
2012,35815,3,1673.1329,20120103581600,2,27,0,1,1647.5391,20120103581601,,,,,,,,,,
2012,35815,3,1673.1329,20120103581600,2,27,0,2,1673.1329,20120103581602,,,,,,,,,,
2012,35815,3,1673.1329,20120103581600,2,27,0,3,1975.8121,20120103581603,,,,,,,,,,
2012,35815,3,1673.1329,20120103581600,2,27,0,4,1627.4033,20120103581604,,,,,,,,,,
2012,35815,3,1673.1329,20120103581600,2,27,0,5,2299.2475,20120103581605,,,,,,,,,,
2012,35815,3,1673.1329,20120103581600,2,27,0,6,1431.5707,20120103581606,,,,,,,,,,
2012,35816,3,1918.4067,20120303581600,2,27,0,1,1918.4067,20120303581601,,,,,,,,,,
2012,35817,3,1629.3506,20120303581700,2,27,27137,1,1508.6585,20120303581701,,,,,,,,,,
2012,35817,3,1629.3506,20120303581700,2,27,27137,2,1629.3506,20120303581702,,,,,,,,,,
2012,35817,3,1629.3506,20120303581700,2,27,27137,3,1859.9472,20120303581703,,,,,,,,,,
2012,35817,3,1629.3506,20120303581700,2,27,27137,4,1687.1427,20120303581704,,,,,,,,,,
2012,35818,3,1692.5868,20120303581800,2,27,0,1,1692.5868,20120303581801,,,,,,,,,,
2012,35818,3,1692.5868,20120303581800,2,27,0,2,1741.9432,20120303581802,,,,,,,,,,
2012,35820,3,1748.208,20110203563100,2,27,0,1,1975.4044,20110203563101,,,,,,,,,,
2012,35820,3,1748.208,20110203563100,2,27,0,2,1748.208,20110203563102,,,,,,,,,,
2012,35821,3,1620.4397,20120303582100,2,27,0,1,1737.9816,20120303582101,,,,,,,,,,
2012,35821,3,1620.4397,20120303582100,2,27,0,2,1620.4397,20120303582102,,,,,,,,,,
2012,35821,3,1620.4397,20120303582100,2,27,0,3,1691.9426,20120303582103,,,,,,,,,,
2012,35821,3,1620.4397,20120303582100,2,27,0,4,1691.9426,20120303582104,,,,,,,,,,
2012,35821,3,1620.4397,20120303582100,2,27,0,5,1475.8009,20120303582105,,,,,,,,,,
2012,35822,3,1567.0454,20110103575700,2,27,0,1,1567.0454,20110103575701,,,,,,,,,,
2012,35823,3,1565.692,20120103582400,2,27,27137,1,1562.0104,20120103582401,,,,,,,,,,
2012,35823,3,1565.692,20120103582400,2,27,27137,2,1565.692,20120103582402,,,,,,,,,,
2012,35824,3,2069.543,20120303582400,2,27,27137,1,2069.543,20120303582401,,,,,,,,,,
2012,35824,3,2069.543,20120303582400,2,27,27137,2,2069.543,20120303582402,,,,,,,,,,
2012,35824,3,2069.543,20120303582400,2,27,27137,3,2069.543,20120303582403,,,,,,,,,,
2012,35825,3,3683.6065,20120103582600,2,27,0,1,3683.6065,20120103582601,,,,,,,,,,
2012,35825,3,3683.6065,20120103582600,2,27,0,2,1604.9988,20120103582602,,,,,,,,,,
2012,35826,3,1634.256,20120103582700,2,27,0,1,1754.0419,20120103582701,,,,,,,,,,
2012,35826,3,1634.256,20120103582700,2,27,0,2,1634.256,20120103582702,,,,,,,,,,
2012,35826,3,1634.256,20120103582700,2,27,0,3,2006.4121,20120103582703,,,,,,,,,,
2012,35827,3,1806.1331,20120303582700,2,27,27137,1,1806.1331,20120303582701,,,,,,,,,,
2012,35829,3,1719.6315,20120303582900,2,27,0,1,1719.6315,20120303582901,,,,,,,,,,
2012,35829,3,1719.6315,20120303582900,2,27,0,2,1728.9923,20120303582902,,,,,,,,,,
2012,35830,3,1781.0776,20120303583000,2,27,0,1,1781.0776,20120303583001,,,,,,,,,,
2012,35831,3,1689.1514,20120303583100,2,27,0,1,1689.1514,20120303583101,,,,,,,,,,
2012,35831,3,1689.1514,20120303583100,2,27,0,2,1690.45,20120303583102,,,,,,,,,,
2012,35831,3,1689.1514,20120303583100,2,27,0,3,1620.4397,20120303583103,,,,,,,,,,
2012,35832,3,1620.4397,20120303583200,2,27,27137,1,1620.4397,20120303583201,,,,,,,,,,
2012,35832,3,1620.4397,20120303583200,2,27,27137,2,1759.2561,20120303583202,,,,,,,,,,
2012,35833,3,1699.0452,20120103583300,2,27,0,1,1699.0452,20120103583301,,,,,,,,,,
2012,35833,3,1699.0452,20120103583300,2,27,0,2,1578.7734,20120103583302,,,,,,,,,,
2012,35833,3,1699.0452,20120103583300,2,27,0,3,1512.9527,20120103583303,,,,,,,,,,
2012,35833,3,1699.0452,20120103583300,2,27,0,4,1586.3342,20120103583304,,,,,,,,,,
2012,35833,3,1699.0452,20120103583300,2,27,0,5,1394.2134,20120103583305,,,,,,,,,,
2012,35833,3,1699.0452,20120103583300,2,27,0,6,1394.2134,20120103583306,,,,,,,,,,
2012,35834,3,1783.5841,20120203578200,2,27,0,1,1783.5841,20120203578201,,,,,,,,,,
2012,35835,3,1572.6959,20110303559500,2,27,27137,1,1788.0466,20110303559501,,,,,,,,,,
2012,35835,3,1572.6959,20110303559500,2,27,27137,2,1572.6959,20110303559502,,,,,,,,,,
2012,35835,3,1572.6959,20110303559500,2,27,27137,3,1708.6783,20110303559503,,,,,,,,,,
2012,35835,3,1572.6959,20110303559500,2,27,27137,4,1708.6783,20110303559504,,,,,,,,,,
2012,35838,3,1499.6702,20111203579100,2,27,0,1,1499.6702,20111203579101,,,,,,,,,,
2012,35839,3,1906.1903,20111203579200,2,27,0,1,1906.1903,20111203579201,,,,,,,,,,
2012,35839,3,1906.1903,20111203579200,2,27,0,2,1630.6852,20111203579202,,,,,,,,,,
2012,35840,3,1780.3945,20120203578800,2,27,0,1,1780.3945,20120203578801,,,,,,,,,,
2012,35841,3,1433.7461,20111203579400,2,27,27137,1,1433.7461,20111203579401,,,,,,,,,,
2012,35841,3,1433.7461,20111203579400,2,27,27137,2,1499.6702,20111203579402,,,,,,,,,,
2012,35841,3,1433.7461,20111203579400,2,27,27137,3,1219.3483,20111203579403,,,,,,,,,,
2012,35843,3,1609.3318,20120103584300,2,27,0,1,1727.2907,20120103584301,,,,,,,,,,
2012,35843,3,1609.3318,20120103584300,2,27,0,2,1609.3318,20120103584302,,,,,,,,,,
2012,35843,3,1609.3318,20120103584300,2,27,0,3,1975.8121,20120103584303,,,,,,,,,,
2012,35843,3,1609.3318,20120103584300,2,27,0,4,1724.9633,20120103584304,,,,,,,,,,
2012,35844,3,1567.0454,20120103584400,2,27,0,1,1567.0454,20120103584401,,,,,,,,,,
2012,35844,3,1567.0454,20120103584400,2,27,0,2,1615.6224,20120103584402,,,,,,,,,,
2012,35845,3,1641.3137,20120103584500,2,27,0,1,1641.3137,20120103584501,,,,,,,,,,
2012,35845,3,1641.3137,20120103584500,2,27,0,2,1588.3423,20120103584502,,,,,,,,,,
2012,35845,3,1641.3137,20120103584500,2,27,0,3,2212.2064,20120103584503,,,,,,,,,,
2012,35847,3,1620.4397,20120303584700,2,27,27137,1,1620.4397,20120303584701,,,,,,,,,,
2012,35848,3,1416.533,20101203441400,2,27,0,1,1416.533,20101203441401,,,,,,,,,,
2012,35850,3,1907.279,20110103578500,2,27,0,1,1717.314,20110103578501,,,,,,,,,,
2012,35850,3,1907.279,20110103578500,2,27,0,2,1907.279,20110103578502,,,,,,,,,,
2012,35854,3,1295.1778,20110203566400,2,27,27137,1,1295.1778,20110203566401,,,,,,,,,,
2012,35854,3,1295.1778,20110203566400,2,27,27137,2,1780.3945,20110203566402,,,,,,,,,,
2012,35854,3,1295.1778,20110203566400,2,27,27137,3,1516.1092,20110203566404,,,,,,,,,,
2012,35854,3,1295.1778,20110203566400,2,27,27137,4,1339.3418,20110203566403,,,,,,,,,,
2012,35855,3,1416.533,20101203441500,2,27,0,1,1416.533,20101203441501,,,,,,,,,,
2012,35858,3,1725.7989,20120103585700,2,27,27137,1,1725.7989,20120103585701,,,,,,,,,,
2012,35859,3,1433.7461,20111203581100,2,27,0,1,1498.1996,20111203581101,,,,,,,,,,
2012,35859,3,1433.7461,20111203581100,2,27,0,2,1433.7461,20111203581102,,,,,,,,,,
2012,35861,3,1975.8121,20120103586000,2,27,0,1,1975.8121,20120103586001,,,,,,,,,,
2012,35862,3,1778.5875,20120303586200,2,27,0,1,1778.5875,20120303586201,,,,,,,,,,
2012,35863,3,1505.7889,20111203581500,2,27,0,1,1505.7889,20111203581501,,,,,,,,,,
2012,35864,3,1906.1903,20111203581600,2,27,0,1,1906.1903,20111203581601,,,,,,,,,,
2012,35865,3,1820.6957,20120203581300,2,27,27137,1,1820.6957,20120203581301,,,,,,,,,,
2012,35865,3,1820.6957,20120203581300,2,27,27137,2,1780.3945,20120203581302,,,,,,,,,,
2012,35865,3,1820.6957,20120203581300,2,27,27137,3,1627.8466,20120203581303,,,,,,,,,,
2012,35867,3,1751.6784,20110103580300,2,27,27137,1,1751.6784,20110103580301,,,,,,,,,,
2012,35868,3,1572.6959,20110303562600,2,27,27137,1,1572.6959,20110303562601,,,,,,,,,,
2012,35869,3,1661.6774,20110303562700,2,27,0,1,1661.6774,20110303562701,,,,,,,,,,
2012,35869,3,1661.6774,20110303562700,2,27,0,2,1509.9626,20110303562702,,,,,,,,,,
2012,35869,3,1661.6774,20110303562700,2,27,0,3,2309.6939,20110303562706,,,,,,,,,,
2012,35869,3,1661.6774,20110303562700,2,27,0,4,2002.8271,20110303562703,,,,,,,,,,
2012,35869,3,1661.6774,20110303562700,2,27,0,5,1569.331,20110303562704,,,,,,,,,,
2012,35869,3,1661.6774,20110303562700,2,27,0,6,1742.9582,20110303562705,,,,,,,,,,
2012,35870,3,1693.4052,20110303562800,2,27,0,1,1693.4052,20110303562801,,,,,,,,,,
2012,35872,3,1495.3781,20120103587100,2,27,0,1,1495.3781,20120103587101,,,,,,,,,,
2012,35872,3,1495.3781,20120103587100,2,27,0,2,1369.4321,20120103587102,,,,,,,,,,
2012,35872,3,1495.3781,20120103587100,2,27,0,3,2581.8252,20120103587103,,,,,,,,,,
2012,35872,3,1495.3781,20120103587100,2,27,0,4,1552.7601,20120103587104,,,,,,,,,,
2012,35873,3,1415.7708,20111203582400,2,27,0,1,1415.7708,20111203582401,,,,,,,,,,
2012,35873,3,1415.7708,20111203582400,2,27,0,2,1543.0084,20111203582402,,,,,,,,,,
2012,35873,3,1415.7708,20111203582400,2,27,0,3,1321.6699,20111203582403,,,,,,,,,,
2012,35874,3,1296.2974,20110203568200,2,27,0,1,1831.3801,20110203568201,,,,,,,,,,
2012,35874,3,1296.2974,20110203568200,2,27,0,2,1296.2974,20110203568202,,,,,,,,,,
2012,35874,3,1296.2974,20110203568200,2,27,0,3,1340.4995,20110203568203,,,,,,,,,,
2012,35875,3,1527.378,20110203568300,2,27,0,1,2017.6116,20110203568301,,,,,,,,,,
2012,35875,3,1527.378,20110203568300,2,27,0,2,1527.378,20110203568302,,,,,,,,,,
2012,35875,3,1527.378,20110203568300,2,27,0,3,1721.1739,20110203568305,,,,,,,,,,
2012,35875,3,1527.378,20110203568300,2,27,0,4,1491.5414,20110203568303,,,,,,,,,,
2012,35875,3,1527.378,20110203568300,2,27,0,5,1206.5321,20110203568304,,,,,,,,,,
2012,35878,3,1809.5309,20120203582600,2,27,27137,1,1809.5309,20120203582601,,,,,,,,,,
2012,35880,3,1466.9668,20111203583100,2,27,0,1,1466.9668,20111203583101,,,,,,,,,,
2012,35880,3,1466.9668,20111203583100,2,27,0,2,1483.7137,20111203583102,,,,,,,,,,
2012,35881,3,1928.1239,20120203582900,2,27,27137,1,1928.1239,20120203582901,,,,,,,,,,
2012,35881,3,1928.1239,20120203582900,2,27,27137,2,1402.4354,20120203582902,,,,,,,,,,
2012,35884,3,1807.3987,20110203569200,2,27,0,1,1807.3987,20110203569201,,,,,,,,,,
2012,35884,3,1807.3987,20110203569200,2,27,0,2,1570.0271,20110203569202,,,,,,,,,,
2012,35885,3,1670.8549,20110103582100,2,27,27137,1,1670.8549,20110103582101,,,,,,,,,,
2012,35886,3,1770.021,20110103582200,2,27,27137,1,1562.0104,20110103582201,,,,,,,,,,
2012,35886,3,1770.021,20110103582200,2,27,27137,2,1770.021,20110103582202,,,,,,,,,,
2012,35887,3,1570.0271,20120203583500,2,27,0,1,1570.0271,20120203583501,,,,,,,,,,
2012,35888,3,2643.1048,20110203569600,2,27,0,1,2643.1048,20110203569601,,,,,,,,,,
2012,35888,3,2643.1048,20110203569600,2,27,0,2,1748.208,20110203569602,,,,,,,,,,
2012,35889,3,1617.1726,20111203584100,2,27,0,1,1617.1726,20111203584101,,,,,,,,,,
2012,35891,3,1438.4713,20111203584300,2,27,27137,1,1541.8544,20111203584301,,,,,,,,,,
2012,35891,3,1438.4713,20111203584300,2,27,27137,2,1438.4713,20111203584302,,,,,,,,,,
2012,35891,3,1438.4713,20111203584300,2,27,27137,3,1533.2295,20111203584303,,,,,,,,,,
2012,35893,3,1892.7972,20110303565000,2,27,0,1,1892.7972,20110303565001,,,,,,,,,,
2012,35895,3,1388.3827,20111203584800,2,27,27137,1,1528.0843,20111203584801,,,,,,,,,,
2012,35895,3,1388.3827,20111203584800,2,27,27137,2,1388.3827,20111203584802,,,,,,,,,,
2012,35895,3,1388.3827,20111203584800,2,27,27137,3,1533.2295,20111203584804,,,,,,,,,,
2012,35895,3,1388.3827,20111203584800,2,27,27137,4,1533.2295,20111203584803,,,,,,,,,,
2012,35895,3,1388.3827,20111203584800,2,27,27137,5,1400.8539,20111203584805,,,,,,,,,,
2012,35896,3,1555.7121,20111203584900,2,27,27137,1,1555.7121,20111203584901,,,,,,,,,,
2012,35896,3,1555.7121,20111203584900,2,27,27137,2,1737.9996,20111203584903,,,,,,,,,,
2012,35896,3,1555.7121,20111203584900,2,27,27137,3,1257.8503,20111203584902,,,,,,,,,,
2012,35897,3,1543.0084,20111203585000,2,27,0,1,1543.0084,20111203585001,,,,,,,,,,
2012,35897,3,1543.0084,20111203585000,2,27,0,2,1630.6852,20111203585002,,,,,,,,,,
2012,35899,3,1541.8544,20111203585200,2,27,27137,1,1541.8544,20111203585201,,,,,,,,,,
2012,35900,3,1812.7727,20120203584800,2,27,0,1,1812.7727,20120203584801,,,,,,,,,,
2012,35901,3,1783.5841,20120203584900,2,27,0,1,1783.5841,20120203584901,,,,,,,,,,
2012,35902,3,1530.1538,20111203585500,2,27,0,1,1530.1538,20111203585501,,,,,,,,,,
2012,35902,3,1530.1538,20111203585500,2,27,0,2,1499.6702,20111203585502,,,,,,,,,,
2012,35905,3,1465.6998,20111203585900,2,27,0,1,1465.6998,20111203585901,,,,,,,,,,
2012,35905,3,1465.6998,20111203585900,2,27,0,2,1560.0121,20111203585902,,,,,,,,,,
2012,35906,3,1770.8051,20111203586000,2,27,0,1,1770.8051,20111203586001,,,,,,,,,,
2012,35906,3,1770.8051,20111203586000,2,27,0,2,1759.2465,20111203586002,,,,,,,,,,
2012,35906,3,1770.8051,20111203586000,2,27,0,3,1470.6711,20111203586003,,,,,,,,,,
2012,35906,3,1770.8051,20111203586000,2,27,0,4,2033.1321,20111203586004,,,,,,,,,,
2012,35906,3,1770.8051,20111203586000,2,27,0,5,1941.7601,20111203586005,,,,,,,,,,
2012,35906,3,1770.8051,20111203586000,2,27,0,6,1536.1484,20111203586006,,,,,,,,,,
2012,35908,3,1812.7727,20120203585700,2,27,27137,1,1812.7727,20120203585701,,,,,,,,,,
2012,35908,3,1812.7727,20120203585700,2,27,27137,2,1595.7208,20120203585702,,,,,,,,,,
2012,35909,3,1466.9668,20101205244900,2,27,0,1,1466.9668,20101205244901,,,,,,,,,,
2012,35909,3,1466.9668,20101205244900,2,27,0,2,1618.5705,20101205244902,,,,,,,,,,
2012,35909,3,1466.9668,20101205244900,2,27,0,3,1367.6536,20101205244903,,,,,,,,,,
2012,35909,3,1466.9668,20101205244900,2,27,0,4,1652.3661,20101205244904,,,,,,,,,,
2012,35909,3,1466.9668,20101205244900,2,27,0,5,2100.6469,20101205244906,,,,,,,,,,
2012,35909,3,1466.9668,20101205244900,2,27,0,6,1518.3823,20101205244905,,,,,,,,,,
2012,35910,3,1310.7894,20110203572100,2,27,0,1,1764.4475,20110203572101,,,,,,,,,,
