"YEAR","SERIAL","MONTH","HWTFINL","CPSID","ASECFLAG","STATEFIP","COUNTY","PERNUM","WTFINL","CPSIDP","VOWHYNOT","VOYNOTREG","VOTEHOW","VOTEWHEN","VOREGHOW","VOTERES","VOTERESP","VOTED","VOREG","VOSUPPWT"
2012,34291,1,1674.3229,20120103429100,,27,0,2,1382.0909,20120103429102,,,,,,,,,,
2012,34292,1,1516.3446,20101203726500,,27,0,1,1516.3446,20101203726501,,,,,,,,,,
2012,34292,1,1516.3446,20101203726500,,27,0,2,1777.3303,20101203726503,,,,,,,,,,
2012,34292,1,1516.3446,20101203726500,,27,0,3,1424.5401,20101203726502,,,,,,,,,,
2012,34292,1,1516.3446,20101203726500,,27,0,4,2062.1946,20101203726505,,,,,,,,,,
2012,34292,1,1516.3446,20101203726500,,27,0,5,2259.3678,20101203726504,,,,,,,,,,
2012,34294,1,1478.1626,20101003442300,,27,0,1,1478.1626,20101003442301,,,,,,,,,,
2012,34295,1,2226.3194,20111103421700,,27,0,1,2226.3194,20111103421701,,,,,,,,,,
2012,34296,1,1680.8023,20120103429600,,27,0,1,1680.8023,20120103429601,,,,,,,,,,
2012,34296,1,1680.8023,20120103429600,,27,0,2,1700.7173,20120103429602,,,,,,,,,,
2012,34297,1,1409.5862,20101004468400,,27,0,1,1409.5862,20101004468401,,,,,,,,,,
2012,34299,1,1700.7173,20110103422500,,27,0,1,1700.7173,20110103422504,,,,,,,,,,
2012,34299,1,1700.7173,20110103422500,,27,0,2,1725.1206,20110103422505,,,,,,,,,,
2012,34299,1,1700.7173,20110103422500,,27,0,3,1550.0409,20110103422503,,,,,,,,,,
2012,34300,1,1537.4256,20111003425800,,27,0,1,1537.4256,20111003425801,,,,,,,,,,
2012,34301,1,1600.026,20111103422200,,27,27123,1,1600.026,20111103422201,,,,,,,,,,
2012,34301,1,1600.026,20111103422200,,27,27123,2,1600.026,20111103422205,,,,,,,,,,
2012,34301,1,1600.026,20111103422200,,27,27123,3,1600.026,20111103422202,,,,,,,,,,
2012,34301,1,1600.026,20111103422200,,27,27123,4,1600.026,20111103422204,,,,,,,,,,
2012,34302,1,1497.0904,20111203426100,,27,27123,1,1497.0904,20111203426101,,,,,,,,,,
2012,34302,1,1497.0904,20111203426100,,27,27123,2,1543.8698,20111203426102,,,,,,,,,,
2012,34302,1,1497.0904,20111203426100,,27,27123,3,2075.9715,20111203426103,,,,,,,,,,
2012,34303,1,1516.3446,20111203426200,,27,0,1,1419.4779,20111203426201,,,,,,,,,,
2012,34303,1,1516.3446,20111203426200,,27,0,2,1516.3446,20111203426202,,,,,,,,,,
2012,34304,1,1474.8264,20101103422400,,27,0,1,1474.8264,20101103422401,,,,,,,,,,
2012,34304,1,1474.8264,20101103422400,,27,0,2,1316.1878,20101103422402,,,,,,,,,,
2012,34304,1,1474.8264,20101103422400,,27,0,3,1309.9604,20101103422403,,,,,,,,,,
2012,34305,1,1249.1644,20101204621300,,27,0,1,1249.1644,20101204621301,,,,,,,,,,
2012,34305,1,1249.1644,20101204621300,,27,0,2,1625.7777,20101204621302,,,,,,,,,,
2012,34305,1,1249.1644,20101204621300,,27,0,3,1497.0824,20101204621303,,,,,,,,,,
2012,34306,1,1269.2694,20111003426300,,27,27123,1,1269.2694,20111003426301,,,,,,,,,,
2012,34306,1,1269.2694,20111003426300,,27,27123,2,1391.5849,20111003426303,,,,,,,,,,
2012,34306,1,1269.2694,20111003426300,,27,27123,3,3509.8877,20111003426304,,,,,,,,,,
2012,34306,1,1269.2694,20111003426300,,27,27123,4,1874.8425,20111003426305,,,,,,,,,,
2012,34307,1,1588.9611,20120103430700,,27,27123,1,1588.9611,20120103430701,,,,,,,,,,
2012,34308,1,1537.4256,20101005183600,,27,0,1,1465.9054,20101005183601,,,,,,,,,,
2012,34308,1,1537.4256,20101005183600,,27,0,2,1537.4256,20101005183602,,,,,,,,,,
2012,34309,1,2276.2218,20101206689200,,27,0,1,2276.2218,20101206689201,,,,,,,,,,
2012,34310,1,1614.2033,20111003426800,,27,0,1,1614.2033,20111003426801,,,,,,,,,,
2012,34311,1,1376.2104,20101103423100,,27,0,1,1376.2104,20101103423101,,,,,,,,,,
2012,34311,1,1376.2104,20101103423100,,27,0,2,1482.6194,20101103423102,,,,,,,,,,
2012,34311,1,1376.2104,20101103423100,,27,0,3,1290.5674,20101103423103,,,,,,,,,,
2012,34311,1,1376.2104,20101103423100,,27,0,4,1578.65,20101103423104,,,,,,,,,,
2012,34311,1,1376.2104,20101103423100,,27,0,5,1306.8622,20101103423105,,,,,,,,,,
2012,34312,1,1614.2033,20111003427000,,27,0,1,1614.2033,20111003427001,,,,,,,,,,
2012,34312,1,1614.2033,20111003427000,,27,0,2,1512.132,20111003427002,,,,,,,,,,
2012,34312,1,1614.2033,20111003427000,,27,0,3,1512.132,20111003427003,,,,,,,,,,
2012,34312,1,1614.2033,20111003427000,,27,0,4,1706.6663,20111003427004,,,,,,,,,,
2012,34313,1,1541.9776,20120103431300,,27,0,1,1541.9776,20120103431301,,,,,,,,,,
2012,34313,1,1541.9776,20120103431300,,27,0,2,1448.1673,20120103431302,,,,,,,,,,
2012,34313,1,1541.9776,20120103431300,,27,0,3,1925.61,20120103431303,,,,,,,,,,
2012,34314,1,1886.1146,20101103423400,,27,0,1,1884.7573,20101103423401,,,,,,,,,,
2012,34314,1,1886.1146,20101103423400,,27,0,2,1886.1146,20101103423402,,,,,,,,,,
2012,34314,1,1886.1146,20101103423400,,27,0,3,1600.026,20101103423406,,,,,,,,,,
2012,34315,1,1398.1669,20101202278800,,27,0,1,1408.1312,20101202278801,,,,,,,,,,
2012,34315,1,1398.1669,20101202278800,,27,0,2,1398.1669,20101202278802,,,,,,,,,,
2012,34316,1,1537.4256,20111003427400,,27,0,1,1465.9054,20111003427401,,,,,,,,,,
2012,34316,1,1537.4256,20111003427400,,27,0,2,1537.4256,20111003427402,,,,,,,,,,
2012,34317,1,1541.9776,20120103431700,,27,0,1,1664.1263,20120103431701,,,,,,,,,,
2012,34317,1,1541.9776,20120103431700,,27,0,2,1541.9776,20120103431702,,,,,,,,,,
2012,34318,1,1653.6903,20111103423900,,27,0,1,1653.6903,20111103423901,,,,,,,,,,
2012,34319,1,1614.2033,20111003427700,,27,0,1,1614.2033,20111003427701,,,,,,,,,,
2012,34319,1,1614.2033,20111003427700,,27,0,2,1509.118,20111003427702,,,,,,,,,,
2012,34320,1,1709.588,20111103424100,,27,0,1,1709.588,20111103424101,,,,,,,,,,
2012,34321,1,2327.1285,20110103424700,,27,0,1,2327.1285,20110103424701,,,,,,,,,,
2012,34321,1,2327.1285,20110103424700,,27,0,2,1925.61,20110103424702,,,,,,,,,,
2012,34323,1,1537.3182,20120103432300,,27,0,1,1499.5031,20120103432301,,,,,,,,,,
2012,34323,1,1537.3182,20120103432300,,27,0,2,1537.3182,20120103432302,,,,,,,,,,
2012,34324,1,1490.903,20101103424400,,27,0,1,1490.903,20101103424401,,,,,,,,,,
2012,34325,1,2401.111,20101207040000,,27,0,1,2401.111,20101207040001,,,,,,,,,,
2012,34326,1,2401.111,20101204411100,,27,0,1,2401.111,20101204411101,,,,,,,,,,
2012,34327,1,1725.1206,20120103432700,,27,0,1,1725.1206,20120103432701,,,,,,,,,,
2012,34328,1,2364.1759,20101207039900,,27,0,1,2364.1759,20101207039902,,,,,,,,,,
2012,34329,1,1562.8688,20120103432900,,27,0,1,1623.5962,20120103432901,,,,,,,,,,
2012,34329,1,1562.8688,20120103432900,,27,0,2,1562.8688,20120103432902,,,,,,,,,,
2012,34331,1,1398.1669,20111203429100,,27,0,1,1398.1669,20111203429101,,,,,,,,,,
2012,34331,1,1398.1669,20111203429100,,27,0,2,1408.1312,20111203429102,,,,,,,,,,
2012,34332,1,1750.2862,20111103425000,,27,0,1,1750.2862,20111103425001,,,,,,,,,,
2012,34333,1,1514.8886,20120103433300,,27,27123,1,1701.6866,20120103433301,,,,,,,,,,
2012,34333,1,1514.8886,20120103433300,,27,27123,2,1514.8886,20120103433302,,,,,,,,,,
2012,34333,1,1514.8886,20120103433300,,27,27123,3,2069.22,20120103433303,,,,,,,,,,
2012,34334,1,1537.4256,20101000809200,,27,0,1,1465.9054,20101000809201,,,,,,,,,,
2012,34334,1,1537.4256,20101000809200,,27,0,2,1537.4256,20101000809202,,,,,,,,,,
2012,34335,1,1757.5451,20101205983200,,27,0,1,1600.8335,20101205983201,,,,,,,,,,
2012,34335,1,1757.5451,20101205983200,,27,0,2,1757.5451,20101205983202,,,,,,,,,,
2012,34335,1,1757.5451,20101205983200,,27,0,3,1655.1321,20101205983203,,,,,,,,,,
2012,34336,1,1614.2033,20111003429100,,27,0,1,1614.2033,20111003429101,,,,,,,,,,
2012,34336,1,1614.2033,20111003429100,,27,0,2,1716.2323,20111003429102,,,,,,,,,,
2012,34336,1,1614.2033,20111003429100,,27,0,3,1643.0472,20111003429103,,,,,,,,,,
2012,34336,1,1614.2033,20111003429100,,27,0,4,1465.9054,20111003429104,,,,,,,,,,
2012,34337,1,1440.6378,20111203429700,,27,0,1,1440.6378,20111203429701,,,,,,,,,,
2012,34338,1,1636.2236,20120103433800,,27,27123,1,1636.2236,20120103433801,,,,,,,,,,
2012,34338,1,1636.2236,20120103433800,,27,27123,2,1550.0409,20120103433802,,,,,,,,,,
2012,34338,1,1636.2236,20120103433800,,27,27123,3,1925.61,20120103433803,,,,,,,,,,
2012,34338,1,1636.2236,20120103433800,,27,27123,4,1925.61,20120103433804,,,,,,,,,,
2012,34339,1,1180.9911,20111203429900,,27,0,1,1180.9911,20111203429901,,,,,,,,,,
2012,34340,1,1411.4744,20111203430000,,27,0,1,1411.4744,20111203430001,,,,,,,,,,
2012,34341,1,1483.2242,20111203430100,,27,0,1,1408.1312,20111203430101,,,,,,,,,,
2012,34341,1,1483.2242,20111203430100,,27,0,2,1483.2242,20111203430102,,,,,,,,,,
2012,34341,1,1483.2242,20111203430100,,27,0,3,1497.0904,20111203430103,,,,,,,,,,
2012,34342,1,1757.5451,20111203430200,,27,27123,1,1757.5451,20111203430201,,,,,,,,,,
2012,34342,1,1757.5451,20111203430200,,27,27123,2,1655.1321,20111203430202,,,,,,,,,,
2012,34343,1,1541.9776,20120103434300,,27,0,1,1667.2514,20120103434301,,,,,,,,,,
2012,34343,1,1541.9776,20120103434300,,27,0,2,1541.9776,20120103434302,,,,,,,,,,
2012,34343,1,1541.9776,20120103434300,,27,0,3,1925.61,20120103434303,,,,,,,,,,
2012,34343,1,1541.9776,20120103434300,,27,0,4,2034.2954,20120103434304,,,,,,,,,,
2012,34345,1,1888.174,20101103426300,,27,27123,1,1888.174,20101103426301,,,,,,,,,,
2012,34345,1,1888.174,20101103426300,,27,27123,2,1841.5281,20101103426302,,,,,,,,,,
2012,34345,1,1888.174,20101103426300,,27,27123,3,1666.7477,20101103426303,,,,,,,,,,
2012,34346,1,2087.8535,20111103426400,,27,0,1,2087.8535,20111103426401,,,,,,,,,,
2012,34346,1,2087.8535,20111103426400,,27,0,2,1526.1495,20111103426402,,,,,,,,,,
2012,34346,1,2087.8535,20111103426400,,27,0,3,1798.4279,20111103426403,,,,,,,,,,
2012,34346,1,2087.8535,20111103426400,,27,0,4,1078.3294,20111103426404,,,,,,,,,,
2012,34346,1,2087.8535,20111103426400,,27,0,5,1470.6417,20111103426405,,,,,,,,,,
2012,34347,1,1652.4068,20111003430200,,27,0,1,1652.4068,20111003430201,,,,,,,,,,
2012,34348,1,1498.6255,20111203430800,,27,27123,1,1498.6255,20111203430801,,,,,,,,,,
2012,34348,1,1498.6255,20111203430800,,27,27123,2,1497.0824,20111203430802,,,,,,,,,,
2012,34348,1,1498.6255,20111203430800,,27,27123,3,1299.5859,20111203430803,,,,,,,,,,
2012,34348,1,1498.6255,20111203430800,,27,27123,4,1813.3405,20111203430804,,,,,,,,,,
2012,34349,1,1537.5456,20101006337500,,27,0,1,1537.5456,20101006337501,,,,,,,,,,
2012,34349,1,1537.5456,20101006337500,,27,0,2,1436.8604,20101006337502,,,,,,,,,,
2012,34350,1,1757.5491,20101103426900,,27,0,1,1757.5491,20101103426901,,,,,,,,,,
2012,34351,1,1604.2135,20110103427500,,27,0,1,1558.3718,20110103427501,,,,,,,,,,
2012,34351,1,1604.2135,20110103427500,,27,0,2,1604.2135,20110103427502,,,,,,,,,,
2012,34352,1,1474.8264,20101103427200,,27,0,1,1474.8264,20101103427201,,,,,,,,,,
2012,34354,1,2468.0666,20101204410700,,27,0,1,2468.0666,20101204410701,,,,,,,,,,
2012,34355,1,2401.111,20101204411000,,27,0,1,2401.111,20101204411001,,,,,,,,,,
2012,34356,1,1872.6093,20111003430900,,27,0,1,1872.6093,20111003430901,,,,,,,,,,
2012,34356,1,1872.6093,20111003430900,,27,0,2,1872.6093,20111003430902,,,,,,,,,,
2012,34357,1,1895.8868,20120103435700,,27,0,1,1895.8868,20120103435701,,,,,,,,,,
2012,34357,1,1895.8868,20120103435700,,27,0,2,1648.2753,20120103435702,,,,,,,,,,
2012,34357,1,1895.8868,20120103435700,,27,0,3,1682.0146,20120103435703,,,,,,,,,,
2012,34357,1,1895.8868,20120103435700,,27,0,4,1385.5006,20120103435704,,,,,,,,,,
2012,34357,1,1895.8868,20120103435700,,27,0,5,2221.5693,20120103435705,,,,,,,,,,
2012,34358,1,2468.0666,20101204410600,,27,0,1,2468.0666,20101204410601,,,,,,,,,,
2012,34359,1,1757.5451,20101204621100,,27,0,1,1757.5451,20101204621101,,,,,,,,,,
2012,34359,1,1757.5451,20101204621100,,27,0,2,1937.3624,20101204621102,,,,,,,,,,
2012,34359,1,1757.5451,20101204621100,,27,0,3,1951.9593,20101204621107,,,,,,,,,,
2012,34359,1,1757.5451,20101204621100,,27,0,4,1479.1583,20101204621106,,,,,,,,,,
2012,34359,1,1757.5451,20101204621100,,27,0,5,1657.8851,20101204621104,,,,,,,,,,
2012,34359,1,1757.5451,20101204621100,,27,0,6,1657.8851,20101204621105,,,,,,,,,,
2012,34359,1,1757.5451,20101204621100,,27,0,7,2134.442,20101204621103,,,,,,,,,,
2012,34361,1,1595.2085,20120103436100,,27,27123,1,1595.2085,20120103436101,,,,,,,,,,
2012,34362,1,1680.7517,20120103436200,,27,0,1,1680.7517,20120103436201,,,,,,,,,,
2012,34363,1,1499.5031,20120103436300,,27,27123,1,1499.5031,20120103436301,,,,,,,,,,
2012,34364,1,1465.6444,20101206386900,,27,0,1,1612.5754,20101206386901,,,,,,,,,,
2012,34364,1,1465.6444,20101206386900,,27,0,2,1465.6444,20101206386902,,,,,,,,,,
2012,34364,1,1465.6444,20101206386900,,27,0,3,1777.372,20101206386904,,,,,,,,,,
2012,34364,1,1465.6444,20101206386900,,27,0,4,1386.25,20101206386903,,,,,,,,,,
2012,34366,1,1495.1939,20111003431800,,27,0,1,1495.1939,20111003431801,,,,,,,,,,
2012,34367,1,1604.2135,20110103429000,,27,27123,1,1604.2135,20110103429001,,,,,,,,,,
2012,34369,1,1614.2033,20111003432100,,27,27123,1,1436.8604,20111003432101,,,,,,,,,,
2012,34369,1,1614.2033,20111003432100,,27,27123,2,1614.2033,20111003432102,,,,,,,,,,
2012,34369,1,1614.2033,20111003432100,,27,27123,3,2009.9802,20111003432104,,,,,,,,,,
2012,34370,1,1757.5451,20101205247100,,27,0,1,1757.5451,20101205247101,,,,,,,,,,
2012,34371,1,1556.723,20111103428700,,27,0,1,1556.723,20111103428701,,,,,,,,,,
2012,34372,1,1466.5698,20120103437200,,27,0,1,1466.5698,20120103437201,,,,,,,,,,
2012,34373,1,1614.2033,20111003432500,,27,0,1,1614.2033,20111003432501,,,,,,,,,,
2012,34373,1,1614.2033,20111003432500,,27,0,2,1541.0499,20111003432502,,,,,,,,,,
2012,34373,1,1614.2033,20111003432500,,27,0,3,1716.2323,20111003432503,,,,,,,,,,
2012,34375,1,1374.4343,20110103429900,,27,0,1,1588.9611,20110103429901,,,,,,,,,,
2012,34375,1,1374.4343,20110103429900,,27,0,2,1374.4343,20110103429902,,,,,,,,,,
2012,34376,1,1650.7116,20111103429200,,27,0,1,1650.7116,20111103429201,,,,,,,,,,
2012,34376,1,1650.7116,20111103429200,,27,0,2,1512.132,20111103429202,,,,,,,,,,
2012,34376,1,1650.7116,20111103429200,,27,0,3,1611.8628,20111103429203,,,,,,,,,,
2012,34376,1,1650.7116,20111103429200,,27,0,4,1339.8378,20111103429204,,,,,,,,,,
2012,34377,1,1390.2115,20120103437700,,27,27123,1,1390.2115,20120103437701,,,,,,,,,,
2012,34377,1,1390.2115,20120103437700,,27,27123,2,1518.4421,20120103437702,,,,,,,,,,
2012,34377,1,1390.2115,20120103437700,,27,27123,3,1423.4729,20120103437703,,,,,,,,,,
2012,34377,1,1390.2115,20120103437700,,27,27123,4,2032.8958,20120103437704,,,,,,,,,,
2012,34377,1,1390.2115,20120103437700,,27,27123,5,1390.2115,20120103437705,,,,,,,,,,
2012,34377,1,1390.2115,20120103437700,,27,27123,6,1390.2115,20120103437706,,,,,,,,,,
2012,34377,1,1390.2115,20120103437700,,27,27123,7,2327.1285,20120103437707,,,,,,,,,,
2012,34377,1,1390.2115,20120103437700,,27,27123,8,1620.9424,20120103437708,,,,,,,,,,
2012,34377,1,1390.2115,20120103437700,,27,27123,9,2032.8958,20120103437709,,,,,,,,,,
2012,34377,1,1390.2115,20120103437700,,27,27123,10,1520.3909,20120103437710,,,,,,,,,,
2012,34377,1,1390.2115,20120103437700,,27,27123,11,1689.1519,20120103437711,,,,,,,,,,
2012,34378,1,1424.5401,20101205092400,,27,0,1,1424.5401,20101205092401,,,,,,,,,,
2012,34380,1,1384.3665,20101004468200,,27,0,1,1652.4068,20101004468201,,,,,,,,,,
2012,34380,1,1384.3665,20101004468200,,27,0,2,1384.3665,20101004468202,,,,,,,,,,
2012,34380,1,1384.3665,20101004468200,,27,0,3,1634.1005,20101004468204,,,,,,,,,,
2012,34380,1,1384.3665,20101004468200,,27,0,4,1370.9207,20101004468203,,,,,,,,,,
2012,34381,1,1541.9776,20110103430300,,27,0,1,1783.2072,20110103430301,,,,,,,,,,
2012,34381,1,1541.9776,20110103430300,,27,0,2,1541.9776,20110103430302,,,,,,,,,,
2012,34381,1,1541.9776,20110103430300,,27,0,3,2008.1693,20110103430303,,,,,,,,,,
2012,34382,1,1636.2236,20120103438200,,27,0,1,1636.2236,20120103438201,,,,,,,,,,
2012,34383,1,2008.4436,20111003433500,,27,0,1,2008.4436,20111003433502,,,,,,,,,,
2012,34383,1,2008.4436,20111003433500,,27,0,2,2008.4436,20111003433503,,,,,,,,,,
2012,34383,1,2008.4436,20111003433500,,27,0,3,2008.4436,20111003433504,,,,,,,,,,
2012,34383,1,2008.4436,20111003433500,,27,0,4,2008.4436,20111003433505,,,,,,,,,,
2012,34383,1,2008.4436,20111003433500,,27,0,5,1384.3665,20111003433506,,,,,,,,,,
2012,34384,1,1444.6812,20111003433600,,27,27123,1,1444.6812,20111003433601,,,,,,,,,,
2012,34385,1,1537.4256,20101002170000,,27,0,1,1537.4256,20101002170001,,,,,,,,,,
2012,34385,1,1537.4256,20101002170000,,27,0,2,1716.2323,20101002170002,,,,,,,,,,
2012,34385,1,1537.4256,20101002170000,,27,0,3,1652.4068,20101002170003,,,,,,,,,,
2012,34387,1,1399.9938,20111203434600,,27,0,1,1604.0016,20111203434601,,,,,,,,,,
2012,34387,1,1399.9938,20111203434600,,27,0,2,1399.9938,20111203434602,,,,,,,,,,
2012,34387,1,1399.9938,20111203434600,,27,0,3,1611.4956,20111203434603,,,,,,,,,,
2012,34390,1,1615.3455,20111003434200,,27,0,1,1615.3455,20111003434201,,,,,,,,,,
2012,34390,1,1615.3455,20111003434200,,27,0,2,1643.0472,20111003434202,,,,,,,,,,
2012,34390,1,1615.3455,20111003434200,,27,0,3,1436.8604,20111003434203,,,,,,,,,,
2012,34391,1,1285.349,20111103430600,,27,27123,1,1285.349,20111103430601,,,,,,,,,,
2012,34391,1,1285.349,20111103430600,,27,27123,2,1510.2794,20111103430602,,,,,,,,,,
2012,34391,1,1285.349,20111103430600,,27,27123,3,1510.2794,20111103430603,,,,,,,,,,
2012,34391,1,1285.349,20111103430600,,27,27123,4,1748.9004,20111103430604,,,,,,,,,,
2012,34391,1,1285.349,20111103430600,,27,27123,5,1068.2242,20111103430605,,,,,,,,,,
2012,34392,1,2212.4252,20111103430700,,27,0,1,2212.4252,20111103430701,,,,,,,,,,
2012,34392,1,2212.4252,20111103430700,,27,0,2,1664.1142,20111103430702,,,,,,,,,,
2012,34393,1,1481.2476,20111103430800,,27,0,1,1481.2476,20111103430801,,,,,,,,,,
2012,34393,1,1481.2476,20111103430800,,27,0,2,1238.2103,20111103430802,,,,,,,,,,
2012,34393,1,1481.2476,20111103430800,,27,0,3,1078.3294,20111103430803,,,,,,,,,,
2012,34393,1,1481.2476,20111103430800,,27,0,4,1189.2412,20111103430804,,,,,,,,,,
2012,34393,1,1481.2476,20111103430800,,27,0,5,2023.26,20111103430805,,,,,,,,,,
2012,34394,1,1315.6965,20101004468900,,27,0,1,1315.6965,20101004468901,,,,,,,,,,
2012,34396,1,1495.1939,20101005883500,,27,0,1,1495.1939,20101005883501,,,,,,,,,,
2012,34397,1,1384.3665,20101003735400,,27,0,1,1384.3665,20101003735401,,,,,,,,,,
2012,34397,1,1384.3665,20101003735400,,27,0,2,1652.4068,20101003735402,,,,,,,,,,
2012,34398,1,1531.7076,20101004468000,,27,0,1,1531.7076,20101004468002,,,,,,,,,,
2012,34398,1,1531.7076,20101004468000,,27,0,2,1511.1795,20101004468003,,,,,,,,,,
2012,34399,1,1509.118,20101005183700,,27,0,1,1509.118,20101005183701,,,,,,,,,,
2012,34399,1,1509.118,20101005183700,,27,0,2,1615.3455,20101005183702,,,,,,,,,,
2012,34400,1,1493.026,20111003435200,,27,27123,1,1493.026,20111003435201,,,,,,,,,,
2012,34400,1,1493.026,20111003435200,,27,27123,2,1493.026,20111003435202,,,,,,,,,,
2012,34402,1,1979.4576,20111203436200,,27,27123,1,1571.6394,20111203436201,,,,,,,,,,
2012,34402,1,1979.4576,20111203436200,,27,27123,2,1979.4576,20111203436202,,,,,,,,,,
2012,34402,1,1979.4576,20111203436200,,27,27123,3,1417.6413,20111203436211,,,,,,,,,,
2012,34402,1,1979.4576,20111203436200,,27,27123,4,1341.9633,20111203436203,,,,,,,,,,
2012,34402,1,1979.4576,20111203436200,,27,27123,5,1341.9633,20111203436204,,,,,,,,,,
2012,34402,1,1979.4576,20111203436200,,27,27123,6,1746.9294,20111203436205,,,,,,,,,,
2012,34402,1,1979.4576,20111203436200,,27,27123,7,1628.1492,20111203436206,,,,,,,,,,
2012,34402,1,1979.4576,20111203436200,,27,27123,8,2323.4145,20111203436207,,,,,,,,,,
2012,34402,1,1979.4576,20111203436200,,27,27123,9,1740.9407,20111203436208,,,,,,,,,,
2012,34402,1,1979.4576,20111203436200,,27,27123,10,1761.7052,20111203436209,,,,,,,,,,
2012,34402,1,1979.4576,20111203436200,,27,27123,11,1761.7052,20111203436210,,,,,,,,,,
2012,34403,1,1315.6965,20101006658900,,27,0,1,1315.6965,20101006658901,,,,,,,,,,
2012,34403,1,1315.6965,20101006658900,,27,0,2,2009.9802,20101006658902,,,,,,,,,,
2012,34404,1,1716.2323,20101004468800,,27,0,1,1716.2323,20101004468801,,,,,,,,,,
2012,34404,1,1716.2323,20101004468800,,27,0,2,1650.7116,20101004468803,,,,,,,,,,
2012,34404,1,1716.2323,20101004468800,,27,0,3,1509.118,20101004468802,,,,,,,,,,
2012,34404,1,1716.2323,20101004468800,,27,0,4,1927.4511,20101004468805,,,,,,,,,,
2012,34406,1,1526.1495,20101103432500,,27,0,1,1482.6194,20101103432501,,,,,,,,,,
2012,34406,1,1526.1495,20101103432500,,27,0,2,1526.1495,20101103432502,,,,,,,,,,
2012,34406,1,1526.1495,20101103432500,,27,0,3,1242.6324,20101103432506,,,,,,,,,,
2012,34406,1,1526.1495,20101103432500,,27,0,4,1435.5918,20101103432503,,,,,,,,,,
2012,34406,1,1526.1495,20101103432500,,27,0,5,1435.5918,20101103432504,,,,,,,,,,
2012,34406,1,1526.1495,20101103432500,,27,0,6,985.8502,20101103432505,,,,,,,,,,
2012,34406,1,1526.1495,20101103432500,,27,0,7,1184.5145,20101103432507,,,,,,,,,,
