,B27001_001E,B27001_002E,B29001_001E,B29001_002E,B29001_003E,B29001_004E,B29001_005E,B29002_001E,B29002_002E,B29002_003E,B29002_004E,B29002_005E,B29002_006E,B29002_007E,B29002_008E,B29003_001E,B29003_002E,B29003_003E,NAME,state,county,year
581,131460,64083,100337,27494,21577,30315,20951,100337,1996,7112,26884,27007,12775,16924,7639,95683,14376,81307,"Black Hawk County, Iowa",19,013,2017
582,86754,43081,59587,11287,18578,19788,9934,59587,554,1914,10123,10857,6762,21367,8010,59197,2197,57000,"Dallas County, Iowa",19,049,2017
583,95714,46800,72602,15690,15572,24721,16619,72602,1322,3953,20668,18194,6801,13727,7937,69557,5925,63632,"Dubuque County, Iowa",19,061,2017
584,147677,72819,108741,39957,23480,28927,16377,108741,843,2254,17901,30088,7462,29307,20886,101206,16340,84866,"Johnson County, Iowa",19,103,2017
585,222311,108963,164881,33860,39834,56682,34505,164881,1385,6749,46616,40083,19772,37811,12465,160940,12033,148907,"Linn County, Iowa",19,113,2017
586,477038,235337,341084,74743,94064,112508,59769,341084,7493,19007,84927,79490,33976,81998,34193,334289,25653,308636,"Polk County, Iowa",19,153,2017
587,92396,45217,69187,13424,15683,24274,15806,69187,2364,4548,23546,17234,7037,9122,5336,67189,5877,61312,"Pottawattamie County, Iowa",19,155,2017
588,170686,83973,128193,25348,31049,44573,27223,128193,3129,6905,37697,29976,13045,24641,12800,125232,12237,112995,"Scott County, Iowa",19,163,2017
589,96827,50573,74128,33419,13332,16411,10966,74128,204,1736,13756,27092,5682,17123,8535,62692,13473,49219,"Story County, Iowa",19,169,2017
590,101346,49751,71159,15365,17000,23738,15056,71159,3077,4858,22021,17278,8366,11660,3899,68919,8441,60478,"Woodbury County, Iowa",19,193,2017
591,64249,32026,49076,9330,11841,17913,9992,49076,873,3225,13313,13533,5065,8780,4287,46358,4531,41827,"Butler County, Kansas",20,015,2017
592,120097,58541,93845,35627,21207,22760,14251,93845,225,3158,18298,29791,6469,20755,15149,86310,14774,71536,"Douglas County, Kansas",20,045,2017
593,587242,288423,419738,78825,111213,148577,81123,419738,3406,13735,62313,84399,33109,140191,82585,415835,18330,397505,"Johnson County, Kansas",20,091,2017
594,74004,37395,60683,11611,16388,21605,11079,60683,1264,5183,16637,13626,5555,11305,7113,55409,2420,52989,"Leavenworth County, Kansas",20,103,2017
595,67996,32770,58076,31447,9780,9951,6898,58076,209,1594,11552,22285,4794,10399,7243,48810,11801,37009,"Riley County, Kansas",20,161,2017
596,508665,250470,358320,80926,88270,118406,70718,358320,7784,23944,98188,93718,30517,68299,35870,353686,41630,312056,"Sedgwick County, Kansas",20,173,2017
597,174718,85062,133032,26103,29987,45631,31311,133032,1840,6259,42627,30885,9353,26992,15076,129418,13470,115948,"Shawnee County, Kansas",20,177,2017
598,163867,80548,102558,23633,25215,34853,18857,102558,3810,11599,33962,27353,8584,11971,5279,101502,15008,86494,"Wyandotte County, Kansas",20,209,2017
599,129895,64191,91890,17423,24910,32897,16660,91890,1145,5853,27285,25417,6478,15956,9756,91118,5360,85758,"Boone County, Kentucky",21,015,2017
600,79890,39904,62235,11794,15265,22824,12352,62235,2022,5874,26605,14226,5683,5227,2598,61879,5955,55924,"Bullitt County, Kentucky",21,029,2017
601,90830,44488,71910,15885,17483,24658,13884,71910,1305,3981,21126,16060,4721,16253,8464,68554,7308,61246,"Campbell County, Kentucky",21,037,2017
602,60691,29258,50157,17605,11398,12962,8192,50157,2752,3208,17781,15340,4085,4122,2869,44124,7010,37114,"Christian County, Kentucky",21,047,2017
603,98141,46828,74370,14915,17026,25844,16585,74370,1475,4743,26710,17772,7893,10133,5644,71499,9605,61894,"Daviess County, Kentucky",21,059,2017
604,317189,154775,238133,67384,58607,71646,40496,238133,4465,11790,48913,64305,16827,57281,34552,226679,33514,193165,"Fayette County, Kentucky",21,067,2017
605,102928,49637,79898,16176,20804,28717,14201,79898,1309,5240,27406,20354,9876,9449,6264,77599,9292,68307,"Hardin County, Kentucky",21,093,2017
606,761748,368493,570086,116817,138509,194605,120155,570086,12545,35203,160526,141083,39329,110336,71064,556786,60906,495880,"Jefferson County, Kentucky",21,111,2017
607,164042,81623,122344,24646,32083,42368,23247,122344,3212,8540,35980,29092,8467,22801,14252,120642,13690,106952,"Kenton County, Kentucky",21,117,2017
608,64218,31386,50251,8582,10984,18463,12222,50251,1335,3330,15812,11761,6133,7791,4089,49213,6645,42568,"McCracken County, Kentucky",21,145,2017
609,90395,44057,70662,21523,16442,20402,12295,70662,3260,3948,19337,19680,5406,12113,6918,64899,10836,54063,"Madison County, Kentucky",21,151,2017
610,62841,30771,47394,8664,12424,18164,8142,47394,856,2222,10336,12737,3379,10515,7349,43914,2306,41608,"Oldham County, Kentucky",21,185,2017
611,127726,61639,93346,28141,20868,28359,15978,93346,3004,6507,28472,25169,6512,14595,9087,86079,12045,74034,"Warren County, Kentucky",21,227,2017
612,122107,59096,86469,17216,26479,29269,13505,86469,3670,6093,25973,22524,6877,14358,6974,85628,11837,73791,"Ascension Parish, Louisiana",22,005,2017
613,121524,58282,93332,20848,26992,28486,17006,93332,2217,7254,28708,26810,8505,13237,6601,90290,14408,75882,"Bossier Parish, Louisiana",22,015,2017
614,242321,114659,184816,37971,44889,60896,41060,184816,5877,21704,62852,45769,10397,23197,15020,180653,38609,142044,"Caddo Parish, Louisiana",22,017,2017
615,200261,96843,148374,32893,37516,48801,29164,148374,2675,12026,52223,36338,10540,25347,9225,145453,15502,129951,"Calcasieu Parish, Louisiana",22,019,2017
616,443119,213293,330534,93171,77110,100349,59904,330534,6031,28355,85481,97111,13495,63373,36688,322801,53475,269326,"East Baton Rouge Parish, Louisiana",22,033,2017
617,71385,33800,51575,11248,12140,18018,10169,51575,2626,6267,25302,10287,2417,3251,1425,50784,9669,41115,"Iberia Parish, Louisiana",22,045,2017
618,435362,210018,311970,59102,72270,109054,71544,311970,10826,29321,96656,81457,16955,49433,27322,309096,40327,268769,"Jefferson Parish, Louisiana",22,051,2017
619,240302,117967,177849,41468,48689,57706,29986,177849,5610,16157,56903,37603,8693,36956,15927,173428,28576,144852,"Lafayette Parish, Louisiana",22,055,2017
620,97629,48411,73765,15873,17005,26412,14475,73765,5926,8754,29814,12967,4278,8386,3640,72028,9362,62666,"Lafourche Parish, Louisiana",22,057,2017
621,136995,66861,101370,21180,27944,33946,18300,101370,4708,8548,42733,23253,6796,11072,4260,100412,10375,90037,"Livingston Parish, Louisiana",22,063,2017
622,386865,181703,303567,68291,83414,97453,54409,303567,10744,29142,73314,77109,14431,57437,41390,291425,65182,226243,"Orleans Parish, Louisiana",22,071,2017
623,151026,70153,115948,27421,28764,37765,21998,115948,4148,10884,39036,30195,6556,18888,6241,109378,22963,86415,"Ouachita Parish, Louisiana",22,073,2017
624,128749,61680,97127,20103,23718,32807,20499,97127,4766,11497,34364,23321,4331,12077,6771,93691,16954,76737,"Rapides Parish, Louisiana",22,079,2017
625,82272,41127,60106,12045,14075,20799,13187,60106,4918,8014,24795,10720,3280,5700,2679,59067,12825,46242,"St. Landry Parish, Louisiana",22,097,2017
626,254291,122430,188302,32808,44887,69282,41325,188302,2905,13714,50978,44257,12539,42733,21176,186510,17039,169471,"St. Tammany Parish, Louisiana",22,103,2017
627,131783,64617,97165,23141,24455,31291,18278,97165,3746,11164,38800,22665,3253,12679,4858,93955,14989,78966,"Tangipahoa Parish, Louisiana",22,105,2017
628,110457,53886,81653,17772,20240,27867,15774,81653,9063,12157,29452,16401,3369,8046,3165,80395,15313,65082,"Terrebonne Parish, Louisiana",22,109,2017
629,106652,52739,83259,15510,19062,30087,18600,83259,2533,5070,29407,19505,8011,13072,5661,80953,9745,71208,"Androscoggin County, Maine",23,001,2017
630,66253,32777,54042,8178,10261,19930,15673,54042,2490,3804,19944,11932,5955,6630,3287,52683,7610,45073,"Aroostook County, Maine",23,003,2017
631,289268,139871,230763,43797,52603,81866,52497,230763,4402,8027,51453,46478,18806,63746,37851,224352,16260,208092,"Cumberland County, Maine",23,005,2017
632,120206,57984,97322,17614,20203,36514,22991,97322,3330,4829,30812,22054,10476,16368,9453,94274,12058,82216,"Kennebec County, Maine",23,011,2017
633,150636,74516,122222,26797,25135,43202,27088,122222,2640,7222,41254,27824,11358,20027,11897,116229,15754,100475,"Penobscot County, Maine",23,019,2017
634,202473,99437,163257,27061,35281,61290,39625,163257,3861,8769,47182,36659,17094,32875,16817,160929,11666,149263,"York County, Maine",23,031,2017
635,66253,32888,58281,12972,12395,18838,14076,58281,1302,4631,22935,15785,4744,5309,3575,50842,7468,43374,"Allegany County, Maryland",24,001,2017
636,553993,268493,423936,85348,106663,151988,79937,423936,6296,23286,104994,94227,33426,95766,65941,410999,20493,390506,"Anne Arundel County, Maryland",24,003,2017
637,824193,391409,609932,121151,137619,215068,136094,609932,12632,33664,165709,136508,40608,130098,90713,592824,43266,549558,"Baltimore County, Maryland",24,005,2017
638,90423,44367,69354,12215,15803,28034,13302,69354,1018,2592,21634,16557,5815,13511,8227,68858,3797,65061,"Calvert County, Maryland",24,009,2017
639,165557,81440,128527,22827,27571,51234,26895,128527,1563,7288,39028,26527,10409,28401,15311,125329,6000,119329,"Carroll County, Maryland",24,013,2017
640,101860,51112,77662,15189,17808,29055,15610,77662,2526,5091,27234,18781,5780,10943,7307,76861,6297,70564,"Cecil County, Maryland",24,015,2017
641,155774,74016,118006,23497,29191,45762,19556,118006,2450,7102,34591,30303,9663,20491,13406,115705,7965,107740,"Charles County, Maryland",24,017,2017
642,249518,122542,181539,34664,42950,69049,34876,181539,3512,9244,41675,39518,15018,42358,30214,177189,11872,165317,"Frederick County, Maryland",24,021,2017
643,249179,121690,191641,34896,44981,72678,39086,191641,3067,10334,53728,43015,18080,37547,25870,189958,12659,177299,"Harford County, Maryland",24,025,2017
644,317477,153657,222825,40958,55441,85180,41246,222825,2780,6094,32759,37988,14251,67050,61903,221211,12076,209135,"Howard County, Maryland",24,027,2017
645,1049737,507107,672949,120994,159314,247228,145413,672949,16028,26105,98418,111087,38171,186084,197056,666345,36442,629903,"Montgomery County, Maryland",24,031,2017
646,905833,435280,606270,135301,142681,216591,111697,606270,13055,33432,167106,162395,39411,110414,80457,589842,39329,550513,"Prince George's County, Maryland",24,033,2017
647,108888,52657,82516,17925,20986,29527,14078,82516,2503,4392,27096,18154,6055,14522,9794,79259,6166,73093,"St. Mary's County, Maryland",24,037,2017
648,142500,69298,114791,21546,26509,41600,25136,114791,3816,10586,39480,25735,10019,15120,10035,107535,12873,94662,"Washington County, Maryland",24,043,2017
649,101716,47664,75853,21198,14552,25000,15103,75853,1300,7295,22871,18389,4930,13734,7334,72374,9336,63038,"Wicomico County, Maryland",24,045,2017
650,603581,280546,457682,113777,118771,144173,80961,457682,18774,47924,134905,103342,22057,68763,61917,437545,85688,351857,"Baltimore city, Maryland",24,510,2017
651,210994,101499,171923,23010,24293,61727,62893,171923,2288,6585,41873,31381,14946,43148,31702,170050,10542,159508,"Barnstable County, Massachusetts",25,001,2017
652,124077,59694,101832,17895,19160,36721,28056,101832,2061,7036,30921,23079,8218,16473,14044,96489,8296,88193,"Berkshire County, Massachusetts",25,003,2017
653,555114,267862,422092,84597,94670,151906,90919,422092,25895,29748,129381,85637,35986,75222,40223,409264,36305,372959,"Bristol County, Massachusetts",25,005,2017
654,778072,375437,564015,108871,121900,207172,126072,564015,20542,32739,145023,106174,40748,137807,80982,549901,46261,503640,"Essex County, Massachusetts",25,009,2017
655,69869,34123,56867,8828,11885,21262,14892,56867,693,2611,17741,9967,4924,11519,9412,56032,5564,50468,"Franklin County, Massachusetts",25,011,2017
656,464275,224811,354838,78909,79839,120900,75190,354838,16539,34662,102936,82021,30709,54417,33554,342552,50235,292317,"Hampden County, Massachusetts",25,013,2017
657,160673,74591,130081,42332,23008,38213,26528,130081,1004,4194,28775,37991,10505,25721,21891,110869,10641,100228,"Hampshire County, Massachusetts",25,015,2017
658,1588193,775824,1119678,236664,263243,390603,229168,1119678,25137,42395,219721,174999,65909,310340,281177,1074298,69943,1004355,"Middlesex County, Massachusetts",25,017,2017
659,691918,332136,506974,95432,114637,187032,109873,506974,10098,21219,100284,85714,35917,145009,108733,490823,28253,462570,"Norfolk County, Massachusetts",25,021,2017
660,507598,245810,384992,67971,79783,148949,88289,384992,6147,19250,103943,85758,37145,83204,49545,375544,24611,350933,"Plymouth County, Massachusetts",25,023,2017
661,791277,382373,546577,174210,139326,148022,85019,546577,22396,30258,119821,114948,24244,137799,97111,513367,79010,434357,"Suffolk County, Massachusetts",25,025,2017
662,815155,400383,610575,125114,135592,226319,123550,610575,14029,36108,177836,125662,52528,129432,74980,587303,54161,533142,"Worcester County, Massachusetts",25,027,2017
663,115555,57701,86593,15907,19511,32703,18472,86593,2205,6300,32378,20685,6436,12672,5917,85717,7049,78668,"Allegan County, Michigan",26,005,2017
664,103343,51579,82276,15090,17015,29499,20672,82276,2514,5773,28456,20768,7936,11151,5678,81424,11308,70116,"Bay County, Michigan",26,017,2017
665,153189,75034,116182,20405,24601,41594,29582,116182,2621,10291,35752,29505,11093,16658,10262,114005,16206,97799,"Berrien County, Michigan",26,021,2017
666,132399,65433,100590,19138,21991,36634,22827,100590,1840,6610,36359,28132,8545,12101,7003,97915,16359,81556,"Calhoun County, Michigan",26,025,2017
667,77960,38263,59526,11259,13315,22168,12784,59526,435,2770,16640,15722,6186,10616,7157,59096,4276,54820,"Clinton County, Michigan",26,037,2017
668,108405,53222,83964,16174,17850,30763,19177,83964,1435,3318,23095,24779,8558,13335,9444,82602,5881,76721,"Eaton County, Michigan",26,045,2017
669,405144,195669,309769,60155,67949,113456,68209,309769,5950,23187,100688,90613,30559,38205,20567,306179,49240,256939,"Genesee County, Michigan",26,049,2017
670,90819,44708,72633,12688,15990,26328,17627,72633,598,3139,16644,18857,6005,17051,10339,71671,7185,64486,"Grand Traverse County, Michigan",26,055,2017
671,288469,139740,215697,71454,44280,61935,38028,215697,2887,9891,50869,66535,18344,39974,27197,200022,36302,163720,"Ingham County, Michigan",26,065,2017
672,70529,34431,57606,24627,9906,14459,8614,57606,1070,2874,14970,20611,4553,8772,4756,51332,13757,37575,"Isabella County, Michigan",26,073,2017
673,150727,72502,122535,24262,26821,44244,27208,122535,2402,8242,40804,33535,12441,17172,7939,113505,11970,101535,"Jackson County, Michigan",26,075,2017
674,261037,127886,198523,56627,44583,59214,38099,198523,1809,9597,42964,59355,19213,42155,23430,192116,25955,166161,"Kalamazoo County, Michigan",26,077,2017
675,644164,316831,460006,106878,115639,153514,83975,460006,8927,25989,113754,106870,41810,110135,52521,452466,37791,414675,"Kent County, Michigan",26,081,2017
676,86587,43165,68794,11719,14235,27341,15499,68794,1051,4591,26135,18290,7770,8036,2921,67280,5434,61846,"Lapeer County, Michigan",26,087,2017
677,95123,47045,76853,14638,17083,27397,17735,76853,1094,5295,27113,20723,7089,10014,5525,72068,5784,66284,"Lenawee County, Michigan",26,091,2017
678,188687,94841,146604,26064,30582,59072,30886,146604,879,6487,39125,34739,13334,35794,16246,145734,7050,138684,"Livingston County, Michigan",26,093,2017
679,864509,420013,654148,125616,147262,239978,141292,654148,17722,45431,194175,176473,70353,100155,49839,647873,60632,587241,"Macomb County, Michigan",26,099,2017
680,64919,32249,53972,13671,10985,17239,12077,53972,1032,1941,15663,15006,5602,10681,4047,50820,9374,41446,"Marquette County, Michigan",26,103,2017
681,82784,40748,63341,11932,13617,22949,14843,63341,1214,2342,18700,13880,5505,13902,7798,62326,6184,56142,"Midland County, Michigan",26,111,2017
682,148584,74002,116379,19839,26298,44230,26012,116379,1700,9314,44052,28383,13450,12228,7252,115671,13655,102016,"Monroe County, Michigan",26,115,2017
683,168529,81978,132610,26663,31254,46571,28122,132610,3957,9487,44917,35746,15030,17141,6332,126495,16692,109803,"Muskegon County, Michigan",26,121,2017
684,1244628,608824,910692,168217,201534,342048,198893,910692,13063,41900,191020,203591,70922,229053,161143,902367,63609,838758,"Oakland County, Michigan",26,125,2017
685,285163,140871,210916,54973,47745,67038,41160,210916,4075,8759,59590,55424,19331,44883,18854,202429,17492,184937,"Ottawa County, Michigan",26,139,2017
686,188554,90521,148778,30368,31008,51389,36013,148778,3973,12254,47952,40794,16532,17102,10171,143877,22982,120895,"Saginaw County, Michigan",26,145,2017
687,158050,78597,124224,21806,25642,47753,29023,124224,1256,9813,43541,33120,15592,12372,8530,123161,12369,110792,"St. Clair County, Michigan",26,147,2017
688,68063,33699,53065,9440,11476,20044,12105,53065,606,3806,20204,15393,5268,4794,2994,52434,4522,47912,"Shiawassee County, Michigan",26,155,2017
689,74812,37117,55111,9699,11320,21423,12669,55111,1200,4691,17299,15577,5474,7560,3310,54584,5713,48871,"Van Buren County, Michigan",26,159,2017
690,363913,180682,278978,90041,57865,82925,48147,278978,2818,9867,46179,75922,18052,64864,61276,262302,33398,228904,"Washtenaw County, Michigan",26,161,2017
691,1740540,837213,1269878,271785,290391,449856,257846,1269878,38258,121534,396364,336197,107965,165923,103637,1255321,234514,1020807,"Wayne County, Michigan",26,163,2017
692,348825,173595,255603,47360,65112,96975,46156,255603,3222,12761,77806,61796,29896,49078,21044,253481,10907,242574,"Anoka County, Minnesota",27,003,2017
693,66340,33622,52149,19103,10564,13842,8640,52149,477,1401,9985,18515,6098,10329,5344,49177,9245,39932,"Blue Earth County, Minnesota",27,013,2017
694,101847,50254,73337,12355,21093,28479,11410,73337,813,2065,13915,14265,8747,23679,9853,72691,2516,70175,"Carver County, Minnesota",27,019,2017
695,419779,206841,303627,55810,77839,113423,56555,303627,3862,14996,67788,65554,33171,82602,35654,302152,15926,286226,"Dakota County, Minnesota",27,037,2017
696,1243410,614806,902117,194702,239026,301751,166638,902117,18516,28520,156612,188174,76686,281003,152606,886193,77164,809029,"Hennepin County, Minnesota",27,053,2017
697,153249,73828,109067,20675,28185,37795,22412,109067,1555,3292,23276,21120,12570,29186,18068,107540,7699,99841,"Olmsted County, Minnesota",27,109,2017
698,543833,264397,381519,92654,93571,120598,74696,381519,11455,17230,79534,87760,31841,94204,59495,369903,40425,329478,"Ramsey County, Minnesota",27,123,2017
699,63403,31105,48413,11671,10553,16032,10157,48413,1208,2168,13675,14621,4705,8027,4009,40880,3453,37427,"Rice County, Minnesota",27,131,2017
700,196917,98018,159750,36436,33217,52895,37202,159750,1749,8783,41029,45660,19566,30172,12791,153514,22478,131036,"St. Louis County, Minnesota",27,137,2017
