,B01001H_002E,B01001I_002E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B05002_003E,B05002_004E,B05003_009E,B05003_020E,B08006_002E,B08006_003E,B08006_008E,B08006_014E,B08006_015E,B08006_016E,B08006_017E,B11001_001E,B11001_002E,B11001_003E,B11001_005E,B11001_006E,B11001_007E,B11001_008E,B12001_001E,B12001_003E,B12001_004E,B12001_006E,B12001_009E,B12001_010E,B13002_008E,B13002_009E,B14002_026E,B16001_004E,B16001_005E,B17001_010E,B17001_011E,B17001_012E,B17001_013E,B17001_014E,B17001_015E,B17001_016E,B18101_001E,B19001_002E,B19001_003E,B19001_017E,B21001_002E,B21001_003E,NAME,state,county,year
10,292572,50193,662264,200149,2999,58753,422047,417722,289978,323481,441319,391600,6000,446,7986,5916,31806,364717,235427,177144,15294,42989,129290,99620,768071,140335,195883,15717,7648,26082,213,2582,482010,40416,37689,8665,4662,4393,5241,3626,962,675,964694,16275,13432,26746,51565,675518,"Wake County, North Carolina",37,183,2013
11,34008,5929,70896,38133,131,856,84560,30330,41650,44875,,,,,,,,46834,33180,21930,2317,8933,13654,11310,98835,16844,25765,2839,867,4472,82,284,61063,,,2145,1214,853,987,595,55,0,119660,3074,2193,690,10680,79755,"Wayne County, North Carolina",37,191,2013
12,30098,,62542,2375,125,170,54614,11582,24964,26943,,,,,,,,27557,19535,15326,1064,3145,8022,6935,56925,8705,15976,801,771,2244,,,34060,,,1468,711,779,1199,1056,601,248,68166,3916,2733,569,4093,50139,"Wilkes County, North Carolina",37,193,2013
13,18935,4810,40931,31997,234,507,60810,14813,25947,31099,,,,,,,,31657,21797,14398,1916,5483,9860,9011,65719,10733,16252,1185,1027,2833,0,220,40803,,,563,691,720,762,327,255,90,80513,1882,2356,518,7154,54906,"Wilson County, North Carolina",37,195,2013
14,39943,,81597,720,3662,653,65467,20984,33133,33730,,,,,,,,36812,21910,17787,994,3129,14902,11887,71518,12212,19152,1132,747,3246,0,337,43164,,,466,562,153,103,207,16,137,86679,1312,1801,1889,5638,62757,"Burleigh County, North Dakota",38,015,2013
15,73244,,148391,4729,1643,4218,93305,58518,60226,58488,82752,73937,943,924,3067,1509,2122,68282,38170,29491,3117,5562,30112,21506,132275,28801,31414,1903,852,5841,0,354,76974,,,4637,1874,401,769,726,149,132,161730,4651,3031,2845,8939,118275,"Cass County, North Dakota",38,017,2013
16,30607,,61563,1322,2091,1654,39737,25804,27001,25931,,,,,,,,28233,15799,12939,710,2150,12434,8714,57832,13709,14131,1046,190,1819,0,443,32164,,,3617,397,140,434,0,242,198,67043,3441,1943,921,5048,48874,"Grand Forks County, North Dakota",38,035,2013
17,30483,,60643,2004,1453,896,36032,28328,27384,23868,,,,,,,,26680,16027,12811,1179,2037,10653,7861,54948,11840,14116,1502,561,2649,,,30643,,,595,201,224,225,276,107,108,64012,915,1005,993,5435,44066,"Ward County, North Dakota",38,101,2013
18,42901,,87735,12079,402,960,86456,17130,40030,39378,,,,,,,,40359,26567,18918,1770,5879,13792,11692,84792,16112,21027,1295,1204,4225,7,480,50678,,,892,968,615,768,890,178,171,102659,3772,1878,841,7743,73059,"Allen County, Ohio",39,003,2013
19,151239,8726,321871,26515,97,8749,257503,90506,125406,137167,159661,146046,2059,214,3476,1761,5421,134073,95249,71611,6613,17025,38824,30307,296143,46413,76777,3206,4654,15447,517,1566,183618,,,5965,2421,1646,1971,1642,607,470,368137,8234,5829,5684,21692,259119,"Butler County, Ohio",39,017,2013
20,55778,,117765,12736,243,799,108097,24602,48996,53645,53786,47577,663,413,1938,246,1211,54372,35895,25209,3322,7364,18477,15006,110452,17825,26921,1469,2162,6057,0,490,67882,,,1059,1381,1179,1114,1189,657,109,134276,5545,2941,1020,11200,93530,"Clark County, Ohio",39,023,2013
21,92882,,191809,2499,254,1884,150376,44619,72139,75278,,,,,,,,73238,52739,41694,3038,8007,20499,16701,159822,24139,44384,1849,2173,7704,40,441,98472,,,628,774,792,957,1029,167,112,198928,3937,2345,2927,14077,136880,"Clermont County, Ohio",39,025,2013
22,49589,,101138,1572,219,435,80766,22480,40293,41642,,,,,,,,40274,27678,19506,2480,5692,12596,10671,87530,13496,22600,2666,1370,5946,0,738,51550,,,534,644,765,1188,1025,382,102,102369,4093,2831,346,9677,73939,"Columbiana County, Ohio",39,029,2013
23,369537,32499,804759,371323,3161,35216,927995,224152,421820,482597,495266,454541,28064,2442,12222,5427,21155,535088,305390,193776,24504,87110,229698,198850,1038355,201294,218294,19277,15804,51277,967,5572,641206,28136,14283,13153,12395,9443,13790,10855,4117,3266,1248358,61885,35796,22335,75649,912668,"Cuyahoga County, Ohio",39,035,2013
24,79850,,164622,6882,200,8406,131784,40893,59445,62474,,,,,,,,65807,49457,42100,2590,4767,16350,14033,141535,16585,45604,2472,1051,5704,0,502,89927,,,228,268,299,691,205,354,80,184044,1420,1338,7512,10295,122457,"Delaware County, Ohio",39,041,2013
25,31248,,66107,5672,246,124,60515,13684,27894,30732,,,,,,,,33168,20682,14315,1274,5093,12486,9942,63013,9448,16160,1375,1202,3532,0,857,37628,,,742,588,211,494,563,13,180,75117,2656,2133,540,6780,53215,"Erie County, Ohio",39,043,2013
26,65019,,133624,10747,231,1890,117304,26703,53323,54979,,,,,,,,54886,38083,29366,2658,6059,16803,13206,118891,18130,31166,1554,1691,7430,0,307,72847,,,759,1379,1189,1269,359,118,209,146340,2482,3205,1294,10808,100878,"Fairfield County, Ohio",39,045,2013
27,392744,32105,837173,256694,1792,51191,823595,257316,388600,427465,539117,488222,15644,5113,15749,5551,23846,476532,274969,188517,19320,67132,201563,153127,968720,195452,214244,22013,11172,45469,939,5251,594424,20354,22051,19125,12961,9784,8604,6386,1958,1406,1204191,40590,22839,18437,63640,860061,"Franklin County, Ohio",39,049,2013
28,67857,,140839,12391,16,4777,100824,51830,59350,63164,,,,,,,,62236,40510,31785,1962,6763,21726,17568,135016,24110,33266,1814,2059,5629,45,439,80965,,,2917,1034,913,629,554,541,217,158686,3973,3302,2952,16570,109361,"Greene County, Ohio",39,057,2013
29,262601,11579,555148,204060,1492,18402,581543,176458,273578,305975,327506,295925,14489,698,11086,2963,15691,334957,196648,129555,16070,51023,138309,115175,647439,125800,142205,12301,9426,30122,445,4084,402907,,,10250,8454,6090,7031,6392,2437,1318,796793,38111,20826,17244,44986,571874,"Hamilton County, Ohio",39,061,2013
30,33233,,70838,599,0,1032,59769,13691,26644,29417,,,,,,,,31732,18040,14525,1449,2066,13692,11581,60847,9380,15792,1274,997,3448,0,271,36546,,,1121,455,153,995,445,80,53,74989,2300,2221,1364,4961,53032,"Hancock County, Ohio",39,063,2013
31,29883,,62039,4344,126,405,45612,21171,25610,28230,,,,,,,,27814,17551,12738,1429,3384,10263,8645,57193,9494,14129,1145,703,2925,0,147,34867,,,844,812,385,878,704,84,38,67194,3196,1988,331,6119,48534,"Jefferson County, Ohio",39,081,2013
32,100258,,212379,8834,140,2356,179764,37647,81431,88795,107840,99448,1012,110,1028,475,4088,92428,61730,47232,4325,10173,30698,26420,189969,28880,49664,2990,3448,9654,0,616,114392,,,1974,1009,857,1578,754,416,338,227783,4542,3775,3348,16056,164735,"Lake County, Ohio",39,085,2013
33,75562,,156737,5298,407,1805,129747,35227,60537,65060,,,,,,,,63267,45259,34806,3255,7198,18008,15026,135130,19375,36337,2125,1968,7747,57,323,82930,,,746,546,343,932,407,217,158,166969,3058,3441,1573,13580,114339,"Licking County, Ohio",39,089,2013
34,117803,13541,260238,24357,539,2891,228460,60660,109562,115729,128614,119151,1089,633,4243,1733,4185,116671,79730,55697,6524,17509,36941,31426,245908,41040,61940,4874,3131,13873,293,1038,149219,,,1139,1938,1927,1721,1761,451,720,296843,7584,5794,3106,23017,210076,"Lorain County, Ohio",39,093,2013
35,148741,14076,316178,84528,1344,7610,338568,80230,151621,168602,172246,156185,3369,378,3865,1662,4704,177064,101779,66004,7881,27894,75285,62965,352193,68678,74326,7400,5214,20195,405,1785,217223,,,6116,5967,4195,4744,4365,1495,958,430982,21377,12219,4656,26970,308234,"Lucas County, Ohio",39,095,2013
36,87208,6504,187168,34504,709,1956,182768,40547,85064,93797,92635,87664,879,117,1152,1016,3079,97861,59534,40463,4640,14431,38327,33415,194796,33477,45415,4898,3124,11314,72,976,117043,,,1837,2064,2378,1876,1544,562,484,227692,10033,6113,2513,18621,166468,"Mahoning County, Ohio",39,099,2013
37,30071,,59276,3205,199,194,54996,9118,27829,23356,,,,,,,,24084,16769,13236,1110,2423,7315,6435,54392,9718,15322,1719,1101,3308,0,814,,,,446,482,353,603,259,72,179,60131,1836,1312,208,5862,46257,"Marion County, Ohio",39,101,2013
38,81435,,167665,3196,203,2021,139681,29880,63482,65853,,,,,,,,65961,48457,40168,2688,5601,17504,14025,140790,19735,42073,1266,1542,5502,0,421,86392,,,320,390,790,844,576,277,255,173846,2425,1319,2867,12978,119942,"Medina County, Ohio",39,103,2013
39,187631,6929,395691,109846,887,9533,382578,127516,186775,210140,214450,195853,4552,652,5845,1749,6006,220684,134510,88243,10307,35960,86174,74576,436266,74040,100279,8693,6995,25854,95,2883,269102,,,4913,4936,3862,4028,4684,1444,1023,528389,21728,13651,5589,39989,374774,"Montgomery County, Ohio",39,113,2013
40,37870,,78670,2749,304,458,72943,11000,30342,33855,,,,,,,,34207,23430,16444,1617,5369,10777,8441,69032,10854,17011,509,762,4430,0,297,42398,,,940,1317,545,1355,836,167,136,84401,3142,1939,294,5495,59612,"Muskingum County, Ohio",39,119,2013
41,72504,,150550,6989,40,3026,126108,30296,60303,65716,,,,,,,,61623,39069,30068,2247,6754,22554,16886,138864,26509,33047,1891,1228,6573,0,884,81587,,,3703,1082,1026,777,718,397,253,162909,6108,3101,1519,12022,120414,"Portage County, Ohio",39,133,2013
42,51847,,106186,9809,58,902,96683,22486,47241,45925,,,,,,,,47847,29507,21782,1938,5787,18340,15856,100023,16890,25436,2803,1534,6468,156,601,58779,,,1214,1319,781,693,1368,285,484,115272,4824,2691,929,8762,86539,"Richland County, Ohio",39,139,2013
43,35609,,74299,2189,230,786,62610,14115,28947,30665,,,,,,,,29356,17891,14405,1093,2393,11465,9385,63997,9681,16951,1629,837,4099,,,38129,,,1017,1716,1302,1142,609,190,217,75299,3717,2457,701,6298,54553,"Scioto County, Ohio",39,145,2013
44,158234,3374,332438,26387,388,2889,309501,55935,135820,148445,159741,145939,1700,218,2351,457,3414,149919,97742,72012,8099,17631,52177,44349,307524,47068,77434,4573,5365,17569,0,1959,187493,,,1883,3029,3287,2279,2787,763,567,370661,12279,8655,3545,28636,263601,"Stark County, Ohio",39,151,2013
45,207468,5230,432774,78154,1192,13119,415178,95017,189505,208922,234269,218264,5171,143,3723,1191,7905,219701,135552,98374,9697,27481,84149,71607,445450,75662,107498,7976,7131,23025,193,1294,270396,,,6304,4233,3576,3845,4286,835,1303,536727,16573,13200,9385,37369,386053,"Summit County, Ohio",39,153,2013
46,88143,,183043,18331,38,1332,154355,47603,76634,83019,79374,74137,611,0,618,1001,1835,85623,55620,39503,5140,10977,30003,26722,170879,26044,44208,3537,2551,9463,136,669,103017,,,1732,2241,1777,1560,1233,283,299,202887,6505,6261,1307,17184,145488,"Trumbull County, Ohio",39,155,2013
47,95786,,197295,7860,73,10441,146649,56784,74779,74915,,,,,,,,77173,59027,48711,4482,5834,18146,14789,171090,23897,52517,3549,1497,7798,0,378,105476,,,1262,639,1303,766,265,116,87,212080,2236,2575,7721,13850,147501,"Warren County, Ohio",39,165,2013
48,53658,,110497,2159,0,1039,95909,16743,41187,43433,,,,,,,,43848,30780,25434,1470,3876,13068,11494,91175,12121,26671,1094,1204,4369,91,253,56598,,,668,982,463,707,259,197,122,114025,2294,2351,701,7720,78794,"Wayne County, Ohio",39,169,2013
49,56439,2874,120014,3924,294,2254,104012,21135,47469,51325,56775,52300,243,433,2816,375,1559,49396,31139,25012,1553,4574,18257,13962,106820,19662,26664,1605,1125,4450,0,116,64278,,,3563,988,501,447,409,149,243,128126,3854,2805,1356,8336,93840,"Wood County, Ohio",39,173,2013
50,48477,5042,103185,2755,5762,3854,77134,41264,42242,43872,,,,,,,,41819,31065,25480,1510,4075,10754,9523,97975,13651,27059,1517,1327,6189,87,94,60627,,,45,474,165,571,407,173,16,124207,1097,890,1318,8987,83333,"Canadian County, Oklahoma",40,017,2013
51,98798,10430,213968,12796,10889,12601,157939,89051,95187,96931,122297,109927,441,1423,1809,1145,3274,100126,64905,49162,4822,10921,35221,26561,218199,41156,53766,4109,2318,10492,228,68,131368,,,4791,2272,721,914,656,200,181,264741,5863,4849,3544,21377,186843,"Cleveland County, Oklahoma",40,027,2013
52,37731,8449,80458,21333,6913,2315,56498,56625,45900,41743,,,,,,,,43506,27534,18648,1720,7166,15972,12970,98502,19635,23801,4001,993,6971,103,643,56789,,,796,1811,349,1184,453,245,99,111825,4298,2534,728,13372,71157,"Comanche County, Oklahoma",40,031,2013
53,26877,,56379,1740,8700,383,49633,18963,25324,26721,,,,,,,,25430,17929,14153,1197,2579,7501,6550,56500,6692,16483,1316,1176,3266,57,169,34414,,,672,261,373,473,299,410,89,69664,1858,2045,544,5014,48337,"Creek County, Oklahoma",40,037,2013
54,19320,,42628,7955,12114,506,49605,18560,24319,26935,,,,,,,,26529,18115,12350,1438,4327,8414,6937,56017,7652,13653,1210,993,4394,199,496,34858,,,517,427,238,765,664,150,80,67482,2652,1884,280,5667,47295,"Muskogee County, Oklahoma",40,101,2013
55,213471,63566,521600,111862,24741,23354,440368,225220,231792,256931,329228,290896,2671,1061,5562,2118,11478,290073,177970,121795,15382,40793,112103,93900,590949,101128,141390,16573,8742,34620,887,2544,368340,,,6797,7459,5262,4815,4446,1908,1146,742625,24198,14988,10881,53011,505808,"Oklahoma County, Oklahoma",40,109,2013
56,31503,,64314,3289,4429,3067,47366,28118,30494,29184,30477,26699,359,383,1351,359,830,30026,16767,13643,1412,1712,13259,9959,65089,14708,14999,689,897,2690,215,0,37699,,,3397,1158,713,445,231,136,94,78048,4220,3293,766,4199,58742,"Payne County, Oklahoma",40,119,2013
57,24948,,53954,1947,9605,449,51074,18978,,,,,,,,,,25894,18250,13507,1190,3553,7644,6739,56663,6843,15199,1214,1135,3352,36,331,35916,,,706,260,736,554,515,97,276,68338,2406,1803,693,5508,48184,"Pottawatomie County, Oklahoma",40,125,2013
58,32258,1541,66739,1067,9026,621,57176,29170,32318,32828,,,,,,,,33316,24896,19100,2132,3664,8420,7184,71471,9377,20878,1661,1276,3749,45,191,43423,,,357,388,306,227,351,100,40,88014,1588,1420,1284,7311,59632,"Rogers County, Oklahoma",40,131,2013
59,193120,38074,444337,60791,26927,15744,355403,209215,196883,219644,270951,241265,2920,604,4106,3336,11284,244173,155862,110144,11988,33730,88311,74479,488657,76457,124625,11891,5382,28374,375,2776,306145,,,5363,5346,3660,3914,2780,1504,875,617534,19722,13696,8697,39670,424000,"Tulsa County, Oklahoma",40,143,2013
60,27049,2354,57523,2765,7250,87,49056,24248,26282,28167,,,,,,,,27553,20212,15437,1968,2807,7341,6229,59629,7405,17083,1165,489,4023,95,76,36776,,,301,437,581,119,411,159,49,75350,1580,1577,632,5881,50293,"Wagoner County, Oklahoma",40,145,2013
61,35679,,76162,1061,549,4771,35544,42069,32142,32439,27811,25197,599,3385,3020,522,2961,33609,18147,15564,689,1894,15462,10012,75313,17381,16955,488,475,2931,,,42419,,,5569,1517,460,368,586,241,119,86381,3575,2174,1351,5399,66231,"Benton County, Oregon",41,003,2013
62,159262,17474,348470,4080,2016,15680,202657,149628,133175,136822,157147,140346,4510,621,3458,1487,13966,150382,104013,82632,6351,15030,46369,35642,318291,45486,91985,6618,3984,14858,0,407,189734,,,2818,2397,1535,2631,1860,641,934,386928,7014,4174,8665,28451,272527,"Clackamas County, Oregon",41,005,2013
63,72025,,155768,456,1149,2346,66604,90529,60645,62926,,,,,,,,65065,40941,32201,2374,6366,24124,18312,136603,19879,35488,1732,1524,10613,188,235,79320,,,1253,2203,1321,2175,1041,1116,671,165405,6073,3570,2374,12950,117051,"Deschutes County, Oregon",41,017,2013
64,46893,,98181,163,1432,903,50868,51736,40807,42031,,,,,,,,43389,28750,21342,2728,4680,14639,11082,89865,10536,23686,2411,1977,7548,82,26,52786,,,1214,2177,990,968,794,311,262,106171,2943,3494,805,13320,72169,"Douglas County, Oregon",41,019,2013
65,82581,12899,190667,1837,804,1833,83847,109959,72693,79801,72459,63380,644,999,3694,1263,6293,82983,53853,40325,2903,10625,29130,24191,171033,23884,45820,3186,1922,11192,0,980,104194,,,2325,1622,1592,2785,2475,757,324,207553,8005,4752,1243,21770,142063,"Jackson County, Oregon",41,029,2013
66,35401,,78133,199,1202,249,30725,49001,30745,33212,,,,,,,,34517,21567,16102,1307,4158,12950,10528,69874,8671,17379,1153,2034,5129,,,,,,403,1109,350,973,1317,339,354,82653,3170,3191,924,8616,58115,"Josephine County, Oregon",41,033,2013
67,26152,3943,57709,330,1549,599,30654,30174,23910,23582,,,,,,,,25746,17979,13809,1540,2630,7767,6192,54058,6869,15794,1041,1080,3520,0,314,31717,,,615,784,819,639,452,259,122,65363,1814,2446,248,7618,43675,"Klamath County, Oregon",41,035,2013
68,145566,14503,312281,3903,3854,8772,165109,166703,130612,137772,125512,110291,4337,6862,6391,1376,11185,144166,84801,64030,5184,15587,59365,43789,300047,53872,70858,5703,4236,17144,0,1122,176841,,,10590,4723,2798,4192,3333,1341,952,354928,15467,9695,3514,28571,259267,"Lane County, Oregon",41,039,2013
69,50481,5375,110936,281,1481,1847,66422,47301,42264,44024,,,,,,,,43911,29589,21794,1740,6055,14322,11311,96105,14729,25993,2635,904,5935,0,436,57520,,,1353,2337,1151,457,1398,264,242,118244,3440,2817,352,9548,81141,"Linn County, Oregon",41,043,2013
70,106570,43016,275091,2509,2669,6334,164486,112466,98687,101867,121128,98520,2193,1713,4378,874,6245,114077,77502,56781,5658,15063,36575,29350,254644,44740,65883,8011,3134,12769,305,933,155526,,,3254,2604,3815,1414,1549,731,548,315965,7756,7429,1268,24332,216257,"Marion County, Oregon",41,047,2013
71,269748,44805,596984,42214,6674,51093,324986,319780,248869,262037,265952,226435,41039,19168,20988,5997,25243,309552,167374,119905,14685,32784,142178,102011,636280,132092,138585,14090,7502,33489,193,2104,374575,29823,26009,9796,11480,7662,6985,5864,2232,1154,760665,27032,15426,17299,40681,572405,"Multnomah County, Oregon",41,051,2013
72,29793,,69088,192,1167,1480,38989,31810,25176,28304,,,,,,,,28097,18810,14554,885,3371,9287,6794,62277,11172,14814,625,421,2963,,,,,,1592,1189,687,460,187,456,0,76604,2836,1263,688,5596,53122,"Polk County, Oregon",41,053,2013
73,26854,10839,65602,326,2091,511,33919,33937,25619,23824,,,,,,,,26943,18838,14190,1543,3105,8105,6658,60037,10645,16271,2213,844,3673,262,135,,,,515,523,370,449,651,164,395,72482,2199,1667,231,5607,51201,"Umatilla County, Oregon",41,059,2013
74,185686,46028,445244,10814,3578,50132,245685,209722,158825,173049,225877,199795,19227,3677,6404,2212,14083,203665,134554,105512,8473,20569,69111,54773,440280,71996,116998,8159,3750,21854,41,1742,271675,,,3553,5347,3158,2808,2112,665,560,551841,9014,8608,10384,29022,389060,"Washington County, Oregon",41,067,2013
75,38418,8648,87865,1456,1532,704,51350,39518,33743,34716,,,,,,,,35454,26062,21388,1473,3201,9392,7387,81094,10861,24453,1545,619,4694,,,48186,,,983,1055,817,715,810,118,138,98947,1937,1432,1175,6414,70495,"Yamhill County, Oregon",41,071,2013
76,44650,,93557,1634,167,773,62441,33661,37075,39240,,,,,,,,37242,27446,22433,1440,3573,9796,7696,84101,11974,24261,1112,1007,4189,35,184,49508,,,784,354,521,282,358,256,128,100335,1061,973,1176,8091,72040,"Adams County, Pennsylvania",42,001,2013
77,474882,11401,999483,160704,1573,39464,959017,192864,440197,490725,494060,439746,49323,3792,25846,5921,22950,530213,302264,220847,18944,62473,227949,187906,1037377,189680,244060,18914,15875,43621,688,3423,621463,11693,5199,13175,8795,4984,9184,7434,3335,2148,1217701,41114,32583,24965,85791,909549,"Allegheny County, Pennsylvania",42,003,2013
78,74143,,155039,9602,40,893,141557,24659,63611,69992,73813,68241,887,60,1284,800,2656,70865,45519,34206,3057,8256,25346,22204,142828,21123,38190,3202,2749,5860,105,81,86007,,,1419,1017,797,421,824,756,416,169027,4781,3900,1332,15050,121427,"Beaver County, Pennsylvania",42,007,2013
79,150903,37629,342426,18267,3120,5760,311193,61127,143614,151912,174472,154435,3512,349,5271,2234,8599,153271,104387,78953,8664,16770,48884,37835,334850,55902,87501,5158,5166,14535,193,2022,202523,,,3620,1946,3168,2879,1951,1007,206,408463,9875,7367,5748,27641,290891,"Berks County, Pennsylvania",42,011,2013
80,262602,15314,558137,23244,1320,25845,427970,140449,214414,227218,280087,257631,9230,835,5514,2363,15242,231765,165053,132559,9509,22985,66712,57428,516762,81649,144297,6881,7991,17102,41,1022,310272,,,1363,1765,1246,2674,1670,588,557,620605,7387,7345,21153,36018,454014,"Bucks County, Pennsylvania",42,017,2013
81,86790,,178509,2131,337,2107,153884,27486,70759,73050,83667,76872,645,42,2216,668,2914,73955,50291,41135,3290,5866,23664,19507,154086,22149,44891,2123,1885,6972,22,209,90691,,,1117,1238,1099,1010,656,348,110,183416,4346,3190,3967,14088,132428,"Butler County, Pennsylvania",42,019,2013
82,63827,,131551,5067,30,762,123882,14819,55622,56801,52256,47749,842,0,2395,1100,1592,57407,36182,27287,2446,6449,21225,17986,118698,20182,30879,2495,1853,5730,120,350,68620,,,637,1745,826,1423,759,230,313,135689,6100,3518,521,11921,101659,"Cambria County, Pennsylvania",42,021,2013
83,29678,,62093,1149,0,190,54335,8856,,,,,,,,,,25658,17925,12806,1358,3761,7733,6581,54400,8683,13527,963,1138,3386,0,318,32150,,,463,221,814,424,437,84,256,63954,1548,1490,313,5923,45861,"Carbon County, Pennsylvania",42,025,2013
84,69957,,138848,4841,392,8068,106872,37264,63265,58569,57550,51785,2232,1404,7159,613,3712,56729,34211,27457,2601,4153,22518,14681,136255,34038,32264,2378,1200,3145,64,536,73217,,,9686,917,310,241,207,421,353,152194,5099,2587,2394,8042,123283,"Centre County, Pennsylvania",42,027,2013
85,201299,19227,442682,29543,776,21954,316934,137463,166414,177967,220290,205168,8129,235,11093,1254,15863,186430,132245,107952,6525,17768,54185,41769,410260,62469,118373,7407,5295,13980,88,1081,250481,,,4263,1568,1631,2397,1069,392,227,504192,5602,5076,24476,27124,360996,"Chester County, Pennsylvania",42,029,2013
86,37913,,77409,1977,71,585,70273,8027,32306,30794,,,,,,,,30922,20066,14883,1453,3730,10856,9789,68529,12084,18106,2960,1213,4405,144,280,37937,,,635,463,503,925,612,377,61,75914,3329,1398,295,6372,59318,"Clearfield County, Pennsylvania",42,033,2013
87,40919,,83856,1655,37,376,72920,13557,32671,35239,31994,28298,112,125,1945,438,1703,33971,22895,18019,1455,3421,11076,9160,71823,10151,19891,1542,1223,3291,0,331,43589,,,561,758,629,465,294,384,189,85878,1741,2442,591,7446,61008,"Crawford County, Pennsylvania",42,039,2013
88,103259,4033,217130,8041,176,8834,170995,56431,88523,93197,105418,95814,913,794,5214,515,5064,96667,59919,49278,4055,6586,36748,31140,200900,31347,53025,4396,3457,9992,195,674,118883,,,1724,1207,803,1069,482,125,196,234916,4779,3283,4496,20896,170979,"Cumberland County, Pennsylvania",42,041,2013
89,90347,10702,194691,50156,559,9146,197391,48665,91312,100758,119728,108375,3219,325,4897,653,3604,110215,68708,48902,4790,15016,41507,33182,220653,38527,55087,4350,2063,9733,164,1408,134468,,,2711,1983,1872,2365,1205,329,346,267687,7498,3871,3926,17983,191556,"Dauphin County, Pennsylvania",42,043,2013
90,188224,9591,397293,116667,630,28372,416712,88783,181843,204822,207736,190348,27135,1289,11826,1691,10051,199685,133069,95961,7765,29343,66616,56817,457798,83850,110207,10193,6794,16131,199,2416,281633,9618,4434,3335,2516,3540,2570,2083,1651,1578,554556,11444,9016,15475,27752,407184,"Delaware County, Pennsylvania",42,045,2013
