,B01001H_002E,B01001I_002E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B05002_003E,B05002_004E,B05003_009E,B05003_020E,B08006_002E,B08006_003E,B08006_008E,B08006_014E,B08006_015E,B08006_016E,B08006_017E,B11001_001E,B11001_002E,B11001_003E,B11001_005E,B11001_006E,B11001_007E,B11001_008E,B12001_001E,B12001_003E,B12001_004E,B12001_006E,B12001_009E,B12001_010E,B13002_008E,B13002_009E,B14002_026E,B16001_004E,B16001_005E,B17001_010E,B17001_011E,B17001_012E,B17001_013E,B17001_014E,B17001_015E,B17001_016E,B18101_001E,B19001_002E,B19001_003E,B19001_017E,B21001_002E,B21001_003E,NAME,state,county,year
10,54912,,116904,3858,407,1095,77041,44016,45261,49896,,,,,,,,48759,34886,28168,1131,5587,13873,12587,101940,12653,28946,910,1597,5062,0,421,62353,,,660,934,1057,1268,587,381,374,122686,2953,4094,617,12316,84582,"Blount County, Tennessee",47,009,2012
11,42812,,93332,4900,168,443,61863,34374,35299,38974,,,,,,,,38749,27037,19267,2361,5409,11712,10117,82073,11030,21748,1911,1283,5401,209,249,50369,,,921,1132,680,1269,566,85,87,100197,3291,3147,200,7268,70952,"Bradley County, Tennessee",47,011,2012
12,178531,34885,399025,181582,1151,21309,341340,223680,208159,233172,288903,255621,6527,687,5406,3527,13921,258465,140183,93571,11356,35256,118282,94216,526997,106854,109842,11835,5297,30034,183,3642,321244,,,8134,6393,5555,4889,4429,1750,605,639381,22244,16879,9798,37070,469504,"Davidson County, Tennessee",47,037,2012
13,119667,8893,259485,69736,405,7060,204799,120030,120257,135398,144569,132082,1661,739,3448,2588,5745,135387,86180,62227,5422,18531,49207,41189,283686,46111,69179,5557,3681,15662,208,1257,174171,,,2393,2752,2486,2457,2206,946,292,341926,10618,9728,4400,26906,244408,"Hamilton County, Tennessee",47,065,2012
14,177521,8551,378701,40793,1035,8008,276236,137589,154173,170553,193587,177522,1757,291,2817,1006,10072,182792,110511,86485,6952,17074,72281,60566,362472,59080,91495,5431,5192,18121,426,1545,219904,,,6592,4093,2840,3288,2207,1106,421,438037,15954,10472,6293,26653,320128,"Knox County, Tennessee",47,093,2012
15,31548,,68802,9705,132,522,52582,25781,28005,31499,,,,,,,,31960,21289,15443,1748,4098,10671,9285,65520,9097,16671,1034,473,4857,102,648,41013,,,1020,508,311,913,479,77,43,80763,3273,2322,808,6181,55725,"Maury County, Tennessee",47,119,2012
16,61028,8354,132458,34769,1004,3652,67477,98490,63390,62432,77227,70137,636,94,2375,1169,1708,64699,47910,34229,3549,10132,16789,12265,141737,21617,38844,3608,1346,7505,240,431,88322,,,1836,686,1646,930,736,203,67,170908,4497,2900,1121,23861,98061,"Montgomery County, Tennessee",47,125,2012
17,27627,,58731,5582,134,90,44570,19675,23453,24813,,,,,,,,24247,18316,14005,1275,3036,5931,5057,52982,6758,15374,1365,754,2964,23,264,32057,,,187,371,366,321,231,15,88,66261,970,1027,476,4204,45678,"Robertson County, Tennessee",47,147,2012
18,101088,10575,221599,35323,2284,7527,158024,96718,90479,96778,126498,116139,415,349,1251,1023,3819,97326,67272,51627,4454,11191,30054,23072,215387,37829,54668,3569,2882,10693,99,529,133234,,,2871,1997,2398,808,968,878,0,272190,5845,4258,2329,22099,181765,"Rutherford County, Tennessee",47,149,2012
19,41059,,88692,719,105,1164,49484,37322,32721,35192,,,,,,,,36334,25535,19247,1941,4347,10799,8888,76429,10185,21147,1068,1191,4724,197,607,44952,,,833,297,791,1108,572,139,373,91611,2360,3015,739,7074,65896,"Sevier County, Tennessee",47,155,2012
20,173118,30644,385327,491279,3159,23073,579301,298770,296599,350557,384085,339626,6698,673,5732,4018,10414,344327,221607,132522,17202,71883,122720,105050,739827,145966,155354,19783,7964,37968,660,5855,472716,,,11277,9956,7915,8077,8233,2937,1134,928967,36313,23252,13021,57486,639519,"Shelby County, Tennessee",47,157,2012
21,70868,,148531,2693,454,776,97887,55660,58475,64807,60851,55944,0,205,496,347,2501,65110,42182,32419,2657,7106,22928,19895,130486,14738,36681,1898,2021,8473,29,613,79031,,,1398,1122,1410,1772,1128,445,172,154855,5719,5114,1422,13412,111315,"Sullivan County, Tennessee",47,163,2012
22,69966,,146926,11430,419,1682,95596,65508,58254,63139,,,,,,,,60232,44741,35585,1614,7542,15491,12881,132889,18597,38859,1919,1271,5186,0,50,82436,,,945,496,751,583,394,231,56,164403,1820,2558,2751,12793,112097,"Sumner County, Tennessee",47,165,2012
23,54714,,115835,4468,263,1697,78614,42174,46697,50270,,,,,,,,52405,31576,23157,2121,6298,20829,17480,104559,16974,26138,2793,1277,6104,142,158,62317,,,1775,953,1706,953,778,169,217,123311,4282,4114,1853,11807,88196,"Washington County, Tennessee",47,179,2012
24,81019,,171429,8640,191,5806,87623,92456,61732,67504,,,,,,,,66726,52064,43923,1955,6186,14662,12639,147334,18562,46845,1744,1163,4084,0,1224,95722,,,786,364,125,525,79,190,209,192181,1515,1868,10141,8994,129192,"Williamson County, Tennessee",47,187,2012
25,50588,,106484,8211,385,1289,73217,40704,41393,44884,,,,,,,,42559,31992,25599,1306,5087,10567,8844,95376,11787,27334,690,1140,5654,36,237,59189,,,492,406,306,525,674,130,90,117884,2740,1236,1020,8987,80918,"Wilson County, Tennessee",47,189,2012
26,26228,9319,68343,13680,1272,272,67616,13177,28126,30630,,,,,,,,30199,21981,14460,2478,5043,8218,6800,68016,10056,17068,1052,1412,4238,50,647,42696,,,421,1036,547,1143,521,216,256,85323,2680,2563,971,6655,57433,"Angelina County, Texas",48,005,2012
27,21509,13189,64145,6160,755,317,50227,16428,24288,24247,,,,,,,,24863,18075,14920,744,2411,6788,6281,58641,8498,16929,1290,944,3419,,,,,,125,263,441,558,313,67,150,72663,1117,1284,669,5902,49564,"Bastrop County, Texas",48,021,2012
28,80119,37035,211335,71911,1438,8404,155114,128529,105580,105160,131779,117679,265,903,2108,1596,3411,104604,76727,55299,5295,16133,27877,24232,246399,40732,66407,8706,3550,10686,0,414,153857,,,2612,3410,2488,1559,1555,197,115,298573,8196,4970,2416,43472,168098,"Bell County, Texas",48,027,2012
29,263572,515818,1323732,133225,13561,45161,1126195,375138,528757,562130,731175,641896,22995,1154,14574,8074,33606,607310,417530,278541,38392,100597,189780,154231,1389328,257908,333199,38534,15352,69108,1506,7112,870045,435897,190795,22681,17317,13416,13471,9972,3793,3313,1756117,51348,29575,22697,150082,1145480,"Bexar County, Texas",48,029,2012
30,30113,3951,64887,22009,487,805,59556,29710,33856,33578,,,,,,,,36045,23556,16229,1222,6105,12489,10805,74861,12054,19198,3275,994,5342,189,388,44032,,,1239,1528,534,588,1066,357,97,87827,4258,2674,578,7711,63123,"Bowie County, Texas",48,037,2012
31,84153,47976,237588,41436,668,18397,213182,66411,100795,96266,139054,126736,645,203,765,2041,3583,110093,78685,61454,5163,12068,31408,26764,250718,38795,70641,7417,3234,13086,220,1275,154481,,,2100,1715,2319,1091,1481,295,879,315189,5291,4288,6178,20181,216536,"Brazoria County, Texas",48,039,2012
32,58699,24999,146398,22442,936,11472,131187,40813,67579,67495,81079,69158,1994,2667,3608,761,1936,70780,39510,29173,3015,7322,31270,18940,165548,44411,33801,3330,1161,4844,103,645,95317,,,13929,2833,1927,978,1086,426,293,197102,12073,4756,2582,8078,150874,"Brazos County, Texas",48,041,2012
33,21512,175954,369977,3036,333,2964,270276,38871,90499,94859,132673,117451,1152,330,2797,3067,2467,121179,96016,60821,8100,27095,25163,22478,303180,49174,78905,10133,4357,10755,619,2268,204169,,,7067,5748,5782,4889,3663,2954,1963,412763,19074,10651,2008,14946,265848,"Cameron County, Texas",48,061,2012
34,253202,63541,612519,75659,3852,98336,383125,291955,221512,241155,377702,348757,4807,161,3802,4704,33374,294576,215024,178661,9571,26792,79552,64969,641283,88256,195718,11276,3987,23917,304,2683,407472,49383,33487,5379,3086,4426,2530,1987,1632,559,831611,12116,5960,29199,46286,556198,"Collin County, Texas",48,085,2012
35,39437,14485,106274,2584,694,1078,76658,30391,40822,42172,,,,,,,,42690,30633,24909,1571,4153,12057,10401,93255,10643,28172,1067,1158,5108,0,556,56749,,,559,401,233,284,1069,24,204,113358,2401,2660,2257,14646,73504,"Comal County, Texas",48,091,2012
36,23355,6653,53790,11271,935,1590,32931,35485,26576,26761,,,,,,,,22253,17435,13629,797,3009,4818,4530,58947,9656,15903,1985,376,3084,20,118,37464,,,506,982,573,255,144,8,106,59542,1551,1046,370,8974,38603,"Coryell County, Texas",48,099,2012
37,385931,493885,1447684,547086,9210,131341,1364517,497452,600170,660631,1022541,889357,31999,1600,16758,22103,45024,862007,563781,375341,53232,135208,298226,247411,1886970,368609,457467,60563,16116,82892,,,1182096,421808,350788,23528,24062,24065,18811,14522,5672,3694,2432307,66663,47739,38283,110992,1671566,"Dallas County, Texas",48,113,2012
38,218821,66682,552477,60333,3094,49179,355487,246932,207620,221330,319273,285119,4939,1171,4628,4706,22416,250239,176557,140431,8009,28117,73682,58459,547394,85589,153374,8916,3793,24099,477,2357,345953,,,6037,4517,1942,2429,1978,933,231,703424,11952,7163,18304,40277,476491,"Denton County, Texas",48,121,2012
39,28093,40036,125798,6403,798,1264,100923,22304,41537,43141,,,,,,,,49382,33770,23546,2790,7434,15612,12917,109302,18950,26838,3087,2035,6283,198,561,68871,,,469,568,807,545,620,407,128,142953,2948,2633,902,7073,95888,"Ector County, Texas",48,135,2012
40,48626,19234,124699,14357,719,988,107786,32778,48612,50795,,,,,,,,52925,41045,31606,2621,6818,11880,10171,118602,15627,34997,2281,1525,5797,73,1416,75200,,,315,1437,607,531,452,396,73,152664,2965,2037,1782,9984,100798,"Ellis County, Texas",48,139,2012
41,60106,320184,684421,28392,5189,9021,464745,137745,198620,188479,296026,260504,5695,282,7619,9171,9146,260645,200341,134373,13483,52485,60304,50864,626194,103251,163983,20518,7762,26784,1260,2978,404422,,,10082,8581,6072,6967,5221,2740,3385,803015,28575,19369,5804,51064,515885,"El Paso County, Texas",48,141,2012
42,111324,75126,328337,130427,1375,110167,310298,140723,145721,152097,269666,240680,5662,143,2327,3055,11840,197148,166119,132542,8966,24611,31029,26324,480464,67831,148116,12391,3631,13435,0,1352,306124,,,2232,3290,1932,3416,1566,1008,297,622347,7149,5089,22446,27949,421194,"Fort Bend County, Texas",48,157,2012
43,86757,35290,234545,41053,797,9536,187421,80957,97224,101493,121527,107123,2447,970,2723,2259,5354,111204,75409,56569,4635,14205,35795,29359,238142,37792,61924,5312,2442,14911,262,1247,145347,,,2029,1503,1262,1941,1715,324,314,296967,8645,4586,6593,20627,204838,"Galveston County, Texas",48,167,2012
44,45798,7324,104364,7776,1115,1038,80280,33891,41588,45886,,,,,,,,47770,32768,23763,2374,6631,15002,12487,97760,12281,25497,1420,1351,7673,105,149,60815,,,1305,922,1718,883,861,235,271,120702,3052,3913,1347,9903,83269,"Grayson County, Texas",48,181,2012
45,35543,11469,91500,23611,502,1561,83399,27331,38594,42593,,,,,,,,43650,29099,19119,2647,7333,14551,12756,96263,16374,23400,3316,2247,4849,193,654,59705,,,1176,1322,1186,595,702,160,239,120927,2922,2376,730,8983,82561,"Gregg County, Texas",48,183,2012
46,36889,25034,118415,8270,789,2428,83010,41254,45224,47096,,,,,,,,46633,34180,27890,1521,4769,12453,10569,109565,15287,31191,1651,1001,5679,324,210,68059,,,317,248,86,227,484,765,166,137829,2610,1968,1413,16684,84770,"Guadalupe County, Texas",48,187,2012
47,679080,906202,2707771,802756,19171,271154,2313025,832936,1015366,1079445,1775966,1546635,60262,5584,30206,32574,64136,1443611,980287,674037,83335,222915,463324,387809,3264995,624450,825421,109322,28003,137088,4222,16667,2036568,694911,657920,37440,45897,40152,31972,20168,11363,6125,4233300,106560,75920,85508,184856,2895001,"Harris County, Texas",48,201,2012
48,21333,,48871,15444,0,453,46023,16986,22124,24404,,,,,,,,24368,17938,12345,1216,4377,6430,5783,53119,8276,14396,1745,311,2789,0,448,32401,,,732,463,807,538,707,9,177,66880,1968,1875,373,5305,44935,"Harrison County, Texas",48,203,2012
49,48344,30596,145724,5406,528,1794,114899,40742,57299,59606,71603,60117,708,394,1771,1175,4113,57395,38986,29483,3122,6381,18409,11953,134286,26167,32075,2312,1390,6631,92,627,82188,,,5550,2079,1332,433,508,193,126,167464,3765,2663,3234,9644,118278,"Hays County, Texas",48,209,2012
50,29875,356644,744374,5416,4714,8531,485822,80109,160926,154637,253817,220678,846,142,2842,11469,10074,222849,179897,123085,10702,46110,42952,36704,575578,98506,156099,19899,6064,15825,496,1615,390743,,,13682,12586,12284,8777,5623,4797,3542,798717,31978,22906,4104,25674,505432,"Hidalgo County, Texas",48,215,2012
51,31514,6241,70087,7475,1052,1083,61370,18853,29269,31406,,,,,,,,30491,20501,15358,772,4371,9990,8563,69935,10049,18159,1492,994,5057,47,206,42258,,,1247,1181,716,1101,624,148,123,86221,3159,2175,844,8464,57413,"Hunt County, Texas",48,231,2012
52,54753,26031,147792,82751,950,9398,173109,46869,82527,82174,93823,85658,705,287,1566,1600,1259,93111,56287,35458,4996,15833,36824,32800,202170,40017,47736,9465,2636,13277,535,1202,117532,,,1854,2223,1846,2570,1244,205,945,237252,10408,7807,2501,17499,174340,"Jefferson County, Texas",48,245,2012
53,56930,15306,142505,3926,538,1291,109451,32249,50950,51968,,,,,,,,52680,41062,31837,2770,6455,11618,9311,119531,17284,35472,2956,1485,5400,68,314,73725,,,1192,829,761,805,555,372,44,150851,3036,1758,592,11129,101406,"Johnson County, Texas",48,251,2012
54,35969,9722,88684,10141,575,842,77883,19401,32921,35941,,,,,,,,35432,27154,18924,2367,5863,8278,6692,81662,11419,23183,2579,841,4171,315,386,51753,,,956,813,592,875,598,605,211,105768,2422,1900,896,6456,69978,"Kaufman County, Texas",48,257,2012
55,25249,8059,61418,9080,253,476,54361,15887,24225,27226,,,,,,,,25042,18200,14149,1426,2625,6842,5585,60440,8910,16355,2161,577,3574,0,127,,,,702,233,413,735,934,97,73,70176,1838,1109,763,5223,51930,"Liberty County, Texas",48,291,2012
56,78838,47129,227755,20653,710,5640,216876,52047,99125,104414,125235,111874,553,857,3238,1356,4053,106257,67940,47044,5716,15180,38317,30032,227633,46732,51623,4508,3058,10115,432,718,138559,,,10499,3173,1341,1750,1487,488,639,282005,10827,6786,2891,15814,201129,"Lubbock County, Texas",48,303,2012
57,67224,29535,182970,34688,1070,3954,176483,42547,77300,85704,96478,83686,725,233,1901,324,2136,85171,57543,41014,4476,12053,27628,21346,189386,32627,46431,4441,2463,9475,312,1095,117677,,,5086,1416,1545,1754,1190,592,736,233963,8434,5596,1589,16949,162404,"McLennan County, Texas",48,309,2012
58,37062,29195,124033,9960,604,2184,101043,29638,45567,47107,,,,,,,,51216,37553,28056,3595,5902,13663,11799,112718,18061,31975,3381,1125,4062,237,702,71320,,,256,407,117,207,334,232,113,145735,1658,1788,3693,9952,96582,"Midland County, Texas",48,329,2012
59,166672,54117,421045,19659,2079,11681,262705,152674,141932,152947,193109,171686,4040,743,1981,2042,10667,166278,124170,97745,9110,17315,42108,34286,375901,52422,109178,8304,3468,19830,0,652,236350,,,3610,3109,4014,3326,2246,551,659,482697,7916,5772,12466,32828,320895,"Montgomery County, Texas",48,339,2012
60,19206,5884,48131,12830,266,1040,48449,11185,20933,24379,,,,,,,,24099,14709,10017,1349,3343,9390,7849,52906,9359,12713,1660,667,2182,27,415,,,,988,963,611,201,705,50,361,65276,3239,2537,311,3161,47164,"Nacogdoches County, Texas",48,347,2012
61,55427,104448,294256,14696,1858,6079,261559,57461,114181,120954,143256,123405,4001,543,2900,2446,3318,123035,85168,55331,8914,20923,37867,30870,274388,46999,67757,9022,3409,15602,147,1891,169967,,,3718,2082,2515,2774,2414,1080,519,343401,10422,7712,3930,30566,227743,"Nueces County, Texas",48,355,2012
62,33828,,72584,7358,683,773,60921,19867,29770,31245,,,,,,,,30420,21565,15833,1654,4078,8855,7574,66346,9383,17287,1233,1369,4419,195,159,40010,,,1089,902,625,899,408,170,165,82357,2240,1824,747,5435,56840,"Orange County, Texas",48,361,2012
63,50525,7826,113017,1734,1838,975,81845,32191,44420,42276,,,,,,,,42326,31648,26410,1539,3699,10678,9516,95870,13263,28982,1765,985,5712,748,357,56803,,,432,584,244,527,253,303,175,116837,1742,1385,2108,11368,79322,"Parker County, Texas",48,367,2012
64,28713,23263,95074,11374,1046,5003,79304,26824,38279,35528,47832,38543,615,247,1124,897,1546,43376,27039,17923,2156,6960,16337,13744,93064,18017,21831,3174,1515,6477,130,754,56677,,,1376,1986,1001,819,902,577,149,116096,5180,4014,515,7620,80497,"Potter County, Texas",48,375,2012
65,46061,11738,113841,2640,683,2200,86867,31527,41730,46923,,,,,,,,48295,32131,24592,2059,5480,16164,12226,99909,15252,26388,1965,699,5540,128,740,61827,,,2615,585,579,131,481,235,17,124271,2504,2697,1648,7532,87039,"Randall County, Texas",48,381,2012
66,29584,6428,72182,4085,275,1934,49685,24555,25173,27900,,,,,,,,27502,22725,19262,609,2854,4777,4204,62970,6947,20225,455,443,2530,0,601,41609,,,0,633,311,486,159,74,0,82299,900,970,2416,5924,53376,"Rockwall County, Texas",48,397,2012
67,13494,17923,59801,2291,1071,181,51381,10633,22244,22701,,,,,,,,23040,17953,12242,1658,4053,5087,4399,51003,8088,14030,1175,1043,1940,144,444,31391,,,505,292,403,193,235,181,406,64793,924,1472,572,5845,41800,"San Patricio County, Texas",48,409,2012
68,63612,19841,164384,39126,542,2931,147931,46640,68027,74685,87144,77774,207,163,1346,1964,4114,78290,54091,40014,4868,9209,24199,20217,169021,23056,46977,5528,1947,8886,75,575,106795,,,2712,1478,1487,1867,815,1229,903,212256,5723,5257,3285,16305,143390,"Smith County, Texas",48,423,2012
69,464420,261932,1357533,288666,8032,90156,1031459,511083,514905,567964,822796,734277,5138,2215,10052,11991,33476,665139,458377,330641,34074,93662,206762,171001,1445771,240125,377867,36528,12834,70128,1171,8620,917667,208263,175645,14547,17443,14913,11604,7036,3090,2079,1865239,40384,32690,30212,117332,1243773,"Tarrant County, Texas",48,439,2012
70,42873,15041,110153,10109,427,2424,93909,30521,45200,48328,53784,47105,786,0,1757,1241,1405,49548,32084,23764,2378,5942,17464,14717,105830,16890,27307,2205,1752,5183,469,466,65158,,,3130,1394,993,915,236,270,535,129581,4813,3303,1183,12754,85702,"Taylor County, Texas",48,441,2012
71,31380,20499,99826,5500,778,1459,84082,21723,40023,41740,,,,,,,,42516,27458,19613,2403,5442,15058,13064,91969,14743,22578,2805,1018,6807,27,271,55310,,,1775,536,255,724,939,185,209,108137,2396,4336,996,10460,73472,"Tom Green County, Texas",48,451,2012
72,275789,190699,850287,92124,6192,63593,588425,300656,326791,330668,478620,420761,19441,6782,13930,8201,38615,414318,235525,167122,20720,47683,178793,127102,873061,192528,199430,25682,5470,41339,723,3599,519578,139299,107365,22634,13426,8877,7803,5109,1012,743,1087905,30923,18091,29163,55635,778837,"Travis County, Texas",48,453,2012
73,20349,19659,73439,6053,362,1173,71757,11991,29499,31074,,,,,,,,31850,22290,15198,2105,4987,9560,7974,69999,11890,16416,967,688,5277,0,381,43985,,,1186,248,763,558,313,370,125,88113,2498,1892,765,5348,60163,"Victoria County, Texas",48,469,2012
74,5028,120033,244094,329,570,2120,174172,10967,50893,52445,86873,73012,886,33,1095,691,3126,68980,56424,36770,4281,15373,12556,10641,184095,32173,48223,8230,1328,6303,519,1439,125367,,,3776,3383,3482,3185,1362,880,896,256878,9934,5714,774,5335,164049,"Webb County, Texas",48,479,2012
75,44862,13059,108039,13165,903,2278,83913,37026,49342,44715,,,,,,,,48702,32981,23968,2397,6616,15721,13655,105852,19829,27031,3439,1920,5841,251,450,60832,,,1337,1133,392,683,390,277,102,116320,3794,3227,1048,13655,81008,"Wichita County, Texas",48,485,2012
76,140547,53942,381818,29664,1154,23943,245212,152399,137641,144205,198409,175516,955,641,2396,2619,13635,156215,111251,89726,5366,16159,44964,37434,349480,51173,100316,6507,2330,16438,,,221944,,,1707,2884,1667,819,1106,247,113,452826,5511,3176,5600,35072,293519,"Williamson County, Texas",48,491,2012
77,48476,6011,106800,382,430,3324,73329,32633,35436,36749,45416,38972,766,1736,2682,510,2196,35537,26066,22359,842,2865,9471,6819,84834,14866,23864,1001,596,2745,36,0,54741,,,2783,1904,475,487,67,159,36,114803,2022,1971,884,4193,75569,"Cache County, Utah",49,005,2012
78,135217,14039,284847,3695,2087,6968,202107,93977,96911,97456,130848,115125,3450,469,1858,2131,6700,96886,79359,66637,3702,9020,17527,14268,225002,30659,72142,2788,1583,7159,227,172,148486,,,2079,1162,1383,665,687,223,205,313026,4113,3006,3976,21941,185210,"Davis County, Utah",49,011,2012
79,388872,96290,886681,18785,8916,38136,633179,287602,317711,318736,448039,385867,20572,4910,10461,6052,23275,348561,243151,188433,16278,38440,105410,80130,803413,140633,214773,17860,6707,39461,648,3459,503526,74475,50204,9952,11036,7241,5183,3963,1228,1152,1056341,18911,13583,14528,50704,705775,"Salt Lake County, Utah",49,035,2012
80,226875,30529,498321,2750,2620,7219,330837,166724,158515,160694,203156,171814,3500,3323,9186,3069,14236,144466,118224,103179,4879,10166,26242,17757,378745,64401,113090,4619,2382,8506,100,903,252493,,,10476,5027,3371,1274,991,329,481,536800,6906,6126,4196,18175,333715,"Utah County, Utah",49,049,2012
81,60727,7469,134580,833,1361,964,81677,55049,47229,48280,,,,,,,,48186,35436,29182,1595,4659,12750,10370,108950,15044,31720,1713,1521,5428,61,97,69402,,,1394,1577,1225,923,525,448,241,143138,3517,3018,1039,10707,91488,"Washington County, Utah",49,053,2012
82,91699,20906,202717,3335,1923,2854,149879,64825,74212,74112,98436,84981,1989,578,2083,1505,3285,80232,56755,44018,4281,8456,23477,19076,177170,27290,48618,3856,1565,10811,93,1043,111799,,,1192,2195,1365,1813,752,343,313,233557,4563,2692,1349,15694,149921,"Weber County, Utah",49,057,2012
83,70228,,145912,3938,592,4690,76099,68716,58021,60660,69593,61345,1789,2207,6585,232,6518,63022,36106,28703,1933,5470,26916,16749,134177,26254,31232,1731,1021,6167,0,432,79086,,,3339,1271,742,808,468,72,331,157575,3730,3281,3240,9135,119318,"Chittenden County, Vermont",50,007,2012
84,37554,,82845,9409,638,4087,46031,44407,32987,37938,,,,,,,,38374,26335,22977,405,2953,12039,9546,84674,13347,23642,780,1073,1602,0,307,51280,,,621,721,490,218,216,40,86,100873,1757,1403,3449,7665,72642,"Albemarle County, Virginia",51,003,2012
85,70733,17642,160578,19583,450,22006,40994,122688,68595,67758,86683,77790,35494,1697,7676,1945,7415,95369,42934,33927,2909,6098,52435,39351,189360,46785,39721,4135,1179,6627,0,108,106861,,,835,3407,2394,847,477,639,43,218001,3033,1914,16515,12528,170612,"Arlington County, Virginia",51,013,2012
86,33772,,68428,3589,0,402,53379,18671,,,,,,,,,,28920,22484,16928,2047,3509,6436,5387,61770,8874,18136,1528,958,3474,0,602,35411,,,508,0,594,492,252,65,151,70087,1648,1453,541,7056,51879,"Augusta County, Virginia",51,015,2012
87,101132,12516,224250,72897,1065,10810,174470,117111,102148,115718,145593,132520,1916,76,476,1652,7759,115148,83233,64518,5447,13268,31915,27417,258213,37120,71234,4265,2615,10880,90,586,163116,,,1399,1436,468,1362,1117,228,44,320846,4666,2133,6162,28805,212904,"Chesterfield County, Virginia",51,041,2012
88,296918,91951,702286,100754,2070,200927,292571,465158,267634,272239,496297,434533,54977,2068,10820,7521,35271,391216,277376,226531,14690,36155,113840,90094,896091,147087,260331,21900,6466,25652,480,1860,544927,77299,64511,3820,2553,3055,3124,3097,1003,657,1103966,9029,4236,74249,83890,756185,"Fairfax County, Virginia",51,059,2012
89,26722,,58539,4865,0,919,37861,24105,22745,23678,,,,,,,,23044,16247,14106,399,1742,6797,5444,53320,7012,15883,1308,444,2575,,,32247,,,0,202,19,94,427,34,0,65943,672,645,1616,6854,43218,"Fauquier County, Virginia",51,061,2012
90,33967,,72497,3580,78,1277,42383,31608,28062,28512,,,,,,,,29636,21333,17192,1638,2503,8303,6404,64792,9715,17971,928,1112,3222,0,232,39189,,,542,151,292,317,239,213,36,79117,1223,984,959,7810,52897,"Frederick County, Virginia",51,069,2012
