,B01001H_002E,B01001I_002E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B05002_003E,B05002_004E,B05003_009E,B05003_020E,B08006_002E,B08006_003E,B08006_008E,B08006_014E,B08006_015E,B08006_016E,B08006_017E,B11001_001E,B11001_002E,B11001_003E,B11001_005E,B11001_006E,B11001_007E,B11001_008E,B12001_001E,B12001_003E,B12001_004E,B12001_006E,B12001_009E,B12001_010E,B13002_008E,B13002_009E,B14002_026E,B16001_004E,B16001_005E,B17001_010E,B17001_011E,B17001_012E,B17001_013E,B17001_014E,B17001_015E,B17001_016E,B18101_001E,B19001_002E,B19001_003E,B19001_017E,B21001_002E,B21001_003E,NAME,state,county,year
15,80538,6378,171245,26651,571,3167,137445,64041,72614,80884,,,,,,,,78666,56232,46877,2602,6753,22434,20092,172317,23231,50514,2889,1317,7096,0,903,105583,,,1057,241,682,693,582,360,323,211902,3187,2648,6221,11858,150689,"Shelby County, Alabama",01,117,2017
16,24329,,50624,26648,250,162,66386,11941,29159,32211,,,,,,,,31759,20363,13243,1415,5705,11396,9622,65947,11369,14771,1871,1911,3569,235,410,,,,605,58,405,959,653,583,152,76760,2933,1656,519,5304,57267,"Talladega County, Alabama",01,121,2017
17,63015,,132278,66928,755,3522,154162,45446,74310,83692,,,,,,,,72243,47198,32572,2777,11849,25045,20508,171914,36401,36292,3955,1070,8664,0,695,102998,,,2858,1676,652,930,1398,438,104,206347,6916,3089,2050,11107,153055,"Tuscaloosa County, Alabama",01,125,2017
18,26987,,57806,3831,328,353,51090,11682,,,,,,,,,,25231,15868,11658,1284,2926,9363,7188,52740,6805,13710,1164,1137,3471,,,,,,618,158,526,576,848,49,124,63250,2607,1995,575,4303,45635,"Walker County, Alabama",01,127,2017
19,88681,12631,182307,14810,22906,31646,111765,139064,99795,91656,133967,117238,3125,1685,5123,3441,5500,107373,70696,51413,5551,13732,36677,27181,233032,44970,58362,5097,2125,13446,78,208,137793,,,2074,1981,1174,1406,1418,43,164,283558,3897,1871,9414,26483,188233,"Anchorage Municipality, Alaska",02,020,2017
20,38075,,75282,4541,7512,2964,32750,57745,39971,31043,,,,,,,,35046,23798,18277,1899,3622,11248,8509,78943,16998,21100,2453,830,3907,0,28,44751,,,1206,448,450,0,282,96,113,92530,968,750,2392,10699,58422,"Fairbanks North Star Borough, Alaska",02,090,2017
21,44275,2707,88189,1540,6605,1522,46028,55642,39577,34615,36598,32688,115,65,1019,2645,2874,29443,20522,16414,1747,2361,8921,7051,82207,15922,20051,1768,1132,5879,0,394,49108,,,875,552,247,649,1048,517,374,104928,1904,887,1663,10299,66649,"Matanuska-Susitna Borough, Alaska",02,170,2017
22,35106,22150,107676,5042,1981,2258,48593,59916,44660,40307,43008,37640,988,505,1183,1076,2075,48939,31746,25100,1503,5143,17193,14829,102038,16047,28314,2964,1828,6108,0,465,58682,,,870,751,335,416,975,485,726,116440,2852,3706,1583,18605,76733,"Cochise County, Arizona",04,003,2017
23,38410,10107,92468,1731,36364,3259,73598,59467,50876,54321,53577,46490,685,1045,6380,482,3571,47977,28651,19375,2425,6851,19326,13741,116743,28978,22489,2396,1074,5381,0,343,68366,,,4373,2161,846,720,1890,266,349,139899,5015,2042,2891,7300,103814,"Coconino County, Arizona",04,005,2017
24,1169893,672017,3342292,235421,87049,179761,1659776,1950116,1309723,1355188,1774979,1544145,39945,15593,33110,32818,138932,1536579,997956,728939,84393,184624,538623,420713,3440203,641752,831732,72559,38879,175706,2294,14037,2095796,561972,279934,38379,31266,27588,24967,20429,13832,9017,4274932,84620,54348,104018,245697,3010851,"Maricopa County, Arizona",04,013,2017
25,80189,17832,186157,2473,4806,2525,37019,156272,79704,79404,,,,,,,,87565,55457,42963,4360,8134,32108,26284,177646,21231,49519,4230,4145,13966,229,633,100662,,,1080,1900,1460,1944,2353,1484,737,204245,6721,5748,2086,24452,146549,"Mohave County, Arizona",04,015,2017
26,23300,6750,51477,1291,46635,638,72127,32586,37854,38411,32172,27581,599,135,1739,390,2498,36094,23715,16026,1884,5805,12379,10011,84410,17296,18249,1905,1231,5763,209,498,51109,,,1330,1326,1430,1126,1833,553,329,106301,4979,2820,503,7624,71887,"Navajo County, Arizona",04,017,2017
27,260170,186697,779589,35898,42875,29936,427180,452486,340419,346987,377830,335721,9527,6648,10532,7959,22902,403574,248330,174846,23288,50196,155244,120190,843632,160084,195668,16067,10916,44725,182,4282,504382,,,14879,7596,7334,6139,6760,4155,2656,999171,32603,20139,17896,85790,712991,"Pima County, Arizona",04,019,2017
28,123188,70217,351332,17748,19642,7007,174122,211425,153181,139666,134301,118819,192,205,2264,1751,8447,139097,92255,70288,7005,14962,46842,40422,347931,65893,87654,12220,5468,23496,68,1041,198700,,,1953,2476,3029,1737,3514,2261,1167,406159,12860,5380,3288,35034,296199,"Pinal County, Arizona",04,021,2017
29,89030,17396,211172,1314,2698,2814,70313,141009,86689,89723,,,,,,,,98369,62232,50778,3456,7998,36137,28222,197536,24619,54606,3411,3685,12976,72,91,113296,,,1585,1881,1402,836,3112,1336,897,226407,6700,3909,2623,26221,164308,"Yavapai County, Arizona",04,025,2017
30,33432,67300,168078,4767,3939,2718,78364,69005,54719,44913,75179,67915,1556,243,1080,675,2303,74620,55947,40313,4349,11285,18673,15334,163610,26806,48464,4720,2208,6398,0,1182,98043,,,2158,1173,1538,1894,1452,1348,1053,201113,5892,3607,1162,14281,137015,"Yuma County, Arizona",04,027,2017
31,95569,22793,233638,5199,4850,10703,107388,124407,80387,86279,121774,111859,281,312,2767,481,4150,97134,71535,59746,3133,8656,25599,20598,206753,27101,63869,3622,1886,8323,0,439,129802,,,1187,1361,950,1219,1291,560,251,264760,3684,3456,6220,15147,180362,"Benton County, Arkansas",05,007,2017
32,39721,,84250,13657,148,1533,73220,28181,36627,39765,,,,,,,,42115,27096,20066,1760,5270,15019,11022,85356,13302,22229,1297,1079,4631,41,257,51917,,,1220,1319,47,493,417,249,0,105951,2601,2594,1470,5450,75282,"Craighead County, Arkansas",05,031,2017
33,47849,,100013,15116,210,1830,80495,37508,43116,46873,,,,,,,,44870,30369,22834,1853,5682,14501,12141,99592,15415,24685,1378,1848,6142,0,454,61059,,,1539,1205,566,909,676,500,247,122960,2983,2075,1514,6157,88702,"Faulkner County, Arkansas",05,045,2017
34,39100,,83717,8358,537,271,58032,37649,36856,39785,,,,,,,,38594,23953,18596,1156,4201,14641,12358,82347,11898,20642,1587,1524,5271,,,49726,,,808,1869,592,297,605,247,68,97388,3388,2243,1033,9026,69790,"Garland County, Arkansas",05,051,2017
35,14250,,27334,39567,159,856,57570,10033,,,,,,,,,,26537,15387,10036,1048,4303,11150,9160,56440,11833,11536,1836,768,3314,,,33525,,,568,1000,615,200,495,128,12,63905,3202,1952,356,3843,49783,"Jefferson County, Arkansas",05,069,2017
36,30799,,64934,5004,591,167,45318,24948,25385,27184,,,,,,,,27121,19627,14738,1744,3145,7494,6971,57554,7187,15962,1123,698,3709,0,334,36699,,,119,355,520,335,497,182,49,71249,1828,1250,750,7370,45421,"Lonoke County, Arkansas",05,085,2017
37,99886,12839,219468,144945,781,8976,261122,105604,130551,150816,168086,151571,1321,598,3232,2165,9273,156546,94941,63214,5788,25939,61605,53347,315726,53865,72010,8882,3969,18285,177,2833,198621,,,3959,3540,1659,1616,2773,2693,830,387305,13260,8083,8165,27529,271368,"Pulaski County, Arkansas",05,119,2017
38,49217,,104856,8837,148,1505,74171,41143,42894,45132,,,,,,,,44420,31251,24419,2319,4513,13169,11312,96125,12803,27192,2124,1398,6024,0,126,58319,,,529,384,308,192,415,237,398,118076,1568,1696,1639,11450,79769,"Saline County, Arkansas",05,125,2017
39,43146,9186,93998,7784,1115,5082,72083,44479,41849,45158,,,,,,,,50734,31898,23041,2700,6157,18836,15685,103234,14135,26554,2753,1873,7506,84,646,63380,,,920,1804,946,930,716,287,156,126935,3803,3233,913,8309,88612,"Sebastian County, Arkansas",05,131,2017
40,81847,20029,175198,8058,1689,6459,113518,92248,74654,77992,104478,88313,340,543,1235,772,4206,85290,55491,39881,7017,8593,29799,21945,184189,33508,47535,4565,1927,8847,0,651,109928,,,5155,993,1249,848,1282,418,71,229871,6414,3949,3804,11931,162769,"Washington County, Arkansas",05,143,2017
41,33672,,71368,3402,455,500,48658,26995,27949,30164,,,,,,,,29067,20543,16447,739,3357,8524,7448,63728,8451,19043,2126,903,2382,66,147,38691,,,297,634,881,331,668,377,187,78478,2253,2058,469,5545,54813,"White County, Arkansas",05,145,2017
42,260221,189369,661879,174829,10993,502289,818618,264595,388184,404086,545179,464720,117424,13343,32687,13522,48079,573589,379364,283896,28179,67289,194225,139647,1373625,265833,342890,32454,14495,46459,68,2449,819130,152406,104304,10849,8920,5998,6446,8327,3925,2840,1654543,23480,19060,101429,49534,1267934,"Alameda County, California",06,001,2017
43,80943,19114,185941,4188,3346,11961,157991,51960,82019,84524,82357,71430,831,2733,3232,1169,4660,88797,52379,36738,4305,11336,36418,27312,191239,40638,41041,2804,2368,9903,0,907,112171,,,4106,2997,2615,903,1856,978,499,226204,6081,6878,4491,17259,166061,"Butte County, California",06,007,2017
44,246158,147573,655634,94211,5355,195332,635220,201015,298932,310634,429809,363918,56126,2584,7885,6336,40520,392046,285345,217238,18236,49871,106701,81688,932835,157677,247905,20837,8734,37388,63,1945,568682,115366,81467,6418,5872,5502,4488,4924,2304,1945,1141780,17363,9585,71461,45983,838094,"Contra Costa County, California",06,013,2017
45,73556,12291,166729,1645,1448,8316,126036,42804,67321,67637,70037,62788,1127,367,1071,391,8420,69368,49422,42421,2574,4427,19946,16461,158378,23355,45959,2639,3013,6338,0,481,92061,,,878,1053,362,512,1513,456,215,187615,2698,2194,7315,12503,138363,"El Dorado County, California",06,017,2017
46,141117,266139,648874,46347,9657,102464,666160,112016,252748,262184,365262,322500,4920,1234,5576,5401,16439,305819,223733,145097,26242,52394,82086,65435,751868,160026,174187,20958,8086,29588,890,5396,475008,,,12784,11828,9343,8307,7787,3273,1721,978243,20465,19154,14671,37543,669253,"Fresno County, California",06,019,2017
47,50608,7953,109593,1821,5216,4363,95164,32025,51581,51438,45470,40333,680,999,4790,849,5045,53446,28257,20480,2893,4884,25189,19558,115181,25997,23453,2342,1724,5921,0,223,66956,,,2728,1954,1744,1040,1662,444,379,135847,4334,4305,2316,8395,102231,"Humboldt County, California",06,023,2017
48,10348,76946,106980,4562,1575,2093,106917,13937,41544,35979,51613,45999,442,131,1150,1726,3603,44478,34577,22398,3707,8472,9901,8112,138544,31295,33060,8030,2250,4042,0,731,84568,,,2591,1499,1192,895,907,325,273,173359,3971,3017,1397,5746,124254,"Imperial County, California",06,025,2017
49,152872,247481,673299,47820,9145,45271,599253,109481,241037,225186,311551,268473,2425,1535,3314,5813,11585,269147,197410,132584,21337,43489,71737,55783,675556,143652,167133,24980,7714,29393,394,5180,415317,,,7555,12142,8334,7102,8622,2628,1309,865603,17281,16659,9819,33499,598773,"Kern County, California",06,029,2017
50,26191,44490,100972,9297,2476,5937,97203,21607,46171,34636,51374,42683,236,444,1182,863,4252,43029,34348,23462,2994,7892,8681,6899,115675,26793,32567,7632,1152,4757,23,614,63929,,,1289,1959,1059,885,487,447,148,135965,1876,2036,1035,10083,95752,"Kings County, California",06,031,2017
51,22062,7285,48772,1388,2968,1062,47429,11548,22611,23701,,,,,,,,27399,17504,11735,1710,4059,9895,7239,53198,7421,13898,1833,1371,3741,,,,,,366,528,893,498,579,392,371,63594,2718,2793,611,4661,46417,"Lake County, California",06,033,2017
52,1331073,2464173,5047869,823121,73839,1500637,5213870,1342624,2278743,2293532,4074451,3622985,278682,35519,123467,73608,270796,3311231,2197302,1487761,227436,482105,1113929,866306,8319325,1837949,1867280,249617,79638,280958,3041,29764,4973492,2271477,1492074,79119,85030,79360,68932,62456,35792,28676,10096702,194293,166332,302279,264635,7669440,"Los Angeles County, California",06,037,2017
53,25032,45414,105912,5644,3179,3730,106602,16071,38915,44731,51884,42027,957,0,740,434,3013,46282,36153,28786,2783,4584,10129,8089,121521,21142,31820,3031,1163,3902,165,1252,77116,,,830,2317,1965,1005,1083,627,235,149228,2551,2656,1429,5556,108754,"Madera County, California",06,039,2017
54,88276,21825,199666,4646,1001,15642,130889,75410,80350,83778,90087,80154,11142,2193,5484,669,15449,104219,66107,52808,4645,8654,38112,30282,218600,33446,57849,3888,2179,12832,120,264,129360,,,1180,1046,568,1232,1013,524,601,256005,2655,2663,27816,10699,197936,"Marin County, California",06,041,2017
55,27761,11668,72964,775,3574,1796,58654,16337,28470,29538,,,,,,,,32599,21101,15785,1268,4048,11498,9104,72277,12431,18860,2227,800,3466,0,719,42901,,,805,1294,603,612,924,480,0,87268,1768,2377,1829,5528,63569,"Mendocino County, California",06,045,2017
56,36982,82775,151255,7786,2883,21738,170533,32309,64976,62797,89012,81380,903,115,2203,2694,3839,80969,60093,39468,5970,14655,20876,16510,206066,45024,49817,5264,2287,7114,48,2033,128931,,,3019,3104,2520,1807,1991,662,580,270238,6451,4396,3526,9994,182165,"Merced County, California",06,047,2017
57,64724,132753,209568,11199,1627,24056,237802,59738,99326,95988,156841,140088,2797,1120,4862,19249,9802,125518,92225,68817,7500,15908,33293,25563,341304,72181,87783,11241,2788,10294,0,1306,206172,,,1576,2674,2469,1788,2064,729,535,421669,4125,3546,8755,15770,300992,"Monterey County, California",06,053,2017
58,36064,24841,104581,3362,949,11380,83651,25014,39810,42772,63723,55932,414,811,2164,888,2861,47848,32929,26045,2098,4786,14919,12348,116974,19462,30866,2180,1409,5738,0,124,68888,,,465,278,503,541,548,409,309,139286,1531,1419,5948,7410,103955,"Napa County, California",06,055,2017
59,41524,,93198,489,528,504,66424,27497,37760,40463,,,,,,,,41638,26831,21675,915,4241,14807,12071,86093,11661,24590,1581,806,5048,0,349,48673,,,604,399,198,1001,1045,585,199,98837,1528,2795,4560,9007,73424,"Nevada County, California",06,057,2017
60,637736,547159,1899657,56047,16541,657068,1683965,499956,772112,785724,1394535,1231399,28105,10250,27640,19783,97341,1037312,745349,565167,58236,121946,291963,216241,2609605,485225,672027,70145,27385,93168,490,7160,1563564,444170,317833,25379,20918,15346,16606,13614,8959,6141,3175155,43811,30226,144084,109404,2373399,"Orange County, California",06,059,2017
61,136709,27001,315315,6325,2183,29727,248066,86219,123162,132126,152228,141343,3142,168,1931,1220,18457,143659,102931,83190,5975,13766,40728,33976,315598,45381,90855,5004,3614,12173,27,1183,193099,,,2055,1605,887,1820,2587,1864,1113,383639,6904,4292,15162,25948,273009,"Placer County, California",06,061,2017
62,423443,597364,1371769,159227,19874,160820,1468881,409976,653350,658485,912003,795328,14874,2052,13666,17175,55214,718733,520019,388264,41434,90321,198714,162525,1915485,361813,488103,60343,21114,76248,661,10440,1171657,480278,291220,14501,13972,13889,13920,15861,8435,5764,2400720,46337,29526,46870,122152,1679894,"Riverside County, California",06,065,2017
63,332255,178661,858852,148713,9918,237209,924378,257420,416675,440852,604411,533484,16080,5689,11614,9175,42526,543250,359889,246467,36233,77189,183361,140951,1226647,232748,294037,35128,12583,53785,118,5044,754413,122748,74877,12809,15447,10746,9361,9947,3919,3511,1517379,28632,26008,35573,77054,1088278,"Sacramento County, California",06,067,2017
64,308137,577116,1322703,175209,20073,157083,1397023,302843,581443,587798,809330,708993,10626,2028,16057,8517,44440,626223,478783,326643,45453,106687,147440,117442,1683712,344377,398327,44698,16556,72705,598,8154,1039966,455878,224215,14743,17746,14710,15264,12005,6522,2606,2103552,31816,28975,29597,91222,1483636,"San Bernardino County, California",06,071,2017
65,775131,561111,2325134,165577,25433,403200,1674122,818936,959343,901555,1397236,1259295,51392,12387,44896,29434,114564,1126419,758032,562577,57135,138320,368387,265444,2727051,558425,670466,71084,27926,109809,587,6987,1600650,515717,266778,33135,22723,18519,15680,16075,8522,6124,3239196,48474,37043,122227,210695,2324544,"San Diego County, California",06,073,2017
66,193715,70466,402967,45815,3078,306459,343982,206396,243234,216558,202051,169406,181806,16266,62548,23228,37465,360323,171514,129558,11859,30097,188809,131049,782395,199315,165804,25168,6582,26804,0,791,421380,63912,32837,6455,5939,4250,4940,5280,3386,2615,880097,16435,17124,92256,21452,744061,"San Francisco County, California",06,075,2017
67,115850,157652,399989,53882,3933,114582,485449,78443,185706,191891,280629,247734,4735,1611,2907,2358,11611,226624,166305,118656,16300,31349,60319,50578,576908,109354,144133,16302,7260,23613,328,2039,360667,114576,65042,5640,5462,4710,4907,3462,1663,788,735416,14020,10840,14002,27120,514999,"San Joaquin County, California",06,077,2017
68,96495,33651,244081,5364,3382,10291,186950,64397,104767,100974,110991,100685,1224,1919,5604,1274,10147,104544,64570,51862,4014,8694,39974,27554,241433,49199,60024,5778,2540,10429,168,68,137178,,,4915,1306,606,1374,1399,886,557,276654,5921,4158,8726,17797,212948,"San Luis Obispo County, California",06,079,2017
69,151980,94935,376719,18758,3712,221757,367167,120319,175606,174705,319480,274829,46772,5402,11565,7361,19341,264185,182953,142503,12728,27722,81232,62017,637252,115250,170268,18463,6073,20335,47,1097,378996,77559,58875,3494,3437,1405,3993,2629,1281,822,767094,7029,7486,69264,23855,586778,"San Mateo County, California",06,081,2017
70,97239,104327,344963,7803,3680,24908,256084,85338,126366,125607,175512,147963,4350,7388,11960,2166,14146,147466,92127,70094,7161,14872,55339,37064,364300,80715,83101,9646,4421,13227,198,920,214950,,,8484,3276,1802,2288,1862,1066,963,441604,6495,6026,15636,21571,325411,"Santa Barbara County, California",06,083,2017
71,313325,251041,846837,49943,11586,705366,871860,271931,402136,378406,823117,719026,47053,16793,21763,12028,51206,633811,455308,357833,33432,64043,178503,128155,1578462,305085,428025,44790,12332,49718,160,2649,924726,204294,125088,13230,5543,4823,7311,7640,4160,3490,1928741,21295,16961,165307,50651,1456788,"Santa Clara County, California",06,085,2017
72,77497,47099,200879,2687,1887,13516,168699,48986,83407,88070,105461,95459,3459,5740,5753,3102,10509,95940,61469,48020,4403,9046,34471,25865,231159,48739,53762,3736,1372,10136,0,447,134768,,,4980,2580,1585,1420,1964,827,478,274486,5567,5781,14987,9677,212787,"Santa Cruz County, California",06,087,2017
73,69998,9093,156292,2873,6853,5640,124372,43175,63675,67668,65922,60208,383,897,1544,741,5666,71968,47583,35827,3480,8276,24385,19734,148209,21999,38904,2337,2028,9095,0,995,87598,,,2936,2403,925,1436,2060,748,627,178508,4230,5465,3237,13417,127809,"Shasta County, California",06,089,2017
74,84496,60469,233792,60377,1951,70763,252271,92057,130398,128593,183877,155984,6038,604,2635,1879,9743,151127,107115,75727,9611,21777,44012,35098,363162,65981,93070,10804,3855,16276,43,1757,216078,,,2735,2359,1958,1551,1855,628,709,432898,6132,5193,13359,33672,308936,"Solano County, California",06,095,2017
75,150734,69830,366041,8256,5374,20424,312908,100572,155631,167507,215053,183100,5602,1877,6771,2863,19224,188829,118915,92566,8904,17445,69914,54959,421680,77614,103108,7148,3714,19857,0,734,251618,,,2457,2245,3127,2091,2387,1442,570,500585,6244,8343,19465,26819,377312,"Sonoma County, California",06,097,2017
76,111484,127919,425003,17428,4161,29258,364347,59321,140439,146756,211167,188843,1321,839,1868,2423,12710,173573,130249,94204,10856,25189,43324,35441,425063,81030,109648,8676,4005,14499,93,1558,264682,,,2767,2588,4111,2726,2742,1530,1239,544767,8218,8685,6762,19679,379672,"Stanislaus County, California",06,099,2017
77,22133,15668,64783,2278,1496,16109,58863,14436,25280,26078,,,,,,,,31945,21598,16164,2018,3416,10347,8391,75798,12032,20916,1909,1357,3272,45,32,46199,,,517,587,190,563,653,235,239,95104,1540,1388,1048,6114,64789,"Sutter County, California",06,101,2017
78,63841,152718,352858,7240,5390,14085,317230,41823,111508,111709,163407,141475,959,751,2769,2093,8117,137576,106339,71124,11262,23953,31237,24704,343722,71439,84117,8270,4167,11117,200,2827,221955,,,4176,6635,6920,4410,3524,2220,959,460812,9351,9531,4823,13566,307146,"Tulare County, California",06,107,2017
79,189707,184034,684452,17028,7610,65149,505931,155897,236185,239692,367108,326553,3704,1231,6436,3736,27545,272085,195380,148365,13949,33066,76705,59961,690521,131275,173937,16285,9709,25298,513,3187,415671,148542,92417,4588,5060,3351,3421,3785,1807,1718,847390,8307,7783,33075,40735,611564,"Ventura County, California",06,111,2017
80,49231,34534,151351,5856,940,29363,130438,32766,58839,66181,76140,66455,4777,6683,3056,1376,6602,73495,45502,35036,3142,7324,27993,18096,180734,37611,41982,4144,1288,6022,0,181,108921,,,8302,1130,911,425,646,315,459,217937,4756,4169,7345,8174,164676,"Yolo County, California",06,113,2017
81,20919,11133,60488,3588,1199,4780,50225,15571,24557,21410,,,,,,,,26228,17870,13205,1894,2771,8358,6722,58915,11510,15656,1256,633,2881,0,363,35549,,,250,503,302,440,1093,124,138,75194,1264,2378,705,5332,49325,"Yuba County, California",06,115,2017
82,126119,102941,420960,17889,3940,22618,260337,163069,148013,150366,224493,199870,10382,561,2383,1772,15264,165730,116445,84437,8039,23969,49285,37037,389870,73955,97189,9048,3270,21302,136,1147,238925,,,1965,3231,3203,1856,1688,1072,490,499499,7494,4631,6260,26559,340977,"Adams County, Colorado",08,001,2017
83,191582,62651,464674,69675,4455,37969,260592,269123,192103,203545,296251,269014,15906,1410,4595,4618,25199,240774,158656,117007,15020,26629,82118,63416,516032,89821,133528,11888,4306,25962,0,1806,312653,52334,24398,2673,2727,2258,2628,2266,1563,314,636647,8617,6031,21840,37235,451057,"Arapahoe County, Colorado",08,005,2017
84,126385,22637,286516,3202,1445,14887,99360,183757,115630,112945,124824,110982,7601,7980,7376,1518,23433,128497,76113,59515,5385,11213,52384,34570,270921,57288,64229,4356,1816,12874,0,540,156426,,,9108,3183,1453,718,1765,349,360,320259,7501,3399,16907,13554,246024,"Boulder County, Colorado",08,013,2017
85,26368,4372,58633,1028,330,4591,26473,35055,22825,23440,,,,,,,,27665,17794,14648,902,2244,9871,6914,55559,8690,16067,517,378,1990,,,33315,,,341,221,213,0,0,0,62,68012,1363,330,3456,4671,47562,"Broomfield County, Colorado",08,014,2017
86,192180,106911,531343,64231,7422,27131,276210,311848,231009,235560,299995,268288,26559,8628,17326,5023,37804,296938,143285,103182,13528,26575,153653,110451,584559,137008,121903,14486,4161,28724,105,2667,340414,,,5473,5974,4407,4186,3781,3206,724,699063,19662,9651,28362,27911,536070,"Denver County, Colorado",08,031,2017
87,137325,14342,296679,4918,1140,16920,131914,172872,110752,112673,150226,137239,3359,547,1900,2215,21289,119151,93669,81226,4618,7825,25482,19975,263494,34342,83825,1902,1512,10408,93,388,162913,,,635,544,593,888,973,224,173,334181,2078,1737,22244,18960,226818,"Douglas County, Colorado",08,035,2017
