,B01001H_002E,B01001I_002E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B05002_003E,B05002_004E,B05003_009E,B05003_020E,B08006_002E,B08006_003E,B08006_008E,B08006_014E,B08006_015E,B08006_016E,B08006_017E,B11001_001E,B11001_002E,B11001_003E,B11001_005E,B11001_006E,B11001_007E,B11001_008E,B12001_001E,B12001_003E,B12001_004E,B12001_006E,B12001_009E,B12001_010E,B13002_008E,B13002_009E,B14002_026E,B16001_004E,B16001_005E,B17001_010E,B17001_011E,B17001_012E,B17001_013E,B17001_014E,B17001_015E,B17001_016E,B18101_001E,B19001_002E,B19001_003E,B19001_017E,B21001_002E,B21001_003E,NAME,state,county,year
10,32129,,73505,51134,52,2157,70076,51279,40408,46614,,,,,,,,47239,37744,25595,2794,9355,9495,7412,102787,15073,28199,2578,500,4649,131,1004,66405,,,2518,1546,1299,1068,336,130,108,131798,3406,2355,1040,11860,84396,"Douglas County, Georgia",13,097,2011
11,35201,,77798,21729,262,3694,43889,52169,34116,37653,,,,,,,,38450,31792,25161,2012,4619,6658,6195,86848,12046,26437,1154,684,2313,0,588,54305,,,578,281,1115,456,688,150,19,106937,1410,900,3005,10396,70068,"Fayette County, Georgia",13,113,2011
12,33565,4727,76200,13283,985,1302,67369,21279,31954,35260,,,,,,,,34919,23898,17836,1125,4937,11021,9256,76698,10433,20907,1871,721,4471,113,429,47739,,,460,1154,1704,758,688,326,0,93760,4051,2716,420,7227,65805,"Floyd County, Georgia",13,115,2011
13,73293,,155328,4466,167,12940,69634,89862,51379,54830,,,,,,,,48268,38695,33011,1381,4303,9573,7536,134990,19954,36900,1944,1131,7565,0,149,86563,,,670,640,945,3246,465,76,105,181311,1800,2516,3905,10075,116127,"Forsyth County, Georgia",13,117,2011
14,195561,41447,444305,420173,2156,53931,443213,375826,295824,322900,360307,324455,29170,2880,13014,3776,32739,367228,201135,132268,12504,56363,166093,136555,761563,170929,157986,19056,8170,31254,645,4127,465880,,,14999,8628,7569,7982,7072,2009,936,941626,42818,18616,34739,45162,679443,"Fulton County, Georgia",13,121,2011
15,24614,,53593,21663,118,1095,46674,28569,26530,30462,,,,,,,,31081,20721,14589,849,5283,10360,8527,63709,8915,16238,1603,629,3974,,,,,,1540,549,460,637,198,200,0,79630,2377,1419,796,7680,53419,"Glynn County, Georgia",13,127,2011
16,175179,89753,425124,199841,3768,86368,301977,302419,193861,210115,337074,297633,2381,0,2757,10573,18627,264233,200559,147385,15737,37437,63674,51153,628224,105702,177590,21487,5502,18063,560,716,398854,,,6004,9642,7830,6942,1853,1148,159,820442,16548,8173,9031,38788,549226,"Gwinnett County, Georgia",13,135,2011
17,56119,25820,156671,15124,171,3094,105551,49507,52043,55110,,,,,,,,60043,43741,33245,3336,7160,16302,14031,139724,19655,38663,3624,1327,9267,0,489,88116,,,1719,2118,1765,1241,867,388,277,181687,4074,4438,2083,10130,122108,"Hall County, Georgia",13,139,2011
18,52988,,116273,75090,95,6471,121905,67645,62066,72829,,,,,,,,70805,55577,39947,4003,11627,15228,11577,159806,22304,43358,1503,1046,6981,0,414,105536,,,937,2353,757,1742,565,98,89,206098,2516,2716,1647,17672,130471,"Henry County, Georgia",13,151,2011
19,42942,,88421,41696,62,4146,81015,52241,46658,51607,,,,,,,,52603,38037,30622,1254,6161,14566,13672,112526,16250,32551,2779,628,4426,0,743,72246,,,1465,1293,315,1262,487,181,51,140831,2869,3355,568,19010,85046,"Houston County, Georgia",13,153,2011
20,14536,3768,32879,26014,379,1686,22133,36085,21489,21573,,,,,,,,24578,18817,14383,605,3829,5761,4662,48341,6363,14992,1277,374,1649,0,429,30851,,,1347,392,194,15,0,213,131,58533,1945,1038,130,10873,28561,"Liberty County, Georgia",13,179,2011
21,30670,,65319,40222,29,1467,65651,40787,39103,42291,,,,,,,,38178,22906,14837,1740,6329,15272,11830,88454,19173,16791,2093,603,6419,19,928,53970,,,4172,518,1314,2070,759,29,55,107637,5674,2870,433,8319,73829,"Lowndes County, Georgia",13,185,2011
22,41464,7210,89062,86643,502,4538,102047,76377,64658,71395,70514,62089,470,150,681,732,8318,70724,46486,27498,3514,15474,24238,21367,153505,32201,31656,5049,1940,7219,76,1104,96193,,,1377,1532,815,689,1156,358,180,180781,7890,4411,1591,18421,117508,"Muscogee County, Georgia",13,215,2011
23,25908,,56713,40929,13,871,65121,27518,29984,34728,,,,,,,,33298,24183,15975,2190,6018,9115,7766,76218,13374,17442,2081,1789,3216,0,0,51073,,,539,533,1281,1566,458,247,169,99955,3847,1255,371,8289,64057,"Newton County, Georgia",13,217,2011
24,52962,,,,,,77583,59256,46870,49181,,,,,,,,48994,41937,32017,1911,8009,7057,5982,109894,15311,35078,1408,692,4249,0,469,67519,,,139,13,3041,520,331,249,0,142852,1749,2437,687,11169,90109,"Paulding County, Georgia",13,223,2011
25,38420,4579,80408,108618,330,3755,124929,64681,69249,75775,74505,67236,2255,331,2961,561,1522,71262,45055,25633,3960,15462,26207,22574,159832,30824,32962,6817,1722,11141,106,1488,99277,,,3177,3174,1530,1794,1657,355,194,191562,9392,5128,498,20086,125943,"Richmond County, Georgia",13,245,2011
26,17363,,38499,40652,96,1835,47017,28998,25321,29507,,,,,,,,28789,21769,14175,1733,5861,7020,6463,67346,9974,18730,3361,1271,2268,0,252,42575,,,286,376,502,373,632,350,64,85101,1057,1552,385,7075,56200,"Rockdale County, Georgia",13,247,2011
27,19666,,41456,23197,0,1258,42594,20780,22029,25198,,,,,,,,24744,16648,11023,1033,4592,8096,6589,52871,8187,12955,1755,913,3146,29,633,33647,,,1000,623,555,408,692,36,61,66373,3636,1787,389,4749,45497,"Troup County, Georgia",13,285,2011
28,30778,,63406,3603,227,607,31462,35582,25101,26328,,,,,,,,27224,18982,14213,1426,3343,8242,7330,55741,7665,16235,1544,487,2729,43,502,33537,,,839,300,609,1041,233,238,15,67562,2393,3723,300,6293,46616,"Walker County, Georgia",13,295,2011
29,32389,,,,,,50149,25423,25277,29161,,,,,,,,28979,23771,17805,1204,4762,5208,4974,67120,8557,20881,1457,455,2595,,,40911,,,878,409,614,198,542,174,13,83920,2267,886,967,4392,57944,"Walton County, Georgia",13,297,2011
30,30668,17651,88501,5455,214,284,61489,23034,28032,29551,,,,,,,,34637,25090,17879,1732,5479,9547,7499,78420,11000,21098,1766,1439,5509,126,314,50110,,,374,791,1204,1251,585,42,0,102469,2628,1935,786,4260,69811,"Whitfield County, Georgia",13,313,2011
31,29506,11016,61010,1415,897,39971,106727,55451,62810,62374,66060,56144,1263,491,1736,1425,4804,64605,44027,31017,4287,8723,20578,15465,151937,26298,41431,5792,1238,6409,124,298,89470,,,1724,3228,1005,1560,2713,618,844,185233,6128,3545,1264,15471,129135,"Hawaii County, Hawaii",15,001,2011
32,104140,41788,206908,23270,2818,419106,523125,220418,302154,274846,371616,305103,35350,3867,25353,12705,18138,308495,214848,159367,16810,38671,93647,74991,787245,149652,201063,24146,9972,31632,1003,3131,462985,,,4963,3968,4302,5722,4704,1891,2204,918409,17466,12734,15582,77515,638662,"Honolulu County, Hawaii",15,003,2011
33,10453,3215,22296,366,13,25362,35905,18567,21867,20025,26991,22671,494,211,1472,290,1744,22874,16411,12577,1650,2184,6463,4907,55034,7410,16153,2619,818,2682,0,63,33468,,,183,279,426,558,303,131,47,66983,1368,641,709,5573,46804,"Kauai County, Hawaii",15,007,2011
34,25931,8290,53121,1230,214,39376,84740,44785,49234,47880,64078,52391,1520,623,3340,1520,4906,52549,36489,26666,3021,6802,16060,12690,127066,21733,34897,4172,1272,5709,147,1348,75348,,,712,1889,1125,412,1285,191,88,155371,3143,1823,3151,10655,110227,"Maui County, Hawaii",15,009,2011
35,171616,14917,365133,3858,1563,10515,171398,197603,137211,137001,158433,143664,554,2664,3234,2592,14753,151755,102705,79443,7798,15464,49050,39455,312255,46267,89249,6769,1962,17826,391,1729,191778,,,5021,2553,4279,3210,2143,345,304,395130,8732,8344,3560,28242,267390,"Ada County, Idaho",16,001,2011
36,35599,,75512,663,3034,1403,54271,26318,28917,29951,32904,29775,490,303,719,476,1132,30177,20075,16070,970,3035,10102,8030,64488,9835,17926,1289,472,3853,0,217,40190,,,1040,1066,677,517,299,0,103,81839,2873,2019,108,5196,55867,"Bannock County, Idaho",16,005,2011
37,44528,6410,98725,306,666,632,60268,39875,33347,34740,42831,37638,1008,548,770,187,1610,36538,26562,21362,1312,3888,9976,8593,77637,10864,22435,1155,751,3893,201,255,50926,,,914,1335,194,303,592,42,0,104915,2194,2444,973,6728,65758,"Bonneville County, Idaho",16,019,2011
38,67608,23534,177631,476,1633,1750,86273,85017,58081,56712,,,,,,,,63358,47101,37435,2433,7233,16257,13450,141305,20232,41063,1804,945,7536,319,432,92042,,,2436,2514,684,2094,1466,7,256,190544,6413,4066,393,13175,118892,"Canyon County, Idaho",16,027,2011
39,64051,,134639,206,2882,1345,43841,93175,51123,53692,54354,47968,131,470,1590,800,3630,56226,38074,29579,3146,5349,18152,13084,113096,15254,32674,2314,1002,6206,0,714,68432,,,3005,1416,508,1010,1038,98,543,140133,4369,2632,1095,12535,94488,"Kootenai County, Idaho",16,055,2011
40,31084,6324,72620,314,720,1135,40399,29305,24040,23946,,,,,,,,28196,19126,14644,1764,2718,9070,6825,58449,8283,16653,1325,1436,2691,10,893,36960,,,2420,762,466,351,366,72,207,77240,1577,1857,925,5788,49851,"Twin Falls County, Idaho",16,083,2011
41,30106,,,,,,52180,13921,24670,26596,,,,,,,,25964,16757,13623,591,2543,9207,7815,54682,8156,14893,1077,543,2823,0,241,33138,,,386,795,258,740,523,71,0,65882,1744,2097,365,6197,45697,"Adams County, Illinois",17,001,2011
42,70562,,150563,25946,197,19169,133072,41250,68644,71260,68492,60751,7780,2087,8235,436,5426,78993,41466,31024,2373,8069,37527,25493,169155,42646,33667,2410,1339,6575,360,353,97441,,,12662,2547,1603,621,935,273,130,200048,12220,3604,2876,9830,153158,"Champaign County, Illinois",17,019,2011
43,1105302,654050,2955369,1271716,10429,327883,3209955,825876,1382009,1564415,1652215,1443800,428773,22058,100058,25853,93295,1916910,1165989,772960,96090,296939,750921,627797,4204696,882447,926252,108012,49203,155031,3664,19408,2588554,548728,465264,55285,54032,41734,42366,32539,12015,8642,5175137,172126,99604,97830,214471,3776892,"Cook County, Illinois",17,031,2011
44,41265,5489,86543,7501,427,2754,78913,17027,35779,38408,,,,,,,,36774,22736,16054,1850,4832,14038,9984,86121,18609,18385,1387,932,4769,0,774,50406,,,1869,1191,536,372,880,102,0,104030,3655,2538,730,6137,75685,"DeKalb County, Illinois",17,037,2011
45,313532,65200,743229,42836,1020,93438,593217,157511,263826,281545,394445,362399,29788,1271,9810,3413,21976,335379,239338,193576,13173,32589,96041,81256,739740,113076,211821,9889,7465,27061,987,1041,456879,60839,36471,4757,3963,3611,2794,3291,648,656,917113,11518,8990,32476,40594,656906,"DuPage County, Illinois",17,043,2011
46,149340,83923,371125,26719,1720,18147,323753,90889,134259,142260,216308,190240,6342,546,2703,3648,12721,168340,126905,97935,8562,20408,41435,35038,396290,66768,109700,7860,3341,16245,65,1527,250403,,,2370,3200,3904,2560,1636,335,643,517239,6877,5530,13051,24384,346830,"Kane County, Illinois",17,089,2011
47,40462,5358,90822,16831,285,1301,89148,19058,38830,41848,,,,,,,,41149,28335,20236,1768,6331,12814,10495,90224,15837,22275,1360,1317,4126,303,216,55713,,,1091,713,1103,592,1019,145,111,111410,3361,1814,538,9020,76349,"Kankakee County, Illinois",17,091,2011
48,42444,8383,101305,6139,557,3953,79043,23658,34045,34861,,,,,,,,37049,28623,23635,1411,3577,8426,7505,86161,12083,25891,1090,955,3247,0,208,56112,,,279,278,374,211,111,13,13,116456,703,490,1514,4659,76335,"Kendall County, Illinois",17,093,2011
49,226605,74273,562913,50525,897,46233,419859,149038,194589,200493,285343,255598,12668,1437,9450,4196,22040,240051,180305,142099,11170,27036,59746,53136,551625,90030,157458,11595,5797,20596,328,1698,340702,65043,48597,4009,4490,4109,3381,2651,380,574,688765,11257,7338,26137,32665,472191,"Lake County, Illinois",17,097,2011
50,49143,5088,107334,3309,69,59,95221,14033,42434,42346,49090,44511,57,497,1262,454,1739,43854,28039,22242,1702,4095,15815,13424,92631,15807,24095,1371,1528,4718,0,304,55175,,,360,489,608,685,656,55,449,110759,3084,3055,990,8956,78814,"LaSalle County, Illinois",17,099,2011
51,127345,18998,273284,3824,304,7491,217915,56520,96885,100063,134544,123807,4719,346,1555,469,5471,108186,81722,66377,3785,11560,26464,21299,241734,35612,72290,1110,3092,8671,144,799,149346,,,1728,1287,2123,1139,942,463,335,307470,4104,2462,5512,17235,208937,"McHenry County, Illinois",17,111,2011
52,66996,,144817,13017,463,6883,121986,36276,58761,64506,74826,67482,1591,885,3982,1149,3392,63240,39308,30383,2610,6315,23932,17657,138740,27753,32475,1784,1330,4813,234,667,85565,,,6167,1620,485,712,365,65,92,169431,4898,3228,2661,9822,122482,"McLean County, Illinois",17,113,2011
53,41443,,87767,18798,0,1491,87511,21223,39585,44457,,,,,,,,43604,25201,18501,1601,5099,18403,16316,90046,14783,21502,1693,1340,5090,334,429,55715,,,907,838,728,1036,449,72,0,108609,3625,3162,1389,9387,76168,"Macon County, Illinois",17,115,2011
54,113489,4017,237852,21684,256,2564,183066,77038,96995,105355,110287,100186,2316,450,1669,1293,2773,106535,70152,53887,5013,11252,36383,29342,218384,32871,56924,2378,3245,12124,53,1164,132930,,,2611,2211,1872,1848,921,371,163,265420,8177,6986,2287,21816,185925,"Madison County, Illinois",17,119,2011
55,65560,3810,140902,34531,610,6485,141094,35257,62911,70258,76056,69584,1602,183,1596,758,1432,75933,47253,33342,2055,11856,28680,24135,149516,27539,35113,1347,1674,7282,50,1170,92264,,,1744,1539,1449,1557,1113,476,262,184355,5863,4039,2276,12300,128986,"Peoria County, Illinois",17,143,2011
56,53799,9020,120915,13625,940,2547,99694,36500,50577,54240,60641,53827,1241,161,1318,840,2814,61259,37248,27259,2356,7633,24011,21294,119975,17920,31498,2804,2130,6674,0,894,71962,,,949,795,623,796,1145,187,74,145527,4807,3917,1064,11913,102554,"Rock Island County, Illinois",17,161,2011
57,83493,4074,177133,80060,495,4000,160945,97411,91666,102232,108102,98558,4562,32,2635,1090,3733,101789,66979,44794,4262,17923,34810,30585,214458,37280,49856,3846,2469,12054,0,1137,135057,,,2291,2805,2149,2090,1501,124,434,264623,10468,6653,2232,27242,171935,"St. Clair County, Illinois",17,163,2011
58,78350,,165790,24091,653,3345,157101,34150,68472,77326,86050,74973,1526,178,2482,769,2984,82704,51954,35760,4392,11802,30750,25566,160255,25372,38115,2806,3328,9152,45,933,99871,,,2689,1278,1054,2349,811,285,49,196217,6978,3922,2071,15750,135896,"Sangamon County, Illinois",17,167,2011
59,62822,,130392,1947,63,955,112301,20893,50058,52725,,,,,,,,54647,35650,27557,1865,6228,18997,15738,109699,15727,29840,1609,1290,6693,0,365,66914,,,799,761,537,952,199,107,157,133711,2853,2532,924,9696,94601,"Tazewell County, Illinois",17,179,2011
60,31838,,67591,11061,338,668,65333,14323,29660,30801,,,,,,,,31414,20447,14262,1226,4959,10967,9743,65346,10436,16004,1449,1393,4371,67,311,39625,,,972,696,808,478,390,103,71,79524,3083,2277,302,7635,54065,"Vermilion County, Illinois",17,183,2011
61,225415,55877,524014,73613,1567,30237,496842,96691,198395,209346,282367,259766,12449,268,2698,5358,10038,220536,171175,135957,9354,25864,49361,43327,522055,82378,149958,7591,4598,19751,1068,1819,330782,,,2617,3564,3153,2511,1922,546,0,675408,7401,7881,12252,32948,454052,"Will County, Illinois",17,197,2011
62,29635,,61006,3678,179,672,50571,14697,25058,26088,,,,,,,,26648,17409,13492,966,2951,9239,7980,54588,7210,15187,1312,770,3433,0,282,32898,,,402,727,237,309,425,299,353,64944,2376,1934,410,6041,46159,"Williamson County, Illinois",17,199,2011
63,103078,17037,236209,37835,369,7077,206088,63296,95917,104632,119606,108638,715,205,1365,669,5105,112221,72655,52622,5032,15001,39566,32428,233977,39048,57149,3022,2504,14104,173,1531,145968,,,3138,3927,3010,2916,2042,583,361,290855,11219,6673,3128,19954,201653,"Winnebago County, Illinois",17,201,2011
64,133229,12299,288223,42592,1404,9668,250543,83300,117187,126142,149711,138589,1057,558,1479,819,6121,136723,89489,64203,5327,19959,47234,38658,278483,47376,70451,4212,3051,13312,423,2195,175830,,,3896,3498,2608,2209,2094,349,97,354774,11128,8437,3545,24410,238015,"Allen County, Indiana",18,003,2011
65,32787,,69143,1547,0,2811,54209,18716,26258,28102,,,,,,,,29086,20090,14902,1463,3725,8996,7930,61932,9744,16353,858,1007,3591,0,236,37855,,,551,967,646,526,249,0,66,76626,1136,1574,890,5507,52578,"Bartholomew County, Indiana",18,005,2011
66,46174,,98407,7905,50,823,53537,53521,38727,42310,,,,,,,,42156,27623,20168,2189,5266,14533,11372,89548,13334,22111,1340,1215,6056,0,545,56330,,,258,575,695,1281,435,417,130,110085,3875,2052,1048,9559,74987,"Clark County, Indiana",18,019,2011
67,49403,,104210,5922,17,1356,89793,24666,43870,48630,40560,36130,649,864,3277,262,1035,45477,27381,20076,1820,5485,18096,13374,98675,19385,22211,932,569,4578,50,141,59693,,,5526,1032,883,721,563,98,167,115989,5297,3397,1047,7923,86661,"Delaware County, Indiana",18,035,2011
68,74465,14510,167082,12154,373,2164,137442,41828,60825,65865,78702,68836,456,995,920,1732,1893,70795,50963,38043,3241,9679,19832,17086,151423,23625,42518,3044,1137,6423,377,1079,97605,,,2427,2349,1613,814,582,75,0,196343,5199,4362,1001,11747,131398,"Elkhart County, Indiana",18,039,2011
69,32269,,,,,,39450,33534,26395,29180,,,,,,,,28934,19345,14245,1060,4040,9589,8793,60541,9374,15627,572,564,3619,0,267,37194,,,950,252,222,220,81,246,0,74010,2057,1829,954,6984,50397,"Floyd County, Indiana",18,043,2011
70,28656,,61710,4063,0,468,51776,16756,25388,28536,,,,,,,,27758,19062,12605,1496,4961,8696,7258,57738,9287,13338,652,410,4401,,,35106,,,969,866,667,558,325,119,79,68680,2467,2142,284,5815,49074,"Grant County, Indiana",18,053,2011
71,118595,,248978,10333,500,13406,169583,89038,86395,94524,,,,,,,,103706,76719,64541,3539,8639,26987,22787,213005,27586,66642,2621,418,7416,777,224,138596,,,163,283,311,793,258,208,0,280778,2732,2395,11506,15155,183386,"Hamilton County, Indiana",18,057,2011
72,32604,,,,,,54665,14944,,,,,,,,,,26130,18319,13904,1490,2925,7811,6585,56336,8479,15076,774,553,3906,,,33340,,,129,170,246,0,76,85,68,69931,607,878,345,5587,46624,"Hancock County, Indiana",18,059,2011
73,64193,,133072,7630,2,3444,103775,35920,51593,51366,,,,,,,,52921,40136,31391,2819,5926,12785,11618,115615,16329,34359,1519,1053,5962,7,77,71785,,,216,345,72,319,79,65,18,143266,2441,1788,1343,10234,97968,"Hendricks County, Indiana",18,063,2011
74,34537,,73602,6216,0,944,61983,18678,28816,32942,,,,,,,,34259,22115,16958,1322,3835,12144,10594,67469,9374,17452,865,903,4376,188,478,41377,,,892,1122,850,1032,526,246,88,81920,4206,2084,319,7280,56208,"Howard County, Indiana",18,067,2011
75,63667,,131758,3508,144,1838,105070,30817,48774,51988,,,,,,,,51512,37861,31722,2307,3832,13651,10931,110921,14204,34304,2008,982,4082,97,336,70549,,,1062,1005,446,331,0,253,122,139721,2122,1896,1409,10226,94059,"Johnson County, Indiana",18,081,2011
76,34163,,70896,574,251,893,55866,18662,27792,27790,,,,,,,,28664,20453,16907,1617,1929,8211,7236,61135,9332,17852,731,675,2709,77,198,37225,,,481,636,982,333,255,110,87,76539,1963,1727,917,4863,53073,"Kosciusko County, Indiana",18,085,2011
77,134112,42388,305508,125800,2014,5988,283803,169419,158878,177341,191052,175745,4626,332,2808,1158,4445,181198,122569,83060,8329,31180,58629,51101,392569,67303,95124,8510,5590,18994,360,2746,248680,,,3866,4311,3484,4702,2887,1467,547,491984,18978,12179,3801,31408,338948,"Lake County, Indiana",18,089,2011
78,45705,,95409,11819,124,475,78731,28103,42717,39767,,,,,,,,42075,27158,20059,1349,5750,14917,13048,90288,17103,23137,2326,943,5870,99,449,52024,,,1548,1194,668,655,727,346,94,102910,3452,3882,653,8330,77768,"LaPorte County, Indiana",18,091,2011
79,55677,,116243,8315,202,326,102371,26018,48918,50607,,,,,,,,49713,31623,22531,2544,6548,18090,15944,106523,18501,24943,2028,2190,7065,219,665,63669,,,2147,931,487,1582,883,512,153,126176,5071,3326,680,11003,90361,"Madison County, Indiana",18,095,2011
80,261668,47331,586192,240037,1358,16280,619800,212944,288019,329144,375306,338865,8617,1660,9537,2368,10363,358552,211401,133849,17752,59800,147151,119733,717745,135943,153595,17133,7635,43403,919,5248,453062,,,9821,10771,7122,10252,5435,1814,1284,902326,34829,23694,6918,59321,622302,"Marion County, Indiana",18,097,2011
81,59425,,121772,3493,171,8063,82754,43797,51930,54450,52247,47012,3101,2066,6152,480,1306,53620,27219,21524,1338,4357,26401,18424,120931,30939,23114,1071,905,5563,87,418,68722,,,9076,3256,646,723,371,50,253,138897,9224,3932,1506,8883,108177,"Monroe County, Indiana",18,105,2011
82,33238,,,,,,51462,16662,25167,26516,,,,,,,,24900,18590,16220,254,2116,6310,5369,55665,6162,17512,566,751,2786,,,34208,,,86,971,382,256,159,52,0,68836,859,1331,744,6399,45975,"Morgan County, Indiana",18,109,2011
83,69718,6995,154427,6379,492,996,105655,53262,59196,62133,,,,,,,,61046,43787,33053,1774,8960,17259,14336,133779,21903,35823,2039,1249,5869,169,989,81045,,,683,1435,547,1209,836,156,107,164264,3240,3230,1564,13998,112204,"Porter County, Indiana",18,127,2011
84,97429,10475,211686,34179,696,4519,173720,77997,89807,99851,107265,96989,1025,1054,4016,1124,4613,102401,66406,48200,3939,14267,35995,29726,212801,37765,51981,2956,2458,9858,260,790,132316,,,2787,2661,3080,1831,1889,449,147,263980,8303,6992,2890,16468,185080,"St. Joseph County, Indiana",18,141,2011
85,70188,7368,149818,7042,238,11142,107693,47534,61129,60344,70826,62080,2174,651,4496,789,3631,66480,37899,29369,2206,6324,28581,18067,144343,34550,31747,1390,1104,6315,2,510,82524,,,10971,1199,1103,554,111,118,73,172991,9085,4110,1644,9151,129893,"Tippecanoe County, Indiana",18,157,2011
86,73996,,155444,16027,116,1623,129962,45289,65080,71757,77846,70946,1617,340,1082,802,2780,74063,45203,31639,3061,10503,28860,24970,146958,24714,33799,1870,1689,9637,112,710,89583,,,1961,1420,894,1811,852,160,216,177897,6713,5323,1453,12619,127802,"Vanderburgh County, Indiana",18,163,2011
87,46210,,94942,7984,190,1732,81572,22950,40386,41781,,,,,,,,37764,23478,16401,1653,5424,14286,12495,89441,18495,19159,1599,1027,5749,,,52697,,,1755,754,1022,471,233,132,88,104063,3810,2837,476,7410,77758,"Vigo County, Indiana",18,167,2011
88,29401,,,,,,47983,19090,24540,27074,,,,,,,,28274,19119,12768,1522,4829,9155,7888,55474,7862,13824,934,985,3811,193,1105,33901,,,572,626,283,717,405,177,39,67662,2441,2285,453,5919,47013,"Wayne County, Indiana",18,177,2011
89,53620,2660,112860,12886,224,2039,100555,24445,47014,51121,59540,54376,291,249,2700,455,1693,51917,30981,24826,1829,4326,20936,17106,108023,19372,26744,1638,1633,3987,152,558,65129,,,2785,1673,949,1062,282,58,114,130271,4414,2965,1210,9132,94411,"Black Hawk County, Iowa",19,013,2011
90,29808,,,,,,48966,15413,21577,23563,,,,,,,,26131,19576,15734,639,3203,6555,4893,52177,5248,16002,334,346,3519,,,34469,,,286,93,114,100,91,72,26,68975,1358,983,1414,3597,45804,"Dallas County, Iowa",19,049,2011
91,43170,,89431,1197,113,1224,72180,19352,34874,36296,,,,,,,,37646,24216,20532,1179,2505,13430,11022,77599,12019,22074,518,1012,2919,80,252,46008,,,541,619,273,268,183,50,218,93404,1890,2022,828,7021,66764,"Dubuque County, Iowa",19,061,2011
92,54969,,112709,5458,403,7412,81345,37726,47590,47538,57849,50166,5049,1593,5862,707,3076,53910,29095,22871,940,5284,24815,17031,111270,26880,24679,1123,264,3370,0,714,64211,,,6453,736,1108,389,218,135,17,131235,4661,3558,2254,6961,100044,"Johnson County, Iowa",19,103,2011
