,B01001H_002E,B01001I_002E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B05002_003E,B05002_004E,B05003_009E,B05003_020E,B08006_002E,B08006_003E,B08006_008E,B08006_014E,B08006_015E,B08006_016E,B08006_017E,B11001_001E,B11001_002E,B11001_003E,B11001_005E,B11001_006E,B11001_007E,B11001_008E,B12001_001E,B12001_003E,B12001_004E,B12001_006E,B12001_009E,B12001_010E,B13002_008E,B13002_009E,B14002_026E,B16001_004E,B16001_005E,B17001_010E,B17001_011E,B17001_012E,B17001_013E,B17001_014E,B17001_015E,B17001_016E,B18101_001E,B19001_002E,B19001_003E,B19001_017E,B21001_002E,B21001_003E,NAME,state,county,year
32,152243,13154,328567,84331,1106,7184,341140,80110,150615,168401,177494,163400,2038,579,3404,1303,4990,176415,108919,70909,8341,29669,67496,57241,354550,65622,77391,6810,3787,22270,452,2518,219686,,,6604,3656,3932,3645,3276,272,686,437605,20658,12139,4807,31079,304584,"Lucas County, Ohio",39,095,2010
33,89108,6281,192862,38720,148,1928,187563,40710,85179,95190,,,,,,,,97700,60533,41783,4819,13931,37167,32376,197359,32326,47994,4083,3827,10571,151,1020,118086,,,2444,2314,1472,1395,1136,790,503,232840,8454,8489,1607,21195,166140,"Mahoning County, Ohio",39,099,2010
34,30333,,60516,3548,165,412,53418,12259,,,,,,,,,,25438,17701,12282,1946,3473,7737,5938,55049,10044,13599,1099,477,5231,6,377,30305,,,1334,999,428,1274,628,239,0,62825,1583,1921,73,5547,46757,"Marion County, Ohio",39,101,2010
35,80267,,165475,2503,77,1560,136581,29788,60782,64096,,,,,,,,66184,49791,41619,1983,6189,16393,13345,137080,15630,42971,958,1216,6932,0,160,85113,,,308,594,494,591,324,105,194,171476,2814,1835,2029,13782,115328,"Medina County, Ohio",39,103,2010
36,47044,,97212,2796,178,1269,80388,19369,36635,39214,,,,,,,,41026,27854,22289,2030,3535,13172,11227,82009,10637,23921,1706,1508,3779,0,60,49918,,,687,1050,631,591,254,101,237,102362,1395,2493,568,8765,68685,"Miami County, Ohio",39,109,2010
37,187730,5894,394554,111428,769,9617,376859,134934,186724,208699,205688,185013,4871,926,6024,2511,7139,223211,135506,92377,9832,33297,87705,76010,434113,71933,102977,7953,6530,24082,204,3133,267697,,,4797,5306,4348,4377,2830,1372,1127,528770,22345,13412,3412,46855,363957,"Montgomery County, Ohio",39,113,2010
38,72162,,148402,6170,314,2677,123009,34226,60391,64124,,,,,,,,61526,40498,30317,2536,7645,21028,16018,135024,24152,33017,1780,1864,6535,175,362,79473,,,3624,1196,971,810,531,90,285,160153,5505,3514,912,11756,116233,"Portage County, Ohio",39,133,2010
39,36309,,74729,2202,372,99,64761,13638,,,,,,,,,,29414,18594,14445,1293,2856,10820,9068,65138,11376,16418,1727,942,3838,,,38421,,,836,1261,1005,1065,359,148,121,76540,3334,2398,224,6986,55005,"Scioto County, Ohio",39,145,2010
40,159068,3116,333361,28209,1204,2565,304433,62179,135330,148310,153517,141133,1938,130,2550,821,5447,149122,99868,72212,7366,20290,49254,41397,305472,46649,78990,4779,4898,16560,224,2034,186181,,,2619,2141,2764,2241,1322,759,547,371467,10323,9009,3063,34776,255085,"Stark County, Ohio",39,151,2010
41,209773,,437297,76188,558,11013,416304,98558,189271,208985,228483,215422,4119,93,3183,1848,7049,219997,137426,100837,9019,27570,82571,69624,440892,72616,109360,7237,6528,22232,127,2224,271115,,,4730,5036,3218,5149,2541,1111,369,534599,18204,14486,6111,42498,375455,"Summit County, Ohio",39,153,2010
42,89974,,187147,18413,263,791,159865,45416,76425,83339,,,,,,,,84492,53925,39698,3868,10359,30567,26010,171621,25678,43556,2746,3140,9905,0,507,105910,,,1255,2541,1671,1630,978,612,371,206944,7463,7523,775,18837,144335,"Trumbull County, Ohio",39,155,2010
43,94379,,193726,7336,422,8859,148178,53465,72843,72846,,,,,,,,74843,58018,47815,2319,7884,16825,14430,164119,22385,50552,1638,1120,7556,0,882,100855,,,190,476,561,304,682,144,109,206412,1585,2605,4111,13933,140553,"Warren County, Ohio",39,165,2010
44,53476,,109968,1493,49,1530,91839,20181,40473,43252,,,,,,,,41530,29656,23026,1701,4929,11874,10642,90510,13305,24878,1030,1160,4603,144,331,56455,,,422,535,324,416,312,53,233,113447,3078,2109,688,7409,77834,"Wayne County, Ohio",39,169,2010
45,55146,,116010,3173,0,1911,98612,22351,45420,49474,,,,,,,,47242,30425,23621,1628,5176,16817,13440,103650,18287,25986,1681,1090,4568,20,260,62313,,,2435,955,716,815,298,141,62,124239,3322,2333,815,9280,88978,"Wood County, Ohio",39,173,2010
46,45543,3837,96601,2397,5630,3705,71440,38825,39834,40205,,,,,,,,41819,31285,24686,2096,4503,10534,8588,89501,11814,26608,1849,585,5340,90,344,55898,,,934,355,444,356,114,156,55,113930,1428,1719,1390,10536,74348,"Canadian County, Oklahoma",40,017,2010
47,96540,9251,203893,9944,11280,7880,151987,88094,91947,92467,112713,103611,880,371,2582,1350,3320,95609,64737,50522,3876,10339,30872,22568,206915,35909,54510,2969,2941,9627,164,832,124091,,,4874,1966,1289,1792,1073,381,365,251328,7727,4584,1625,23213,172708,"Cleveland County, Oklahoma",40,027,2010
48,38352,7285,80605,21250,6808,2898,55697,57902,46374,41103,,,,,,,,46141,31609,21045,2452,8112,14532,12032,98808,19204,24598,3977,1204,5777,18,658,58583,,,930,1078,605,302,561,0,326,110776,4483,2946,1070,15982,67886,"Comanche County, Oklahoma",40,031,2010
49,27108,,55658,1651,3968,529,48507,20446,25837,26177,,,,,,,,27236,19163,14418,1635,3110,8073,6887,55256,6226,16501,1367,1086,3646,0,173,33887,,,639,586,422,317,432,493,59,69739,2007,1963,399,6532,46071,"Creek County, Oklahoma",40,037,2010
50,19551,,44584,7294,8918,404,47841,20211,24477,26810,,,,,,,,26664,17342,11915,1792,3635,9322,8309,56000,7839,13694,1717,874,4422,,,35494,,,829,921,370,974,254,186,74,65887,2355,2864,162,5829,47738,"Muskogee County, Oklahoma",40,101,2010
51,207279,57907,487299,110270,18995,23009,424470,214852,223733,249155,311197,273518,1699,739,5457,2641,11783,277615,172572,119680,10237,42655,105043,88556,566974,94304,139051,16013,7077,33234,914,3265,350670,,,7929,6882,5746,5275,3588,736,1058,711319,24769,17015,8620,59686,475627,"Oklahoma County, Oklahoma",40,109,2010
52,31088,,63898,2376,3254,2314,47256,24223,29556,28858,,,,,,,,30344,16414,13062,732,2620,13930,8731,65278,16918,13234,944,649,2951,102,26,35714,,,4532,1271,325,123,198,81,261,74568,4046,2750,574,5113,58038,"Payne County, Oklahoma",40,119,2010
53,24815,,53337,2064,7553,122,49110,18947,23929,27598,,,,,,,,26086,18882,13430,1361,4091,7204,6483,54905,7435,14324,434,891,3225,,,34333,,,231,1122,464,494,404,200,73,68770,3425,1435,338,7078,45084,"Pottawatomie County, Oklahoma",40,125,2010
54,31654,,66506,219,12660,664,56710,28024,30841,32022,,,,,,,,32457,25170,20462,1521,3187,7287,6194,68356,7916,21340,1133,716,3833,0,357,42570,,,307,236,320,257,185,47,124,86525,1139,1277,881,8368,55926,"Rogers County, Oklahoma",40,131,2010
55,190825,35818,437262,64590,30624,14628,347768,206352,195018,215159,256734,225810,2621,508,3767,2858,12867,239654,152046,107857,10985,33204,87608,73778,475844,75098,120506,9854,6401,26978,175,1821,296304,,,4187,6519,5138,4369,3083,1012,901,599630,18698,16460,8605,43274,407269,"Tulsa County, Oklahoma",40,143,2010
56,26507,,56666,2492,6330,252,48760,22480,25138,26999,,,,,,,,26290,20677,16527,1396,2754,5613,4147,56955,6351,16840,591,546,3470,152,220,36452,,,381,485,414,494,109,0,95,73349,1221,980,247,6689,47131,"Wagoner County, Oklahoma",40,145,2010
57,35525,,76564,807,558,4498,38554,38508,32194,31696,26723,23825,1018,3686,4089,349,2620,32888,18222,15683,528,2011,14666,10114,73049,16774,16682,784,367,2810,92,107,41247,,,3849,1240,618,797,344,17,163,85575,5136,1782,1311,5874,64329,"Benton County, Oregon",41,003,2010
58,156112,15688,337830,2755,2352,12898,196385,144596,124365,133608,145613,130831,4833,308,3103,430,16143,143814,100367,81087,5588,13692,43447,34292,303549,40561,88217,4116,3344,16359,0,453,185102,,,3046,1384,2352,2102,1774,645,343,375575,6225,6769,6110,31294,256128,"Clackamas County, Oregon",41,005,2010
59,69084,6054,146337,668,1133,1806,70822,78555,57087,58177,,,,,,,,64120,44228,34361,3355,6512,19892,15375,128636,16500,37789,2376,2287,6667,0,618,76959,,,2138,1125,773,804,666,291,348,157297,5098,3596,1652,15820,105589,"Deschutes County, Oregon",41,017,2010
60,47558,,100911,154,2063,955,46953,57551,40745,42628,,,,,,,,44191,29608,23119,1737,4752,14583,11613,89570,11088,25603,1870,2020,4931,371,289,,,,659,832,1536,1219,652,762,228,106473,4126,2903,411,13937,71565,"Douglas County, Oregon",41,019,2010
61,82059,10666,186892,1290,2175,1993,81239,110237,71045,77870,70271,64334,882,661,3277,1056,6966,81508,52352,38444,3936,9972,29156,23221,166609,21365,42771,3065,3094,13111,248,414,100993,,,1990,1346,1506,1894,1683,1054,197,201487,6518,6748,1878,21349,137670,"Jackson County, Oregon",41,029,2010
62,35359,,77483,167,1331,294,25357,53900,31105,32342,,,,,,,,34099,20874,16473,1894,2507,13225,11040,69411,7991,17735,1668,1622,6216,80,81,,,,862,796,1105,359,1029,555,134,82212,3562,3537,354,10661,55019,"Josephine County, Oregon",41,033,2010
63,26139,3646,57521,52,3205,262,27946,32362,23380,23395,,,,,,,,27582,18836,13942,1418,3476,8746,7135,53146,5955,15671,1407,631,4338,0,235,31310,,,269,489,485,1037,865,461,98,64483,2417,2686,360,7532,42776,"Klamath County, Oregon",41,035,2010
64,145809,13532,314768,2876,2900,8142,160818,166630,128116,135008,122868,108459,4876,6837,6824,1552,9116,144923,85769,63141,6966,15662,59154,40999,296112,52420,69033,4928,4231,18452,130,770,174147,,,9007,3463,2880,2980,3219,661,425,349926,15404,9167,2930,32477,250010,"Lane County, Oregon",41,039,2010
65,50033,4655,106847,487,2327,965,63771,47162,40746,43380,,,,,,,,45489,30470,23448,1955,5067,15019,10981,93224,13575,24777,1129,1771,5009,92,314,57086,,,779,1522,1186,489,661,313,307,116896,3658,2904,293,11810,76910,"Linn County, Oregon",41,043,2010
66,104443,40693,251340,3461,4319,6136,153569,112947,92272,98530,112884,93778,2155,1404,4676,1482,6660,114347,79324,59298,5096,14930,35023,28500,246413,36690,69596,7280,2479,12695,75,1000,152917,,,3269,3766,1780,2462,1912,659,295,308853,7642,6719,1989,25977,206456,"Marion County, Oregon",41,047,2010
67,262000,42630,575104,44592,6366,50481,315778,307503,241174,250480,251750,217598,38412,17257,16667,3381,25200,302060,164385,117221,11875,35289,137675,98744,610663,127480,129869,10848,7430,35693,335,3083,358908,32133,26747,8755,12179,6801,7581,4561,2345,1256,730634,29186,16575,11128,46589,539826,"Multnomah County, Oregon",41,051,2010
68,29298,,67064,172,1848,1775,40338,30408,25151,27700,,,,,,,,28767,20395,16430,1076,2889,8372,6979,60584,8543,17522,776,554,2182,0,474,37149,,,287,675,570,161,547,487,0,75048,1923,1690,473,6471,50723,"Polk County, Oregon",41,053,2010
69,27089,10044,68326,618,811,722,31861,34686,25016,22295,,,,,,,,27295,18710,12930,1596,4184,8585,6762,59268,10412,15635,2286,931,4457,0,420,34698,,,823,899,18,322,524,0,181,71917,2023,2307,344,6590,49405,"Umatilla County, Oregon",41,059,2010
70,180347,43574,406871,9171,4778,45051,228799,209814,151752,164710,207935,191022,14203,4077,9019,2338,12181,199027,134305,105018,8615,20672,64722,51528,417191,62299,118055,8244,3266,19138,224,1133,260788,,,3087,3371,3131,2347,1851,306,346,527399,8714,7479,8497,34137,361040,"Washington County, Oregon",41,067,2010
71,38536,8336,84549,611,1440,1855,48640,41838,33092,33790,37505,33167,687,104,2155,471,1815,34070,25150,19155,2003,3992,8920,6998,79056,12993,21454,1403,518,4933,0,250,46749,,,1129,534,550,1002,732,67,505,97350,1873,1883,393,8836,65961,"Yamhill County, Oregon",41,071,2010
72,44860,3360,95237,2035,0,297,62428,35076,36749,39191,,,,,,,,37831,26985,21168,1490,4327,10846,8720,83020,11140,24200,2180,1601,3374,81,483,50242,,,480,270,399,235,293,66,182,99962,1176,2503,699,10153,68785,"Adams County, Pennsylvania",42,001,2010
73,474134,9701,998633,157538,1454,33606,972521,187338,437898,493954,466908,413729,54857,2706,25538,5972,21421,519191,299301,218721,19933,60647,219890,184759,1027721,193015,238272,17456,15963,38790,818,2129,619893,10616,3783,10252,7817,5088,6818,5771,2819,1529,1206184,41741,30194,20622,93804,888058,"Allegheny County, Pennsylvania",42,003,2010
74,33174,,67303,720,68,131,62511,5946,,,,,,,,,,28298,18731,14487,1603,2641,9567,8512,57363,7454,15621,1350,1398,3505,0,163,34198,,,272,490,388,229,459,411,196,68839,1981,2342,153,5409,49258,"Armstrong County, Pennsylvania",42,005,2010
75,74550,,155157,9881,0,901,141547,25160,63621,69338,69189,62219,1480,0,2946,1115,1482,69790,45609,33818,3580,8211,24181,21197,142611,21906,36940,3114,2415,6971,5,358,85325,,,1535,1584,933,1912,879,393,474,168745,6859,4042,1236,15354,120644,"Beaver County, Pennsylvania",42,007,2010
76,154058,33813,347052,19106,778,5211,304382,63203,139588,147663,172864,154064,2649,301,5307,1722,6468,155329,106886,79190,6819,20877,48443,39889,331605,54078,88524,5887,4136,14268,430,1302,202687,,,3074,2084,2846,2657,1745,548,729,406189,10082,8701,4033,30021,283521,"Berks County, Pennsylvania",42,011,2010
77,58756,,122234,2009,64,922,112344,12831,47264,51675,53228,47169,63,0,1402,832,1894,52111,33834,25408,2111,6315,18277,15110,105487,16657,27874,2407,2087,4314,57,152,62418,,,1458,692,454,1030,558,126,334,125044,3989,3808,1054,11640,88592,"Blair County, Pennsylvania",42,013,2010
78,265933,14369,563100,22251,1094,24763,435336,133947,211599,226023,284796,261669,8556,332,4822,1310,13478,227393,161805,132112,9120,20573,65588,55952,509163,76916,143366,7571,7002,19940,132,1542,308258,,,1457,1914,2188,2037,2114,556,861,617215,7380,8067,16507,42497,439567,"Bucks County, Pennsylvania",42,017,2010
79,86533,,177832,1706,133,1883,152456,27540,68722,71790,78173,72993,985,180,2626,571,3680,72566,51020,43137,2018,5865,21546,17983,150700,19972,46185,3007,1995,5525,19,212,90737,,,1445,399,1041,676,756,189,235,179383,3689,3520,1735,17040,125946,"Butler County, Pennsylvania",42,019,2010
80,65298,,135124,5234,55,941,127418,13505,55379,58084,56291,50376,508,0,1842,689,1521,59030,36714,28664,2471,5579,22316,19202,120394,20184,31223,2262,2552,5270,13,376,70661,,,616,911,580,824,526,251,293,139351,4322,4143,714,14005,101224,"Cambria County, Pennsylvania",42,021,2010
81,69755,,137638,4197,450,7920,105150,36272,62253,56865,57388,48579,2093,1448,6624,1103,3006,56358,31433,25883,1809,3741,24925,16873,133876,33889,29840,3165,1080,5522,18,161,71834,,,10108,2301,633,297,566,37,20,151616,5055,4014,1264,9236,120508,"Centre County, Pennsylvania",42,027,2010
82,199448,18544,436212,30354,538,19470,319876,130965,162586,175837,217511,200581,6557,190,5847,2773,15106,184160,129847,108059,6672,15116,54313,44248,398273,58704,118711,7179,4136,12692,177,488,244780,,,3249,1356,1635,958,1344,266,809,493191,5078,4424,19608,34122,341652,"Chester County, Pennsylvania",42,029,2010
83,38359,,77700,2035,19,416,72916,7266,33426,31103,,,,,,,,31050,20123,15737,1610,2776,10927,9737,68368,12029,16484,928,1420,5323,0,276,38200,,,1425,911,858,735,373,45,69,78360,2355,2993,152,8079,57155,"Clearfield County, Pennsylvania",42,033,2010
84,30410,,64586,986,66,834,55500,9974,24701,28689,,,,,,,,26698,15622,12281,903,2438,11076,8180,57091,9780,13695,560,707,2265,0,77,34494,,,1467,531,401,286,184,71,128,66291,2601,2022,348,4877,49814,"Columbia County, Pennsylvania",42,037,2010
85,41610,,85309,1591,40,357,70276,16877,33061,35146,31771,27101,107,297,2456,445,1355,35203,23421,18047,1785,3589,11782,9612,72878,11886,19224,1145,1172,3221,93,172,43752,,,942,811,1160,298,771,190,104,86011,3155,2833,320,7989,61301,"Crawford County, Pennsylvania",42,039,2010
86,101993,3429,212930,7594,345,6058,172446,50518,84630,92187,106273,96627,980,316,5784,468,4739,95946,61124,48375,4267,8482,34822,29569,196159,29066,53811,3986,2297,8761,10,419,117762,,,1369,506,641,947,378,348,385,231247,4048,4455,3077,21917,164529,"Cumberland County, Pennsylvania",42,041,2010
87,90734,9769,199813,48361,250,8317,200645,48195,90828,102830,117745,105474,3803,0,2646,1346,2754,107767,68161,45377,6033,16751,39606,34190,217680,38355,51139,4548,4059,10288,530,747,132936,,,1854,2229,1972,1151,1412,329,288,264218,7644,6046,2848,23674,181944,"Dauphin County, Pennsylvania",42,043,2010
88,191917,8790,408816,110512,127,25479,411819,86751,178843,201679,216968,199471,22051,634,10009,1533,9184,206516,136891,95916,10893,30082,69625,58289,454003,84004,107623,7787,6392,16938,245,1622,280227,9724,4294,3340,3061,1941,2572,1732,1124,678,551973,10365,9981,11837,37430,391450,"Delaware County, Pennsylvania",42,045,2010
89,118609,5160,249120,20346,748,3540,222383,46221,101115,107304,112740,101237,1947,13,5319,379,2786,109388,67345,48169,5541,13635,42043,35298,229233,40019,55778,5883,3352,12154,294,1011,138158,,,5641,1844,1671,2649,829,660,381,275443,12282,7762,2086,21527,195969,"Erie County, Pennsylvania",42,049,2010
90,61470,,127173,5741,146,0,118237,16219,52425,55078,,,,,,,,54450,34366,25049,2640,6677,20084,16935,114016,18495,29414,2817,2294,5585,266,515,67277,,,844,1674,1712,2042,1548,523,206,134109,5474,4158,621,11976,96885,"Fayette County, Pennsylvania",42,051,2010
91,65490,3748,140087,4516,41,1035,100566,42650,52910,56885,,,,,,,,57533,40371,32080,2632,5659,17162,14483,120310,17082,33683,1973,1869,5331,110,289,73811,,,620,811,797,531,653,341,71,148016,2102,3370,586,13375,100789,"Franklin County, Pennsylvania",42,055,2010
