,B01001H_002E,B01001I_002E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B05002_003E,B05002_004E,B05003_009E,B05003_020E,B08006_002E,B08006_003E,B08006_008E,B08006_014E,B08006_015E,B08006_016E,B08006_017E,B11001_001E,B11001_002E,B11001_003E,B11001_005E,B11001_006E,B11001_007E,B11001_008E,B12001_001E,B12001_003E,B12001_004E,B12001_006E,B12001_009E,B12001_010E,B13002_008E,B13002_009E,B14002_026E,B16001_004E,B16001_005E,B17001_010E,B17001_011E,B17001_012E,B17001_013E,B17001_014E,B17001_015E,B17001_016E,B18101_001E,B19001_002E,B19001_003E,B19001_017E,B21001_002E,B21001_003E,NAME,state,county,year
10,35545,,76272,14066,599,364,62091,26505,34128,34360,,,,,,,,31880,21941,16722,1591,3628,9939,9211,75832,13188,18889,1753,1478,4489,202,471,43702,,,324,1225,1013,523,807,70,253,89672,2969,1337,1641,8003,63248,"Limestone County, Alabama",01,083,2016
11,115049,9066,243688,87415,2547,8383,189710,139849,125878,134759,166297,155556,0,0,968,1976,6223,143669,89167,64788,6158,18221,54502,47561,291960,49871,71044,5188,3872,16430,55,1502,176176,,,3165,3461,2012,1730,2430,456,742,352108,9380,7623,9678,31870,245018,"Madison County, Alabama",01,089,2016
12,37422,,89605,2764,369,746,68045,21250,32157,34456,,,,,,,,34726,23208,17827,1512,3869,11518,9408,75821,10267,19841,1002,1480,5094,0,511,46958,,,819,1424,556,741,730,146,254,94288,2646,2632,1077,6402,65179,"Marshall County, Alabama",01,095,2016
13,115266,6040,243284,148001,3328,8269,301553,96298,141831,161880,159670,148737,1122,234,2514,1858,8075,157141,102206,68547,7322,26337,54935,47749,333903,56945,77728,7566,4689,18069,227,1770,208725,,,4251,3424,1973,3069,3753,1226,554,406962,15701,10296,4909,27795,287946,"Mobile County, Alabama",01,097,2016
14,38144,4284,81740,130006,339,5753,164148,48874,75560,88750,94514,85986,358,32,2148,535,3724,90827,54443,32054,5986,16403,36384,32766,182542,34162,37129,4326,3471,10188,171,772,115578,,,2378,1546,1404,1838,1433,590,377,221876,8841,5824,3211,15035,157235,"Montgomery County, Alabama",01,101,2016
15,43972,5398,93591,14431,763,1076,84146,28297,42429,44942,,,,,,,,44816,29505,22544,2443,4518,15311,14563,97194,15670,23729,1298,1882,6169,0,437,57755,,,937,738,582,840,1055,299,396,117103,4587,2663,746,6428,85185,"Morgan County, Alabama",01,103,2016
16,37461,,,,,,68418,17820,32684,33851,,,,,,,,31615,24714,20100,1260,3354,6901,5895,71426,9469,20816,1334,1101,4134,0,334,42301,,,440,243,728,479,950,217,184,85911,2014,1346,352,6403,61329,"St. Clair County, Alabama",01,115,2016
17,79917,,168484,24066,211,4535,133487,64030,72173,78085,,,,,,,,76059,54059,43929,2079,8051,22000,19168,169344,23907,47926,2796,1793,7393,0,389,104552,,,945,1149,892,780,548,407,110,209179,2612,3188,5302,13411,146553,"Shelby County, Alabama",01,117,2016
18,24911,,51823,26589,70,548,65147,12908,,,,,,,,,,31517,20261,14782,1235,4244,11256,10112,65704,11522,14914,1594,1137,4288,,,,,,695,751,756,354,1009,364,302,77264,3503,1962,361,5680,56844,"Talladega County, Alabama",01,121,2016
19,62946,3642,132006,66183,34,3413,151711,44871,73836,81915,,,,,,,,73825,46045,31944,3621,10480,27780,21446,169837,36003,36434,4197,1623,6596,328,1452,103726,,,4447,2629,619,777,947,227,164,204457,6087,4403,2370,10762,151672,"Tuscaloosa County, Alabama",01,125,2016
20,28189,,,,,,53295,10491,23799,26070,,,,,,,,23863,17442,13156,1198,3088,6421,5598,53334,6353,15080,772,1272,2996,0,287,,,,891,571,488,570,952,526,34,64172,2325,1971,264,3656,46812,"Walker County, Alabama",01,127,2016
21,91347,13733,184841,16102,23916,27142,110554,146509,102390,93949,139661,120738,2488,2441,4019,2701,6926,105249,69999,51011,6060,12928,35250,25247,236408,49747,58724,6166,1753,10116,0,573,138502,,,1022,1974,330,1059,716,345,152,287066,2257,2797,10746,26388,190025,"Anchorage Municipality, Alaska",02,020,2016
22,38921,,75501,4385,7427,3875,28803,61587,39209,31434,,,,,,,,33770,21062,16606,1598,2858,12708,8315,79415,20097,20512,3935,410,3414,0,308,42863,,,1084,345,604,124,165,0,43,94375,1237,758,1444,12284,58071,"Fairbanks North Star Borough, Alaska",02,090,2016
23,43513,2622,86314,1019,5455,1083,42272,56375,38050,34502,36577,30958,261,48,766,2329,3210,30305,20474,16669,1126,2679,9831,7840,80726,15692,20277,2574,711,5245,45,498,48368,,,419,402,944,497,839,198,0,102271,1654,949,2015,10318,64842,"Matanuska-Susitna Borough, Alaska",02,170,2016
24,6265,,16162,112,53520,106,54798,17460,25119,26293,,,,,,,,20018,14197,8499,1534,4164,5821,5408,56022,12857,11239,1075,812,2316,29,279,36131,,,1360,1396,1562,1294,978,570,600,72483,4325,1667,53,2862,49300,"Apache County, Arizona",04,001,2016
25,35779,22041,109899,5077,1875,2783,41195,63371,43704,39052,,,,,,,,50147,32206,22859,2785,6562,17941,15471,102630,15954,26543,3400,1881,7644,0,1185,59843,,,1229,1277,975,1151,1372,690,148,116759,4098,4196,927,17341,77155,"Cochise County, Arizona",04,003,2016
26,38320,10003,91167,2166,37010,2670,76067,59025,53074,54499,52267,44550,941,670,4453,533,4117,47408,27283,19831,2163,5289,20125,13645,117102,30547,22307,2222,1278,4160,45,322,68080,,,3692,1321,553,1204,1342,69,394,140216,4334,2772,1582,6163,105684,"Coconino County, Arizona",04,005,2016
27,1166765,652886,3227510,230642,82300,168720,1610283,1934141,1273562,1328062,1716505,1498285,38340,15395,28173,33958,134556,1521131,1003961,724219,90723,189019,517170,402488,3379879,623410,822058,66850,40886,170763,2049,11385,2067312,528695,279717,37097,39133,31491,26097,22968,14273,7228,4211353,98556,61516,93833,251005,2946942,"Maricopa County, Arizona",04,013,2016
28,79749,17535,187492,1614,4870,2029,40433,152369,78861,78799,,,,,,,,84876,52190,39404,3646,9140,32686,25454,175290,24448,46045,4247,4033,13288,0,567,99704,,,1243,1928,1620,2234,3200,1834,1009,201328,6604,5862,1729,22372,145985,"Mohave County, Arizona",04,015,2016
29,22461,6628,50543,755,49003,897,77001,29375,37774,38554,,,,,,,,33587,24515,14894,2072,7549,9072,7657,84982,17471,18026,2600,2289,4806,114,968,52569,,,1670,2059,1005,1325,1432,665,369,107624,4707,2673,362,7379,71933,"Navajo County, Arizona",04,017,2016
30,261433,182977,774608,34344,32670,28713,417844,445306,328428,341621,374106,328862,11171,7033,8136,6606,23358,400835,248141,175078,18244,54819,152694,121378,836776,158008,195177,16128,11665,43356,390,5992,499362,,,14871,10599,8667,6990,8534,4494,2494,996737,31990,23781,14437,85480,708862,"Pima County, Arizona",04,019,2016
31,121670,66290,337571,18679,21796,8568,175318,201084,148317,135628,130924,112242,295,215,2960,2597,8584,132352,91889,69064,7398,15427,40463,33900,336699,68305,80023,8724,4884,22405,270,1186,194327,,,1657,3135,3839,2126,3190,1244,1011,392508,10367,6684,3076,35852,284256,"Pinal County, Arizona",04,021,2016
32,88265,17214,209960,1130,3491,2368,68517,142794,85434,90903,,,,,,,,94962,60320,51449,2585,6286,34642,29001,194933,21726,56343,3050,4667,11854,0,8,112290,,,2822,1418,927,1349,2161,1734,585,224068,7654,5355,2502,26548,161710,"Yavapai County, Arizona",04,025,2016
33,34294,65292,112651,3696,2926,2719,80620,68116,53678,47705,69851,62306,2659,290,1836,1516,2038,73072,53122,39652,2946,10524,19950,15864,161733,27658,47688,3807,2529,5702,0,1303,94185,,,2336,1620,1493,784,1081,1082,737,198871,5915,4321,1230,17860,131581,"Yuma County, Arizona",04,027,2016
34,93614,21626,228649,3896,2656,9343,109149,117778,78862,83619,,,,,,,,94494,70275,56765,2940,10570,24219,18668,200006,26312,61597,3121,2615,7740,84,715,124644,,,1135,1423,1139,527,879,736,452,256878,4161,2871,6212,16419,172666,"Benton County, Arkansas",05,007,2016
35,39567,,84134,15243,0,1394,72370,29274,36081,39679,,,,,,,,39813,25087,16129,2960,5998,14726,12759,84321,14633,19026,1971,1391,6266,0,292,51481,,,1413,572,1658,483,608,86,46,104786,3110,3275,1107,6660,72939,"Craighead County, Arkansas",05,031,2016
36,48454,,100295,12771,277,1404,79700,37943,43345,47468,,,,,,,,43964,28857,22587,1799,4471,15107,11986,98345,17069,25906,2270,938,3285,68,571,61265,,,3078,1310,970,985,522,618,351,121025,3927,2856,1124,7631,86159,"Faulkner County, Arkansas",05,045,2016
37,39301,,84195,8471,989,1046,55699,37051,34129,38703,,,,,,,,39309,22555,17276,634,4645,16754,14091,80466,11425,18869,1067,1344,6162,0,177,,,,1137,894,184,621,752,390,192,96213,3016,3053,700,8009,69073,"Garland County, Arkansas",05,051,2016
38,14144,,28485,40177,46,291,56468,12624,,,,,,,,,,26750,16440,9566,1221,5653,10310,9603,57033,10908,12677,3106,1186,3189,7,328,34134,,,657,542,356,689,765,513,153,65670,2903,3115,726,4069,50104,"Jefferson County, Arkansas",05,069,2016
39,30681,,63910,3884,292,1032,47658,22484,25839,26572,,,,,,,,26327,19259,13722,1755,3782,7068,6018,57492,6758,15920,1145,1441,3788,156,212,34756,,,510,862,691,147,218,287,255,70607,2086,969,424,5684,47060,"Lonoke County, Arkansas",05,085,2016
40,100311,13228,218346,142430,799,8604,259817,109679,131641,150161,169011,151794,1685,228,2461,1799,6196,161291,98087,62699,7284,28104,63204,52757,315457,55011,70065,7083,4088,19213,60,2056,197322,,,3990,3582,2396,3283,3386,1448,467,386784,16161,7851,8556,25823,272468,"Pulaski County, Arkansas",05,119,2016
41,49776,,106655,8393,887,1212,78404,35824,42454,44969,,,,,,,,43371,30706,25300,1281,4125,12665,10954,95634,12054,28394,2394,1908,4729,77,24,57712,,,88,566,293,858,784,299,377,117440,1467,2091,1588,7906,82806,"Saline County, Arkansas",05,125,2016
42,43546,9020,93101,8645,1893,5547,70157,44534,40668,44057,,,,,,,,51055,32409,22786,2665,6958,18646,15190,102499,16382,25939,2931,1131,5657,0,775,63326,,,1309,1915,951,1219,1039,434,177,126838,5398,2016,953,9105,87691,"Sebastian County, Arkansas",05,131,2016
43,80847,19109,174457,8608,2189,5402,111275,88837,74433,75114,98137,84777,940,517,2250,998,3952,88690,51980,38958,4557,8465,36710,27868,180807,34516,42764,2128,2693,9033,0,721,111088,,,5907,2996,773,1437,846,499,155,226224,8710,4296,3605,11830,159985,"Washington County, Arkansas",05,143,2016
44,33778,,,,,,49411,27168,27969,30544,,,,,,,,28221,19571,14869,1236,3466,8650,7978,63628,9648,16164,801,442,3966,0,74,39552,,,202,486,390,1042,257,494,177,78755,2266,1925,577,5734,54653,"White County, Arkansas",05,145,2016
45,262061,187713,688067,174855,10122,483856,794916,286276,382256,403174,539992,459147,115677,18140,24918,12208,55332,572012,383396,291642,27695,64059,188616,138557,1357510,256830,346340,36054,11768,45551,163,3050,811130,152558,109755,11670,10155,8344,8494,8205,3802,3740,1638769,27528,21753,91053,50979,1249574,"Alameda County, California",06,001,2016
46,80583,18464,187892,3563,2567,10665,162066,43967,78996,84788,77118,67201,1205,3497,2375,659,5118,85531,50528,36380,4018,10130,35003,24745,188665,37783,41335,3846,2566,10127,271,713,112184,,,6407,2105,2040,1963,1633,714,625,223789,7025,6860,3235,15552,165553,"Butte County, California",06,007,2016
47,247071,144935,658852,97413,3159,183849,628578,203264,294089,310620,423307,361245,55812,3068,11570,8126,33345,391288,284811,215875,21354,47582,106477,83423,919876,156876,248417,21977,8025,31936,160,2323,563972,113021,83950,5188,6697,5130,4039,5187,1960,2132,1129678,13026,11587,63031,51096,821503,"Contra Costa County, California",06,013,2016
48,72082,12446,162495,1795,2379,8904,113221,50794,65263,63760,69507,62998,743,796,1926,455,6351,69653,48840,39436,3162,6242,20813,16190,155376,21732,44128,2338,2895,8290,0,423,90379,,,540,1154,818,660,1997,357,73,184404,2473,3011,7005,14317,133163,"El Dorado County, California",06,017,2016
49,142495,261798,640619,47646,10176,101993,657657,102780,245258,256116,345308,298114,3770,2209,6622,7413,17479,303216,219660,141938,24769,52953,83556,65039,744140,157177,175054,22601,9167,27287,824,5102,469717,,,11777,12708,13712,8438,9035,3787,2137,969448,25522,21682,13417,37369,660942,"Fresno County, California",06,019,2016
50,50518,8216,110795,1172,7228,4212,97753,31521,51908,53005,50703,44056,1048,468,3179,858,3971,54230,28646,18837,3886,5923,25584,18545,114528,25426,21773,2546,1190,8078,19,712,67762,,,3496,1843,1560,1977,1531,662,315,135753,4468,3754,1521,9160,100908,"Humboldt County, California",06,023,2016
51,11195,75282,110971,4122,1808,2731,107908,12716,42013,34655,53759,49094,131,498,1848,970,2807,44855,34950,24310,2929,7711,9905,8358,137852,30030,32557,5553,2309,5285,105,991,83733,,,2082,1109,1617,1986,1562,951,740,171672,3738,4228,1226,5210,123483,"Imperial County, California",06,025,2016
52,154406,242448,642077,47668,11936,40615,585192,115727,234506,222799,306143,268902,2377,1249,4905,5437,11122,270359,197797,137548,16420,43829,72562,59506,668215,140562,166923,23054,6902,29771,822,4242,408314,,,8991,9225,8666,6972,6122,2827,1531,855550,19432,15821,9553,39962,585201,"Kern County, California",06,029,2016
53,26621,43979,99706,10028,2083,5238,98162,20437,47516,33965,51706,43733,70,1038,1308,732,3166,43090,33611,23513,3317,6781,9479,7136,115074,26591,29748,4450,1435,6935,0,334,64491,,,1304,1378,1033,1195,855,121,70,132848,2881,1766,1544,7846,96343,"Kings County, California",06,031,2016
54,22313,6537,49293,914,2815,343,43272,15548,21763,24148,,,,,,,,24593,14230,10334,868,3028,10363,9088,52907,7092,13443,2288,1353,3659,,,,,,265,642,1227,476,1109,474,135,63496,2366,1579,896,6128,44701,"Lake County, California",06,033,2016
55,1342463,2451326,5093898,826516,65370,1474575,5168098,1343327,2230026,2265448,3983289,3525431,287070,38726,133709,71474,255573,3305589,2196331,1475422,226415,494494,1109258,851587,8273554,1822554,1859287,247544,85464,273887,2703,31242,4961521,2174071,1568728,91741,83813,83830,83355,67908,36346,23142,10072777,212482,172637,284095,262306,7618746,"Los Angeles County, California",06,037,2016
56,25382,44302,109705,4535,3262,2748,103677,17273,36390,43561,50371,41837,119,357,1159,1207,1263,44369,34099,25665,2095,6339,10270,8964,118974,19180,32420,3618,1201,3791,218,597,75954,,,1256,1502,1474,568,704,968,173,147136,3228,2781,1424,5398,106757,"Madera County, California",06,039,2016
57,89277,22059,200426,6114,274,13886,128170,78486,77451,83244,94392,85667,11402,2588,4135,1207,14662,106333,65569,54388,2919,8262,40764,33013,216635,33352,60336,4078,2603,8756,0,191,130241,,,740,764,921,1340,1862,873,378,255991,3670,3745,26364,10712,196684,"Marin County, California",06,041,2016
58,27935,10953,71202,412,3169,1125,56097,19307,27572,29852,,,,,,,,35439,20857,13661,2389,4807,14582,11745,71448,11953,15965,2133,461,6580,327,208,43351,,,654,618,579,781,1396,479,8,86931,2688,3339,993,6489,61787,"Mendocino County, California",06,045,2016
59,37227,80497,149377,8492,2522,21156,168803,27178,59295,60500,85241,77193,1831,197,2734,3714,2950,77713,60046,39937,6782,13327,17667,13765,201891,41689,49474,5110,1818,8405,0,1516,126567,,,2555,3080,2250,1555,1889,1410,459,265886,5518,4453,3033,9726,178437,"Merced County, California",06,047,2016
60,64961,130765,242774,11055,1903,24852,231971,61990,99470,93059,155499,134063,3471,1191,6871,15908,8469,125740,90571,66573,8403,15595,35169,28542,338211,74603,80863,9629,4611,11995,0,882,203141,,,1955,3883,3571,1462,2021,950,587,419886,5139,3010,9184,17170,297876,"Monterey County, California",06,053,2016
61,36476,24762,110943,2718,1160,11301,80718,27513,39788,41701,61054,52087,1506,895,2805,569,5258,49561,32419,24905,2529,4985,17142,14161,117471,20582,30868,3777,1592,4957,0,163,69269,,,471,489,1437,303,448,220,436,140216,1914,2288,5879,7009,105062,"Napa County, California",06,055,2016
62,41848,,91701,197,490,1742,60384,32446,37714,39303,,,,,,,,38708,24711,19637,2184,2890,13997,11880,84506,12671,22425,1830,1900,5626,0,197,47494,,,393,735,543,650,788,180,117,98215,2495,1371,2984,7028,74214,"Nevada County, California",06,057,2016
63,643731,543873,1986194,53602,13443,637622,1644302,523323,759614,778394,1371638,1220194,34162,11270,25980,17437,95142,1032218,743944,571716,52943,119285,288274,214173,2587125,475014,679331,67963,25877,86156,1118,5111,1554736,442999,334492,25723,18694,15945,13947,15297,8190,5460,3155801,43164,26471,136857,115859,2342895,"Orange County, California",06,059,2016
64,135544,26155,309901,5796,2292,26369,248000,90258,126523,134086,149750,136033,1750,690,2403,2308,15405,139104,94315,77585,4046,12684,44789,36874,310863,44153,86453,4186,4197,14887,0,926,189553,,,1993,867,1228,1316,1537,1239,519,377667,5440,5707,16851,25946,268046,"Placer County, California",06,061,2016
65,426892,580076,1406044,152433,20442,149105,1426325,407127,633676,638610,883938,767133,9522,2645,14476,14512,51662,715040,518670,383571,41878,93221,196370,159244,1882755,357473,472099,56431,20842,80030,1013,8998,1152555,477353,283235,17739,17720,14940,16377,17758,8780,5991,2366438,44419,31562,38500,126328,1643636,"Riverside County, California",06,065,2016
66,331780,174257,882763,148706,10265,230645,915140,262762,414546,441849,589246,521978,14989,7053,12002,7571,44396,535090,351789,242852,34764,74173,183301,142714,1211595,230417,286328,30304,13478,54927,5,6661,747305,132336,71961,11971,17717,11883,11067,10957,5694,3390,1500522,31375,26946,32220,77871,1072723,"Sacramento County, California",06,067,2016
67,312829,565560,1314742,182864,15077,152270,1367953,297538,565974,567457,789895,686988,13880,2509,12475,8257,50696,633173,484218,322342,50175,111701,148955,119112,1665506,342387,393763,48397,18279,67639,1402,9489,1033135,444435,241451,19617,20156,16126,12903,15122,4787,4018,2089284,35680,34652,24814,92891,1463861,"San Bernardino County, California",06,071,2016
68,780862,551472,2385470,165878,24980,389369,1625666,825502,942435,889180,1358183,1214714,46359,10869,51178,24097,114769,1110568,745752,556722,54533,134497,364816,267296,2707758,549692,669741,74134,30025,106458,1078,7503,1587031,498099,292391,30625,27870,19995,17671,18193,8530,5036,3220462,49190,41211,102835,226047,2293907,"San Diego County, California",06,073,2016
69,192060,69530,404410,43468,3054,300409,338891,207769,242411,215060,201799,168473,171658,19429,55443,19949,32191,358703,174077,132627,13377,28073,184626,124885,770100,196675,163899,20800,6792,25041,0,494,414494,54509,35727,5571,7668,3606,7184,6380,3333,2916,866553,20133,16833,83551,24447,728263,"San Francisco County, California",06,075,2016
70,118427,153662,417952,52126,5428,111547,475863,80561,184983,189476,268000,225580,4368,1477,5021,2319,12746,227186,166267,112118,18547,35602,60919,48179,567137,111130,137639,16774,7795,23856,535,3394,354049,,,4122,6119,4862,5393,3884,2211,1019,725875,11142,12895,12401,30111,501748,"San Joaquin County, California",06,077,2016
71,96960,33080,238692,5167,2262,10989,187682,63016,102778,101657,113894,99963,1309,2448,6641,1147,8158,106312,67493,54125,5087,8281,38819,27641,240791,46478,61115,5529,3623,10410,187,265,136089,,,6065,1373,496,721,1172,840,463,276422,6072,4175,8135,16381,214064,"San Luis Obispo County, California",06,079,2016
72,151882,95139,388724,17413,3102,214801,368385,119898,174698,175135,320533,281764,46155,4840,9812,4471,20118,263445,186003,142654,14250,29099,77442,59046,629372,108834,170065,18104,6440,22799,0,1248,374492,79127,59384,2989,2988,1949,2192,3201,1466,1143,761136,7067,7117,65784,26863,576309,"San Mateo County, California",06,081,2016
73,98464,102726,341741,8202,4863,24802,249134,82739,120086,121084,172666,141748,7631,8335,8593,1993,11984,142449,96218,71616,7444,17158,46231,31875,362463,76216,85751,9908,3664,14482,169,722,214093,,,8869,2362,3357,1998,2587,457,683,439316,7426,6115,13408,22212,322013,"Santa Barbara County, California",06,083,2016
74,315973,251689,844820,47142,8787,683532,862213,276725,399683,376609,795821,697144,41665,15526,21690,12064,50745,635687,460126,363972,32247,63907,175561,127972,1556425,294355,428006,46412,12904,47318,316,2451,918331,190948,132703,14513,11879,8916,7379,7700,4836,4243,1910117,21795,19369,147962,52201,1433676,"Santa Clara County, California",06,085,2016
75,77888,46221,203973,2908,1797,13692,168018,55389,86046,88554,102156,90742,3415,3646,7632,5616,10348,96257,60500,45131,5546,9823,35757,25250,229918,47407,52245,4768,2094,11460,0,603,134506,,,2536,1324,1779,1519,2713,1282,350,272994,5444,4503,11771,10824,209225,"Santa Cruz County, California",06,087,2016
76,70271,9432,158293,1791,2942,6016,128212,40906,63915,68065,63191,59087,488,339,2104,929,4007,72095,46527,35599,3461,7467,25568,20909,147602,21905,38152,2547,2286,9834,55,653,87632,,,1689,1661,2068,1562,1768,808,350,178192,4072,5993,2491,13940,127028,"Shasta County, California",06,089,2016
77,84237,58826,219084,64438,1568,66560,250846,88348,128284,125178,184358,156479,5252,568,2835,1870,8186,149172,110618,78009,10333,22276,38554,29229,357954,65761,92156,9930,3540,15337,0,823,213588,,,2193,2816,2233,1576,1724,1321,616,427533,6456,5432,11293,35158,302040,"Solano County, California",06,095,2016
78,153436,68580,371195,8632,4397,21487,299251,107835,152555,166804,214546,186407,3087,2874,7305,2694,18100,187504,119397,89820,10989,18588,68107,52393,419628,71877,102851,9961,4395,24268,132,1345,249971,,,2132,4031,1350,2427,2673,1872,705,498003,7395,6877,16158,27656,373065,"Sonoma County, California",06,097,2016
79,111894,124352,395715,17096,3427,30615,358450,62828,137245,147337,196797,173290,2258,1416,3962,2114,11110,172881,131103,92928,12792,25383,41778,34275,418817,73749,109332,10526,4861,16177,22,2365,264148,,,4002,4630,3960,3119,3117,1598,1577,538462,8691,8667,7425,21443,372898,"Stanislaus County, California",06,099,2016
80,21989,15070,69300,1672,653,14849,56455,15923,23723,26925,,,,,,,,32345,23974,17391,2096,4487,8371,6864,75667,11838,20921,2069,676,4005,0,542,45877,,,984,576,846,1037,422,178,260,95417,1893,1684,1072,6679,64686,"Sutter County, California",06,101,2016
81,64362,149768,340284,6167,6233,20506,308629,43021,106873,113550,156406,133766,1550,792,1998,4204,4840,135648,107163,70882,10753,25528,28485,22624,339809,64937,84969,8260,3360,14672,46,2625,221404,,,6022,5672,6301,4388,3311,2050,1083,456802,9302,8214,3592,14140,302232,"Tulare County, California",06,107,2016
82,190884,181842,681115,14929,5746,60772,490049,157459,230627,235671,370105,317903,5304,2853,6838,4031,21317,268091,193342,146295,14905,32142,74749,58544,685019,131188,172223,16372,7628,25583,258,2829,414962,141359,103914,5504,4454,3831,3607,3791,1179,1169,843130,8735,7049,30477,40937,605040,"Ventura County, California",06,111,2016
83,49174,33828,151935,5476,1835,30155,125855,37722,58368,64267,72672,63716,4230,7410,2374,504,5506,73055,45671,33760,4306,7605,27384,17110,177730,40197,39196,3600,1441,5231,122,206,107479,,,8213,2243,1192,1084,1469,485,370,214550,6447,3519,7290,8706,161309,"Yolo County, California",06,113,2016
84,21242,10176,56042,2331,1046,3656,50168,15620,23532,22738,,,,,,,,26699,18858,13656,1069,4133,7841,6174,57283,8759,15540,1021,857,3255,292,258,36035,,,274,632,252,674,459,108,40,72932,1556,1762,326,6110,46381,"Yuba County, California",06,115,2016
85,126204,100499,402970,15865,7677,19783,263213,151716,143880,144862,224462,198010,10399,399,4011,2087,12510,163122,114719,80744,12770,21205,48403,35897,384022,71563,96197,9720,5044,19851,205,1329,237126,,,2570,3954,1687,1035,2317,990,1087,494284,6277,5183,7366,25554,336160,"Adams County, Colorado",08,001,2016
86,191603,60842,452406,69336,3623,38563,268813,265156,196552,202494,290309,257478,11923,886,6708,3351,23308,235942,155317,118143,14598,22576,80625,63315,509431,92075,128628,8128,4355,25532,288,1251,308793,48032,28677,2847,4343,2711,1900,2350,996,572,630246,8069,7302,18577,39546,442348,"Arapahoe County, Colorado",08,005,2016
87,126380,22035,288623,3453,927,15560,100767,179471,111062,112936,121772,109738,7713,7052,10336,999,20344,123820,72540,59327,4289,8924,51280,34312,270074,54961,65247,4184,1748,12951,87,123,156625,,,7567,1651,1131,1086,1363,880,126,320093,7390,4296,15126,14655,243942,"Boulder County, Colorado",08,013,2016
88,25639,3773,57480,727,316,3943,25226,35047,22704,23614,,,,,,,,26269,16569,14033,732,1804,9700,7278,53849,8257,15152,544,551,2401,0,0,32908,,,563,547,582,255,101,20,122,66176,1436,529,4010,4678,46114,"Broomfield County, Colorado",08,014,2016
